kode,nama,province,layer,markers
32.01.09.2010,Sukamakmur,Jawa Barat,ARABIC,-makmur
32.01.10.2001,Parung,Jawa Barat,UNKNOWN,
32.01.10.2002,Iwul,Jawa Barat,UNKNOWN,
32.01.10.2003,Bojong Sempu,Jawa Barat,PRE_HINDU,[bojong]
32.01.10.2004,Waru,Jawa Barat,UNKNOWN,
32.01.10.2005,Cogreg,Jawa Barat,UNKNOWN,
32.01.10.2006,Pamegarsari,Jawa Barat,SANSKRIT,-sari
32.01.10.2007,Waru Jaya,Jawa Barat,SANSKRIT,-jaya; [jaya]
32.01.10.2008,Bojong Indah,Jawa Barat,MIXED,[indah]; [bojong]
32.01.10.2009,Jabon Mekar,Jawa Barat,UNKNOWN,
32.01.11.2001,Cidokom,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.11.2002,Padurenan,Jawa Barat,UNKNOWN,
32.01.11.2003,Pengasinan,Jawa Barat,UNKNOWN,
32.01.11.2004,Curug,Jawa Barat,UNKNOWN,
32.01.11.2005,Gunungsindur,Jawa Barat,PRE_HINDU,gunung-
32.01.11.2006,Jampang,Jawa Barat,UNKNOWN,
32.01.11.2007,Cibadung,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.11.2008,Cibinong,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.11.2009,Rawakalong,Jawa Barat,PRE_HINDU,rawa-
32.01.11.2010,Pabuaran,Jawa Barat,UNKNOWN,
32.01.12.1006,Atang Senjaya,Jawa Barat,SANSKRIT,-jaya
32.01.12.2001,Bojong,Jawa Barat,PRE_HINDU,[bojong]
32.01.12.2002,Parakanjaya,Jawa Barat,SANSKRIT,-jaya
32.01.12.2003,Kemang,Jawa Barat,UNKNOWN,
32.01.12.2004,Pabuaran,Jawa Barat,UNKNOWN,
32.01.12.2005,Semplak Barat,Jawa Barat,UNKNOWN,
32.01.12.2007,Jampang,Jawa Barat,UNKNOWN,
32.01.12.2008,Pondok Udik,Jawa Barat,UNKNOWN,
32.01.12.2009,Tegal,Jawa Barat,PRE_HINDU,tegal-
32.01.13.1007,Pabuaran,Jawa Barat,UNKNOWN,
32.01.13.2001,Bojongbaru,Jawa Barat,PRE_HINDU,[bojong]
32.01.13.2002,Cimanggis,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.13.2003,Susukan,Jawa Barat,UNKNOWN,
32.01.13.2004,Ragajaya,Jawa Barat,SANSKRIT,-jaya
32.01.13.2005,Kedung Waringin,Jawa Barat,PRE_HINDU,kedung-; [waringin]
32.01.13.2006,Waringin Jaya,Jawa Barat,MIXED,-jaya; [jaya]; waringin-
32.01.13.2008,Rawapanjang,Jawa Barat,PRE_HINDU,rawa-
32.01.13.2009,Bojonggede,Jawa Barat,PRE_HINDU,[bojong]
32.01.14.2001,Leuwiliang,Jawa Barat,PRE_HINDU,[leuwi]
32.01.14.2002,Purasari,Jawa Barat,SANSKRIT,-sari; [pura]
32.01.14.2003,Karyasari,Jawa Barat,SANSKRIT,-sari
32.01.14.2004,Pabangbon,Jawa Barat,UNKNOWN,
32.01.14.2005,Karacak,Jawa Barat,UNKNOWN,
32.01.14.2006,Barengkok,Jawa Barat,UNKNOWN,
32.01.14.2007,Leuwimekar,Jawa Barat,PRE_HINDU,[leuwi]
32.01.14.2008,Puraseda,Jawa Barat,SANSKRIT,[pura]
32.01.14.2009,Cibeber I,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.14.2010,Cibeber II,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.14.2011,Karehkel,Jawa Barat,UNKNOWN,
32.01.15.2001,Ciampea,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.15.2002,Cinangka,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.15.2003,Cihideung Udik,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.15.2004,Bojongjengkol,Jawa Barat,PRE_HINDU,[bojong]
32.01.15.2005,Tegalwaru,Jawa Barat,PRE_HINDU,tegal-
32.01.15.2006,Cibuntu,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.15.2007,Cicadas,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.15.2008,Cibadak,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.15.2009,Bojongrangkas,Jawa Barat,PRE_HINDU,[bojong]
32.01.15.2010,Cihideung Ilir,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.15.2011,Cibanteng,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.15.2012,Benteng,Jawa Barat,UNKNOWN,
32.01.15.2013,Ciampea Udik,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.16.2001,Situ Udik,Jawa Barat,UNKNOWN,
32.01.16.2002,Situ Ilir,Jawa Barat,UNKNOWN,
32.01.16.2003,Cemplang,Jawa Barat,UNKNOWN,
32.01.16.2004,Cibatok I,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.16.2005,Ciaruteun Udik,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.16.2006,Leuweungkolot,Jawa Barat,UNKNOWN,
32.01.16.2007,Cimanggu I,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.16.2008,Cimanggu II,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.16.2009,Dukuh,Jawa Barat,PRE_HINDU,dukuh-
32.01.16.2010,Cijujung,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.16.2011,Ciaruteun Ilir,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.16.2012,Cibatok II,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.16.2013,Sukamaju,Jawa Barat,UNKNOWN,
32.01.16.2014,Galuga,Jawa Barat,UNKNOWN,
32.01.16.2015,Girimulya,Jawa Barat,UNKNOWN,
32.01.17.2001,Purwabakti,Jawa Barat,UNKNOWN,
32.01.17.2002,Cibunian,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.17.2003,Cibitung Wetan,Jawa Barat,PRE_HINDU,ci-; [wetan]; ci- (Sunda); [dir:wetan]
32.01.17.2004,Gunung Menyan,Jawa Barat,PRE_HINDU,gunung-
32.01.17.2005,Gunung Bunder II,Jawa Barat,PRE_HINDU,gunung-
32.01.17.2006,Pasarean,Jawa Barat,UNKNOWN,
32.01.17.2007,Cimayang,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.17.2008,Pamijahan,Jawa Barat,UNKNOWN,
32.01.17.2009,Cibening,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.17.2010,Gunung Bunder I,Jawa Barat,PRE_HINDU,gunung-
32.01.17.2011,Cibitung Kulon,Jawa Barat,PRE_HINDU,ci-; [kulon]; ci- (Sunda); [dir:kulon]
32.01.17.2012,Gunung Picung,Jawa Barat,PRE_HINDU,gunung-
32.01.17.2013,Ciasihan,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.17.2014,Gunung Sari,Jawa Barat,MIXED,-sari; [sari]; gunung-
32.01.17.2015,Ciasmara,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.18.2001,Rumpin,Jawa Barat,UNKNOWN,
32.01.18.2002,Leuwibatu,Jawa Barat,PRE_HINDU,[leuwi]
32.01.18.2003,Cidokom,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.18.2004,Gobang,Jawa Barat,UNKNOWN,
32.01.18.2005,Cibodas,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.18.2006,Rabak,Jawa Barat,UNKNOWN,
32.01.18.2007,Kampung Sawah,Jawa Barat,PRE_HINDU,kampung-; [sawah]
32.01.18.2008,Cipinang,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.18.2009,Sukasari,Jawa Barat,SANSKRIT,-sari
32.01.18.2010,Tamansari,Jawa Barat,SANSKRIT,-sari
32.01.18.2011,Kertajaya,Jawa Barat,SANSKRIT,-jaya; [kerta]
32.01.18.2012,Sukamulya,Jawa Barat,UNKNOWN,
32.01.18.2013,Mekarsari,Jawa Barat,SANSKRIT,-sari
32.01.18.2014,Mekarjaya,Jawa Barat,SANSKRIT,-jaya
32.01.19.2001,Curug,Jawa Barat,UNKNOWN,
32.01.19.2002,Pangradin,Jawa Barat,UNKNOWN,
32.01.19.2003,Kalongsawah,Jawa Barat,UNKNOWN,
32.01.19.2004,Sipak,Jawa Barat,UNKNOWN,
32.01.19.2005,Jasinga,Jawa Barat,UNKNOWN,
32.01.19.2006,Koleang,Jawa Barat,UNKNOWN,
32.01.19.2007,Cikopomayak,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.19.2008,Setu,Jawa Barat,UNKNOWN,
32.01.19.2009,Barengkok,Jawa Barat,UNKNOWN,
32.01.19.2010,Bagoang,Jawa Barat,UNKNOWN,
32.01.19.2011,Pangaur,Jawa Barat,UNKNOWN,
32.01.19.2012,Pamagersari,Jawa Barat,SANSKRIT,-sari
32.01.19.2013,Jugalajaya,Jawa Barat,SANSKRIT,-jaya
32.01.19.2014,Tegalwangi,Jawa Barat,PRE_HINDU,tegal-
32.01.19.2015,Neglasari,Jawa Barat,SANSKRIT,-sari
32.01.19.2016,Wirajaya,Jawa Barat,SANSKRIT,-jaya
32.01.20.2001,Jagabaya,Jawa Barat,UNKNOWN,
32.01.20.2002,Gorowong,Jawa Barat,UNKNOWN,
32.01.20.2003,Dago,Jawa Barat,UNKNOWN,
32.01.20.2004,Pingku,Jawa Barat,UNKNOWN,
32.01.20.2005,Cikuda,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.20.2006,Parungpanjang,Jawa Barat,UNKNOWN,
32.01.20.2007,Lumpang,Jawa Barat,UNKNOWN,
32.01.20.2008,Cibunar,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.20.2009,Jagabita,Jawa Barat,UNKNOWN,
32.01.20.2010,Gintungcilejet,Jawa Barat,UNKNOWN,
32.01.20.2011,Kabasiran,Jawa Barat,PRE_HINDU,ka-...-an (kabasiran)
32.01.21.2001,Malasari,Jawa Barat,SANSKRIT,-sari
32.01.21.2002,Curugbitung,Jawa Barat,UNKNOWN,
32.01.21.2003,Cisarua,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.21.2004,Bantarkaret,Jawa Barat,UNKNOWN,
32.01.21.2005,Hambaro,Jawa Barat,UNKNOWN,
32.01.21.2006,Kalongliud,Jawa Barat,UNKNOWN,
32.01.21.2007,Nanggung,Jawa Barat,UNKNOWN,
32.01.21.2008,Parakanmuncang,Jawa Barat,UNKNOWN,
32.01.21.2009,Pangkaljaya,Jawa Barat,SANSKRIT,-jaya
32.01.21.2010,Sukaluyu,Jawa Barat,UNKNOWN,
32.01.21.2011,Batu Tulis,Jawa Barat,PRE_HINDU,batu-
32.01.22.2001,Sukamaju,Jawa Barat,UNKNOWN,
32.01.22.2002,Cigudeg,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.22.2003,Bunar,Jawa Barat,UNKNOWN,
32.01.22.2004,Banyuresmi,Jawa Barat,PRE_HINDU,banyu-
32.01.22.2005,Cintamanik,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.22.2006,Argapura,Jawa Barat,SANSKRIT,-pura
32.01.22.2007,Bangunjaya,Jawa Barat,SANSKRIT,-jaya
32.01.22.2008,Rengasjajar,Jawa Barat,UNKNOWN,
32.01.22.2009,Batujajar,Jawa Barat,PRE_HINDU,batu-
32.01.22.2010,Wargajaya,Jawa Barat,SANSKRIT,-jaya
32.01.22.2011,Sukaraksa,Jawa Barat,UNKNOWN,
32.01.22.2012,Banyuwangi,Jawa Barat,PRE_HINDU,banyu-
32.01.22.2013,Banyuasih,Jawa Barat,PRE_HINDU,banyu-
32.01.22.2014,Mekarjaya,Jawa Barat,SANSKRIT,-jaya
32.01.22.2015,Tegallega,Jawa Barat,PRE_HINDU,tegal-
32.01.23.2001,Tapos,Jawa Barat,UNKNOWN,
32.01.23.2002,Ciomas,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.23.2003,Batok,Jawa Barat,UNKNOWN,
32.01.23.2004,Babakan,Jawa Barat,PRE_HINDU,[babakan]
32.01.23.2005,Tenjo,Jawa Barat,UNKNOWN,
32.01.23.2006,Cilaku,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.23.2007,Singabraja,Jawa Barat,SANSKRIT,-raja
32.01.23.2008,Singabangsa,Jawa Barat,UNKNOWN,
32.01.23.2009,Bojong,Jawa Barat,PRE_HINDU,[bojong]
32.01.24.2001,Cileungsi,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.24.2002,Citapen,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.24.2003,Cibedug,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.24.2004,Jambuluwuk,Jawa Barat,UNKNOWN,
32.01.24.2005,Banjarsari,Jawa Barat,MIXED,-sari; banjar-
32.01.24.2006,Telukpinang,Jawa Barat,UNKNOWN,
32.01.24.2007,Banjarwaru,Jawa Barat,PRE_HINDU,banjar-
32.01.24.2008,Bendungan,Jawa Barat,UNKNOWN,
32.01.24.2009,Pandansari,Jawa Barat,SANSKRIT,-sari
32.01.24.2010,Bojongmurni,Jawa Barat,PRE_HINDU,[bojong]
32.01.24.2011,Banjarwangi,Jawa Barat,PRE_HINDU,banjar-
32.01.24.2012,Ciawi,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.24.2013,Bitungsari,Jawa Barat,SANSKRIT,-sari
32.01.25.1010,Cisarua,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.25.2001,Batulayang,Jawa Barat,PRE_HINDU,batu-
32.01.25.2002,Jogjogan,Jawa Barat,UNKNOWN,
32.01.25.2003,Cibeureum,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.25.2004,Cilember,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.25.2005,Citeko,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.25.2006,Tugu Selatan,Jawa Barat,UNKNOWN,
32.01.25.2007,Leuwimalang,Jawa Barat,PRE_HINDU,[leuwi]
32.01.25.2008,Kopo,Jawa Barat,UNKNOWN,
32.01.25.2009,Tugu Utara,Jawa Barat,UNKNOWN,
32.01.26.2001,Sukamaju,Jawa Barat,UNKNOWN,
32.01.26.2002,Kuta,Jawa Barat,UNKNOWN,
32.01.26.2003,Gadog,Jawa Barat,UNKNOWN,
32.01.26.2004,Sukakarya,Jawa Barat,UNKNOWN,
32.01.26.2005,Megamendung,Jawa Barat,UNKNOWN,
32.01.26.2006,Cipayung,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.26.2007,Sukamanah,Jawa Barat,UNKNOWN,
32.01.26.2008,Sukagalih,Jawa Barat,UNKNOWN,
32.01.26.2009,Cipayung Girang,Jawa Barat,PRE_HINDU,ci-; [girang]; ci- (Sunda)
32.01.26.2010,Sukamahi,Jawa Barat,UNKNOWN,
32.01.26.2011,Sukaresmi,Jawa Barat,UNKNOWN,
32.01.26.2012,Pasir Angin,Jawa Barat,PRE_HINDU,pasir-
32.01.27.2001,Pasirmuncang,Jawa Barat,PRE_HINDU,pasir-
32.01.27.2002,Cimande Hilir,Jawa Barat,PRE_HINDU,ci-; [hilir]; ci- (Sunda)
32.01.27.2003,Ciderum,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.27.2004,Caringin,Jawa Barat,UNKNOWN,
32.01.27.2005,Ciherang Pondok,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.27.2006,Cinagara,Jawa Barat,MIXED,-nagara; ci-; ci- (Sunda)
32.01.27.2007,Cimande,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.27.2008,Pancawati,Jawa Barat,UNKNOWN,
32.01.27.2009,Muarajaya,Jawa Barat,SANSKRIT,-jaya
32.01.27.2010,Pasirbuncir,Jawa Barat,PRE_HINDU,pasir-
32.01.27.2011,Lemah Duhur,Jawa Barat,UNKNOWN,
32.01.27.2012,Tangkil,Jawa Barat,UNKNOWN,
32.01.28.2001,Cijeruk,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.28.2002,Cipelang,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.28.2003,Warungmenteng,Jawa Barat,UNKNOWN,
32.01.28.2004,Tajurhalang,Jawa Barat,UNKNOWN,
32.01.28.2005,Cipicung,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.28.2006,Cibalung,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.28.2007,Sukaharja,Jawa Barat,UNKNOWN,
32.01.28.2008,Palasari,Jawa Barat,SANSKRIT,-sari
32.01.28.2009,Tanjungsari,Jawa Barat,MIXED,-sari; [tanjung]
32.01.29.1003,Padasuka,Jawa Barat,UNKNOWN,
32.01.29.2001,Mekarjaya,Jawa Barat,SANSKRIT,-jaya
32.01.29.2002,Sukaharja,Jawa Barat,UNKNOWN,
32.01.29.2004,Parakan,Jawa Barat,UNKNOWN,
32.01.29.2005,Ciomas,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.29.2006,Pagelaran,Jawa Barat,UNKNOWN,
32.01.29.2007,Sukamakmur,Jawa Barat,ARABIC,-makmur
32.01.29.2008,Ciapus,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.29.2009,Kotabatu,Jawa Barat,UNKNOWN,
32.01.29.2010,Laladon,Jawa Barat,UNKNOWN,
32.01.29.2011,Ciomas Rahayu,Jawa Barat,MIXED,-rahayu; [rahayu]; ci-; ci- (Sunda)
32.01.30.2001,Sukadamai,Jawa Barat,UNKNOWN,
32.01.30.2002,Ciherang,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.30.2003,Sinarsari,Jawa Barat,SANSKRIT,-sari
32.01.30.2004,Sukawening,Jawa Barat,UNKNOWN,
32.01.30.2005,Petir,Jawa Barat,UNKNOWN,
32.01.30.2006,Purwasari,Jawa Barat,SANSKRIT,-sari
32.01.30.2007,Cikarawang,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.30.2008,Babakan,Jawa Barat,PRE_HINDU,[babakan]
32.01.30.2009,Dramaga,Jawa Barat,UNKNOWN,
32.01.30.2010,Neglasari,Jawa Barat,SANSKRIT,-sari
32.01.31.2001,Sukamantri,Jawa Barat,UNKNOWN,
32.01.31.2002,Sirnagalih,Jawa Barat,UNKNOWN,
32.01.31.2003,Pasir Eurih,Jawa Barat,PRE_HINDU,pasir-
32.01.31.2004,Tamansari,Jawa Barat,SANSKRIT,-sari
32.01.31.2005,Sukaluyu,Jawa Barat,UNKNOWN,
32.01.31.2006,Sukaresmi,Jawa Barat,UNKNOWN,
32.01.31.2007,Sukajaya,Jawa Barat,SANSKRIT,-jaya
32.01.31.2008,Sukajadi,Jawa Barat,SANSKRIT,-adi
32.01.32.2001,Klapanunggal,Jawa Barat,UNKNOWN,
32.01.32.2002,Bojong,Jawa Barat,PRE_HINDU,[bojong]
32.01.32.2003,Nambo,Jawa Barat,UNKNOWN,
32.01.32.2004,Lulut,Jawa Barat,UNKNOWN,
32.01.32.2005,Cikahuripan,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.32.2006,Kembangkuning,Jawa Barat,UNKNOWN,
32.01.32.2007,Bantarjati,Jawa Barat,UNKNOWN,
32.01.32.2008,Leuwikaret,Jawa Barat,PRE_HINDU,[leuwi]
32.01.32.2009,Ligarmukti,Jawa Barat,SANSKRIT,-mukti
32.01.33.2001,Putat Nutug,Jawa Barat,UNKNOWN,
32.01.33.2002,Ciseeng,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.33.2003,Parigi Mekar,Jawa Barat,UNKNOWN,
32.01.33.2004,Cibentang,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.33.2005,Cibeuteung Udik,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.33.2006,Karihkil,Jawa Barat,UNKNOWN,
32.01.33.2007,Babakan,Jawa Barat,PRE_HINDU,[babakan]
32.01.33.2008,Cihowe,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.33.2009,Cibeuteung Muara,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.33.2010,Kuripan,Jawa Barat,UNKNOWN,
32.01.34.2001,Bantarjaya,Jawa Barat,SANSKRIT,-jaya
32.01.34.2002,Bantarsari,Jawa Barat,SANSKRIT,-sari
32.01.34.2003,Pasirgaok,Jawa Barat,PRE_HINDU,pasir-
32.01.34.2004,Rancabungur,Jawa Barat,UNKNOWN,
32.01.34.2005,Mekarsari,Jawa Barat,SANSKRIT,-sari
32.01.34.2006,Candali,Jawa Barat,UNKNOWN,
32.01.34.2007,Cimulang,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.35.2001,Cisarua,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.35.2002,Kiarasari,Jawa Barat,SANSKRIT,-sari
32.01.35.2003,Sukajaya,Jawa Barat,SANSKRIT,-jaya
32.01.35.2004,Sipayung,Jawa Barat,UNKNOWN,
32.01.35.2005,Cileuksa,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.35.2006,Kiarapandak,Jawa Barat,UNKNOWN,
32.01.35.2007,Harkatjaya,Jawa Barat,SANSKRIT,-jaya
32.01.35.2008,Sukamulih,Jawa Barat,UNKNOWN,
32.01.35.2009,Pasir Madang,Jawa Barat,PRE_HINDU,pasir-
32.01.35.2010,Urug,Jawa Barat,UNKNOWN,
32.01.35.2011,Jayaraharja,Jawa Barat,SANSKRIT,[jaya]
32.01.36.2001,Tanjungsari,Jawa Barat,MIXED,-sari; [tanjung]
32.01.36.2002,Selawangi,Jawa Barat,UNKNOWN,
32.01.36.2003,Tanjungrasa,Jawa Barat,PRE_HINDU,[tanjung]
32.01.36.2004,Antajaya,Jawa Barat,SANSKRIT,-jaya
32.01.36.2005,Pasirtanjung,Jawa Barat,PRE_HINDU,pasir-
32.01.36.2006,Cibadak,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.36.2007,Sukarasa,Jawa Barat,UNKNOWN,
32.01.36.2008,Sirnasari,Jawa Barat,SANSKRIT,-sari
32.01.36.2009,Buanajaya,Jawa Barat,SANSKRIT,-jaya
32.01.36.2010,Sirnarasa,Jawa Barat,UNKNOWN,
32.01.37.2001,Tajurhalang,Jawa Barat,UNKNOWN,
32.01.37.2002,Citayam,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.37.2003,Sasak Panjang,Jawa Barat,UNKNOWN,
32.01.37.2004,Nanggerang,Jawa Barat,UNKNOWN,
32.01.37.2005,Sukmajaya,Jawa Barat,SANSKRIT,-jaya
32.01.37.2006,Tonjong,Jawa Barat,UNKNOWN,
32.01.37.2007,Kalisuren,Jawa Barat,PRE_HINDU,kali-
32.01.38.2001,Cigombong,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.38.2002,Wates Jaya,Jawa Barat,SANSKRIT,-jaya; [jaya]
32.01.38.2003,Ciburuy,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.38.2004,Srogol,Jawa Barat,UNKNOWN,
32.01.38.2005,Cisalada,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.38.2006,Tugujaya,Jawa Barat,SANSKRIT,-jaya
32.01.38.2007,Pasirjaya,Jawa Barat,MIXED,-jaya; pasir-
32.01.38.2008,Ciburayut,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.38.2009,Ciadeg,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.39.2001,Leuwisadeng,Jawa Barat,PRE_HINDU,[leuwi]
32.01.39.2002,Babakan Sadeng,Jawa Barat,PRE_HINDU,[babakan]
32.01.39.2003,Sadengkolot,Jawa Barat,UNKNOWN,
32.01.39.2004,Wangunjaya,Jawa Barat,SANSKRIT,-jaya
32.01.39.2005,Kalong I,Jawa Barat,UNKNOWN,
32.01.39.2006,Kalong II,Jawa Barat,UNKNOWN,
32.01.39.2007,Sadeng,Jawa Barat,UNKNOWN,
32.01.39.2008,Sibanteng,Jawa Barat,UNKNOWN,
32.01.40.2001,Tapos I,Jawa Barat,UNKNOWN,
32.01.40.2002,Tapos II,Jawa Barat,UNKNOWN,
32.01.40.2003,Cibitung Tengah,Jawa Barat,PRE_HINDU,ci-; [tengah]; ci- (Sunda); [dir:tengah]
32.01.40.2004,Situdaun,Jawa Barat,UNKNOWN,
32.01.40.2005,Cinangneng,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.01.40.2006,Gunung Malang,Jawa Barat,PRE_HINDU,gunung-
32.01.40.2007,Gunung Mulya,Jawa Barat,PRE_HINDU,gunung-
32.02.01.1001,Palabuhanratu,Jawa Barat,UNKNOWN,
32.02.01.2002,Tonjong,Jawa Barat,UNKNOWN,
32.02.01.2003,Citepus,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.02.01.2004,Buniwangi,Jawa Barat,UNKNOWN,
32.02.01.2005,Cibodas,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.02.01.2006,Pasirsuren,Jawa Barat,PRE_HINDU,pasir-
32.02.01.2007,Cikadu,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.02.01.2008,Citarik,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.02.01.2009,Cimanggu,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.02.01.2010,Jayanti,Jawa Barat,SANSKRIT,[jaya]
32.02.02.2001,Cidadap,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.02.02.2002,Loji,Jawa Barat,UNKNOWN,
32.02.02.2003,Kertajaya,Jawa Barat,SANSKRIT,-jaya; [kerta]
32.02.02.2004,Cihaur,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.02.02.2005,Cibuntu,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.02.02.2006,Mekarasih,Jawa Barat,UNKNOWN,
32.02.02.2007,Sangrawayang,Jawa Barat,UNKNOWN,
32.02.03.2001,Cikakak,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.02.03.2002,Cimaja,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.02.03.2003,Ridogalih,Jawa Barat,UNKNOWN,
32.02.03.2004,Sukamaju,Jawa Barat,UNKNOWN,
32.02.03.2005,Cileungsing,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.02.03.2006,Margalaksana,Jawa Barat,UNKNOWN,
32.02.03.2007,Sirnarasa,Jawa Barat,UNKNOWN,
32.02.03.2008,Gandasoli,Jawa Barat,UNKNOWN,
32.02.03.2009,Cirendang,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.02.04.2001,Bantargadung,Jawa Barat,UNKNOWN,
32.02.04.2002,Mangunjaya,Jawa Barat,SANSKRIT,-jaya
32.02.04.2003,Bojonggaling,Jawa Barat,PRE_HINDU,[bojong]
32.02.04.2004,Limusnunggal,Jawa Barat,UNKNOWN,
32.02.04.2005,Bantargebang,Jawa Barat,UNKNOWN,
32.02.04.2006,Buanajaya,Jawa Barat,SANSKRIT,-jaya
32.02.04.2007,Boyongsari,Jawa Barat,SANSKRIT,-sari
