seed,train_design,eval_background,algorithm,auc,tss,boyce
1,tgb,stratified,xgboost,0.7262449284347822,0.4591761922796346,0.5792111732096776
1,tgb,stratified,randomforest,0.7281059278999124,0.448729792925742,0.7361010244334778
1,hybrid,uniform,maxent,0.6685086119419907,0.3517427564505048,0.664767641203257
1,hybrid,uniform,xgboost,0.6997288230995926,0.3623721765773142,0.6334672912343281
1,hybrid,uniform,randomforest,0.7065995735872972,0.39912133139016215,0.739078660892179
1,hybrid,tgb,maxent,0.6750563392456332,0.35772506070941945,0.67026533174118
1,hybrid,tgb,xgboost,0.7100973014664882,0.38415280511565986,0.6334672912343281
1,hybrid,tgb,randomforest,0.7141153258196452,0.41345913889533464,0.739078660892179
1,hybrid,hybrid,maxent,0.7087589141547725,0.40180802580461983,0.6640251926575413
1,hybrid,hybrid,xgboost,0.7288051097720236,0.41216280658688875,0.6334672912343281
1,hybrid,hybrid,randomforest,0.725182752650055,0.42850596374159633,0.739078660892179
1,hybrid,stratified,maxent,0.67667892219211,0.3638857871459614,0.6777771915978421
1,hybrid,stratified,xgboost,0.726740079605982,0.4118200002867658,0.5850878539671788
1,hybrid,stratified,randomforest,0.7184494310382321,0.40942483109088623,0.7226995750530758
2,random,uniform,maxent,0.699772179708204,0.42119139854676213,0.5499815733933182
2,random,uniform,xgboost,0.7155062282626881,0.43918826688515755,0.551944364884776
2,random,uniform,randomforest,0.7146076532530243,0.4072754128850492,0.6352901689235788
2,random,tgb,maxent,0.6832975885811386,0.3875087436643957,0.5495451942348872
2,random,tgb,xgboost,0.7144912685779482,0.4351884909456067,0.551944364884776
2,random,tgb,randomforest,0.7028517336666004,0.39069127480827437,0.6352901689235788
2,random,hybrid,maxent,0.6875516512810232,0.4051275184783119,0.5194093600056077
2,random,hybrid,xgboost,0.6960894171517142,0.4228817170854393,0.48332092849244945
2,random,hybrid,randomforest,0.7020973661391028,0.3903706516264897,0.6476639327845134
2,random,stratified,maxent,0.6929204273270251,0.401126958435616,0.5368430108317294
