seed,train_design,eval_background,algorithm,auc,tss,boyce
9,tgb,uniform,maxent,0.6916514993808581,0.38019433491368104,0.576750512575994
9,tgb,uniform,xgboost,0.7089889447626451,0.4030268786989188,0.5554108752088525
9,tgb,uniform,randomforest,0.7084834162436441,0.4190259617124707,0.5369794040678784
9,tgb,tgb,maxent,0.7008596335165513,0.3873342169218241,0.5790732430979287
9,tgb,tgb,xgboost,0.7127328463269305,0.40038178546168723,0.5554870970577925
9,tgb,tgb,randomforest,0.7100939527818998,0.41539626807643615,0.5369794040678784
9,tgb,hybrid,maxent,0.7170271160627192,0.411939957047888,0.5786442044447385
9,tgb,hybrid,xgboost,0.7250849861711849,0.43856056664309423,0.5554870970577925
9,tgb,hybrid,randomforest,0.719971824640397,0.43801119130377664,0.5369794040678784
9,tgb,stratified,maxent,0.7180834958509996,0.4248290194192495,0.5801275653652678
9,tgb,stratified,xgboost,0.7129296548165488,0.41075756002389613,0.5495596180569852
9,tgb,stratified,randomforest,0.7190016784830104,0.4370372810013888,0.5285377550736097
9,hybrid,uniform,maxent,0.6562339637136682,0.34140966051591265,0.622868540341457
9,hybrid,uniform,xgboost,0.6986908823796355,0.39065586621994386,0.4882568080965939
9,hybrid,uniform,randomforest,0.7001715605276466,0.40711964832869835,0.4400256419261323
9,hybrid,tgb,maxent,0.671514230869346,0.3677489820742196,0.6170855753856068
9,hybrid,tgb,xgboost,0.7008271027161548,0.38396778435006906,0.4885059691735978
9,hybrid,tgb,randomforest,0.7016011942044783,0.42082506949267656,0.44003028100187863
9,hybrid,hybrid,maxent,0.7073837632259222,0.40131448248101736,0.6143428300474529
9,hybrid,hybrid,xgboost,0.7279794987018728,0.4392314071895753,0.49016112979634896
9,hybrid,hybrid,randomforest,0.720814908068474,0.4259878110270604,0.4403654581360231
9,hybrid,stratified,maxent,0.6837613415539641,0.37323699729368587,0.656726123326308
9,hybrid,stratified,xgboost,0.7086857921776951,0.4002118407904659,0.41608242235523185
9,hybrid,stratified,randomforest,0.7156743786591196,0.42912278745744903,0.3824091922857412
10,random,uniform,maxent,0.6859053697735942,0.36699697531993436,0.6051849292340915
10,random,uniform,xgboost,0.7223775602636373,0.41794533752299473,0.5633743092586582
10,random,uniform,randomforest,0.7167444235430741,0.4199474180907646,0.6970342555763581
10,random,tgb,maxent,0.6992180005006591,0.38031691015189373,0.6077181622048633
10,random,tgb,xgboost,0.726029659651734,0.4286861900633484,0.5633743092586582
10,random,tgb,randomforest,0.7184904741581561,0.4372819779645877,0.6970342555763581
10,random,hybrid,maxent,0.6942794410956613,0.38414766111710613,0.593676386727545
10,random,hybrid,xgboost,0.7291223018150713,0.43807946665009984,0.5633743092586582
10,random,hybrid,randomforest,0.7286620862277877,0.4461418621447727,0.6970342555763581
10,random,stratified,maxent,0.7101037316097182,0.39668440487918166,0.5919760674398649
10,random,stratified,xgboost,0.7197072658478124,0.42498404279175866,0.5326279397430974
10,random,stratified,randomforest,0.7205432057219374,0.44046461295466666,0.7098244193530929
10,tgb,uniform,maxent,0.6697559680485531,0.34928339009772363,0.6401979751083456
10,tgb,uniform,xgboost,0.7149396902256353,0.4013779026911961,0.5025510213494141
10,tgb,uniform,randomforest,0.7019501137129412,0.39106426574036224,0.6099269865686465
10,tgb,tgb,maxent,0.6797242283917748,0.3670863597777697,0.6348467735146232
10,tgb,tgb,xgboost,0.7185273454960791,0.40752692793213396,0.5025510213494141
10,tgb,tgb,randomforest,0.7055834015490516,0.3946833206020091,0.6099269865686465
10,tgb,hybrid,maxent,0.6661179558470929,0.3440180047306082,0.6351409621253599
10,tgb,hybrid,xgboost,0.7231511333331552,0.42436657344193096,0.5025510213494141
10,tgb,hybrid,randomforest,0.716617367812151,0.40644545248361014,0.6099269865686465
10,tgb,stratified,maxent,0.6927441147632444,0.3783785949165556,0.6456639140423773
10,tgb,stratified,xgboost,0.7135799465778827,0.3982649727306721,0.5084534935919682
10,tgb,stratified,randomforest,0.7098362961310343,0.4082847502181308,0.5885303849271297
10,hybrid,uniform,maxent,0.6532382843187444,0.3322177224308587,0.5477598309462506
10,hybrid,uniform,xgboost,0.7164827792959351,0.39250040500121963,0.5954870620747126
10,hybrid,uniform,randomforest,0.6968117025137429,0.4071114036322812,0.59080634100329
10,hybrid,tgb,maxent,0.6720595533514568,0.3467755963764438,0.5465186481893491
10,hybrid,tgb,xgboost,0.7183208123064254,0.39629764117459215,0.5954870620747126
10,hybrid,tgb,randomforest,0.7002067439255052,0.4000911439096799,0.59080634100329
10,hybrid,hybrid,maxent,0.6944442076113132,0.3734980172453287,0.551540877862008
10,hybrid,hybrid,xgboost,0.7373606968993937,0.4523157360761737,0.5954870620747126
10,hybrid,hybrid,randomforest,0.7299696879037608,0.44803929106928103,0.59080634100329
10,hybrid,stratified,maxent,0.6826883673975971,0.3510072351105834,0.5799655647632683
10,hybrid,stratified,xgboost,0.7151742904631927,0.4003390479472044,0.5802415811820122
10,hybrid,stratified,randomforest,0.7090690485579018,0.4154491738219856,0.5523957159763542
11,random,uniform,maxent,0.6845632149160026,0.370627084048255,0.6907503223953486
11,random,uniform,xgboost,0.697460465825021,0.41808870717822033,0.40249647593558074
11,random,uniform,randomforest,0.7032715228207265,0.402197323110959,0.5296071248910941
11,random,tgb,maxent,0.6972210124995935,0.39750907231308685,0.6903905405566415
11,random,tgb,xgboost,0.6955308642343827,0.4104932113765865,0.40255715328037966
11,random,tgb,randomforest,0.7074864037898919,0.4092902244658463,0.5295838730869835
11,random,hybrid,maxent,0.6886963645737103,0.39254169766962566,0.6897817170699954
11,random,hybrid,xgboost,0.7059454100315522,0.43206258858950247,0.40255715328037966
11,random,hybrid,randomforest,0.7052662535870908,0.4152959006945213,0.5295838730869835
11,random,stratified,maxent,0.70817167653946,0.40226728678811663,0.6885631934080949
11,random,stratified,xgboost,0.7120184083027054,0.4262860353801677,0.34440506786033526
11,random,stratified,randomforest,0.7106023017570163,0.41279511904819755,0.5324628989785457
11,tgb,uniform,maxent,0.6713024060762678,0.35683360031138267,0.5175598891587831
11,tgb,uniform,xgboost,0.7021697042185057,0.3987955244403018,0.33699090924298186
11,tgb,uniform,randomforest,0.6990005747698987,0.37793917111178554,0.5845193557646394
11,tgb,tgb,maxent,0.6838022762839813,0.3740662050692972,0.5103135768697886
11,tgb,tgb,xgboost,0.7036756318875363,0.40869303037087834,0.33697856459170505
11,tgb,tgb,randomforest,0.7064328681721321,0.38779104759239946,0.5845997402151092
11,tgb,hybrid,maxent,0.6748480990720975,0.36673630750031394,0.5162168486199717
11,tgb,hybrid,xgboost,0.7096119310793452,0.41762490149442133,0.33697856459170505
11,tgb,hybrid,randomforest,0.707874523393914,0.3876543825159839,0.5845997402151092
11,tgb,stratified,maxent,0.6984125853061665,0.3928870333718161,0.5726821546474594
11,tgb,stratified,xgboost,0.7147391352169603,0.42901208496197574,0.3791486698780396
11,tgb,stratified,randomforest,0.7161969886128228,0.4053979605326215,0.6021532122158187
11,hybrid,uniform,maxent,0.6521832813417687,0.31949989386275274,0.6372661861880419
11,hybrid,uniform,xgboost,0.7014845626258873,0.406179605319225,0.41976919868719414
11,hybrid,uniform,randomforest,0.6887753285398437,0.38362992867831514,0.4785910954347954
11,hybrid,tgb,maxent,0.6604239722825647,0.33590790730853587,0.6365857834123355
11,hybrid,tgb,xgboost,0.6980324447492405,0.38577651654404665,0.41976919868719414
11,hybrid,tgb,randomforest,0.6966163654176322,0.3893481504029417,0.4785910954347954
11,hybrid,hybrid,maxent,0.6836852307484451,0.36540376591386536,0.6377191463504998
11,hybrid,hybrid,xgboost,0.7344899330461254,0.4591648564187313,0.41976919868719414
11,hybrid,hybrid,randomforest,0.7139296037905452,0.4172037651219494,0.4785910954347954
11,hybrid,stratified,maxent,0.6742294091421297,0.35263593174987207,0.6449211796224208
11,hybrid,stratified,xgboost,0.7150894539825103,0.4140073727145975,0.4741887956380813
11,hybrid,stratified,randomforest,0.706050183933763,0.4226812569353524,0.512025701092698
12,random,uniform,maxent,0.6834143749360716,0.3784102004021356,0.5432065367904658
12,random,uniform,xgboost,0.7184204951878883,0.4372634018772029,0.48555210683976374
12,random,uniform,randomforest,0.7096359548688606,0.4071145965438013,0.6029345433838236
12,random,tgb,maxent,0.6926361549018019,0.40257834127193026,0.5253943716995939
12,random,tgb,xgboost,0.7290495041411262,0.44590553729169863,0.47433156349895933
12,random,tgb,randomforest,0.7112349269608005,0.4101890673855085,0.5893231704561991
12,random,hybrid,maxent,0.706881566706657,0.42734850101831023,0.5231001437218802
12,random,hybrid,xgboost,0.7400856867619898,0.4703088664659404,0.47433156349895933
12,random,hybrid,randomforest,0.7306253056668812,0.4444007559456976,0.5893231704561991
12,random,stratified,maxent,0.7124180756635222,0.42538431510464364,0.5413942047717062
12,random,stratified,xgboost,0.7305296150427191,0.457496404402255,0.46867753018311004
12,random,stratified,randomforest,0.7208407152967053,0.4177522892954103,0.6182294853749137
12,tgb,uniform,maxent,0.678250490612877,0.3637629883536645,0.5730181552206629
12,tgb,uniform,xgboost,0.6892397263209953,0.36431155483383915,0.4756283082260647
12,tgb,uniform,randomforest,0.7070585052669621,0.3909609484651121,0.7103462882761113
12,tgb,tgb,maxent,0.6900141863271948,0.3739506858253575,0.5846064884323388
12,tgb,tgb,xgboost,0.7040855601112824,0.38386476727815033,0.46709177813277725
12,tgb,tgb,randomforest,0.7130164418831557,0.3992179303422034,0.6693405234802536
12,tgb,hybrid,maxent,0.7046986873719487,0.41011624615643905,0.5898783453970583
12,tgb,hybrid,xgboost,0.7174992197015683,0.41562893310443166,0.46709177813277725
12,tgb,hybrid,randomforest,0.7344099003594386,0.442767762455145,0.6693405234802536
12,tgb,stratified,maxent,0.7052469653708899,0.4099500481041035,0.5728541690966265
12,tgb,stratified,xgboost,0.704375087423258,0.3915534197891923,0.4756283082260647
12,tgb,stratified,randomforest,0.7183092750142691,0.41437702184600633,0.7103462882761113
12,hybrid,uniform,maxent,0.6543537647083405,0.3428263541183788,0.6477111733250762
12,hybrid,uniform,xgboost,0.6987054561849004,0.37014313995335896,0.45190003788834376
12,hybrid,uniform,randomforest,0.6989409892711999,0.3983305859091167,0.5507156196267313
12,hybrid,tgb,maxent,0.6704053291547594,0.3558697413222635,0.6492334947113169
12,hybrid,tgb,xgboost,0.7172152603021786,0.4006734676379745,0.43914700007651286
12,hybrid,tgb,randomforest,0.7026327198025804,0.4067172273785955,0.5130206119682827
12,hybrid,hybrid,maxent,0.7150910452146763,0.41875365104541407,0.6501171779146773
12,hybrid,hybrid,xgboost,0.74269095323725,0.43289474605216344,0.43914700007651286
12,hybrid,hybrid,randomforest,0.73824319710241,0.4563108516227721,0.5130206119682827
12,hybrid,stratified,maxent,0.6783815312650042,0.3761983322129504,0.6509424334369377
12,hybrid,stratified,xgboost,0.7120932129413307,0.3958766238200474,0.43914700007651286
12,hybrid,stratified,randomforest,0.7119545403056636,0.4157542446342032,0.5130206119682827
13,random,uniform,maxent,0.6955333718374389,0.3986569520615902,0.6394046879550948
13,random,uniform,xgboost,0.7166988252115944,0.4282028045487795,0.5692207921524284
13,random,uniform,randomforest,0.7157721022866272,0.42417094587646254,0.7295488549179963
13,random,tgb,maxent,0.6768947862199768,0.37441960995846435,0.6501779419282021
13,random,tgb,xgboost,0.6988968167765824,0.4036717530267608,0.5692207921524284
13,random,tgb,randomforest,0.6935689160845733,0.39725929500916435,0.7295488549179963
13,random,hybrid,maxent,0.7014256113739524,0.418188339986982,0.6534401061405992
13,random,hybrid,xgboost,0.7209285700288224,0.43253475913352757,0.519901333078904
13,random,hybrid,randomforest,0.7121949012470727,0.4373219965870249,0.700946606380769
13,random,stratified,maxent,0.7151059339268184,0.4287282714946947,0.6476452754275838
13,random,stratified,xgboost,0.7172352953610728,0.42072627075849905,0.519901333078904
13,random,stratified,randomforest,0.7152705914364186,0.43468274219893493,0.700946606380769
13,tgb,uniform,maxent,0.687855937308818,0.3586416391461825,0.5609599438019
13,tgb,uniform,xgboost,0.7242459639558463,0.438424467877884,0.5062479684887371
13,tgb,uniform,randomforest,0.7261723105634946,0.43047012846193,0.6865828813637397
13,tgb,tgb,maxent,0.6646034127706139,0.33697750536472965,0.5587368952517993
13,tgb,tgb,xgboost,0.7050239124335137,0.41511835612014325,0.5062479684887371
13,tgb,tgb,randomforest,0.7038540752416884,0.3903268573671743,0.6865828813637397
13,tgb,hybrid,maxent,0.685719763372399,0.36609260366209384,0.6136127284297084
13,tgb,hybrid,xgboost,0.7248328127516499,0.44353458656884515,0.5271627250504063
13,tgb,hybrid,randomforest,0.723238294575853,0.42544534221427155,0.6590387036987078
13,tgb,stratified,maxent,0.7067931567830984,0.388687174051172,0.6121751942993425
13,tgb,stratified,xgboost,0.7168445371224237,0.4259692075319249,0.5271627250504063
13,tgb,stratified,randomforest,0.7233594432731849,0.4374672766852612,0.6590387036987078
13,hybrid,uniform,maxent,0.6702375458666722,0.3543394598985292,0.6508713273662513
13,hybrid,uniform,xgboost,0.7148519385945533,0.40122047664881116,0.5669032719594108
13,hybrid,uniform,randomforest,0.721264677126109,0.4325194752969219,0.6622447542049062
13,hybrid,tgb,maxent,0.652986564948919,0.33542678915642477,0.6550939238509402
13,hybrid,tgb,xgboost,0.70045054833041,0.3821154337944353,0.5669032719594108
13,hybrid,tgb,randomforest,0.6991476236197571,0.4043000150163027,0.6622447542049062
13,hybrid,hybrid,maxent,0.7069520490370154,0.41296321884774184,0.6838964017735287
13,hybrid,hybrid,xgboost,0.7357629491557001,0.4417199813256076,0.545747475441253
13,hybrid,hybrid,randomforest,0.7306752708028427,0.445438046189304,0.6568813985659341
13,hybrid,stratified,maxent,0.6951771889994116,0.3766645754636688,0.68420519609899
13,hybrid,stratified,xgboost,0.7156896841120277,0.40513708086645595,0.545747475441253
13,hybrid,stratified,randomforest,0.7196142760601086,0.4261996216599281,0.6568813985659341
14,random,uniform,maxent,0.6840209697279889,0.35922724378003873,0.686030567912383
14,random,uniform,xgboost,0.706367304980315,0.38437935878208424,0.6369077294458476
14,random,uniform,randomforest,0.7066418926586441,0.4104256699680833,0.683668458390502
14,random,tgb,maxent,0.6809034912927915,0.3673845457281921,0.68484119011842
14,random,tgb,xgboost,0.6910551923951179,0.36909842179265573,0.6369077294458476
14,random,tgb,randomforest,0.6951165652751705,0.397289396615577,0.683668458390502
14,random,hybrid,maxent,0.6930595969823612,0.37376063182908964,0.6885258757998249
14,random,hybrid,xgboost,0.7259988811528316,0.4344125999032693,0.6369077294458476
14,random,hybrid,randomforest,0.7242439491867533,0.45332436578758556,0.683668458390502
14,random,stratified,maxent,0.7043741929777683,0.39855837845987896,0.6854929816203559
14,random,stratified,xgboost,0.7183240913792257,0.40328179438504197,0.6369077294458476
14,random,stratified,randomforest,0.7170360479302447,0.43594936631424125,0.683668458390502
14,tgb,uniform,maxent,0.68411940103219,0.3675824841274717,0.5539526438519436
14,tgb,uniform,xgboost,0.7280772494713539,0.4652673312941998,0.5267764787210658
14,tgb,uniform,randomforest,0.7152123449079287,0.39634051333309406,0.6995878564731635
14,tgb,tgb,maxent,0.6865598786848153,0.38056452197991303,0.5528283163509445
14,tgb,tgb,xgboost,0.7120288982394417,0.4516570362888139,0.5267764787210658
14,tgb,tgb,randomforest,0.7046018837300736,0.3801996117984735,0.6995878564731635
14,tgb,hybrid,maxent,0.6905588258535736,0.3935303468240817,0.5570744310951872
14,tgb,hybrid,xgboost,0.7408222377704279,0.5057391218613777,0.5267764787210658
14,tgb,hybrid,randomforest,0.730167847702819,0.4402120206151866,0.6995878564731635
14,tgb,stratified,maxent,0.7081578244572432,0.41597916134575896,0.5506230841378983
14,tgb,stratified,xgboost,0.7376330888749726,0.48963687618976276,0.5267764787210658
14,tgb,stratified,randomforest,0.7249488839507487,0.41538912218812,0.6995878564731635
14,hybrid,uniform,maxent,0.6613423517752179,0.31858455166285937,0.6706104471877314
14,hybrid,uniform,xgboost,0.6992129451421941,0.3640242944194999,0.4614821434447995
14,hybrid,uniform,randomforest,0.6925250335766038,0.39242977237618204,0.5558220544784438
14,hybrid,tgb,maxent,0.6459715304352068,0.30609713638235203,0.6691327500334794
14,hybrid,tgb,xgboost,0.6800183111686291,0.33647228833662896,0.4614821434447995
14,hybrid,tgb,randomforest,0.6820566012724194,0.3729720177143491,0.5558220544784438
14,hybrid,hybrid,maxent,0.6896914845389043,0.3579530814279982,0.6731298372035799
14,hybrid,hybrid,xgboost,0.7312635836956172,0.44155620975563564,0.4614821434447995
14,hybrid,hybrid,randomforest,0.7294846855582819,0.4390668898479726,0.5558220544784438
14,hybrid,stratified,maxent,0.6736921230480543,0.334169171681675,0.666080369411913
14,hybrid,stratified,xgboost,0.7123051931140905,0.38819007492768204,0.4614821434447995
14,hybrid,stratified,randomforest,0.7065204311504271,0.40615748001396074,0.5558220544784438
15,random,uniform,maxent,0.6960240137735719,0.3790751729315,0.6062896917585994
15,random,uniform,xgboost,0.7231249946832616,0.436316195687861,0.5714394105210775
15,random,uniform,randomforest,0.7137633661443055,0.4196977994739008,0.5876226067037399
15,random,tgb,maxent,0.6813230330914071,0.35866550354632826,0.6061392304323416
15,random,tgb,xgboost,0.719562327976496,0.4446322435260705,0.5714394105210775
15,random,tgb,randomforest,0.7033310375869236,0.4036920050438707,0.5876226067037399
15,random,hybrid,maxent,0.6842624767328684,0.3634308753320185,0.6216816476850239
15,random,hybrid,xgboost,0.7341447323433736,0.46359851161094345,0.5629971474281412
15,random,hybrid,randomforest,0.714755742072561,0.4255643205369523,0.6261174484849136
15,random,stratified,maxent,0.7061184867157647,0.387523989283624,0.6205984537840428
15,random,stratified,xgboost,0.7308183264802286,0.45540549200254404,0.5629971474281412
15,random,stratified,randomforest,0.720491578024854,0.42607427180780616,0.6261174484849136
15,tgb,uniform,maxent,0.6929576930995016,0.38112899798086264,0.6616726766250908
15,tgb,uniform,xgboost,0.7239606341387838,0.4273599363762187,0.6565999939812375
15,tgb,uniform,randomforest,0.72072437369733,0.4273848659457484,0.6586228283216332
15,tgb,tgb,maxent,0.6756395750010636,0.36790111551565374,0.6659510382789876
15,tgb,tgb,xgboost,0.7097560108822568,0.4176154362376745,0.6565999939812375
15,tgb,tgb,randomforest,0.7080783913686629,0.4106754486379133,0.6586228283216332
15,tgb,hybrid,maxent,0.6786651470621871,0.3713669443564122,0.6739602259346344
15,tgb,hybrid,xgboost,0.7220289691965789,0.44435532819744356,0.6122119493054912
15,tgb,hybrid,randomforest,0.7143869668152698,0.42146143171053163,0.6801595837385686
15,tgb,stratified,maxent,0.7117606099751406,0.42000083223151946,0.6745819031916123
15,tgb,stratified,xgboost,0.7275622544572311,0.4400852992006872,0.6122119493054912
15,tgb,stratified,randomforest,0.726652272162762,0.4321068765909315,0.6801595837385686
15,hybrid,uniform,maxent,0.6656971285232617,0.32272978086306303,0.662358291746326
15,hybrid,uniform,xgboost,0.7037502369410581,0.41476253892315773,0.5872397488692496
15,hybrid,uniform,randomforest,0.6936645199936791,0.40149783654404647,0.44904041452533006
15,hybrid,tgb,maxent,0.6518467393137859,0.31955515376945137,0.6719818629962979
15,hybrid,tgb,xgboost,0.6942641901089367,0.3987452296191344,0.5872397488692496
15,hybrid,tgb,randomforest,0.6885907219813839,0.39752624272177306,0.44904041452533006
15,hybrid,hybrid,maxent,0.6889034587849551,0.3590952721022719,0.6800213286609859
15,hybrid,hybrid,xgboost,0.7305709371961125,0.45463892703571573,0.5756668515520964
15,hybrid,hybrid,randomforest,0.716943782927356,0.4244086986133716,0.4495640021430264
15,hybrid,stratified,maxent,0.6720026861170509,0.34236857639900037,0.6819813352604728
15,hybrid,stratified,xgboost,0.7103464795852846,0.41979539605325866,0.5756668515520964
15,hybrid,stratified,randomforest,0.7053685842970226,0.4137067013343714,0.4495640021430264
16,random,uniform,maxent,0.7015979106167621,0.3996617782292774,0.6465893234373925
16,random,uniform,xgboost,0.7193451097900256,0.44791445388441364,0.5392003742815918
16,random,uniform,randomforest,0.7081359666647804,0.3930195501939469,0.649343420813256
16,random,tgb,maxent,0.6841846983363682,0.37582930862045194,0.6383142633844098
16,random,tgb,xgboost,0.7181056710798559,0.4320166828059547,0.5392003742815918
16,random,tgb,randomforest,0.7064214719280681,0.38914060791934146,0.649343420813256
16,random,hybrid,maxent,0.6987106634756806,0.40581413906569735,0.6362415689463565
16,random,hybrid,xgboost,0.7310382253395439,0.4707443832135869,0.5392003742815918
16,random,hybrid,randomforest,0.724122744801148,0.43239119295515477,0.649343420813256
16,random,stratified,maxent,0.7018918420665845,0.3976346971548136,0.6972597899881119
16,random,stratified,xgboost,0.7215212872946188,0.43069618285971095,0.5598001001132843
16,random,stratified,randomforest,0.71516904931076,0.404272233048321,0.6401911222432808
16,tgb,uniform,maxent,0.704491788074529,0.3959849343308209,0.5820131306757695
16,tgb,uniform,xgboost,0.7279743161552057,0.4466721483003955,0.5294558584414037
16,tgb,uniform,randomforest,0.722045102310554,0.40418798576462817,0.6274807546538086
16,tgb,tgb,maxent,0.6897214525979755,0.3850302416350986,0.5700915075714218
16,tgb,tgb,xgboost,0.7244013986410887,0.4352472925210303,0.5294558584414037
16,tgb,tgb,randomforest,0.7183560663372165,0.40597357236401155,0.6274807546538086
16,tgb,hybrid,maxent,0.6986824110232563,0.41290019825702595,0.5878974314285931
16,tgb,hybrid,xgboost,0.732915043438746,0.46497553656358637,0.5294558584414037
16,tgb,hybrid,randomforest,0.730394947327629,0.45346962534306884,0.6274807546538086
16,tgb,stratified,maxent,0.7055043473416103,0.408170848516033,0.5820997731848512
16,tgb,stratified,xgboost,0.7279739447479775,0.44095616217331945,0.567591027248275
16,tgb,stratified,randomforest,0.7200266396612305,0.3989789981176443,0.6053114030984761
16,hybrid,uniform,maxent,0.663163563225916,0.3226165855747479,0.6635237146513138
16,hybrid,uniform,xgboost,0.7031919368751265,0.3952520932479556,0.49023074282579077
16,hybrid,uniform,randomforest,0.7029245837147025,0.38307971047041456,0.6050638466884173
16,hybrid,tgb,maxent,0.6571165467017309,0.3195391229579137,0.6670707091938392
16,hybrid,tgb,xgboost,0.7022008544767586,0.40633566136835864,0.49023074282579077
16,hybrid,tgb,randomforest,0.6983114069531118,0.3971351683741801,0.6050638466884173
16,hybrid,hybrid,maxent,0.7105365251322581,0.38651710459755345,0.6892422740345199
16,hybrid,hybrid,xgboost,0.7422560892740522,0.44825787893550295,0.5691508581482363
16,hybrid,hybrid,randomforest,0.7410930492450106,0.4369922988426219,0.56016044775654
16,hybrid,stratified,maxent,0.6620628346269216,0.328486247006378,0.6730047572467189
16,hybrid,stratified,xgboost,0.7077855304441731,0.4097991772213142,0.4670862556965244
16,hybrid,stratified,randomforest,0.7063487147133805,0.38759239066971424,0.5722947065040163
17,random,uniform,maxent,0.6799234844927831,0.37438055830485056,0.47962237635229943
17,random,uniform,xgboost,0.735967981599701,0.4397732022980816,0.5778120241299599
17,random,uniform,randomforest,0.7200279387896906,0.41510016785084825,0.6906476129742859
17,random,tgb,maxent,0.682810392876324,0.37935199542628284,0.489594699239278
17,random,tgb,xgboost,0.7318323106045624,0.44037576498283465,0.5778120241299599
17,random,tgb,randomforest,0.7232391664865461,0.4331460607621721,0.6906476129742859
17,random,hybrid,maxent,0.686362725160593,0.39438176857241525,0.4860874976526744
17,random,hybrid,xgboost,0.7423040269188965,0.4658640529910363,0.5778120241299599
17,random,hybrid,randomforest,0.7355967880412668,0.4387008903319984,0.6906476129742859
17,random,stratified,maxent,0.6855648226846959,0.3785093958186823,0.5639534505126906
17,random,stratified,xgboost,0.7321165742346569,0.45494418839350087,0.6027198687341341
17,random,stratified,randomforest,0.7182338027898398,0.40815769146171554,0.7176177345255172
17,tgb,uniform,maxent,0.690243283659797,0.3906590229563398,0.5777609883745092
17,tgb,uniform,xgboost,0.7168602021088312,0.4049807915348981,0.46714359055316956
17,tgb,uniform,randomforest,0.7106873321659504,0.4063458964804222,0.6834264959488168
17,tgb,tgb,maxent,0.6962723257941195,0.4221420961160852,0.5808349470727052
17,tgb,tgb,xgboost,0.7103613399956087,0.4088060723521611,0.46714359055316956
17,tgb,tgb,randomforest,0.7168956155010208,0.42612876816079115,0.6834264959488168
17,tgb,hybrid,maxent,0.6959742810187599,0.42300705707597963,0.5839480120942053
17,tgb,hybrid,xgboost,0.7241735425283937,0.4412472737688729,0.46714359055316956
17,tgb,hybrid,randomforest,0.7274524835602192,0.445828057116121,0.6834264959488168
17,tgb,stratified,maxent,0.700316977196889,0.4103061616681467,0.6265446035462094
17,tgb,stratified,xgboost,0.7157389439707484,0.42078813243710095,0.4553566496375675
17,tgb,stratified,randomforest,0.7096159616062712,0.40639203365596377,0.6972700982780141
17,hybrid,uniform,maxent,0.6692247718934508,0.36161643441210994,0.6602484309994409
17,hybrid,uniform,xgboost,0.7137811753406276,0.42603863728207214,0.6175197725701187
17,hybrid,uniform,randomforest,0.7066297390761405,0.41771530472165397,0.683005357784097
17,hybrid,tgb,maxent,0.6678876799897127,0.35425585022013134,0.661976387005939
17,hybrid,tgb,xgboost,0.7119658561610546,0.43100200987674675,0.6175197725701187
17,hybrid,tgb,randomforest,0.7020804615377375,0.41335365403031277,0.683005357784097
17,hybrid,hybrid,maxent,0.7063822404163496,0.3971989057489852,0.6612726124824859
17,hybrid,hybrid,xgboost,0.7549652202922367,0.49961967959308884,0.6137745494563965
17,hybrid,hybrid,randomforest,0.7394132591486228,0.4428295907764115,0.6827106343162227
17,hybrid,stratified,maxent,0.6719524646800535,0.35173542083041714,0.6659736148708981
17,hybrid,stratified,xgboost,0.7185147176990482,0.4374706396886232,0.7106738940287811
17,hybrid,stratified,randomforest,0.7026029545524469,0.41577871227614926,0.6236449677683282
18,random,uniform,maxent,0.7123970879594446,0.40757518447089824,0.7203308061048133
18,random,uniform,xgboost,0.7136203151432616,0.4177506275667298,0.5163155366256539
18,random,uniform,randomforest,0.7097103611901782,0.39502220563655727,0.7808152142358631
18,random,tgb,maxent,0.6888655812057753,0.36396740074875955,0.7133408486667785
18,random,tgb,xgboost,0.7016427575073109,0.4157253406580663,0.5163155366256539
18,random,tgb,randomforest,0.6923772498386989,0.3728420149649333,0.7808152142358631
18,random,hybrid,maxent,0.6912889678182289,0.3673253381829572,0.7102888653801596
18,random,hybrid,xgboost,0.7131515590697088,0.41969996930439313,0.5163155366256539
18,random,hybrid,randomforest,0.7011194119476716,0.3994739904268484,0.7808152142358631
18,random,stratified,maxent,0.715182700884856,0.4046083090811859,0.7217917513146698
18,random,stratified,xgboost,0.7210560473125757,0.4402653028226665,0.5163155366256539
18,random,stratified,randomforest,0.7103677802522604,0.40730950140158095,0.7808152142358631
18,tgb,uniform,maxent,0.7077458571991739,0.4184745254835779,0.7558607214717518
18,tgb,uniform,xgboost,0.724239250881205,0.4479670531807683,0.4375545992810229
18,tgb,uniform,randomforest,0.7192424139577395,0.4128920912936701,0.688836798263578
18,tgb,tgb,maxent,0.6858371846746094,0.39120082644157217,0.7547708481654896
18,tgb,tgb,xgboost,0.7134327922115551,0.441410573862551,0.4375545992810229
18,tgb,tgb,randomforest,0.7036375831695476,0.38494370797050437,0.688836798263578
18,tgb,hybrid,maxent,0.6778714960730342,0.36407456650362474,0.7642069426880338
18,tgb,hybrid,xgboost,0.7139190154398619,0.4404874406443036,0.5767328460003223
18,tgb,hybrid,randomforest,0.7080140028100914,0.3991086056380134,0.7339806121425082
18,tgb,stratified,maxent,0.7108391495691003,0.4129113367989385,0.7692859591447802
18,tgb,stratified,xgboost,0.7162543075981656,0.4405711175884058,0.5767328460003223
18,tgb,stratified,randomforest,0.7147016562796813,0.40718057881925757,0.7339806121425082
18,hybrid,uniform,maxent,0.6641810866244007,0.3374489422438389,0.5567680394800715
18,hybrid,uniform,xgboost,0.7220705633995745,0.41947865523059036,0.5390618609216971
