seed,hard_frac,zdist_mean,frac_zdist_ge2,algorithm,auc_own,auc_common,inflation,n_bg
0,1.0,2.786358356371961,1.0,maxent,0.79765442392924,0.5429904376922801,0.25466398623695996,1890
0,1.0,2.786358356371961,1.0,xgboost,0.8621957306467241,0.6163133246919588,0.2458824059547653,1890
0,1.0,2.786358356371961,1.0,randomforest,0.8473563264553621,0.6352765725055278,0.21207975394983425,1890
1,0.0,2.0965868536894736,0.464021164021164,maxent,0.6937827826498598,0.6589112767363657,0.03487150591349408,1890
1,0.0,2.0965868536894736,0.464021164021164,xgboost,0.7554545846086345,0.7160587069895784,0.03939587761905605,1890
1,0.0,2.0965868536894736,0.464021164021164,randomforest,0.7474882768732777,0.7079813597190802,0.03950691715419752,1890
1,0.1,2.1762902861525966,0.5095238095238095,maxent,0.6976860453709147,0.6606084632552944,0.03707758211562029,1890
1,0.1,2.1762902861525966,0.5095238095238095,xgboost,0.7119206729548151,0.6959234517194223,0.015997221235392822,1890
1,0.1,2.1762902861525966,0.5095238095238095,randomforest,0.7157882141625846,0.7024222101684141,0.013366003994170539,1890
1,0.2,2.2649210031770552,0.5798941798941799,maxent,0.7111231332072411,0.6667491939315932,0.04437393927564792,1890
1,0.2,2.2649210031770552,0.5798941798941799,xgboost,0.7590316226011362,0.7280050872964754,0.03102653530466082,1890
1,0.2,2.2649210031770552,0.5798941798941799,randomforest,0.7427906999348828,0.7131900011099137,0.029600698824969074,1890
1,0.3,2.3345144086044485,0.6201058201058202,maxent,0.6964917078808879,0.6744623284172168,0.022029379463671117,1890
1,0.3,2.3345144086044485,0.6201058201058202,xgboost,0.7311994553242277,0.7067620023611297,0.02443745296309796,1890
1,0.3,2.3345144086044485,0.6201058201058202,randomforest,0.7170722143804894,0.7028111965051633,0.014261017875326076,1890
1,0.4,2.4033583273334846,0.6825396825396826,maxent,0.7274987378673913,0.657602293029897,0.06989644483749424,1890
1,0.4,2.4033583273334846,0.6825396825396826,xgboost,0.7751312711813311,0.7049580743646764,0.07017319681665468,1890
1,0.4,2.4033583273334846,0.6825396825396826,randomforest,0.7673813176489681,0.6998569704770405,0.06752434717192757,1890
1,0.5,2.474402286637629,0.7338624338624339,maxent,0.7248752805353564,0.651321227885661,0.07355405264969539,1890
1,0.5,2.474402286637629,0.7338624338624339,xgboost,0.7803794339419172,0.7111999176230357,0.06917951631888153,1890
1,0.5,2.474402286637629,0.7338624338624339,randomforest,0.769116030975488,0.6941031957715987,0.07501283520388924,1890
1,0.6,2.506331605734512,0.7756613756613756,maxent,0.7428188578622923,0.6587660854578198,0.08405277240447251,1890
1,0.6,2.506331605734512,0.7756613756613756,xgboost,0.7687750746438953,0.6943049208541103,0.07447015378978494,1890
1,0.6,2.506331605734512,0.7756613756613756,randomforest,0.7621213712548769,0.6852421653897631,0.07687920586511376,1890
1,0.7,2.6474912025161945,0.8417989417989418,maxent,0.7597102677026837,0.6351777394842095,0.12453252821847416,1890
1,0.7,2.6474912025161945,0.8417989417989418,xgboost,0.7939262917458223,0.6700254893356733,0.123900802410149,1890
1,0.7,2.6474912025161945,0.8417989417989418,randomforest,0.7964478892203093,0.6645885974226344,0.13185929179767486,1890
1,0.8,2.6970257181129536,0.8915343915343915,maxent,0.7919258156158645,0.6355379161966542,0.15638789941921027,1890
1,0.8,2.6970257181129536,0.8915343915343915,xgboost,0.8204430520527926,0.6697448124527001,0.15069823960009243,1890
1,0.8,2.6970257181129536,0.8915343915343915,randomforest,0.8114548854954362,0.6601342165440836,0.15132066895135265,1890
1,0.9,2.7384372319447987,0.9423280423280423,maxent,0.7933827148976955,0.6148186939679756,0.1785640209297199,1890
1,0.9,2.7384372319447987,0.9423280423280423,xgboost,0.8467456521215496,0.6473622009038029,0.1993834512177467,1890
1,0.9,2.7384372319447987,0.9423280423280423,randomforest,0.8272909403400247,0.6493237040240055,0.17796723631601918,1890
1,1.0,2.8176555310411606,1.0,maxent,0.8188381265026254,0.5618656610223323,0.2569724654802932,1890
1,1.0,2.8176555310411606,1.0,xgboost,0.8640812042188019,0.6283641589290125,0.23571704528978932,1890
1,1.0,2.8176555310411606,1.0,randomforest,0.8447262321304125,0.6369153243454415,0.20781090778497102,1890
2,0.0,2.1420405817850794,0.4777777777777778,maxent,0.6799287959566648,0.6843793844584823,-0.004450588501817565,1890
2,0.0,2.1420405817850794,0.4777777777777778,xgboost,0.7553375003823314,0.7378773954405311,0.01746010494180028,1890
2,0.0,2.1420405817850794,0.4777777777777778,randomforest,0.7191506442664632,0.7241007515876877,-0.004950107321224473,1890
2,0.1,2.1710999979741823,0.5074074074074074,maxent,0.7016221912174452,0.6747494988088228,0.026872692408622334,1890
2,0.1,2.1710999979741823,0.5074074074074074,xgboost,0.7127800128774414,0.7059299151141616,0.006850097763279828,1890
