lat,lon,composite_score,nearest_volcano,dist_volcano_km,estimated_burial_m
-8.06,112.58,0.486,Kelud,33.3,0.0
-8.06,112.62,0.486,Semeru,33.7,0.0
-8.06,112.64,0.486,Semeru,31.5,0.0
-8.06,112.66,0.486,Semeru,29.3,0.1
-8.04,112.64,0.486,Semeru,32.0,0.0
-8.04,112.66,0.486,Semeru,29.8,0.1
-8.02,112.64,0.486,Semeru,32.6,0.0
-8.02,112.66,0.486,Semeru,30.5,0.1
-8.0,112.64,0.486,Arjuno-Welirang,31.0,0.1
-8.0,112.66,0.486,Semeru,31.2,0.0
-8.0,112.68,0.486,Semeru,29.2,0.1
-7.58,112.32,0.486,Arjuno-Welirang,32.6,0.0
-7.58,112.34,0.486,Arjuno-Welirang,30.7,0.1
-7.56,112.32,0.486,Arjuno-Welirang,33.8,0.0
-7.52,112.34,0.486,Penanggungan,33.6,0.0
-7.5,112.34,0.486,Penanggungan,34.3,0.0
-7.5,112.36,0.486,Penanggungan,32.3,0.0
-7.5,112.38,0.486,Penanggungan,30.3,0.1
-7.48,112.36,0.486,Penanggungan,33.2,0.0
-7.48,112.38,0.486,Penanggungan,31.3,0.0
-7.48,112.4,0.486,Penanggungan,29.4,0.1
-7.46,112.38,0.486,Penanggungan,32.4,0.0
-7.46,112.4,0.486,Penanggungan,30.6,0.1
-8.1,112.58,0.485,Kelud,35.4,0.0
-8.1,112.6,0.485,Semeru,35.5,0.0
-8.08,112.6,0.485,Semeru,35.6,0.0
-7.72,112.0,0.485,Kelud,41.2,0.0
-7.7,112.02,0.485,Kelud,40.8,0.0
-7.68,112.04,0.485,Kelud,40.6,0.0
-7.66,112.06,0.485,Kelud,40.6,0.0
-7.58,112.3,0.485,Arjuno-Welirang,34.5,0.0
-7.56,112.3,0.485,Arjuno-Welirang,35.7,0.0
-7.54,112.3,0.485,Arjuno-Welirang,36.9,0.0
-7.54,112.32,0.485,Penanggungan,35.1,0.0
-7.52,112.3,0.485,Penanggungan,37.8,0.0
-7.52,112.32,0.485,Penanggungan,35.7,0.0
-7.5,112.32,0.485,Penanggungan,36.4,0.0
-7.48,112.34,0.485,Penanggungan,35.2,0.0
-8.18,112.7,0.473,Semeru,25.7,0.1
-8.16,112.26,0.473,Kelud,26.1,0.1
-8.16,112.28,0.473,Kelud,25.8,0.1
-8.16,112.3,0.473,Kelud,25.6,0.1
-8.16,112.32,0.473,Kelud,25.6,0.1
-8.16,112.34,0.473,Kelud,25.8,0.1
-8.16,112.36,0.473,Kelud,26.2,0.1
-8.16,112.7,0.473,Semeru,25.1,0.2
-8.14,112.2,0.473,Kelud,26.2,0.1
-8.14,112.22,0.473,Kelud,25.3,0.2
-8.14,112.4,0.473,Kelud,25.5,0.2
-8.14,112.42,0.473,Kelud,26.4,0.1
-8.12,112.18,0.473,Kelud,25.4,0.2
-8.12,112.44,0.473,Kelud,25.6,0.1
-8.1,112.46,0.473,Kelud,25.2,0.2
-7.58,112.86,0.473,Penanggungan,25.8,0.1
-7.56,112.86,0.473,Penanggungan,26.2,0.1
-7.52,112.84,0.473,Penanggungan,25.5,0.1
-7.44,112.48,0.473,Penanggungan,25.5,0.2
-7.42,112.5,0.473,Penanggungan,25.9,0.1
-7.4,112.54,0.473,Penanggungan,25.8,0.1
-7.4,112.56,0.473,Penanggungan,25.1,0.2
-8.18,112.24,0.472,Kelud,28.8,0.1
-8.18,112.26,0.472,Kelud,28.3,0.1
-8.18,112.28,0.472,Kelud,28.0,0.1
-8.18,112.3,0.472,Kelud,27.8,0.1
-8.18,112.32,0.472,Kelud,27.8,0.1
-8.18,112.34,0.472,Kelud,28.0,0.1
-8.18,112.36,0.472,Kelud,28.4,0.1
-8.18,112.38,0.472,Kelud,28.9,0.1
-8.18,112.68,0.472,Semeru,27.8,0.1
-8.16,112.2,0.472,Kelud,28.2,0.1
-8.16,112.22,0.472,Kelud,27.3,0.1
-8.16,112.24,0.472,Kelud,26.6,0.1
-8.16,112.38,0.472,Kelud,26.8,0.1
-8.16,112.4,0.472,Kelud,27.5,0.1
-8.16,112.42,0.472,Kelud,28.4,0.1
-8.16,112.68,0.472,Semeru,27.3,0.1
-8.14,112.16,0.472,Kelud,28.5,0.1
-8.14,112.18,0.472,Kelud,27.3,0.1
-8.14,112.44,0.472,Kelud,27.5,0.1
-8.14,112.46,0.472,Kelud,28.7,0.1
-8.14,112.68,0.472,Semeru,26.9,0.1
-8.12,112.14,0.472,Kelud,28.1,0.1
-8.12,112.16,0.472,Kelud,26.7,0.1
-8.12,112.46,0.472,Kelud,27.0,0.1
-8.12,112.48,0.472,Kelud,28.4,0.1
-8.12,112.68,0.472,Semeru,26.7,0.1
-8.1,112.12,0.472,Kelud,28.0,0.1
-8.1,112.14,0.472,Kelud,26.4,0.1
-8.1,112.48,0.472,Kelud,26.8,0.1
-8.08,112.1,0.472,Kelud,28.3,0.1
-8.08,112.12,0.472,Kelud,26.6,0.1
-8.06,112.08,0.472,Kelud,29.0,0.1
-8.06,112.1,0.472,Kelud,27.1,0.1
-7.58,112.88,0.472,Penanggungan,27.9,0.1
-7.56,112.88,0.472,Penanggungan,28.3,0.1
-7.54,112.86,0.472,Penanggungan,26.8,0.1
-7.54,112.88,0.472,Penanggungan,28.9,0.1
-7.42,112.46,0.472,Penanggungan,28.6,0.1
-7.42,112.48,0.472,Penanggungan,27.2,0.1
-7.4,112.5,0.472,Penanggungan,27.8,0.1
-7.4,112.52,0.472,Penanggungan,26.8,0.1
-8.18,112.14,0.471,Kelud,33.4,0.0
-8.18,112.16,0.471,Kelud,32.2,0.0
-8.18,112.18,0.471,Kelud,31.2,0.0
-8.18,112.2,0.471,Kelud,30.2,0.1
-8.18,112.22,0.471,Kelud,29.4,0.1
-8.18,112.4,0.471,Kelud,29.6,0.1
-8.18,112.42,0.471,Kelud,30.4,0.1
-8.18,112.44,0.471,Kelud,31.4,0.0
-8.18,112.46,0.471,Kelud,32.4,0.0
-8.18,112.48,0.471,Kelud,33.6,0.0
-8.18,112.62,0.471,Semeru,34.2,0.0
-8.18,112.64,0.471,Semeru,32.1,0.0
-8.18,112.66,0.471,Semeru,29.9,0.1
-8.16,112.1,0.471,Kelud,34.3,0.0
-8.16,112.12,0.471,Kelud,32.9,0.0
-8.16,112.14,0.471,Kelud,31.6,0.0
-8.16,112.16,0.471,Kelud,30.3,0.1
-8.16,112.18,0.471,Kelud,29.2,0.1
-8.16,112.44,0.471,Kelud,29.4,0.1
-8.16,112.46,0.471,Kelud,30.6,0.1
-8.16,112.48,0.471,Kelud,31.8,0.0
-8.16,112.5,0.471,Kelud,33.2,0.0
-8.16,112.62,0.471,Semeru,33.7,0.0
-8.16,112.64,0.471,Semeru,31.6,0.0
-8.16,112.66,0.471,Semeru,29.4,0.1
-8.14,112.08,0.471,Kelud,34.3,0.0
-8.14,112.1,0.471,Kelud,32.7,0.0
-8.14,112.12,0.471,Kelud,31.2,0.0
-8.14,112.14,0.471,Kelud,29.8,0.1
-8.14,112.48,0.471,Kelud,30.1,0.1
-8.14,112.5,0.471,Kelud,31.5,0.0
-8.14,112.52,0.471,Kelud,33.0,0.0
-8.14,112.66,0.471,Semeru,29.1,0.1
-8.12,112.08,0.471,Kelud,32.8,0.0
-8.12,112.1,0.471,Kelud,31.2,0.0
-8.12,112.12,0.471,Kelud,29.6,0.1
-8.12,112.5,0.471,Kelud,29.9,0.1
-8.1,112.06,0.471,Kelud,33.2,0.0
-8.1,112.08,0.471,Kelud,31.4,0.0
-8.1,112.1,0.471,Kelud,29.7,0.1
-8.08,112.04,0.471,Kelud,33.9,0.0
-8.08,112.06,0.471,Kelud,32.0,0.0
-8.08,112.08,0.471,Kelud,30.1,0.1
-8.06,112.04,0.471,Kelud,32.9,0.0
-8.06,112.06,0.471,Kelud,30.9,0.1
-8.04,112.02,0.471,Kelud,34.0,0.0
-8.04,112.04,0.471,Kelud,31.9,0.0
-8.04,112.06,0.471,Kelud,29.9,0.1
-8.02,112.02,0.471,Kelud,33.3,0.0
-8.02,112.04,0.471,Kelud,31.2,0.0
-8.02,112.06,0.471,Kelud,29.1,0.1
-8.0,112.02,0.471,Kelud,32.7,0.0
-8.0,112.04,0.471,Kelud,30.5,0.1
-7.58,112.9,0.471,Penanggungan,30.1,0.1
-7.58,112.92,0.471,Penanggungan,32.3,0.0
-7.56,112.9,0.471,Penanggungan,30.5,0.1
-7.42,112.44,0.471,Penanggungan,30.1,0.1
-7.4,112.42,0.471,Penanggungan,33.2,0.0
-7.4,112.44,0.471,Penanggungan,31.7,0.0
-7.4,112.46,0.471,Penanggungan,30.3,0.1
-7.4,112.48,0.471,Penanggungan,29.0,0.1
-8.18,112.06,0.47,Kelud,39.0,0.0
-8.18,112.08,0.47,Kelud,37.5,0.0
-8.18,112.1,0.47,Kelud,36.0,0.0
-8.18,112.12,0.47,Kelud,34.7,0.0
-8.18,112.5,0.47,Kelud,34.9,0.0
-8.18,112.52,0.47,Kelud,36.3,0.0
-8.18,112.54,0.47,Kelud,37.8,0.0
-8.18,112.56,0.47,Kelud,39.3,0.0
-8.18,112.58,0.47,Semeru,38.5,0.0
-8.18,112.6,0.47,Semeru,36.3,0.0
-8.16,112.04,0.47,Kelud,39.0,0.0
-8.16,112.06,0.47,Kelud,37.4,0.0
-8.16,112.08,0.47,Kelud,35.8,0.0
-8.16,112.52,0.47,Kelud,34.6,0.0
-8.16,112.54,0.47,Kelud,36.1,0.0
-8.16,112.56,0.47,Kelud,37.7,0.0
-8.16,112.58,0.47,Semeru,38.1,0.0
-8.16,112.6,0.47,Semeru,35.9,0.0
-8.14,112.02,0.47,Kelud,39.4,0.0
-8.14,112.04,0.47,Kelud,37.6,0.0
-8.14,112.06,0.47,Kelud,35.9,0.0
-8.12,112.0,0.47,Kelud,40.0,0.0
-8.12,112.02,0.47,Kelud,38.1,0.0
-8.12,112.04,0.47,Kelud,36.3,0.0
-8.12,112.06,0.47,Kelud,34.5,0.0
-8.1,112.0,0.47,Kelud,38.8,0.0
-8.1,112.02,0.47,Kelud,36.9,0.0
-8.1,112.04,0.47,Kelud,35.0,0.0
-8.08,111.98,0.47,Kelud,39.8,0.0
-8.08,112.0,0.47,Kelud,37.8,0.0
-8.08,112.02,0.47,Kelud,35.8,0.0
-8.06,111.98,0.47,Kelud,38.9,0.0
-8.06,112.0,0.47,Kelud,36.9,0.0
-8.06,112.02,0.47,Kelud,34.9,0.0
-8.04,111.98,0.47,Kelud,38.1,0.0
-8.04,112.0,0.47,Kelud,36.1,0.0
-8.02,111.96,0.47,Kelud,39.6,0.0
-8.02,111.98,0.47,Kelud,37.5,0.0
-8.02,112.0,0.47,Kelud,35.4,0.0
-8.0,111.96,0.47,Kelud,39.1,0.0
-8.0,111.98,0.47,Kelud,36.9,0.0
-8.0,112.0,0.47,Kelud,34.8,0.0
-7.58,112.24,0.47,Kelud,39.6,0.0
-7.42,112.34,0.47,Penanggungan,38.5,0.0
-7.4,112.34,0.47,Penanggungan,39.8,0.0
-7.4,112.36,0.47,Penanggungan,38.1,0.0
-7.4,112.38,0.47,Penanggungan,36.4,0.0
-7.4,112.4,0.47,Penanggungan,34.8,0.0
-8.14,112.9,0.465,Semeru,4.3,10.5
-8.14,112.92,0.465,Semeru,3.6,12.1
-8.14,112.94,0.465,Semeru,4.1,11.0
-8.12,112.88,0.465,Semeru,4.8,9.5
-8.12,112.9,0.465,Semeru,2.8,14.2
-8.12,112.92,0.465,Semeru,1.4,18.9
-8.12,112.94,0.465,Semeru,2.4,15.3
-8.12,112.96,0.465,Semeru,4.4,10.3
-8.1,112.88,0.465,Semeru,4.7,9.7
-8.1,112.9,0.465,Semeru,2.6,14.8
-8.1,112.92,0.465,Semeru,0.9,20.6
-8.1,112.94,0.465,Semeru,2.2,16.0
-8.1,112.96,0.465,Semeru,4.3,10.5
-8.08,112.9,0.465,Semeru,3.9,11.2
-8.08,112.92,0.465,Semeru,3.1,13.3
-8.08,112.94,0.465,Semeru,3.7,11.8
-8.02,113.34,0.465,Lamongan,4.8,9.5
-8.0,113.32,0.465,Lamongan,3.6,12.0
-8.0,113.34,0.465,Lamongan,2.6,14.8
-8.0,113.36,0.465,Lamongan,3.2,13.1
-8.0,113.38,0.465,Lamongan,4.8,9.5
-8.22,113.0,0.464,Semeru,15.1,1.2
-8.2,112.82,0.464,Semeru,15.2,1.2
-7.76,112.72,0.464,Arjuno-Welirang,16.3,0.9
-8.24,112.88,0.463,Semeru,15.4,1.1
-8.24,112.96,0.463,Semeru,15.3,1.2
-8.22,112.84,0.463,Semeru,15.4,1.1
-7.86,112.5,0.462,Arjuno-Welirang,16.7,0.9
-8.24,112.98,0.46,Semeru,16.0,1.0
-8.24,112.86,0.459,Semeru,16.2,1.0
-7.86,112.48,0.459,Arjuno-Welirang,17.9,0.7
-8.22,113.02,0.458,Semeru,16.5,0.9
-8.2,113.04,0.458,Semeru,16.5,0.9
-8.26,112.92,0.457,Semeru,16.9,0.8
-8.24,113.0,0.457,Semeru,17.0,0.8
-8.22,112.82,0.457,Semeru,16.8,0.9
-8.2,112.8,0.457,Semeru,16.9,0.8
-7.88,112.5,0.457,Arjuno-Welirang,18.7,0.6
-7.76,112.74,0.457,Arjuno-Welirang,18.5,0.6
-8.26,112.9,0.456,Semeru,17.1,0.8
-8.26,112.94,0.456,Semeru,17.0,0.8
-8.24,112.84,0.456,Semeru,17.2,0.8
-7.88,112.66,0.456,Arjuno-Welirang,19.2,0.5
-8.26,112.88,0.455,Semeru,17.5,0.7
-8.26,112.96,0.455,Semeru,17.4,0.8
-7.88,112.48,0.455,Kelud,19.7,0.5
-7.54,112.26,0.455,Arjuno-Welirang,40.6,0.0
-7.52,112.26,0.455,Arjuno-Welirang,41.8,0.0
-7.5,112.26,0.455,Penanggungan,42.6,0.0
-7.5,112.28,0.455,Penanggungan,40.5,0.0
-7.48,112.28,0.455,Penanggungan,41.3,0.0
-7.46,112.28,0.455,Penanggungan,42.2,0.0
-7.46,112.3,0.455,Penanggungan,40.2,0.0
-8.22,113.04,0.454,Semeru,18.0,0.7
-8.26,112.86,0.453,Semeru,18.2,0.6
-8.26,112.98,0.453,Semeru,18.1,0.7
-8.24,113.02,0.453,Semeru,18.2,0.6
-8.22,112.8,0.453,Semeru,18.3,0.6
-8.2,113.06,0.453,Semeru,18.3,0.6
-8.24,112.82,0.452,Semeru,18.5,0.6
-7.9,112.66,0.452,Arjuno-Welirang,21.2,0.4
-8.28,112.92,0.451,Semeru,19.1,0.5
-8.28,112.94,0.451,Semeru,19.2,0.5
-8.26,112.84,0.451,Semeru,19.2,0.5
-8.26,113.0,0.451,Semeru,19.0,0.6
-8.28,112.88,0.45,Semeru,19.7,0.5
-8.28,112.9,0.45,Semeru,19.3,0.5
-8.28,112.96,0.45,Semeru,19.6,0.5
-8.24,113.04,0.45,Semeru,19.6,0.5
-8.22,113.06,0.45,Semeru,19.6,0.5
-7.94,112.58,0.45,Arjuno-Welirang,23.5,0.2
-7.78,112.16,0.45,Kelud,23.3,0.2
-8.28,112.86,0.449,Semeru,20.3,0.4
-8.28,112.98,0.449,Semeru,20.2,0.4
-8.26,112.82,0.449,Semeru,20.3,0.4
-8.26,113.02,0.449,Semeru,20.1,0.4
-8.24,112.8,0.449,Semeru,19.9,0.5
-8.22,112.78,0.449,Semeru,20.0,0.5
-8.2,113.08,0.449,Semeru,20.2,0.4
-7.94,112.6,0.449,Arjuno-Welirang,23.6,0.2
-7.78,112.14,0.448,Kelud,24.9,0.2
-8.3,112.9,0.447,Semeru,21.5,0.3
-8.3,112.92,0.447,Semeru,21.4,0.3
-8.3,112.94,0.447,Semeru,21.4,0.3
-8.28,112.84,0.447,Semeru,21.1,0.4
-8.28,113.0,0.447,Semeru,21.0,0.4
-8.26,112.8,0.447,Semeru,21.6,0.3
-8.26,113.04,0.447,Semeru,21.3,0.3
-8.24,112.78,0.447,Semeru,21.4,0.3
-8.24,113.06,0.447,Semeru,21.1,0.4
-8.22,113.08,0.447,Semeru,21.4,0.3
-8.3,112.86,0.446,Semeru,22.4,0.3
-8.3,112.88,0.446,Semeru,21.8,0.3
-8.3,112.96,0.446,Semeru,21.8,0.3
-8.3,112.98,0.446,Semeru,22.3,0.3
-8.28,112.82,0.446,Semeru,22.2,0.3
-8.28,113.02,0.446,Semeru,22.0,0.3
-8.2,113.1,0.446,Semeru,22.1,0.3
-8.3,112.84,0.445,Semeru,23.2,0.2
-8.3,113.0,0.445,Semeru,23.0,0.2
-8.28,112.8,0.445,Semeru,23.4,0.2
-8.28,113.04,0.445,Semeru,23.1,0.2
-8.26,112.78,0.445,Semeru,23.0,0.2
-8.26,113.06,0.445,Semeru,22.7,0.3
-8.24,112.76,0.445,Semeru,23.1,0.2
-8.24,113.08,0.445,Semeru,22.8,0.3
-8.22,113.1,0.445,Semeru,23.2,0.2
-8.3,112.82,0.444,Semeru,24.1,0.2
-8.3,113.02,0.444,Semeru,23.9,0.2
-8.28,112.78,0.444,Semeru,24.7,0.2
-8.28,113.06,0.444,Semeru,24.4,0.2
-8.26,112.76,0.444,Semeru,24.6,0.2
-8.26,113.08,0.444,Semeru,24.3,0.2
-8.24,113.1,0.444,Semeru,24.5,0.2
-8.2,113.12,0.444,Semeru,24.1,0.2
-8.3,113.04,0.443,Semeru,25.0,0.2
-8.2,113.32,0.443,Lamongan,24.9,0.2
-8.2,113.34,0.443,Lamongan,24.8,0.2
-8.2,113.36,0.443,Lamongan,24.9,0.2
-8.22,112.72,0.428,Semeru,25.5,0.2
-7.84,113.16,0.428,Lamongan,25.3,0.2
-7.82,113.18,0.428,Lamongan,25.0,0.2
-7.8,113.14,0.428,Bromo,26.2,0.1
-7.8,113.2,0.428,Lamongan,25.2,0.2
-7.78,113.12,0.428,Bromo,26.0,0.1
-7.78,113.22,0.428,Lamongan,25.8,0.1
-7.78,113.46,0.428,Lamongan,25.4,0.2
-7.76,113.1,0.428,Bromo,26.1,0.1
-7.76,113.26,0.428,Lamongan,25.8,0.1
-7.76,113.28,0.428,Lamongan,25.1,0.2
-7.76,113.42,0.428,Lamongan,25.6,0.1
-7.76,113.44,0.428,Lamongan,26.4,0.1
-7.74,113.06,0.428,Bromo,25.5,0.2
-7.74,113.34,0.428,Lamongan,26.4,0.1
-7.74,113.36,0.428,Lamongan,26.4,0.1
-7.72,113.0,0.428,Bromo,25.3,0.2
-7.72,113.02,0.428,Bromo,25.9,0.1
-8.24,112.7,0.427,Semeru,28.5,0.1
-8.24,112.72,0.427,Semeru,26.6,0.1
-8.22,112.7,0.427,Semeru,27.4,0.1
-8.2,112.68,0.427,Semeru,28.5,0.1
-8.2,112.7,0.427,Semeru,26.5,0.1
-7.82,113.16,0.427,Lamongan,26.7,0.1
-7.8,113.16,0.427,Bromo,28.0,0.1
-7.8,113.18,0.427,Lamongan,26.6,0.1
-7.78,113.14,0.427,Bromo,27.6,0.1
-7.78,113.18,0.427,Lamongan,28.3,0.1
-7.78,113.2,0.427,Lamongan,27.0,0.1
-7.78,113.48,0.427,Lamongan,26.6,0.1
-7.76,113.12,0.427,Bromo,27.6,0.1
-7.76,113.2,0.427,Lamongan,28.8,0.1
-7.76,113.22,0.427,Lamongan,27.7,0.1
-7.76,113.24,0.427,Lamongan,26.7,0.1
-7.76,113.46,0.427,Lamongan,27.4,0.1
-7.76,113.48,0.427,Lamongan,28.5,0.1
-7.74,113.08,0.427,Bromo,26.6,0.1
-7.74,113.1,0.427,Bromo,27.9,0.1
-7.74,113.24,0.427,Lamongan,28.7,0.1
-7.74,113.26,0.427,Lamongan,27.9,0.1
-7.74,113.28,0.427,Lamongan,27.3,0.1
-7.74,113.3,0.427,Lamongan,26.8,0.1
-7.74,113.32,0.427,Lamongan,26.5,0.1
-7.74,113.38,0.427,Lamongan,26.7,0.1
-7.74,113.4,0.427,Lamongan,27.1,0.1
-7.74,113.42,0.427,Lamongan,27.7,0.1
-7.74,113.44,0.427,Lamongan,28.4,0.1
-7.72,113.04,0.427,Bromo,26.6,0.1
-7.72,113.06,0.427,Bromo,27.5,0.1
-7.72,113.08,0.427,Bromo,28.5,0.1
-7.72,113.3,0.427,Lamongan,29.0,0.1
-7.72,113.32,0.427,Lamongan,28.7,0.1
-7.72,113.34,0.427,Lamongan,28.6,0.1
-7.72,113.36,0.427,Lamongan,28.6,0.1
-7.72,113.38,0.427,Lamongan,28.9,0.1
-7.7,113.0,0.427,Bromo,27.5,0.1
-7.7,113.02,0.427,Bromo,28.0,0.1
-7.7,113.04,0.427,Bromo,28.7,0.1
-8.26,112.66,0.426,Semeru,33.4,0.0
-8.26,112.68,0.426,Semeru,31.5,0.0
-8.26,112.7,0.426,Semeru,29.7,0.1
-8.24,112.3,0.426,Kelud,34.5,0.0
-8.24,112.64,0.426,Semeru,34.3,0.0
-8.24,112.66,0.426,Semeru,32.4,0.0
-8.24,112.68,0.426,Semeru,30.4,0.1
-8.22,112.2,0.426,Kelud,34.4,0.0
-8.22,112.22,0.426,Kelud,33.7,0.0
-8.22,112.24,0.426,Kelud,33.1,0.0
-8.22,112.26,0.426,Kelud,32.7,0.0
-8.22,112.28,0.426,Kelud,32.4,0.0
-8.22,112.3,0.426,Kelud,32.3,0.0
-8.22,112.32,0.426,Kelud,32.3,0.0
-8.22,112.34,0.426,Kelud,32.4,0.0
-8.22,112.36,0.426,Kelud,32.8,0.0
-8.22,112.64,0.426,Semeru,33.4,0.0
-8.22,112.66,0.426,Semeru,31.4,0.0
-8.22,112.68,0.426,Semeru,29.4,0.1
-8.2,112.16,0.426,Kelud,34.2,0.0
-8.2,112.18,0.426,Kelud,33.2,0.0
-8.2,112.2,0.426,Kelud,32.3,0.0
-8.2,112.22,0.426,Kelud,31.5,0.0
-8.2,112.24,0.426,Kelud,30.9,0.1
-8.2,112.26,0.426,Kelud,30.5,0.1
-8.2,112.28,0.426,Kelud,30.2,0.1
-8.2,112.3,0.426,Kelud,30.0,0.1
-8.2,112.32,0.426,Kelud,30.1,0.1
-8.2,112.34,0.426,Kelud,30.2,0.1
-8.2,112.36,0.426,Kelud,30.6,0.1
-8.2,112.38,0.426,Kelud,31.1,0.0
-8.2,112.4,0.426,Kelud,31.7,0.0
-8.2,112.42,0.426,Kelud,32.5,0.0
-8.2,112.44,0.426,Kelud,33.4,0.0
-8.2,112.46,0.426,Kelud,34.4,0.0
-8.2,112.64,0.426,Semeru,32.7,0.0
-8.2,112.66,0.426,Semeru,30.6,0.1
-7.78,113.16,0.426,Bromo,29.3,0.1
-7.76,113.14,0.426,Bromo,29.1,0.1
-7.76,113.16,0.426,Bromo,30.7,0.1
-7.76,113.18,0.426,Lamongan,30.1,0.1
-7.74,113.12,0.426,Bromo,29.2,0.1
-7.74,113.14,0.426,Bromo,30.7,0.1
-7.74,113.16,0.426,Bromo,32.2,0.0
-7.74,113.18,0.426,Lamongan,31.9,0.0
-7.74,113.2,0.426,Lamongan,30.7,0.1
-7.74,113.22,0.426,Lamongan,29.6,0.1
-7.74,113.46,0.426,Lamongan,29.3,0.1
-7.74,113.48,0.426,Lamongan,30.4,0.1
-7.72,113.1,0.426,Bromo,29.7,0.1
-7.72,113.12,0.426,Bromo,31.0,0.1
-7.72,113.14,0.426,Bromo,32.4,0.0
-7.72,113.16,0.426,Bromo,33.8,0.0
-7.72,113.18,0.426,Lamongan,33.7,0.0
-7.72,113.2,0.426,Lamongan,32.6,0.0
-7.72,113.22,0.426,Lamongan,31.6,0.0
-7.72,113.24,0.426,Lamongan,30.7,0.1
-7.72,113.26,0.426,Lamongan,30.0,0.1
-7.72,113.28,0.426,Lamongan,29.4,0.1
-7.72,113.4,0.426,Lamongan,29.3,0.1
-7.72,113.42,0.426,Lamongan,29.8,0.1
-7.72,113.44,0.426,Lamongan,30.5,0.1
-7.72,113.46,0.426,Lamongan,31.3,0.0
-7.72,113.48,0.426,Lamongan,32.3,0.0
-7.7,113.06,0.426,Bromo,29.5,0.1
-7.7,113.08,0.426,Bromo,30.5,0.1
-7.7,113.1,0.426,Bromo,31.6,0.0
-7.7,113.12,0.426,Bromo,32.8,0.0
-7.7,113.14,0.426,Bromo,34.1,0.0
-7.7,113.22,0.426,Lamongan,33.6,0.0
-7.7,113.24,0.426,Lamongan,32.8,0.0
-7.7,113.26,0.426,Lamongan,32.1,0.0
-7.7,113.28,0.426,Lamongan,31.6,0.0
-7.7,113.3,0.426,Lamongan,31.2,0.0
-7.7,113.32,0.426,Lamongan,30.9,0.1
-7.7,113.34,0.426,Lamongan,30.8,0.1
-7.7,113.36,0.426,Lamongan,30.9,0.1
-7.7,113.38,0.426,Lamongan,31.1,0.0
-7.7,113.4,0.426,Lamongan,31.4,0.0
-7.7,113.42,0.426,Lamongan,31.9,0.0
-7.7,113.44,0.426,Lamongan,32.6,0.0
-7.7,113.46,0.426,Lamongan,33.4,0.0
-7.7,113.48,0.426,Lamongan,34.3,0.0
-7.68,113.0,0.426,Bromo,29.6,0.1
-7.68,113.02,0.426,Bromo,30.1,0.1
-7.68,113.04,0.426,Bromo,30.8,0.1
-7.68,113.06,0.426,Bromo,31.6,0.0
-7.68,113.08,0.426,Bromo,32.5,0.0
-7.68,113.1,0.426,Bromo,33.5,0.0
-7.68,113.26,0.426,Lamongan,34.3,0.0
-7.68,113.28,0.426,Lamongan,33.7,0.0
-7.68,113.3,0.426,Lamongan,33.4,0.0
-7.68,113.32,0.426,Lamongan,33.1,0.0
-7.68,113.34,0.426,Lamongan,33.0,0.0
-7.68,113.36,0.426,Lamongan,33.1,0.0
-7.68,113.38,0.426,Lamongan,33.3,0.0
-7.68,113.4,0.426,Lamongan,33.6,0.0
-7.68,113.42,0.426,Lamongan,34.1,0.0
-7.66,113.0,0.426,Bromo,31.8,0.0
-7.66,113.02,0.426,Bromo,32.3,0.0
-7.66,113.04,0.426,Bromo,32.9,0.0
-7.66,113.06,0.426,Bromo,33.6,0.0
-7.66,113.08,0.426,Bromo,34.5,0.0
-7.64,112.98,0.426,Bromo,33.7,0.0
-7.64,113.0,0.426,Bromo,34.0,0.0
-7.64,113.02,0.426,Bromo,34.5,0.0
-8.28,112.62,0.425,Semeru,38.3,0.0
-8.28,112.64,0.425,Semeru,36.5,0.0
-8.26,112.6,0.425,Semeru,39.3,0.0
-8.26,112.62,0.425,Semeru,37.3,0.0
-8.26,112.64,0.425,Semeru,35.3,0.0
-8.24,112.2,0.425,Kelud,36.5,0.0
-8.24,112.22,0.425,Kelud,35.8,0.0
-8.24,112.24,0.425,Kelud,35.3,0.0
-8.24,112.26,0.425,Kelud,34.9,0.0
-8.24,112.28,0.425,Kelud,34.6,0.0
-8.24,112.32,0.425,Kelud,34.5,0.0
-8.24,112.46,0.425,Kelud,38.3,0.0
-8.24,112.48,0.425,Kelud,39.3,0.0
-8.24,112.6,0.425,Semeru,38.4,0.0
-8.24,112.62,0.425,Semeru,36.3,0.0
-8.22,112.16,0.425,Kelud,36.1,0.0
-8.22,112.18,0.425,Kelud,35.2,0.0
-8.22,112.42,0.425,Kelud,34.5,0.0
-8.22,112.44,0.425,Kelud,35.4,0.0
-8.22,112.46,0.425,Kelud,36.3,0.0
-8.22,112.48,0.425,Kelud,37.4,0.0
-8.22,112.5,0.425,Kelud,38.6,0.0
-8.22,112.52,0.425,Kelud,39.8,0.0
-8.22,112.58,0.425,Semeru,39.6,0.0
-8.22,112.6,0.425,Semeru,37.6,0.0
-8.22,112.62,0.425,Semeru,35.5,0.0
-8.2,112.08,0.425,Kelud,39.1,0.0
-8.2,112.1,0.425,Kelud,37.8,0.0
-8.2,112.12,0.425,Kelud,36.5,0.0
-8.2,112.14,0.425,Kelud,35.3,0.0
-8.2,112.48,0.425,Kelud,35.5,0.0
-8.2,112.5,0.425,Kelud,36.7,0.0
-8.2,112.52,0.425,Kelud,38.0,0.0
