site_id,name,lat,lon,label,class,season,scene_date,cloud_pct,ndvi_mean,ndvi_std,ndvi_center,ndvi_ring,ndvi_diff,ndvi_lvar,ndwi_mean,ndwi_std,ndwi_center,ndwi_ring,ndwi_diff,ndwi_lvar,msavi_mean,msavi_center,msavi_diff,clay_ratio,iron_oxide
OSM164,Candi Deres,-8.2989723,113.4190438,soft_positive,1,dry,2024-08-12,1.512164,0.398341409976136,0.10226733834594826,0.45997379913551056,0.37745963688625467,0.0825141622492559,0.0015073344682725398,-0.37585216585315195,0.07770423995958367,-0.4269830317564302,-0.3589718088586817,-0.06801122289774852,0.0008358753342189848,0.5615580730925093,0.6256283224077095,0.08608955546326624,1.3687453716359177,0.9465064540961464
OSM168,Candi,-7.4853909,112.726104,soft_positive,1,dry,2024-08-12,0.720913,0.24861743297556163,0.16836883978421893,0.20239770489155695,0.26675849342673164,-0.06436078853517468,0.006171746274317316,-0.25952415871370615,0.13350047962309,-0.2147623726078773,-0.2750654933184557,0.06030312071057839,0.004155905241587722,0.36994138076178423,0.31396789258301167,-0.07999056256134468,1.1662143640851192,1.0219062955274476
WIKI0009,Kolam Segaran,-7.558,112.3829,soft_positive,1,dry,2024-07-16,0.767885,0.33348982803063043,0.13583436592127213,0.15521365962334716,0.36257843187567607,-0.2073647722523289,0.002985515375216317,-0.3085872325445649,0.11748144731752312,-0.06585224711411072,-0.3392977936263432,0.2734455465122325,0.0018497869558680492,0.4836388552907045,0.26517656555718133,-0.25277342700264976,1.2674349015674256,0.9448222730551823
WIKI0019,Trinil,-7.3743,111.3578,soft_positive,1,dry,2024-07-26,3.090687,0.3072768177031956,0.1338357724075585,0.40544731084067837,0.29937564884327134,0.10607166199740703,0.004200339981513093,-0.3061856340723861,0.11613236184898615,-0.38391399623146627,-0.2984925885733707,-0.08542140765809558,0.002925612944716162,0.453266171989354,0.5668942155553611,0.12385554051156461,1.2854411147802631,0.9963273866790079
WIKI0020,Trowulan,-7.55,112.366667,soft_positive,1,dry,2024-07-16,0.767885,0.3674685219677269,0.14817687025634202,0.5145725585100911,0.3581102025415774,0.1564623559685137,0.002720419767772342,-0.3544746080659721,0.11195385128500054,-0.47175255100402924,-0.3486778608336368,-0.12307469017039246,0.0015705045709016173,0.5188797306904857,0.6790700823776468,0.16992248572858204,1.3317202093822795,0.9661946437264604
HN001,Ctrl_plain_north,-7.45,112.6,hard_negative,-2,dry,2024-08-12,0.720913,0.3604829956465764,0.12426541891918289,0.34586679529936,0.36620017052574094,-0.020333375226380956,0.002418738494103569,-0.3396832714103106,0.09390894361800017,-0.32642577968855774,-0.3438240851716819,0.017398305483124155,0.0013879864676105292,0.5173436630240418,0.5017781061546179,-0.02237243074724138,1.312818837212705,0.9504109575254192
HN002,Ctrl_slope_south,-8.15,112.7,hard_negative,-2,dry,2024-08-12,0.720913,0.3803479332589157,0.16619192069380534,0.22113233196450652,0.37118762978619246,-0.15005529782168595,0.004401822144700149,-0.3809658999973162,0.1313807601419459,-0.26155813094597447,-0.37295962949470207,0.1114014985487276,0.0028051485674652674,0.528305530123007,0.3425902211131563,-0.1746556245812716,1.2894731565599362,0.995417720366455
HN003,Ctrl_plain_east,-7.85,113.0,hard_negative,-2,dry,2024-08-12,0.215202,0.4836844173015219,0.05544271984880492,0.49054879324545975,0.482490138898738,0.00805865434672176,0.0008076403853087776,-0.4324428699670472,0.04784043387007406,-0.44279196904342605,-0.4304972648308461,-0.012294704212579943,0.0005231562892041493,0.6500625210183127,0.6556925294150175,0.006594914346772507,1.4449423552943248,0.8773591258718452
HN004,Ctrl_slope_north,-7.6,112.45,hard_negative,-2,dry,2024-07-16,0.767885,0.35118922987866086,0.12188575560462396,0.3924063843805646,0.33281519477211885,0.05959118960844573,0.0028762101486194615,-0.33383147114009337,0.0939608651739776,-0.36992653682521615,-0.3165002278103692,-0.05342630901484696,0.0017142975923648454,0.5071428687481281,0.5536584434982319,0.0674906761614309,1.290397267495804,0.958617317591963
HN005,Ctrl_plain_west,-7.9,112.15,hard_negative,-2,dry,2024-07-16,0.767885,0.3293851823156987,0.15816040773723464,0.36130824334509115,0.32584276801025314,0.035465475334838015,0.003708148843568099,-0.3202412859197433,0.12012448456368245,-0.34891464092324026,-0.3167834692716487,-0.03213117165159157,0.002414769848266395,0.47296221559905055,0.5157195474451884,0.04913402105944703,1.2432383601906314,0.9753847109227263
HP001,Candi Sambisari,-7.7628,110.4561,hard_positive,2,wet,2024-03-23,15.984333,0.3185325428879544,0.16670404630254038,0.22148794171245811,0.3405768646495075,-0.11908892293704937,0.004551142976243631,-0.2975202255453912,0.1395043316184859,-0.24160516202704707,-0.310330164887719,0.0687250028606719,0.0029952980444594465,0.4583619599393883,0.34611875167614925,-0.13591529054722556,1.2722843144852112,0.9504419306321652
HP002,Candi Kedulan,-7.7308,110.4503,hard_positive,2,wet,2024-03-23,15.984333,0.34208960962189977,0.17291669652953043,0.3679508730979425,0.37513598177424384,-0.007185108676301344,0.005064557306398331,-0.31540793296610453,0.1432709257646355,-0.3417823765957628,-0.34180329981448127,2.0923218718438275e-05,0.0035212402748304424,0.4838749730233024,0.5217006924212398,5.00349037402259e-05,1.2842239495650436,0.9357840880475358
HP003,Candi Kimpulan,-7.7636,110.4147,hard_positive,2,wet,2024-03-23,15.984333,0.17121574769373854,0.15708748542235293,0.07487275558399138,0.20071432135261194,-0.12584156576862054,0.003871026620790912,-0.16282819416521002,0.13818422192217897,-0.07926700966373657,-0.19026073797210677,0.1109937283083702,0.002620362005637063,0.2649341004360656,0.11937929818499185,-0.18656254749021003,1.164496359516577,0.98155082337007
HP004,Candi Liangan,-7.2667,110.0611,hard_positive,2,wet,2024-02-20,18.355808,0.2602668309745902,0.14453937585124502,0.29216158741883475,0.26623818877374633,0.025923398645088414,0.004862935953866647,-0.24319621515533854,0.12322554513058456,-0.26900584637983016,-0.24641235592244873,-0.022593490457381432,0.0036784530370660186,0.3925669915103355,0.43603549112847534,0.03632226279718026,1.2351017000787832,0.9622296057940919
HP005,Candi Badut,-7.9578,112.5986,hard_positive,2,wet,2024-03-20,11.039311,0.241122739463792,0.17402637016540812,0.2962812011741113,0.2474069119890956,0.048874289185015685,0.00585528074015177,-0.2422315059965383,0.14514022195495407,-0.28509815876159206,-0.2478210494733171,-0.03727710928827496,0.004479554067107729,0.357862603293835,0.4290028689238511,0.06322580895198082,1.1847991228123784,0.9996096438260283
HP006,Candi Tigomangi,-7.97,112.42,hard_positive,2,wet,2024-02-12,18.72402,0.3615135601771876,0.14053490361815202,0.33334449818597817,0.359325177359049,-0.025980679173070842,0.001379781809269565,-0.3151916478572477,0.1279930948383109,-0.2893508463399189,-0.3137233549053122,0.024372508565393303,0.0010666578686010094,0.5153594507994382,0.4847026006379582,-0.026428118762054864,1.290218512041495,0.8962828824377175
OSM0,Candi Jawi,-7.6624877,112.669879,soft_positive,1,wet,2024-03-20,11.039311,0.2881088220580562,0.1313648461706135,0.17497760452130745,0.31411689880207894,-0.13913929428077149,0.002624967952177801,-0.25870565127122275,0.10381415566268071,-0.17372069097326964,-0.2790668720013107,0.10534618102804105,0.0017232053911513286,0.43063993405277695,0.2882809254900394,-0.1760149192872678,1.259968712901549,0.9357254104950554
OSM1,Candi Tikus,-7.5718035,112.4035341,soft_positive,1,wet,2024-02-12,18.72402,0.44389621760620973,0.14987523214245263,0.3995314757853968,0.45618475426411015,-0.056653278478713376,0.0027415151770234687,-0.40245372610876573,0.1212631427882867,-0.3698964596353838,-0.41216103802247545,0.042264578387091634,0.0018550953038077521,0.5976848706497496,0.5492224853312178,-0.06144262757222008,1.4285628077253105,0.89672587099491
OSM2,Candi Bajang Ratu,-7.5677409,112.3987632,soft_positive,1,wet,2024-02-12,18.72402,0.43266373736429525,0.14301350001073376,0.41648395719572506,0.43770707660338304,-0.021223119407657975,0.0032738948562945234,-0.39471157550300506,0.11359828720972985,-0.37521771701539225,-0.3997522503319558,0.024534533316563578,0.0021533135976189214,0.588021878461999,0.5759894490045713,-0.01789241997520752,1.4086532965370915,0.9064138725677321
OSM3,Candi jolotundo,-7.6100965,112.595732,soft_positive,1,wet,2024-03-20,11.039311,0.5596465336528111,0.04597927496826336,0.5204274777731868,0.5658802369484435,-0.04545275917525671,0.0006877330749823959,-0.49594191432540147,0.03902464779579765,-0.4646360731974983,-0.5009950077783264,0.03635893458082812,0.0005263556658243561,0.7164387025571286,0.6824299491015313,-0.039415378935436785,1.5903931479063953,0.8369998358233078
OSM4,Candi Naga 1,-7.608458,112.6105279,soft_positive,1,wet,2024-03-20,11.039311,0.5457267850370051,0.04984375680867685,0.5104633804534202,0.5571312145372771,-0.046667834083856885,0.00046969742783848945,-0.4632759390552067,0.04366064258259791,-0.44503844614487476,-0.4724588908226855,0.02742044467781074,0.00032105495596651713,0.7046858336797406,0.6741143339508983,-0.04048497176579646,1.523298356627374,0.8010171163885659
OSM5,Candi Putri,-7.611832,112.6093412,soft_positive,1,wet,2024-03-20,11.039311,0.5391775872764061,0.05381686413945278,0.5346415379958899,0.5449936355355794,-0.010352097539689575,0.0005563071488932933,-0.4632964710558196,0.04815708001673954,-0.4715522465824016,-0.4654495355320725,-0.006102711050329057,0.00039125191679592895,0.6989156053811098,0.6958363940402217,-0.007971535383614059,1.5144394880695444,0.8158075265272077
OSM6,Candi Gentong,-7.6111708,112.6122723,soft_positive,1,wet,2024-03-20,11.039311,0.5233511056944536,0.058999547879100625,0.5602426174240026,0.5101629224355103,0.050079694988492296,0.0005493469734688708,-0.4501347722651292,0.05307805620785576,-0.48460376416134404,-0.43867873895806286,-0.04592502520328118,0.000388136507768377,0.6850159444230122,0.7178786306946199,0.04477816217746722,1.495010410536517,0.824217127652652
OSM7,Candi Bayi,-7.6139718,112.6055954,soft_positive,1,wet,2024-03-20,11.039311,0.5629013138073313,0.055862994852829036,0.5354969083252545,0.56024222755837,-0.024745319233115515,0.0005447607285756277,-0.48733779945762473,0.04787441304584787,-0.47293959491618176,-0.48558574169930663,0.012646146783124868,0.00038571010259721576,0.7186015104664184,0.6959261265647751,-0.020387330491123734,1.55259178134904,0.810069809481627
OSM9,Candi Kendalisodo,-7.6067777,112.6076324,soft_positive,1,wet,2024-03-20,11.039311,0.5592113474024936,0.05550039041552683,0.5732079114538263,0.5582998807532163,0.014908030700609975,0.0005176452838488156,-0.47150468091908404,0.05109969453140846,-0.46897996514818857,-0.47454515661557584,0.005565191467387265,0.0003473884072568876,0.7155822722678097,0.7279341037277323,0.013190210931340096,1.5444754880742235,0.7868484036615868
OSM10,Candi Tawangalun,-7.3988488,112.7891649,soft_positive,1,wet,2024-03-20,11.039311,0.0501541368897929,0.08026608907614041,0.11832299364769551,0.038320774343270164,0.08000221930442535,0.0008287873683131326,-0.023462571140896667,0.07725233835071997,-0.07517299344468151,-0.015052263070074314,-0.06012073037460719,0.0004904682802969106,0.08498995587748848,0.20703867407706697,0.1448804463086788,1.1658545022427544,0.9492200972414779
OSM11,Candi Kethek,-7.5939326,111.1602927,soft_positive,1,wet,2024-03-23,12.649371,0.02374718946120201,0.05994478910985941,0.039582739013653015,0.026364526280651338,0.013218212733001677,0.0001648869259574611,-0.002131105905018332,0.04802574693092762,-0.015311084541063568,-0.0029572353528259042,-0.012353849188237663,8.924469443055092e-05,0.04022435844241291,0.0730741312032353,0.0288746390064756,1.173088959220481,0.9579296076696046
OSM12,Candi Wisnu,-7.6147858,112.613817,soft_positive,1,wet,2024-03-20,11.039311,0.5022801979951781,0.0742563654152062,0.45367142177584924,0.5057001961742834,-0.052028774398434174,0.0006101703400136646,-0.4291914410289012,0.06671176573040061,-0.3906154026384522,-0.4327092903795432,0.04209388774109102,0.0003981620423286051,0.665315939964347,0.6206081130428504,-0.04737330392136874,1.4810686488243079,0.8277611816799132
OSM14,Candi Selokelir,-7.6251042,112.6080982,soft_positive,1,wet,2024-03-20,11.039311,0.555018927938963,0.038382455945731114,0.5732236370916993,0.5514412365153514,0.02178240057634795,0.0004552894032374123,-0.4876182838843677,0.03503106957069917,-0.4985037480679045,-0.4851900753275521,-0.013313672740352389,0.00031890279061250225,0.7130245460718955,0.7276319868432074,0.01760378590734224,1.5822851142674714,0.8304978533366543
OSM15,Candi,-7.6176551,112.610255,soft_positive,1,wet,2024-03-20,11.039311,0.5477873467576052,0.05807664443496506,0.5838891710657355,0.5388719374574501,0.045017233608285356,0.0005817296573117026,-0.47374646558839834,0.0541702300060517,-0.5121154519099459,-0.46460840468786346,-0.04750704722208243,0.00040498414267134094,0.7059002864231183,0.7367294083677325,0.03854752499220493,1.5355193232363005,0.8174257156638822
OSM16,Candi Naga,-7.6138526,112.6106987,soft_positive,1,wet,2024-03-20,11.039311,0.5332758753203013,0.05648864544570541,0.5539978492240937,0.5278490785921005,0.026148770631993168,0.0005678575360552082,-0.46059191569952,0.052109275240338905,-0.49099240920209447,-0.45159635766722855,-0.03939605153486592,0.0004019061674077494,0.6937238653173085,0.7123541835267599,0.02358460606525914,1.5089101070730575,0.8235977107548722
OSM18,Candi,-7.6252159,112.6159826,soft_positive,1,wet,2024-03-20,11.039311,0.5515390861280168,0.0406639460266554,0.5631934505468528,0.549558189977973,0.013635260568879759,0.0004206437345762554,-0.48879162090139117,0.037766697275791114,-0.5070746796029038,-0.4845688357877967,-0.022505843815107063,0.00029648159867172555,0.7100191488807784,0.7202201592026473,0.01196663444213053,1.557278601360893,0.8417949862946603
OSM19,Candi Merak,-7.6066004,112.6133722,soft_positive,1,wet,2024-03-20,11.039311,0.5461621266472775,0.04558208820754713,0.5548099290937405,0.5442188840566651,0.01059104503707542,0.00040534583916482285,-0.466727592819161,0.041581825604942446,-0.4873618264450995,-0.4621244346157748,-0.025237391829324718,0.000275172958283039,0.7052888493964247,0.7132223113546979,0.009728542573751664,1.5273448383553734,0.8073867711407345
OSM20,Candi Penampihan,-7.9027228,111.7952694,soft_positive,1,wet,2024-03-23,12.649371,0.5546285922164672,0.07548102553976566,0.5566304030176209,0.5538293117764629,0.0028010912411580158,0.001968403285287206,-0.4968282885172666,0.059895575652164294,-0.49839895150382274,-0.4961452920629191,-0.002253659440903666,0.0011676171151195555,0.7101949897186678,0.7099255121982526,0.0002869317106365399,1.528104188147199,0.8494459515960452
OSM21,Candi Rengganis,-7.9647946,113.5730157,soft_positive,1,wet,2024-03-30,15.717179,0.3102415552656043,0.08436494488613228,0.24031458276608525,0.3181793590760378,-0.07786477630995253,0.0015272079624336255,-0.28986524007114817,0.06747103881736354,-0.23803163700250793,-0.2948371239088747,0.05680548690636675,0.0010063770341749605,0.46701526888583056,0.37602044132631024,-0.10050013856892281,1.2881888467639422,0.9551345526975201
OSM22,Candi Tumpak Wolu,-7.6032232,112.6158902,soft_positive,1,wet,2024-03-20,11.039311,0.5603446842842014,0.03682255362865511,0.562375984178553,0.555359846891469,0.007016137287083946,0.0004026741275969883,-0.49209069252023757,0.0330738566329232,-0.49443548967887596,-0.4877508902937442,-0.006684599385131773,0.00028551282899902814,0.7174859253643034,0.7194415820513155,0.006114453626310579,1.5703873792354581,0.8274350951745207
WIKI0006,Candi Wayang,-7.605485,112.621598,soft_positive,1,wet,2024-03-20,11.039311,0.5302905429655125,0.0895160635737859,0.5781155210609599,0.5189763327127,0.05913918834825982,0.0004759152648284159,-0.46917059190762467,0.08272830601259187,-0.5209930659018351,-0.45505334975592326,-0.06593971614591188,0.0003674963990789227,0.6875892784925614,0.732147502968138,0.05662530616045047,1.5280173616908101,0.8475090057680711
OSM26,Candi Griya,-7.6032082,112.6206324,soft_positive,1,wet,2024-03-20,11.039311,0.5626417606624067,0.039380988073571654,0.5638331656587405,0.5600742549924586,0.0037589106662819782,0.0003996786280962954,-0.5000698061603315,0.03628030823194296,-0.5120913832837566,-0.4953616034998104,-0.016729779783946186,0.0003076295680459906,0.7192669585471447,0.7201244406648857,0.002876282145484632,1.569884421541038,0.8395636035550721
OSM29,Candi Gedog,-8.0877749,112.1841994,soft_positive,1,wet,2024-02-12,18.72402,0.1831706500514903,0.14153506139234615,0.09133037419748558,0.18859760490655508,-0.09726723070906951,0.0037638617264104195,-0.18069146600958644,0.12389906524788996,-0.08824229275395928,-0.18679790287752396,0.09855561012356467,0.002886662232477112,0.28781631575743527,0.16322891499486672,-0.13006766689882557,1.1548440310121832,0.9951869669763104
OSM30,Candi Dadi,-8.1302386,111.9268294,soft_positive,1,wet,2024-03-23,12.649371,0.5784591277971437,0.05382324325225551,0.6124618703378616,0.5757077600289264,0.03675411030893516,0.000547958825238293,-0.5027622634070941,0.05151202590971195,-0.5413983736975571,-0.49885499137075656,-0.042543382326800494,0.0004292402214857383,0.7314056106815174,0.7591431821090532,0.029925158501665328,1.563680475122672,0.8055932381355805
OSM31,Candi Ketawanggede,-7.946843,112.6123534,soft_positive,1,wet,2024-03-20,11.039311,0.18014072012983962,0.1489492938562326,0.15982650869782974,0.17815849883984622,-0.018331990142016474,0.004428773006088645,-0.19226661471229542,0.12375414069126206,-0.17982996419456232,-0.19042463597845138,0.010594671783889065,0.003506832630477033,0.28070628563029293,0.25482613237613977,-0.02467346147529209,1.1099098202634206,1.0248149321328814
OSM32,Candi Karang Besuki,-7.9523146,112.5997549,soft_positive,1,wet,2024-03-20,11.039311,0.27595607667045746,0.18636193642287754,0.31961406336958653,0.2673422121853748,0.05227185118421174,0.0051484854200182836,-0.26689875061784335,0.15472150193195558,-0.3028923648276943,-0.2596252317338836,-0.04326713309381075,0.003968005416188529,0.3989802744840041,0.45608344084125746,0.06879319381183002,1.220217808754873,0.9755128550817015
OSM33,Situs Peninggalan Lesung Purbalingga,-7.9485617,112.5993642,soft_positive,1,wet,2024-03-20,11.039311,0.3554099430693035,0.18406474638149423,0.5004753604447173,0.31052601314139816,0.18994934730331914,0.0043195562523498,-0.33095577190612385,0.15138501807839874,-0.45157009851177377,-0.29469425836820123,-0.15687584014357253,0.003046622557774873,0.4951934543606694,0.6639483492527745,0.22158365794161378,1.302587496483804,0.9383414367103678
OSM34,Watu Prasasti,-7.596268,112.6128719,soft_positive,1,wet,2024-03-20,11.039311,0.5139570850773003,0.09651153492188745,0.42473336068243833,0.5262086321075597,-0.10147527142512142,0.0007633319519794733,-0.4525303302452718,0.08544820663035581,-0.36829715239927097,-0.4640240407201759,0.09572688832090492,0.0005516994261261715,0.6728688640627284,0.587468920885653,-0.09787387602520747,1.5356591253345673,0.8478435083822616
OSM36,Candi Simping,-8.1640797,112.1461388,soft_positive,1,wet,2024-03-23,15.284145,0.4187666898037355,0.14864226383905582,0.3909066333132493,0.425234437786434,-0.034327804473184675,0.00328092412058828,-0.38376016435291,0.12218649652441221,-0.3657574962714481,-0.3869625086909443,0.021205012419496183,0.002146611646516915,0.5730113919179195,0.54528333599019,-0.03263837823558258,1.3583673214260428,0.9142950576160117
OSM37,Candi Sirah Kencong,-7.9800031,112.4278234,soft_positive,1,wet,2024-03-20,11.039311,0.5809094476586325,0.08585264790065758,0.6367977609177228,0.5681687080609017,0.06862905285682108,0.0014454561547088288,-0.5183983492455435,0.06783216263106745,-0.5433787754064796,-0.5087040609449004,-0.034674714461579215,0.0009225313138996008,0.5694746520414743,0.7776140256383599,0.28706457058654067,1.5785249490865827,0.8318028060493228
OSM38,Candi Gambar Wetan,-7.9680444,112.2388364,soft_positive,1,wet,2024-02-12,18.72402,0.4708680853538992,0.23901782932535695,0.5521549716214608,0.4969567563002556,0.05519821532120517,0.002558819224207271,-0.41872184468724327,0.20043886134713737,-0.48118581804074334,-0.44307807768404783,-0.03810774035669551,0.0017743508266745128,0.5927010203545502,0.6962267861589896,0.06868430414965854,1.4754973050882916,0.859756985227352
OSM39,Situs Umpak Balekambang,-8.0143318,112.2227457,soft_positive,1,wet,2024-02-12,18.72402,0.18083649236434665,0.17667294793807908,0.31362008195386015,0.15325562621538893,0.16036445573847122,0.0016930450750039213,-0.14852316576580582,0.17248372709921117,-0.2750149252456321,-0.12497172904712958,-0.1500431961985025,0.001142964120985407,0.27109667665495174,0.46087101335699004,0.22828098765232804,1.2529586386590759,0.9338276099880124
OSM40,Candi Wringin Branjang,-8.0027503,112.2817723,soft_positive,1,wet,2024-02-12,18.72402,0.23255620029251858,0.2628732022359064,0.14528160517313599,0.25771323467459395,-0.11243162950145796,0.0014076602786616927,-0.1940411656148344,0.2466454982222859,-0.11726195651311087,-0.21769078879208587,0.10042883227897499,0.0010357178721941598,0.3069591200920884,0.21959995434074586,-0.11585894849693473,1.3259998894418523,0.9114237064155335
OSM41,Situs Gadungan,-8.0000331,112.2816472,soft_positive,1,wet,2024-02-12,18.72402,0.09345310108855968,0.20103239617584243,-0.013712439521757425,0.13127903106769032,-0.14499147058944775,0.0005610635901326538,-0.06602571984421857,0.18894219583246785,0.033419920443549155,-0.10219379192671575,0.1356137123702649,0.0003682466299561722,0.12248626730760574,-0.02819378665669774,-0.19979541736759232,1.2532131150715022,0.9422706541403102
OSM42,Candi Brahu,-7.5429066,112.3743651,soft_positive,1,wet,2024-02-12,18.72402,0.49254878033251626,0.11067693396337627,0.5067160814641298,0.4743777122348984,0.032338369229231445,0.002095086358889863,-0.4412623275530523,0.08935724242052011,-0.4562691015404758,-0.42607705274291774,-0.030192048797558046,0.0014139788263091149,0.6512604689238568,0.6676334144517011,0.03540781878638566,1.4580587036429948,0.8726464061271783
OSM43,Candi Gentong,-7.5435102,112.3780875,soft_positive,1,wet,2024-02-12,18.72402,0.49263344868052084,0.12223438599359365,0.5226559079253326,0.4855876285043144,0.03706827942101815,0.0027246739780017355,-0.4436195743031793,0.09799121528086094,-0.46846256088345456,-0.4392215913321384,-0.029240969551316165,0.001791554339314625,0.6492175542098757,0.6810921321506452,0.039022361059861455,1.4569944479105887,0.8767950379043806
OSM44,Candi Wringin Lawang,-7.5418917,112.3909426,soft_positive,1,wet,2024-02-12,18.72402,0.4061180311577395,0.18711776550109804,0.4274458764732115,0.4214351154615724,0.006010761011639054,0.004531812976322396,-0.37532921097756206,0.14989145999920964,-0.3885210455385588,-0.38728889619181944,-0.0012321493467393752,0.0030380926347301235,0.5484640922515044,0.5777516450904137,0.011038166238832137,1.3532447194313495,0.9215606469664795
WIKI0002,Candi Jago,-8.00579,112.76405,soft_positive,1,wet,2024-03-20,11.039311,0.2870249913605878,0.19749654266908945,0.1972293130745685,0.32836640451342675,-0.13113709143885824,0.005861062869100963,-0.2851001584548193,0.16189662483708314,-0.21305444463502543,-0.3185383188264135,0.10548387419138805,0.004279508987718253,0.4096798147132333,0.30922314705900644,-0.14874847169530037,1.2169503962241888,0.9897921606366518
OSM46,Kompleks Candi Sumberawan,-7.8553516,112.6448151,soft_positive,1,wet,2024-03-20,11.039311,0.4989456373243531,0.11043584969326584,0.4725270447242693,0.488223546904371,-0.015696502180101657,0.002462776952355551,-0.45342488208536497,0.08912210830530459,-0.4228699200803834,-0.4444258643582586,0.021555944277875216,0.0015436014808407352,0.6572664546442959,0.6354991661306753,-0.010601142479123471,1.4614498396634072,0.8842117180896861
OSM47,Candi Pari,-7.5161315,112.6834255,soft_positive,1,wet,2024-03-20,11.039311,0.2546442374114717,0.15525403486212389,0.20992096133449276,0.2619347781293917,-0.05201381679489894,0.005284524143588374,-0.2533469320525558,0.1177243923872393,-0.22040072753997073,-0.2593007106383452,0.038899983098374474,0.0034621868559613477,0.38223310059236026,0.3232184279474575,-0.06782267615847432,1.2061133812495501,0.9961414759299725
OSM48,Situs Watu Gong,-7.9388986,112.5975542,soft_positive,1,wet,2024-03-20,11.039311,0.22943910248043797,0.16967123610876297,0.26436759340401667,0.22359988008723922,0.04076771331677745,0.004895833486937939,-0.23301817224442256,0.13936071988411597,-0.26401464253986157,-0.22847087456113813,-0.03554376797872344,0.003679489436787577,0.3439301293281431,0.38204328406811894,0.04359952948500462,1.1726798107953338,1.0052850915250429
OSM49,Candi Cetho,-7.5957362,111.1581311,soft_positive,1,wet,2024-03-23,12.649371,0.002343244566278169,0.038988910469877215,0.004518893292768255,-0.00014146078865744094,0.004660354081425696,7.888701220915134e-05,0.014484624575816937,0.03216169601846362,0.0012858402842811083,0.018211373881113057,-0.016925533596831948,4.459240681093176e-05,0.0018653466664347888,0.008544849980210075,0.011489844662216768,1.16920772952166,0.9670734028330431
OSM50,Candi Menak Jinggo,-7.5583872,112.3865115,soft_positive,1,wet,2024-02-12,18.72402,0.3476219423890591,0.17671961681575551,0.2948585098824195,0.3782875990804221,-0.08342908919800257,0.004387429843087342,-0.32056030194965673,0.14715512299048725,-0.2839800195211485,-0.3430241183989164,0.0590440988777679,0.0030064971581313933,0.4886390981423101,0.4278173243483496,-0.09461241794884057,1.3167598648824348,0.9345743171665226
OSM51,Situs Kumitir,-7.5707338,112.4117737,soft_positive,1,wet,2024-02-12,18.72402,0.4204816722975468,0.15575781028698876,0.45908639826593545,0.4109910389484439,0.04809535931749154,0.004268474023452128,-0.38599815660896236,0.12424869949951954,-0.4182507192790286,-0.37742782911672085,-0.04082289016230778,0.0028600232268170983,0.572964247916676,0.6174700785458197,0.056556952059429566,1.3968568314133785,0.9139672276503487
OSM52,Situs Genting,-7.5714269,112.5898064,soft_positive,1,wet,2024-03-20,11.039311,0.45432355453297496,0.14058697401319112,0.5171637031225145,0.46224121168958604,0.05492249143292843,0.00265686630050839,-0.4087374109620558,0.1050300183072954,-0.44953962771309025,-0.4150064960716165,-0.03453313164147376,0.0014866778208161957,0.610074629459442,0.6793733959563872,0.05973411404945228,1.4273791249538041,0.8872057463361344
OSM53,Candi Bangkal,-7.543221,112.6355351,soft_positive,1,wet,2024-03-20,11.039311,0.32613011852388035,0.19998465142036048,0.3103388031738995,0.3383859554553612,-0.028047152281461707,0.003978411148631212,-0.29378357913144765,0.17497333933635337,-0.2968730398106106,-0.3039043409827961,0.007031301172185533,0.0029141285086310706,0.44940523029274954,0.44929019623860994,-0.017941312103408824,1.3113652517522107,0.9247338453550592
OSM54,Situs Tarik Raden Wijaya Majapahit,-7.4527626,112.4827118,soft_positive,1,wet,2024-02-12,18.72402,0.34669151799186954,0.21996560848656233,0.4821042242118358,0.33835780405517046,0.14374642015666533,0.004884016771242155,-0.3233584743126511,0.18321551706523764,-0.4256826352691401,-0.3168610220489153,-0.10882161322022477,0.003341642230083413,0.4667216221925514,0.6307229297262745,0.17550298214329418,1.3287302645776347,0.940914616622588
OSM55,Candi Petirtaan Belahan,-7.6075228,112.6513504,soft_positive,1,wet,2024-03-20,11.039311,0.5035367160219186,0.07046032740240785,0.49748194203585966,0.5052545347384578,-0.007772592702598169,0.0016119807409384038,-0.44484869943097793,0.05422621127596895,-0.44140501184015174,-0.4462396987939357,0.004834686953783973,0.0009577895486367762,0.6665027988593456,0.6605097334442553,-0.007807725880836891,1.4980533337021014,0.8572909754609195
OSM56,Situs Candi Terung,-7.3947721,112.6203456,soft_positive,1,wet,2024-03-20,11.039311,0.13209113863493616,0.08046810118778963,0.10185793325190604,0.13560428577585174,-0.0337463525239457,0.000812747890342028,-0.10466167690634125,0.06819310577373797,-0.0871578018943317,-0.10604094178369586,0.01888313988936416,0.0004787819129606867,0.224707511094129,0.18155058689360545,-0.04789900647095782,1.2172936864550488,0.94637436757016
OSM57,Candi Kesiman,-7.6504231,112.5299286,soft_positive,1,wet,2024-03-20,11.039311,0.39774461198797173,0.12762033698421427,0.3803619633609862,0.4020229728299147,-0.021661009468928516,0.003978934801182237,-0.36440507289751073,0.09602232956065855,-0.3530662123540884,-0.36690791485116464,0.013841702497076225,0.002263829343544215,0.556589521790127,0.538330329978138,-0.022738608956514805,1.358199318457987,0.9201114743551129
