# Old Javanese	kaw	https://github.com/davidmoeljadi/OJW	CC BY 4.0
02035337-a	kaw:lemma	kahiwaṅ
02326695-a	kaw:lemma	kakö	kaku, akaku
00419289-a	kaw:lemma	kaluṣa
01114434-a	kaw:lemma	kalyāṇa
01588172-a	kaw:lemma	kalyāṇa
02036934-a	kaw:lemma	kalyāṇa
01361863-a	kaw:lemma	kamasĕḍihĕn
00113818-a	kaw:lemma	kamasĕṅhitĕn
02515341-a	kaw:lemma	kamatan
00217728-a	kaw:lemma	kānta
00419289-a	kaw:lemma	kaparatan
00372111-a	kaw:lemma	kapila
00336831-a	kaw:lemma	kaprasiddha
01361863-a	kaw:lemma	karaṅrwaṅ	karaṅḍwaṅ
02510879-a	kaw:lemma	karkaśa
00631391-a	kaw:lemma	kasiṅgihan
02460502-a	kaw:lemma	kasiṅgihan
01131803-a	kaw:lemma	kaśmala
00631391-a	kaw:lemma	kasuṅguhan
02460502-a	kaw:lemma	kasuṅguhan
00077645-a	kaw:lemma	kataṅgĕlan
00460735-a	kaw:lemma	katara
01618053-a	kaw:lemma	katara
02515341-a	kaw:lemma	katara
01704761-a	kaw:lemma	katĕgalan
02515341-a	kaw:lemma	katĕṅĕran
02251212-a	kaw:lemma	kāwakan
02515341-a	kaw:lemma	kawas
00885695-a	kaw:lemma	kawigaran
02547317-a	kaw:lemma	kĕbĕs	akĕbĕs
02431728-a	kaw:lemma	kĕli-kĕlik
01643620-a	kaw:lemma	kĕlut	akĕlut
01446749-a	kaw:lemma	kĕṇḍo
00631391-a	kaw:lemma	kĕnoh
01878466-a	kaw:lemma	kĕnoh
01140514-a	kaw:lemma	kikuk	akikuk
00888765-a	kaw:lemma	kimburu
02251212-a	kaw:lemma	kinaluṣa
01391351-a	kaw:lemma	kiñcit	sakiñcit, kiñci-kiñcit
01140514-a	kaw:lemma	kiṭuṅ
00166146-a	kaw:lemma	komala
02448889-a	kaw:lemma	komala
00732960-a	kaw:lemma	konĕṅ-unĕṅ	konaṅ-unaṅ
01210854-a	kaw:lemma	koñjuk
00842199-a	kaw:lemma	kosa
01824244-a	kaw:lemma	kosa
02526124-a	kaw:lemma	kosa
00904745-a	kaw:lemma	kṛpaṇa	kṛpāṇa
02025498-a	kaw:lemma	kṛpaṇa	kṛpāṇa
00988232-a	kaw:lemma	kṛśa
02324397-a	kaw:lemma	kṛśa
00392812-a	kaw:lemma	kṛṣṇawarṇa
02569130-a	kaw:lemma	kṛtajñāna
02461723-a	kaw:lemma	kṛtaka
01735736-a	kaw:lemma	kṣamawān
00842199-a	kaw:lemma	kukuh
02447344-a	kaw:lemma	kukuh
02448437-a	kaw:lemma	kukuh
02526124-a	kaw:lemma	kukuh
02236842-a	kaw:lemma	kulimis	akulimis
00703615-a	kaw:lemma	kumĕl	akumĕl
00806512-a	kaw:lemma	kumĕl	akumĕl
00220956-a	kaw:lemma	kurūpa
02225510-a	kaw:lemma	kuśala
02331262-a	kaw:lemma	labdhagati
00032733-a	kaw:lemma	lagut
00594413-a	kaw:lemma	lanā
01754421-a	kaw:lemma	lanā
00594413-a	kaw:lemma	laṇḍuh
00583239-a	kaw:lemma	laṅgĕṅ
00595299-a	kaw:lemma	laṅgĕṅ
00842199-a	kaw:lemma	laṅgĕṅ
01754421-a	kaw:lemma	laṅgĕṅ
01758339-a	kaw:lemma	laṅgĕṅ
00619433-a	kaw:lemma	lawar
02368336-a	kaw:lemma	lĕgi
00419289-a	kaw:lemma	linatuh
02341266-a	kaw:lemma	linĕwih
00166146-a	kaw:lemma	lituhayu
00217728-a	kaw:lemma	lituhayu
01586342-a	kaw:lemma	lituhayu
01114434-a	kaw:lemma	loma
00888765-a	kaw:lemma	lubdha
02275892-a	kaw:lemma	luḍuh
00294579-a	kaw:lemma	luhya
02324397-a	kaw:lemma	luhya
02431728-a	kaw:lemma	luhya
02324397-a	kaw:lemma	lume	lumay, alume, alumeh
02461723-a	kaw:lemma	luwik	luhik, lĕwik
01083157-a	kaw:lemma	lyab
01481612-a	kaw:lemma	mabhārya
00570590-a	kaw:lemma	macetana
01386883-a	kaw:lemma	mahā
01825671-a	kaw:lemma	mahotsāha
01919931-a	kaw:lemma	makakrĕtĕb
01652782-a	kaw:lemma	makĕkĕb
01918984-a	kaw:lemma	makĕkĕb
01922763-a	kaw:lemma	makĕkĕb
00709215-a	kaw:lemma	malĕñcir
01889819-a	kaw:lemma	mānamānasa
00173220-a	kaw:lemma	maṅaṇḍuṅ
00703615-a	kaw:lemma	manastāpa
00904745-a	kaw:lemma	manastāpa
01361863-a	kaw:lemma	manastāpa
01049462-a	kaw:lemma	mandabhāgya
00619433-a	kaw:lemma	mantah
00842199-a	kaw:lemma	mantĕb
01391351-a	kaw:lemma	mantraṅ-mantraṅ
01410363-a	kaw:lemma	maprabheda
00419289-a	kaw:lemma	maramĕh
01152746-a	kaw:lemma	mārdawa
01372049-a	kaw:lemma	mārdawa
01452593-a	kaw:lemma	marorawa
01919931-a	kaw:lemma	marorawa
02284578-a	kaw:lemma	masurat
00888765-a	kaw:lemma	matsara
01643620-a	kaw:lemma	mawṛddha
00631391-a	kaw:lemma	mayukti
01878466-a	kaw:lemma	mayukti
01564315-a	kaw:lemma	mĕgĕgĕh
02547317-a	kaw:lemma	mĕlĕs	umĕlĕs, amĕlĕs
00919155-a	kaw:lemma	meṅas
02510879-a	kaw:lemma	mentĕr
00619433-a	kaw:lemma	mĕtah
01493897-a	kaw:lemma	mĕtah
01652782-a	kaw:lemma	minĕb
01052248-a	kaw:lemma	miṅiṅ
00744916-a	kaw:lemma	mokĕt	mokĕt-ukĕt
02447344-a	kaw:lemma	mokĕt	mokĕt-ukĕt
01184932-a	kaw:lemma	mrat
00709215-a	kaw:lemma	mṛdu
01454636-a	kaw:lemma	mṛdu
01508719-a	kaw:lemma	mṛdu
01052248-a	kaw:lemma	mrik
00633778-a	kaw:lemma	mṛṣa
02035337-a	kaw:lemma	mṛṣa
02461723-a	kaw:lemma	mṛṣagati
00439588-a	kaw:lemma	mūḍha
00831225-a	kaw:lemma	mūḍha
02570282-a	kaw:lemma	mūḍha
01361414-a	kaw:lemma	mudita
00703615-a	kaw:lemma	nalasa	nalaṅsa
01449564-a	kaw:lemma	naṣṭa
00703615-a	kaw:lemma	nastapa
02025498-a	kaw:lemma	nīdana	nīdhana
00904745-a	kaw:lemma	nindita
00647542-a	kaw:lemma	nindya
02301560-a	kaw:lemma	nirākula
01904845-a	kaw:lemma	nirañjana
01905653-a	kaw:lemma	nirañjana
02390335-a	kaw:lemma	niraṅkuśa
02025498-a	kaw:lemma	nirartha
02497141-a	kaw:lemma	nirarthaka
00460735-a	kaw:lemma	nirāwaraṇa
01905653-a	kaw:lemma	nirāwaraṇa
01049462-a	kaw:lemma	nirbhāgya
01411065-a	kaw:lemma	nirbhinna
02025498-a	kaw:lemma	nirdhana
01319874-a	kaw:lemma	nirdoṣa
01263013-a	kaw:lemma	nirghṛṇa
00205295-a	kaw:lemma	nirlajja
00417413-a	kaw:lemma	nirmala
01904845-a	kaw:lemma	nirmala
01905653-a	kaw:lemma	nirmala
00842199-a	kaw:lemma	niścala
02301560-a	kaw:lemma	niścala
00800826-a	kaw:lemma	niśita
02517265-a	kaw:lemma	niṣkala
02497141-a	kaw:lemma	niṣphala
00210848-a	kaw:lemma	nisroma
01564315-a	kaw:lemma	niśśabda
02251212-a	kaw:lemma	nissahāya
01827946-a	kaw:lemma	niśśaraṇa
00703615-a	kaw:lemma	niṣṭa	niṣṭha
00904745-a	kaw:lemma	niṣṭa	niṣṭha
00744916-a	kaw:lemma	niṣṭhura
01968165-a	kaw:lemma	nityakāla
02336449-a	kaw:lemma	nyūna
00703615-a	kaw:lemma	onĕk
00113818-a	kaw:lemma	panasbara	panasbaran
01206474-a	kaw:lemma	paṇḍak
01436003-a	kaw:lemma	paṇḍak
00217728-a	kaw:lemma	paṅus	apaṅus
00205295-a	kaw:lemma	parabhaṅga
01889819-a	kaw:lemma	parabhaṅga
00647542-a	kaw:lemma	paracodya
01488245-a	kaw:lemma	paripakwa
01493173-a	kaw:lemma	paripakwa
01749320-a	kaw:lemma	paripakwa
00520214-a	kaw:lemma	parisamāpta
01003050-a	kaw:lemma	parisamāpta
02517265-a	kaw:lemma	pārokṣya	parokṣa
02510879-a	kaw:lemma	pāruṣya
00842199-a	kaw:lemma	paṭu
02526124-a	kaw:lemma	paṭu
01083157-a	kaw:lemma	pĕnuh
00393105-a	kaw:lemma	pĕṭak	apĕṭak
02158826-a	kaw:lemma	picĕk	micĕk
00393105-a	kaw:lemma	pik
01010862-a	kaw:lemma	pinakamukha
01277426-a	kaw:lemma	pinakamukha
00393105-a	kaw:lemma	piṅhe	piṅhay
00842199-a	kaw:lemma	prabala
01825671-a	kaw:lemma	prabala
02161432-a	kaw:lemma	prabala
02526124-a	kaw:lemma	prabala
00205295-a	kaw:lemma	prabhaṅga
01889819-a	kaw:lemma	prabhaṅga
01410363-a	kaw:lemma	prabheda
02526124-a	kaw:lemma	pradurga
00249721-a	kaw:lemma	pragalbha
01889819-a	kaw:lemma	pragalbha
00032733-a	kaw:lemma	pragata
02510879-a	kaw:lemma	prakosa
00153898-a	kaw:lemma	pralajjita
01244410-a	kaw:lemma	prāṅmukha
01244410-a	kaw:lemma	praṅwaktra
00810916-a	kaw:lemma	prarabdha
00460735-a	kaw:lemma	prasanna
01372049-a	kaw:lemma	prasanna
01968165-a	kaw:lemma	pratidina
02326695-a	kaw:lemma	pratiniwiṣṭa
00842199-a	kaw:lemma	pratisubaddha
01588172-a	kaw:lemma	prawarārya
01590115-a	kaw:lemma	prawarārya
01083157-a	kaw:lemma	pūrṇa
00249721-a	kaw:lemma	purun
00460735-a	kaw:lemma	pūta
01905653-a	kaw:lemma	pūta
00393105-a	kaw:lemma	putih	aputih
00250739-a	kaw:lemma	raga-ragan
01725712-a	kaw:lemma	raga-ragan
00217728-a	kaw:lemma	rahajĕṅ
00631391-a	kaw:lemma	rahajĕṅ
02036934-a	kaw:lemma	rahajĕṅ
00451510-a	kaw:lemma	rakit	arakit
02324397-a	kaw:lemma	rapuh
01493173-a	kaw:lemma	ratĕṅ
01382086-a	kaw:lemma	raya
01386883-a	kaw:lemma	raya
00289082-a	kaw:lemma	rĕmpuk
