century_label,n_inscriptions,mean_pre_indic_ratio,mean_indic,mean_pre_indic,pct_has_hyang,mean_organic,mean_lithic,mean_organic_ratio,pct_has_organic,mean_n_plants,mean_word_count,indic_ratio
C7,4,0.33325,0.75,0.5,0.5,1.25,0.5,0.7777777777777778,0.75,1.0,137.75,0.66675
C8,55,0.004545454545454545,0.38181818181818183,0.01818181818181818,0.01818181818181818,0.18181818181818182,0.05454545454545454,0.7857142857142857,0.12727272727272726,1.1272727272727272,16.854545454545455,0.9954545454545455
C9,30,0.1446,2.6333333333333333,0.5666666666666667,0.5666666666666667,1.3,0.3333333333333333,0.8119047619047619,0.6666666666666666,1.7333333333333334,266.03333333333336,0.8553999999999999
C10,47,0.15136170212765956,3.404255319148936,0.8723404255319149,0.6170212765957447,2.234042553191489,0.5319148936170213,0.8625457875457875,0.8297872340425532,3.234042553191489,644.2553191489362,0.8486382978723405
C11,11,0.2127272727272727,3.8181818181818183,1.0909090909090908,0.7272727272727273,2.3636363636363638,0.6363636363636364,0.8143939393939394,0.9090909090909091,2.8181818181818183,829.7272727272727,0.7872727272727273
C12,2,0.111,3.0,1.0,0.5,3.0,0.0,1.0,1.0,2.5,510.5,0.889
C13,10,0.36920000000000003,3.5,1.5,0.7,2.5,0.4,0.835,0.9,2.8,518.8,0.6308
C14,6,0.08333333333333333,3.1666666666666665,0.6666666666666666,0.3333333333333333,1.5,0.5,0.6333333333333333,0.6666666666666666,2.1666666666666665,518.8333333333334,0.9166666666666666
