volcano_number,volcano_name,eruption_number,eruption_category,area_of_activity,vei,vei_modifier,start_year_modifier,start_year,start_year_uncertainty,start_month,start_day_modifier,start_day,start_day_uncertainty,evidence_method,end_year_modifier,end_year,end_year_uncertainty,end_month,end_day_modifier,end_day,end_day_uncertainty,latitude,longitude,distance_to_malang_km,ashfall_malang_cm_est,ashfall_malang_cm_source
263300,Semeru,15994,Confirmed Eruption,,2.0,,,1889,,1.0,,0.0,,Observations: Reported,,1891.0,,5.0,>,31.0,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,15995,Confirmed Eruption,,2.0,,,1892,,3.0,,0.0,,Observations: Reported,,1892.0,,4.0,,0.0,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,15996,Confirmed Eruption,,2.0,,,1893,,1.0,,0.0,,Observations: Reported,,1893.0,,5.0,,0.0,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,15997,Confirmed Eruption,,2.0,,,1893,,12.0,,11.0,,Observations: Reported,,1894.0,,2.0,,0.0,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,15998,Confirmed Eruption,,2.0,,,1895,,5.0,,22.0,,Observations: Reported,,1895.0,,10.0,,1.0,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,15999,Confirmed Eruption,,2.0,,,1896,,5.0,,0.0,,Observations: Reported,,1896.0,,6.0,,0.0,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,16000,Confirmed Eruption,,2.0,,,1897,,1.0,,1.0,,Observations: Reported,,1897.0,,1.0,,3.0,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,16001,Confirmed Eruption,,2.0,,,1898,,2.0,,23.0,,Observations: Reported,,,,,,,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,16004,Confirmed Eruption,,2.0,,,1899,,12.0,,0.0,,Observations: Reported,,,,,,,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,16003,Confirmed Eruption,,2.0,,,1899,,8.0,,11.0,,Observations: Reported,,,,,,,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,16002,Confirmed Eruption,,2.0,,,1899,,1.0,,17.0,,Observations: Reported,,1899.0,,3.0,?,31.0,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,13571,Confirmed Eruption,,2.0,,,1900,,3.0,,29.0,,Observations: Reported,,1900.0,,4.0,>,11.0,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,13572,Confirmed Eruption,,2.0,,,1901,,1.0,,29.0,,Observations: Reported,,1901.0,,1.0,>,30.0,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,13573,Confirmed Eruption,,2.0,,,1903,,3.0,,26.0,,Observations: Reported,,1903.0,,6.0,,0.0,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,13574,Confirmed Eruption,,2.0,,,1904,,1.0,,2.0,,Observations: Reported,,1904.0,,1.0,,16.0,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,13575,Confirmed Eruption,,2.0,,,1905,,8.0,,4.0,,Observations: Reported,,,,,,,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,13577,Confirmed Eruption,,2.0,,,1907,,7.0,<,9.0,,Observations: Reported,,,,,,,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,13576,Confirmed Eruption,,2.0,,,1907,,1.0,,7.0,,Observations: Reported,,1907.0,,1.0,,10.0,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,13578,Confirmed Eruption,,2.0,,,1908,,1.0,,0.0,,Observations: Reported,,1908.0,,12.0,,0.0,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,13579,Confirmed Eruption,,2.0,,,1909,,9.0,,0.0,,Observations: Reported,,1910.0,,3.0,,22.0,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,13580,Confirmed Eruption,,2.0,,,1910,,11.0,,16.0,,Observations: Reported,,1911.0,,2.0,,0.0,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,13581,Confirmed Eruption,,3.0,,,1911,,11.0,,8.0,,Observations: Reported,,1911.0,,12.0,,0.0,,-8.108,112.922,75,0.167,"Estimated: Pyle(1989) exponential thinning, VEI=3, dist=75km"
263300,Semeru,13582,Confirmed Eruption,,2.0,,,1912,,8.0,,28.0,,Observations: Reported,,,,,,,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,13583,Confirmed Eruption,Jonggring Seloko,2.0,,,1913,,6.0,,23.0,,Observations: Reported,,1913.0,,6.0,?,26.0,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,10030,Confirmed Eruption,,2.0,?,,1915,1.0,0.0,,0.0,,Observations: Reported,,,,,,,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,10031,Confirmed Eruption,ESE flank (1400-1775 m),2.0,,,1941,,9.0,,21.0,,Observations: Reported,,1942.0,,2.0,,0.0,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,10032,Confirmed Eruption,Jonggring Seloko,2.0,,,1945,,6.0,,12.0,,Observations: Reported,,1945.0,,6.0,,18.0,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,16005,Confirmed Eruption,Jonggring Seloko,2.0,,,1946,,10.0,,29.0,,Observations: Reported,,1947.0,,6.0,,0.0,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,13459,Confirmed Eruption,Jonggring Seloko,2.0,,,1946,,2.0,,0.0,,Observations: Reported,,1946.0,,5.0,,0.0,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,16006,Confirmed Eruption,Jonggring Seloko,2.0,,,1950,,7.0,,23.0,,Observations: Reported,,1964.0,,12.0,,16.0,15.0,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,16007,Confirmed Eruption,Jonggring Seloko,3.0,,,1967,,8.0,,31.0,,Observations: Reported,,2009.0,,3.0,,15.0,,-8.108,112.922,75,0.167,"Estimated: Pyle(1989) exponential thinning, VEI=3, dist=75km"
263300,Semeru,22218,Confirmed Eruption,Jonggring Seloko,2.0,,,2010,,1.0,,5.0,,Observations: Reported,,2010.0,,11.0,,29.0,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,22219,Confirmed Eruption,Jonggring Seloko,2.0,,,2011,,5.0,<,13.0,,Observations: Reported,,2012.0,,7.0,?,20.0,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=75km"
263300,Semeru,22220,Confirmed Eruption,Jonggring Seloko,1.0,,,2013,,10.0,,18.0,,Observations: Reported,,2013.0,,10.0,,18.0,,-8.108,112.922,75,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=1, dist=75km"
263300,Semeru,22221,Confirmed Eruption,Jonggring Seloko,4.0,,,2014,,4.0,,1.0,15.0,Observations: Reported,,2017.0,,1.0,,9.0,,-8.108,112.922,75,1.881,"Estimated: Pyle(1989) exponential thinning, VEI=4, dist=75km"
263300,Semeru,22513,Confirmed Eruption,Jonggring Seloko,4.0,,,2017,,6.0,,6.0,,Observations: Satellite (infrared),>,2025.0,,5.0,,2.0,,-8.108,112.922,75,1.881,"Estimated: Pyle(1989) exponential thinning, VEI=4, dist=75km"
