volcano_number,volcano_name,eruption_number,eruption_category,area_of_activity,vei,vei_modifier,start_year_modifier,start_year,start_year_uncertainty,start_month,start_day_modifier,start_day,start_day_uncertainty,evidence_method,end_year_modifier,end_year,end_year_uncertainty,end_month,end_day_modifier,end_day,end_day_uncertainty,latitude,longitude,distance_to_malang_km,ashfall_malang_cm_est,ashfall_malang_cm_source
263280,Kelud,15911,Confirmed Eruption,,,,,-230,300.0,0.0,,0.0,,Isotopic: 14C (uncalibrated),,,,,,,,-7.935,112.314,40,,VEI unknown — no estimate
263280,Kelud,15912,Confirmed Eruption,,3.0,,,1000,,0.0,,0.0,,Observations: Reported,,,,,,,,-7.935,112.314,40,1.361,"Estimated: Pyle(1989) exponential thinning, VEI=3, dist=40km"
263280,Kelud,10422,Confirmed Eruption,,3.0,,,1311,,0.0,,0.0,,Observations: Reported,,,,,,,,-7.935,112.314,40,1.361,"Estimated: Pyle(1989) exponential thinning, VEI=3, dist=40km"
263280,Kelud,10423,Confirmed Eruption,,3.0,,,1334,,0.0,,0.0,,Observations: Reported,,,,,,,,-7.935,112.314,40,1.361,"Estimated: Pyle(1989) exponential thinning, VEI=3, dist=40km"
263280,Kelud,15067,Confirmed Eruption,,3.0,^,,1376,,0.0,,0.0,,Observations: Reported,,,,,,,,-7.935,112.314,40,1.361,"Estimated: Pyle(1989) exponential thinning, VEI=3, dist=40km"
263280,Kelud,15068,Confirmed Eruption,,3.0,^,,1385,,0.0,,0.0,,Observations: Reported,,,,,,,,-7.935,112.314,40,1.361,"Estimated: Pyle(1989) exponential thinning, VEI=3, dist=40km"
263280,Kelud,15069,Confirmed Eruption,,3.0,^,,1395,,0.0,,0.0,,Observations: Reported,,,,,,,,-7.935,112.314,40,1.361,"Estimated: Pyle(1989) exponential thinning, VEI=3, dist=40km"
263280,Kelud,15070,Confirmed Eruption,,3.0,^,,1411,,0.0,,0.0,,Observations: Reported,,,,,,,,-7.935,112.314,40,1.361,"Estimated: Pyle(1989) exponential thinning, VEI=3, dist=40km"
263280,Kelud,15927,Confirmed Eruption,,3.0,^,,1450,,0.0,,0.0,,Observations: Reported,,,,,,,,-7.935,112.314,40,1.361,"Estimated: Pyle(1989) exponential thinning, VEI=3, dist=40km"
263280,Kelud,15928,Confirmed Eruption,,3.0,^,,1451,,0.0,,0.0,,Observations: Reported,,,,,,,,-7.935,112.314,40,1.361,"Estimated: Pyle(1989) exponential thinning, VEI=3, dist=40km"
263280,Kelud,15929,Confirmed Eruption,,3.0,^,,1462,,0.0,,0.0,,Observations: Reported,,,,,,,,-7.935,112.314,40,1.361,"Estimated: Pyle(1989) exponential thinning, VEI=3, dist=40km"
263280,Kelud,15930,Confirmed Eruption,,3.0,^,,1481,,0.0,,0.0,,Observations: Reported,,,,,,,,-7.935,112.314,40,1.361,"Estimated: Pyle(1989) exponential thinning, VEI=3, dist=40km"
263280,Kelud,15932,Confirmed Eruption,,3.0,^,,1548,,0.0,,0.0,,Observations: Reported,,,,,,,,-7.935,112.314,40,1.361,"Estimated: Pyle(1989) exponential thinning, VEI=3, dist=40km"
263280,Kelud,15933,Confirmed Eruption,,5.0,?,,1586,,0.0,,0.0,,Observations: Reported,,,,,,,,-7.935,112.314,40,100.948,"Estimated: Pyle(1989) exponential thinning, VEI=5, dist=40km"
263280,Kelud,15934,Confirmed Eruption,,4.0,?,,1641,,0.0,,0.0,,Observations: Reported,,,,,,,,-7.935,112.314,40,10.827,"Estimated: Pyle(1989) exponential thinning, VEI=4, dist=40km"
263280,Kelud,15935,Confirmed Eruption,,2.0,,,1716,,7.0,,20.0,,Observations: Reported,,,,,,,,-7.935,112.314,40,0.122,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=40km"
263280,Kelud,15936,Confirmed Eruption,,2.0,,,1752,,5.0,,1.0,,Observations: Reported,,,,,,,,-7.935,112.314,40,0.122,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=40km"
263280,Kelud,15938,Confirmed Eruption,,2.0,,,1771,,1.0,,10.0,,Observations: Reported,,,,,,,,-7.935,112.314,40,0.122,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=40km"
263280,Kelud,15939,Confirmed Eruption,,2.0,,,1776,,0.0,,0.0,,Observations: Reported,,,,,,,,-7.935,112.314,40,0.122,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=40km"
263280,Kelud,15940,Confirmed Eruption,,2.0,,,1785,,0.0,,0.0,,Observations: Reported,,,,,,,,-7.935,112.314,40,0.122,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=40km"
263280,Kelud,15941,Confirmed Eruption,,2.0,,,1811,,6.0,,5.0,,Observations: Reported,,,,,,,,-7.935,112.314,40,0.122,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=40km"
263280,Kelud,15942,Confirmed Eruption,,2.0,,,1825,,0.0,,0.0,,Observations: Reported,,,,,,,,-7.935,112.314,40,0.122,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=40km"
263280,Kelud,15944,Confirmed Eruption,,4.0,?,,1826,,10.0,,11.0,,Observations: Reported,,1826.0,,10.0,,25.0,,-7.935,112.314,40,10.827,"Estimated: Pyle(1989) exponential thinning, VEI=4, dist=40km"
263280,Kelud,15945,Confirmed Eruption,,2.0,,,1835,,0.0,,0.0,,Observations: Reported,,,,,,,,-7.935,112.314,40,0.122,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=40km"
263280,Kelud,15946,Confirmed Eruption,,3.0,,,1848,,5.0,,16.0,,Observations: Reported,,1848.0,,5.0,,17.0,,-7.935,112.314,40,1.361,"Estimated: Pyle(1989) exponential thinning, VEI=3, dist=40km"
263280,Kelud,15948,Confirmed Eruption,,2.0,,,1851,,1.0,,24.0,,Observations: Reported,,,,,,,,-7.935,112.314,40,0.122,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=40km"
263280,Kelud,15949,Confirmed Eruption,,2.0,,,1864,,1.0,?,4.0,,Observations: Reported,,1864.0,,1.0,?,4.0,,-7.935,112.314,40,0.122,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=40km"
263280,Kelud,15952,Confirmed Eruption,,3.0,,,1901,,5.0,,22.0,,Observations: Reported,,1901.0,,5.0,,23.0,,-7.935,112.314,40,1.361,"Estimated: Pyle(1989) exponential thinning, VEI=3, dist=40km"
263280,Kelud,15953,Confirmed Eruption,,4.0,,,1919,,5.0,,19.0,,Observations: Reported,,1919.0,,5.0,,20.0,,-7.935,112.314,40,10.827,"Estimated: Pyle(1989) exponential thinning, VEI=4, dist=40km"
263280,Kelud,15954,Confirmed Eruption,,2.0,,,1920,,12.0,,6.0,,Observations: Reported,,1920.0,,12.0,,12.0,,-7.935,112.314,40,0.122,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=40km"
263280,Kelud,15955,Confirmed Eruption,,4.0,,,1951,,8.0,,31.0,,Observations: Reported,,1951.0,,8.0,,31.0,,-7.935,112.314,40,10.827,"Estimated: Pyle(1989) exponential thinning, VEI=4, dist=40km"
263280,Kelud,15956,Confirmed Eruption,,4.0,,,1966,,4.0,,26.0,,Observations: Reported,,1966.0,,4.0,,27.0,,-7.935,112.314,40,10.827,"Estimated: Pyle(1989) exponential thinning, VEI=4, dist=40km"
263280,Kelud,15424,Confirmed Eruption,Crater floor at foot of Kelut Peak,1.0,,,1967,,12.0,,11.0,,Observations: Reported,,1967.0,,12.0,,11.0,,-7.935,112.314,40,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=1, dist=40km"
263280,Kelud,15423,Confirmed Eruption,,1.0,,,1967,,2.0,,18.0,,Observations: Reported,,1967.0,,2.0,,18.0,,-7.935,112.314,40,0.0,"Estimated: Pyle(1989) exponential thinning, VEI=1, dist=40km"
263280,Kelud,15957,Confirmed Eruption,,4.0,,,1990,,2.0,,10.0,,Observations: Reported,,1990.0,,3.0,,13.0,45.0,-7.935,112.314,40,10.827,"Estimated: Pyle(1989) exponential thinning, VEI=4, dist=40km"
263280,Kelud,15958,Confirmed Eruption,,2.0,,,2007,,10.0,?,16.0,15.0,Observations: Reported,,2008.0,,4.0,<,16.0,15.0,-7.935,112.314,40,0.122,"Estimated: Pyle(1989) exponential thinning, VEI=2, dist=40km"
263280,Kelud,20934,Confirmed Eruption,Summit crater lake,4.0,,,2014,,2.0,,13.0,,Observations: Reported,,2014.0,,2.0,,15.0,,-7.935,112.314,40,10.827,"Estimated: Pyle(1989) exponential thinning, VEI=4, dist=40km"
