seed,hard_frac,zdist_mean,algorithm,auc_own,auc_common,tss_common,boyce
5,0.1,2.1799800702522933,randomforest,0.7055245892209262,0.6858052642233027,0.3779466045174994,0.5204031195192961
5,0.2,2.2341796126259985,maxent,0.686489092626698,0.6314293883197436,0.30829220833007864,0.653426801864437
5,0.2,2.2341796126259985,xgboost,0.740362097239103,0.7009132829772724,0.382726868221838,0.4866509700191194
5,0.2,2.2341796126259985,randomforest,0.7289671343091364,0.6909536880144047,0.3738508528158049,0.4972569584467258
5,0.3,2.3277700600248927,maxent,0.7126250465933621,0.6440457759353242,0.3289960035374214,0.6927078124814096
5,0.3,2.3277700600248927,xgboost,0.760388768354971,0.6880039016120421,0.36726573486296793,0.4566287500813878
5,0.3,2.3277700600248927,randomforest,0.7509783406810441,0.6894200915576927,0.3819173354713671,0.6636684818941122
5,0.4,2.3735414288692542,maxent,0.7100033242885289,0.6401554072968159,0.29699934632032254,0.6729906449352911
5,0.4,2.3735414288692542,xgboost,0.7440556170327428,0.6816119362735128,0.3649597810083945,0.5762971417626889
5,0.4,2.3735414288692542,randomforest,0.7465355195741614,0.6909747571532507,0.38210336702275993,0.566774927189359
5,0.5,2.4710429382087495,maxent,0.7439566816558744,0.6436893277336853,0.3252464409738035,0.541391722272045
5,0.5,2.4710429382087495,xgboost,0.7567310697610744,0.6766897392240726,0.34190847605401653,0.5966644182200757
5,0.5,2.4710429382087495,randomforest,0.7646930204805348,0.6904386798402739,0.3890263562698574,0.5489988259776524
5,0.6,2.557392327783523,maxent,0.7582936034606191,0.6378391256112393,0.3048200611005888,0.600061020450417
5,0.6,2.557392327783523,xgboost,0.8013590659264203,0.6752647158022677,0.3713070931037793,0.3610513011541078
5,0.6,2.557392327783523,randomforest,0.7819631366542743,0.6698281395124003,0.3597040416543395,0.5380027950758306
5,0.7,2.5759786956704427,maxent,0.7447631697779535,0.6108262615820155,0.2653289033105548,0.506563250857019
5,0.7,2.5759786956704427,xgboost,0.7779259579530323,0.6593856456644204,0.3110176963508536,0.48133285290280964
5,0.7,2.5759786956704427,randomforest,0.7797759436298988,0.6625995435419639,0.3351841331849626,0.5492435062284613
5,0.8,2.6798747079608014,maxent,0.7654333391248169,0.6134809865789014,0.26656775759858975,0.5196492723371212
5,0.8,2.6798747079608014,xgboost,0.7858900402798328,0.6429795067680373,0.30143848769042386,0.47577366319514847
5,0.8,2.6798747079608014,randomforest,0.8041231857612319,0.6577080817800451,0.3204994340837876,0.45708177208901113
5,0.9,2.7626340761389354,maxent,0.809054506535538,0.5926146244231856,0.23953310888005394,0.4141145881883469
5,0.9,2.7626340761389354,xgboost,0.8393662250752667,0.636760559642178,0.2715570687714938,0.3943139767577216
5,0.9,2.7626340761389354,randomforest,0.8306351747032805,0.6341963132570264,0.28189211908532474,0.42539337015541745
5,1.0,2.8261415984069527,maxent,0.8246832746675208,0.557640559458451,0.19013185285897857,-0.09268091284310105
5,1.0,2.8261415984069527,xgboost,0.8642841755175151,0.6123613506476989,0.27021831619935,0.193736338082597
5,1.0,2.8261415984069527,randomforest,0.8438191674713973,0.6290049764184824,0.26127779942963125,0.49498406342581147
6,0.0,2.120201755719555,maxent,0.6860937638703013,0.6509295446148868,0.3299741123764968,0.5916266006713115
6,0.0,2.120201755719555,xgboost,0.7361830090667327,0.7161921025837454,0.4372840724585473,0.4046259827933766
6,0.0,2.120201755719555,randomforest,0.7173185998126641,0.7087073203176537,0.4061920156151052,0.5000755726699014
6,0.1,2.165054033059076,maxent,0.6844055110735319,0.6543159703858082,0.3265876804764587,0.5900923769208919
6,0.1,2.165054033059076,xgboost,0.7581500965446965,0.7311862922306014,0.45701024272755075,0.4980689671368884
6,0.1,2.165054033059076,randomforest,0.7317608947439472,0.7144025996688457,0.41583256438971306,0.6080862349987433
6,0.2,2.234017068571913,maxent,0.7174772837819804,0.6598673169441328,0.3634825417572911,0.6960700707341714
6,0.2,2.234017068571913,xgboost,0.7403452773207564,0.7118995010509697,0.42531686989570633,0.38329991518455186
6,0.2,2.234017068571913,randomforest,0.7288325502259628,0.7089044424882027,0.42406919439336227,0.5591782438311531
6,0.3,2.3528572897127296,maxent,0.7232031935485932,0.6591380627874337,0.3403530324805346,0.6411233740613603
6,0.3,2.3528572897127296,xgboost,0.7591059063531154,0.6988411666684294,0.39773276903164495,0.34063268181638623
6,0.3,2.3528572897127296,randomforest,0.7483371623249624,0.7097912731301248,0.41737826064184025,0.462637385059502
