cx,cy,mean_suitability,site_count,cell_area_km2,predicted_count,residual,residual_density,dist_to_volcano_km,nearest_volcano
501443.46289971133,9171946.422624983,0.8779610009177115,2,626.0832539287687,2.43956474551626,-0.4395647455162601,-0.702086731689314,150.823689938085,Kelud
526434.4548051511,9171946.422624983,0.8249722265391142,9,626.0832539287687,2.292326376446314,6.707673623553686,10.713708730367731,127.42928440281406,Kelud
551425.4467105907,9171946.422624983,0.9044983083969387,6,626.0832539287687,2.513303191414856,3.486696808585144,5.569062559500809,104.77480113616286,Kelud
576416.4386160304,9171946.422624983,0.8723621609325772,0,626.0832539287687,2.4240074113872465,-2.4240074113872465,-3.8717014010137265,83.46493117272172,Kelud
601407.4305214703,9171946.422624983,0.8649084460874972,0,626.0832539287687,2.4032959903330293,-2.4032959903330293,-3.838620463415971,64.83926180214695,Kelud
626398.4224269099,9171946.422624983,0.8586223679861837,3,626.0832539287717,2.3858290476015225,0.6141709523984775,0.9809732947566596,51.874505870061675,Kelud
651389.4143323496,9171946.422624983,0.8098722380939661,52,626.0832539287687,2.250368476915491,49.74963152308451,79.46168694162944,34.7209301598402,Arjuno-Welirang
676380.4062377894,9171946.422624983,0.7306550634101319,16,626.0832539287687,2.0302500133435557,13.969749986656444,22.312927073187335,26.741046589281346,Arjuno-Welirang
701371.3981432291,9171946.422624983,0.6668778193920318,8,626.0832539287687,1.8530340368820597,6.146965963117941,9.818128698611222,38.38910661960291,Arjuno-Welirang
726362.3900486687,9171946.422624983,0.7000000000000001,0,626.0832539287687,1.9450696785806765,-1.9450696785806765,-3.1067268871592795,51.61337634144369,Bromo
751353.3819541085,9171946.422624983,0.7000000000000001,0,626.0832539287659,1.9450696785806765,-1.9450696785806765,-3.1067268871592937,54.87379205283034,Lamongan
776344.3738595482,9171946.422624983,0.7000000000000001,0,626.0832539287687,1.9450696785806765,-1.9450696785806765,-3.1067268871592795,57.353595808071304,Lamongan
801335.3657649879,9171946.422624983,0.7000000000000001,0,626.0832539287717,1.9450696785806765,-1.9450696785806765,-3.1067268871592653,69.40343077117633,Lamongan
826326.3576704275,9171946.422624983,0.7000000000000001,0,626.0832539287687,1.9450696785806765,-1.9450696785806765,-3.1067268871592795,71.88129574239198,Raung
851317.3495758674,9171946.422624983,0.7000000000000001,0,626.0832539287687,1.9450696785806765,-1.9450696785806765,-3.1067268871592795,73.10392935144431,Raung
876308.341481307,9171946.422624983,0.7000000000000001,0,626.0832539287717,1.9450696785806765,-1.9450696785806765,-3.1067268871592653,82.28333761140348,Raung
893480.0659807504,9171946.422624983,0.6975253484500895,0,234.7812202232894,1.9381934361595572,-1.9381934361595572,-8.255317160019153,92.05776422500968,Raung
501443.46289971133,9146955.430719543,0.831419440129383,1,626.0832539287687,2.3102410616831213,-1.3102410616831213,-2.092758516477093,144.6947662133029,Kelud
526434.4548051511,9146955.430719543,0.6417108376721543,6,626.0832539287687,1.7831032753895915,4.216896724610408,6.735360989371195,120.11249912642752,Kelud
551425.4467105907,9146955.430719543,0.8914143135105104,7,626.0832539287687,2.4769470746601465,4.5230529253398535,7.224363368540845,95.74209563251293,Kelud
576416.4386160304,9146955.430719543,0.6691747491141049,1,626.0832539287687,1.8594164488195384,-0.8594164488195384,-1.3726871680827877,71.7996146135197,Kelud
601407.4305214703,9146955.430719543,0.8131988924591452,8,626.0832539287687,2.2596121548252452,5.740387845174755,9.168729253103223,48.91747943251092,Kelud
626398.4224269099,9146955.430719543,0.9042759021971284,19,626.0832539287717,2.512685197764028,16.48731480223597,26.334061322955787,29.660652087333478,Kelud
651389.4143323496,9146955.430719543,0.6815162091270389,6,626.0832539287687,1.893709305477501,4.1062906945224995,6.558697535439407,22.366612697982887,Arjuno-Welirang
676380.4062377894,9146955.430719543,0.6032240879840585,59,626.0832539287687,1.6761612613246775,57.32383873867532,91.55945056661301,3.1314445719482777,Arjuno-Welirang
701371.3981432291,9146955.430719543,0.8130788763787516,1,626.0832539287687,2.259278669626794,-1.2592786696267941,-2.0113597700060284,27.72085639853699,Arjuno-Welirang
726362.3900486687,9146955.430719543,0.7534312603696747,0,626.0832539287687,2.093537570628396,-2.093537570628396,-3.3438645060239605,27.793959210257583,Bromo
751353.3819541085,9146955.430719543,0.7079888462980614,0,626.0832539287659,1.9672680538681062,-1.9672680538681062,-3.1421828351472514,30.247731605613136,Lamongan
776344.3738595482,9146955.430719543,0.7072618624098803,1,626.0832539287687,1.9652480048427952,-0.9652480048427952,-1.5417246808403122,34.54312037357883,Lamongan
801335.3657649879,9146955.430719543,0.6850486434807134,0,626.0832539287717,1.9035247782673708,-1.9035247782673708,-3.040370056733591,52.159643555505696,Lamongan
826326.3576704275,9146955.430719543,0.723591780930188,0,626.0832539287687,2.0106234753678573,-2.0106234753678573,-3.2114314873475465,47.18741356903303,Raung
851317.3495758674,9146955.430719543,0.7574106803830923,0,626.0832539287687,2.104595069494733,-2.104595069494733,-3.3615258933825096,49.029744118756156,Raung
876308.341481307,9146955.430719543,0.7156868258145878,0,626.0832539287717,1.988658206073721,-1.988658206073721,-3.17634786363407,61.889247613797565,Raung
893480.0659807504,9146955.430719543,0.6974646220891302,0,234.7812202232894,1.938024697583282,-1.938024697583282,-8.254598454425434,74.39330128336297,Raung
501443.46289971133,9121964.438814104,0.7752047367279596,1,626.0832539287687,2.1540388972881006,-1.1540388972881006,-1.8432674728901133,142.7391489583032,Kelud
526434.4548051511,9121964.438814104,0.6690272121672675,0,626.0832539287687,1.859006492188447,-1.859006492188447,-2.9692640404018085,117.74931728980141,Kelud
551425.4467105907,9121964.438814104,0.8165430326596933,0,626.0832539287687,2.268904420118115,-2.268904420118115,-3.6239659915520672,92.76011078003047,Kelud
576416.4386160304,9121964.438814104,0.6523552636245283,5,626.0832539287687,1.8126806327693912,3.187319367230609,5.090887429474738,67.77222096455321,Kelud
601407.4305214703,9121964.438814104,0.7869083910934012,2,626.0832539287687,2.186559501909256,-0.18655950190925585,-0.29797874442187405,42.787954728502804,Kelud
626398.4224269099,9121964.438814104,0.885823243482168,7,626.0832539287717,2.4614113306845042,4.538588669315496,7.249177550805157,17.82255756237348,Kelud
651389.4143323496,9121964.438814104,0.6187715021051349,8,626.0832539287687,1.7193624095921674,6.280637590407832,10.031633254836104,7.319658401546232,Kelud
676380.4062377894,9121964.438814104,0.8016169113498466,44,626.0832539287687,2.227429640148687,41.772570359851315,66.72047223387946,23.52929387720237,Arjuno-Welirang
701371.3981432291,9121964.438814104,0.555852749868598,4,626.0832539287687,1.5445318993215702,2.45546810067843,3.921951410247742,13.592124741379273,Bromo
726362.3900486687,9121964.438814104,0.529357856853679,2,626.0832539287687,1.4709113092636301,0.5290886907363699,0.8450772120420997,11.409078518220717,Bromo
751353.3819541085,9121964.438814104,0.8401639263304004,0,626.0832539287659,2.334539111632216,-2.334539111632216,-3.728799799359964,8.235097640504906,Lamongan
776344.3738595482,9121964.438814104,0.5445069832139585,2,626.0832539287687,1.5130057468927258,0.4869942531072742,0.7778426432128799,18.604266473231302,Lamongan
801335.3657649879,9121964.438814104,0.5986628997723885,2,626.0832539287717,1.6634872200549364,0.33651277994506357,0.5374888688259789,40.09137335786805,Raung
826326.3576704275,9121964.438814104,0.7943451201395288,0,626.0832539287687,2.2072237250170317,-2.2072237250170317,-3.525447632030346,23.14049856637072,Raung
851317.3495758674,9121964.438814104,0.6073679453416543,0,626.0832539287687,1.6876756774655677,-1.6876756774655677,-2.695609037416579,26.697312278878304,Raung
876308.341481307,9121964.438814104,0.7601604280162052,0,626.0832539287717,2.1122357134160423,-2.1122357134160423,-3.373729771817771,46.25050967035056,Raung
893480.0659807504,9121964.438814104,0.697398809935004,0,234.7812202232894,1.937841827261178,-1.937841827261178,-8.253819557706478,61.99349925921635,Raung
501443.46289971133,9096973.446908664,0.7089952528604149,4,626.0832539287687,1.9700645265663324,2.0299354734336674,3.242277222231245,145.1256465067234,Kelud
526434.4548051511,9096973.446908664,0.641345051867477,0,626.0832539287687,1.7820868769931155,-1.7820868769931155,-2.846405595118934,120.63121632010557,Kelud
551425.4467105907,9096973.446908664,0.6376526391357678,0,626.0832539287687,1.7718268769284684,-1.7718268769284684,-2.830017998101662,96.39204728906479,Kelud
576416.4386160304,9096973.446908664,0.7328702606427843,0,626.0832539287687,2.036405317585424,-2.036405317585424,-3.2526110621976665,72.66403899537929,Kelud
601407.4305214703,9096973.446908664,0.8421175075749363,8,626.0832539287687,2.339967471122774,5.660032528877226,9.040383197218024,50.17766134947087,Kelud
626398.4224269099,9096973.446908664,0.8533421461759992,8,626.0832539287717,2.371157048545565,5.628842951454435,8.990566216445742,31.695933283591643,Kelud
651389.4143323496,9096973.446908664,0.854153736480257,0,626.0832539287687,2.3734121909630534,-2.3734121909630534,-3.7908891127011093,27.213342826067922,Kelud
676380.4062377894,9096973.446908664,0.8733993784444669,1,626.0832539287687,2.4268894975764885,-1.4268894975764885,-2.2790730923124642,35.958760468962076,Semeru
701371.3981432291,9096973.446908664,0.6687192693250167,4,626.0832539287687,1.8581508203524502,2.14184917964755,3.421029337882968,12.164873538331864,Semeru
726362.3900486687,9096973.446908664,0.7583743775963424,2,626.0832539287687,2.1072728669644833,-0.10727286696448335,-0.17133962023633376,15.875616359011822,Semeru
751353.3819541085,9096973.446908664,0.8015961824948928,0,626.0832539287659,2.227372041481198,-2.227372041481198,-3.5576291611444737,21.675049062172636,Lamongan
776344.3738595482,9096973.446908664,0.7703659568124946,0,626.0832539287687,2.1405935200096775,-2.1405935200096775,-3.419023758545088,27.351593184053097,Lamongan
801335.3657649879,9096973.446908664,0.8371904354440697,1,626.0832539287717,2.32627675882859,-1.3262767588285902,-2.118371239776808,34.135732672973546,Raung
826326.3576704275,9096973.446908664,0.6743625110041525,0,626.0832539287687,1.8738315321795782,-1.8738315321795782,-2.9929430637554946,9.66502464047286,Raung
851317.3495758674,9096973.446908664,0.6208835606297939,0,626.0832539287687,1.7252311253003132,-1.7252311253003132,-2.755593788005385,16.452249399905426,Raung
876308.341481307,9096973.446908664,0.7509106299656957,7,626.0832539287717,2.08653356810027,4.91346643189973,7.847944184845943,41.195141366038946,Raung
893480.0659807504,9096973.446908664,0.7288223906578246,0,234.7812202232894,2.0251576187703075,-2.0251576187703075,-8.62572235055374,58.31915618219454,Raung
501443.46289971133,9071982.455003224,0.6991476331085742,0,626.0832539287687,1.942701231444193,-1.942701231444193,-3.1029439283888265,151.64940242376068,Kelud
526434.4548051511,9071982.455003224,0.6999639112085899,0,626.0832539287687,1.9449693997036646,-1.9449693997036646,-3.1065667185612815,128.4055229822977,Kelud
551425.4467105907,9071982.455003224,0.6912063904542252,0,626.0832539287687,1.9206351310195848,-1.9206351310195848,-3.0676992540006522,105.95996773341608,Kelud
576416.4386160304,9071982.455003224,0.6807612812202022,1,626.0832539287687,1.8916116092187831,-0.8916116092187831,-1.4241102978298543,84.94792843037008,Kelud
601407.4305214703,9071982.455003224,0.6990050699553486,0,626.0832539287687,1.9423050953490189,-1.9423050953490189,-3.102311207272764,66.7374383685159,Kelud
626398.4224269099,9071982.455003224,0.7073169791203164,0,626.0832539287717,1.9654011560460127,-1.9654011560460127,-3.1392009668247933,54.22840739139559,Kelud
651389.4143323496,9071982.455003224,0.7296256787199172,0,626.0832539287687,2.0273896919885104,-2.0273896919885104,-3.2382110194871503,51.736389604014484,Kelud
676380.4062377894,9071982.455003224,0.7452039962581173,0,626.0832539287687,2.0706767106840167,-2.0706767106840167,-3.307350416562337,47.24263972048225,Semeru
701371.3981432291,9071982.455003224,0.6797439413076921,0,626.0832539287687,1.8887847563378786,-1.8887847563378786,-3.016826826920324,32.96693345609665,Semeru
726362.3900486687,9071982.455003224,0.690782588921195,0,626.0832539287687,1.9194575260029663,-1.9194575260029663,-3.065818345975675,34.50898068725909,Semeru
751353.3819541085,9071982.455003224,0.6870798803767164,0,626.0832539287659,1.9091689172622708,-1.9091689172622708,-3.049385054275052,46.05320861114925,Lamongan
776344.3738595482,9071982.455003224,0.6953980629934584,1,626.0832539287687,1.9322824098175875,-0.9322824098175875,-1.489070988510509,48.981628405356034,Lamongan
801335.3657649879,9071982.455003224,0.7009483432062681,0,626.0832539287717,1.9477048123169622,-1.9477048123169622,-3.110935806212362,44.410332416645524,Raung
826326.3576704275,9071982.455003224,0.6910635011336449,0,626.0832539287687,1.920238088612651,-1.920238088612651,-3.067065085294746,30.007367121045284,Raung
851317.3495758674,9071982.455003224,0.8871833636195565,3,626.0832539287687,2.4651906570251634,0.5348093429748366,0.8542144189591812,32.82843113145876,Raung
876308.341481307,9071982.455003224,0.7103284615564145,2,626.0832539287717,1.9737690748660595,0.02623092513394054,0.04189686430572504,50.040673980315006,Raung
893480.0659807504,9071982.455003224,0.7282952913152064,0,234.7812202232894,2.0236929831289836,-2.0236929831289836,-8.619484050744536,64.87028100786556,Raung
501443.46289971133,9046991.463097785,0.6991476160805693,0,626.0832539287687,1.9427011841289703,-1.9427011841289703,-3.102943852815455,161.81078020270618,Kelud
526434.4548051511,9046991.463097785,0.7000000000000001,0,626.0832539287687,1.9450696785806765,-1.9450696785806765,-3.1067268871592795,140.261062546532,Kelud
551425.4467105907,9046991.463097785,0.7000000000000001,0,626.0832539287687,1.9450696785806765,-1.9450696785806765,-3.1067268871592795,120.05291373553311,Kelud
576416.4386160304,9046991.463097785,0.7000000000000001,0,626.0832539287687,1.9450696785806765,-1.9450696785806765,-3.1067268871592795,101.98694955206797,Kelud
601407.4305214703,9046991.463097785,0.7000000000000001,0,626.0832539287687,1.9450696785806765,-1.9450696785806765,-3.1067268871592795,87.40179068140556,Kelud
626398.4224269099,9046991.463097785,0.7000000000000001,0,626.0832539287717,1.9450696785806765,-1.9450696785806765,-3.1067268871592653,78.2681768187553,Kelud
651389.4143323496,9046991.463097785,0.7000000000000001,0,626.0832539287687,1.9450696785806765,-1.9450696785806765,-3.1067268871592795,76.56266285588005,Kelud
676380.4062377894,9046991.463097785,0.7000000000000001,0,626.0832539287687,1.9450696785806765,-1.9450696785806765,-3.1067268871592795,66.48158326852545,Semeru
701371.3981432291,9046991.463097785,0.7000000000000001,0,626.0832539287687,1.9450696785806765,-1.9450696785806765,-3.1067268871592795,57.225454193298475,Semeru
726362.3900486687,9046991.463097785,0.7000000000000001,0,626.0832539287687,1.9450696785806765,-1.9450696785806765,-3.1067268871592795,58.12747761776885,Semeru
751353.3819541085,9046991.463097785,0.699272892816722,0,626.0832539287659,1.9430492869588591,-1.9430492869588591,-3.103499853679099,68.78920012338162,Semeru
776344.3738595482,9046991.463097785,0.6999936936633011,0,626.0832539287687,1.9450521553459679,-1.9450521553459679,-3.106698898493877,72.79690615411018,Lamongan
801335.3657649879,9046991.463097785,0.6938623806375381,0,626.0832539287717,1.9280152538369704,-1.9280152538369704,-3.079487019878537,63.46972788998466,Raung
826326.3576704275,9046991.463097785,0.6791125108092453,0,626.0832539287687,1.8870302187426498,-1.8870302187426498,-3.0140244239104703,54.37435806158019,Raung
851317.3495758674,9046991.463097785,0.7506251837322178,0,626.0832539287687,2.08574040693798,-2.08574040693798,-3.3314106292567933,55.98066294377615,Raung
876308.341481307,9046991.463097785,0.7091104909418207,0,626.0832539287717,1.970384735277704,-1.970384735277704,-3.1471608973938006,67.52923652371554,Raung
893480.0659807504,9046991.463097785,0.708323049310952,0,234.7812202232894,1.9681966940779116,-1.9681966940779116,-8.383109569862752,79.14721783557009,Raung
501443.46289971133,9022000.471192345,0.6991476160805693,0,626.0832539287687,1.9427011841289703,-1.9427011841289703,-3.102943852815455,174.97718501841535,Kelud
526434.4548051511,9022000.471192345,0.7000000000000001,0,626.0832539287687,1.9450696785806765,-1.9450696785806765,-3.1067268871592795,155.26574752289196,Kelud
551425.4467105907,9022000.471192345,0.7000000000000001,0,626.0832539287687,1.9450696785806765,-1.9450696785806765,-3.1067268871592795,137.28433553596574,Kelud
576416.4386160304,9022000.471192345,0.7000000000000001,0,626.0832539287687,1.9450696785806765,-1.9450696785806765,-3.1067268871592795,121.80157866832567,Kelud
601407.4305214703,9022000.471192345,0.7000000000000001,0,626.0832539287687,1.9450696785806765,-1.9450696785806765,-3.1067268871592795,109.87884100897911,Kelud
626398.4224269099,9022000.471192345,0.7000000000000001,0,626.0832539287717,1.9450696785806765,-1.9450696785806765,-3.1067268871592653,102.76280547791706,Kelud
651389.4143323496,9022000.471192345,0.7000000000000001,0,626.0832539287687,1.9450696785806765,-1.9450696785806765,-3.1067268871592795,101.24713246286086,Semeru
676380.4062377894,9022000.471192345,0.7000000000000001,0,626.0832539287687,1.9450696785806765,-1.9450696785806765,-3.1067268871592795,88.6387848114807,Semeru
701371.3981432291,9022000.471192345,0.7000000000000001,0,626.0832539287687,1.9450696785806765,-1.9450696785806765,-3.1067268871592795,81.92548972447707,Semeru
726362.3900486687,9022000.471192345,0.7000000000000001,0,626.0832539287687,1.9450696785806765,-1.9450696785806765,-3.1067268871592795,82.55808205845334,Semeru
751353.3819541085,9022000.471192345,0.7000000000000001,0,626.0832539287659,1.9450696785806765,-1.9450696785806765,-3.1067268871592937,90.38245024660895,Semeru
776344.3738595482,9022000.471192345,0.7000000000000001,0,626.0832539287687,1.9450696785806765,-1.9450696785806765,-3.1067268871592795,97.20431329326782,Lamongan
801335.3657649879,9022000.471192345,0.7000000000000001,0,626.0832539287717,1.9450696785806765,-1.9450696785806765,-3.1067268871592653,85.63664194920267,Raung
826326.3576704275,9022000.471192345,0.7000000000000001,0,626.0832539287687,1.9450696785806765,-1.9450696785806765,-3.1067268871592795,79.13152911776805,Raung
851317.3495758674,9022000.471192345,0.7000000000000001,0,626.0832539287687,1.9450696785806765,-1.9450696785806765,-3.1067268871592795,80.24377053411631,Raung
876308.341481307,9022000.471192345,0.7095069846822206,0,626.0832539287717,1.9714864609237028,-1.9714864609237028,-3.148920608485074,88.68723623714496,Raung
893480.0659807504,9022000.471192345,0.7211701568928456,0,234.7812202232894,2.0038945789564906,-2.0038945789564906,-8.535157015755692,97.82387324686354,Raung
501443.46289971133,9006346.604483478,0.6942732817611493,0,158.82259015106064,1.9291570128604432,-1.9291570128604432,-12.146615988478514,184.47442804755914,Kelud
526434.4548051511,9006346.604483478,0.6951276742457337,0,158.82259015106064,1.9315310884538321,-1.9315310884538321,-12.161563960244562,165.89530337037195,Kelud
551425.4467105907,9006346.604483478,0.6951566379282021,0,158.82259015106064,1.931611568997474,-1.931611568997474,-12.162070692590165,149.2004963465502,Kelud
576416.4386160304,9006346.604483478,0.6951991174281144,0,158.82259015106064,1.9317296055506747,-1.9317296055506747,-12.16281389009808,135.09042857509053,Kelud
601407.4305214703,9006346.604483478,0.6952523442713482,0,158.82259015106064,1.9318775054347617,-1.9318775054347617,-12.163745117097628,124.447414709916,Kelud
626398.4224269099,9006346.604483478,0.6953219581924356,0,158.82259015106138,1.9320709396163533,-1.9320709396163533,-12.164963043221352,118.21164712581214,Kelud
651389.4143323496,9006346.604483478,0.6954079596902347,0,158.82259015106064,1.9323099094816125,-1.9323099094816125,-12.166467677197168,114.19335002099722,Semeru
676380.4062377894,9006346.604483478,0.6955004430875004,0,158.82259015106064,1.9325668904127464,-1.9325668904127464,-12.168085714850939,103.17932704724272,Semeru
701371.3981432291,9006346.604483478,0.6956100312994612,0,158.82259015106064,1.9328713999959106,-1.9328713999959106,-12.170003008750218,97.47268962976906,Semeru
726362.3900486687,9006346.604483478,0.6957265443228063,0,158.82259015106064,1.9331951513514367,-1.9331951513514367,-12.172041455266033,98.00498084401735,Semeru
751353.3819541085,9006346.604483478,0.6958447056214234,0,158.8225901510599,1.9335234827216108,-1.9335234827216108,-12.174108739081708,104.68107120987364,Semeru
