filename,title,lang,date_ce,century,lat,lon,geocode_method,confidence,geocode_note,nearest_volcano,volcano_dist_km
DHARMA_INSIDENKSatyapura.xml,Satyapura,kaw-Latn,,,-7.6115047,112.6106941,candi_match,medium,Matched candi: pura,Penanggungan,1.64
DHARMA_INSIDENKSilamanikundala.xml,Foundation of a Dam Called Śilāmaṇi-kuṇḍala (1272 Śaka),kaw-Latn,1350,14,-7.55,112.39,known_location,medium,Majapahit area,Penanggungan,25.95
DHARMA_INSIDENKSimaAnglayang.xml,Sima Anglayang charter (in or after 968 Śaka),kaw-Latn,1046,11,-7.6,112.0,known_location,medium,East Java,Kelud,50.13
DHARMA_INSIDENKSindoro-PuBahut.xml,Pu Bahut (828 Śaka),kaw-Latn,906,10,-7.3,109.99,known_location,medium,Near Sindoro volcano,Sindoro,0.0
DHARMA_INSIDENKSindoro-PuMamruk.xml,Pu Mamruk (828 Śaka),kaw-Latn,906,10,-7.3,109.99,known_location,medium,Near Sindoro volcano,Sindoro,0.0
DHARMA_INSIDENKSojomerto.xml,Sojomerto (7th or 8th century CE),omy-Latn,,,-7.1,109.75,known_location,high,"Batang, Central Java",Dieng,23.02
DHARMA_INSIDENKSugihManek.xml,"Sugih Manek Charter (837 Śaka, 915-09-13)",kaw-Latn,915,10,-7.6,110.35,known_location,medium,Mataram Central Java,Merapi,11.96
DHARMA_INSIDENKSukhamerta.xml,Sukhamerta,kaw-Latn,,,-7.58,112.55,known_location,medium,Penanggungan area,Penanggungan,8.03
DHARMA_INSIDENKTaji.xml,"The Charter of Taji (823 Śaka, 8 April 901)",kaw-Latn,901,10,-7.6,110.35,known_location,medium,Mataram Central Java,Merapi,11.96
DHARMA_INSIDENKTajiGunung.xml,"Taji Gunung (Sañjaya 194, 910-12-21)",kaw-Latn,,,-7.6,110.35,known_location,medium,Mataram Central Java,Merapi,11.96
DHARMA_INSIDENKTalan.xml,Charter of Talan (941 and 1058 Śaka),kaw-Latn,1136,12,-7.6,112.0,known_location,medium,East Java,Kelud,50.13
DHARMA_INSIDENKTaragal.xml,The Polengan plates: Taragal Charter (802 Śaka),kaw-Latn,880,9,-7.6,110.35,known_location,medium,Kedu-Prambanan area (Polengan),Merapi,11.96
DHARMA_INSIDENKTerep_I.xml,Terep I,kaw-Latn,,,-7.58,112.55,known_location,medium,Penanggungan area,Penanggungan,8.03
DHARMA_INSIDENKTerep_II.xml,Terep II,kaw-Latn,,,-7.58,112.55,known_location,medium,Penanggungan area,Penanggungan,8.03
DHARMA_INSIDENKTigaRon-TluRon.xml,Charter of Tiga Ron also called Təlu Ron (822 Śaka – 900-03-30),kaw-Latn,900,9,-7.6,110.35,known_location,medium,Mataram Central Java,Merapi,11.96
DHARMA_INSIDENKTihang.xml,"Tihang charter (Sañjaya 198, 836 Śaka, 914-11-08 CE)",kaw-Latn,914,10,-7.6,110.35,known_location,medium,Mataram Central Java,Merapi,11.96
DHARMA_INSIDENKTugu.xml,Tugu Boulder Inscription of Pūrṇavarman (ca. 6th c. CE),san-Latn,,,-6.15,106.94,known_location,high,"Tugu, North Jakarta",Tangkubanperahu,99.59
DHARMA_INSIDENKTukMas.xml,Praise of a mountain stream (mid-7th c. CE),san-Latn,,,-7.25,110.35,known_location,high,"Temanggung, Central Java",Merbabu,24.35
DHARMA_INSIDENKTulangan.xml,"Tulangan (832 Śaka, 910-08-13)",,910,10,-7.47,112.65,known_location,medium,"Tulangan, Sidoarjo",Penanggungan,14.83
DHARMA_INSIDENKTunahan.xml,The Polengan plates: Tunahan Charter (794 Śaka),kaw-Latn,872,9,-7.6,110.35,known_location,medium,Kedu-Prambanan area (Polengan),Merapi,11.96
DHARMA_INSIDENKTuruMangambil.xml,"Turu Mangambil (~830 Śaka, ~908 CE)",,908,10,-7.6,110.35,known_location,medium,Mataram Central Java,Merapi,11.96
DHARMA_INSIDENKWalanditA.xml,Walandit A,kaw-Latn,,,-7.58,112.55,known_location,medium,Penanggungan area,Penanggungan,8.03
DHARMA_INSIDENKWanuaTengahIII.xml,Wanua Tengah III,kaw-Latn,,,-7.58,110.4,known_location,high,Kedu Plain,Merapi,6.26
DHARMA_INSIDENKWatuGenuk.xml,Watu Genuk slab (8th c. CE),san-Latn,,,-7.6,110.35,known_location,low,Central Java,Merapi,11.96
DHARMA_INSIDENKWatuRidang.xml,"Watu Ridang (832 Śaka, 910-03-22)",,910,10,-7.6,110.35,known_location,medium,Mataram Central Java,Merapi,11.96
DHARMA_INSIDENKWintangMasII.xml,"Wintang Mas II (841 Śaka, 919-10-12)",kaw-Latn,919,10,-7.6,110.35,xml_provenance,medium,"XML hint: found in Maṅulihi (line 7), Wintang Mas I (line 3,7,8) and B",Merapi,11.96
DHARMA_INSIDENKWukiran.xml,"Stela of Pereng, also known as Wukiran inscription (784 Śaka, 863-1-25 CE)",kaw-Latn,862,9,-7.66,110.35,known_location,high,"Pereng, near Prambanan",Merapi,16.63
DHARMA_INSIDENKWurare.xml,Wurare,san-Latn,,,-7.89,112.65,known_location,medium,Singasari area,Arjuno,18.98
DHARMA_INSIDENKWuruTunggal.xml,Wuru Tunggal (833 Śaka),kaw-Latn,911,10,-7.6,110.35,known_location,medium,Mataram Central Java,Merapi,11.96
