filename,title,year_ce,n_organic,n_lithic,n_metal,materials,classes
DHARMA_INSIDENKMadhawapura.xml,Madhawapura (13th c. CE),1250,3,0,2,kayu|bambu|atap|emas|tembaga|sima,institution|organic|metal
DHARMA_INSIDENKMalenga.xml,Malenga,,2,0,1,atap|daun|emas,organic|metal
DHARMA_INSIDENKMamali.xml,The Polengan plates: Mamali Charter (800 Śaka),878,2,0,2,kayu|daun|emas|perak|sima,institution|organic|metal
DHARMA_INSIDENKManahimanuk.xml,Manah i Manuk Charter (1350–1356 CE),1356,0,0,3,emas|perak|besi|sima,institution|metal
DHARMA_INSIDENKManjusrigerha.xml,Manjusrigerha (792 CE),792,1,1,1,ijuk|prasada|emas,organic|metal|lithic
DHARMA_INSIDENKMantyasihI.xml,The Charter of Mantyasih I,,3,1,2,kayu|atap|daun|batu|emas|perak|pahat|sima,metal|activity|lithic|institution|organic
DHARMA_INSIDENKMantyasihII.xml,"Mantyasih II (829 Śaka, 907-04-11)",907,3,0,0,kayu|atap|daun|sima,institution|organic
DHARMA_INSIDENKMantyasihIII.xml,The Charter of Mantyasih III,,2,1,2,kayu|daun|batu|emas|perak|sima,institution|organic|metal|lithic
DHARMA_INSIDENKMaribong.xml,The Maribong Charter of Wisnuwardhana (1170 Śaka),1248,3,0,2,atap|ijuk|daun|emas|tembaga,organic|metal
DHARMA_INSIDENKMarinci_I.xml,Marinci I,,1,0,1,daun|emas|pahat,organic|metal|activity
DHARMA_INSIDENKMarinci_II.xml,Marinci II,,2,1,1,kayu|daun|bata|emas|pahat,organic|metal|activity|lithic
DHARMA_INSIDENKMarsemu.xml,"Marsemu charter, ca. 875 CE",875,0,0,0,,
DHARMA_INSIDENKMasahar.xml,Charter of Masahar (852 Śaka),930,6,2,1,kayu|bambu|rumah_kayu|atap|ijuk|rotan|daun|batu|prasada|emas|sima,metal|building|lithic|institution|organic
DHARMA_INSIDENKMpuMano.xml,Mpu Mano,,2,0,1,atap|daun|emas|sima,institution|organic|metal
DHARMA_INSIDENKMula-Malurung.xml,Mula-Malurung,,3,1,3,atap|ijuk|daun|prasada|emas|besi|timah|pahat|sima,metal|activity|lithic|institution|organic
DHARMA_INSIDENKMunduan.xml,Munduan,,4,0,3,kayu|atap|ijuk|daun|emas|perak|tembaga,organic|metal
DHARMA_INSIDENKMunggut.xml,Munggut charter (944 Śaka),1022,5,1,2,kayu|bambu|atap|ijuk|daun|bata|emas|tembaga|sima,institution|organic|metal|lithic
DHARMA_INSIDENKNarasinghanagara.xml,Narasinghanagara,,1,1,2,atap|prasada|emas|perak|sima,institution|organic|metal|lithic
DHARMA_INSIDENKNgadoman.xml,Ngadoman,,3,0,0,kayu|daun|jati|pahat,organic|activity
DHARMA_INSIDENKNglumbangDungik.xml,Stone from Nglumbang Dungik (9th-10th c. CE),950,0,0,0,,
DHARMA_INSIDENKPabanyolan.xml,The Comedy (,,1,1,0,bambu|batu,organic|lithic
DHARMA_INSIDENKPadingding.xml,"Stray plate of a foundation bordering on Paḍiṅḍiṅ, Paṅeran and Pajənvan (14th c.",1350,0,1,0,stambha,lithic
DHARMA_INSIDENKPaguhan.xml,Paguhan,,2,0,1,ijuk|daun|emas|pahat,organic|metal|activity
DHARMA_INSIDENKPakisWetan.xml,The Pakis Wetan Charter of Kertanagara (1188 Śaka),1266,3,0,1,kayu|atap|daun|emas,organic|metal
DHARMA_INSIDENKPalebuhan.xml,Palebuhan,,3,0,1,kayu|rumah_kayu|atap|daun|emas,organic|metal|building
DHARMA_INSIDENKPalepangan.xml,Palepangan charter (828 Śaka),906,4,0,2,kayu|atap|ijuk|daun|emas|perak,organic|metal
DHARMA_INSIDENKPamintihan.xml,The Pamintihan charter,,2,0,1,kayu|rumah_kayu|daun|emas|sima,institution|organic|metal|building
DHARMA_INSIDENKPananggaran.xml,Pananggaran (791 Śaka),869,1,0,1,daun|emas,organic|metal
DHARMA_INSIDENKPanggumulanA.xml,The Charter of Panggumulan,,4,2,2,kayu|ijuk|daun|jati|candi|prasada|emas|perak|sima,institution|organic|metal|lithic
DHARMA_INSIDENKPanunggalan.xml,"Panunggalan charter (818 Śaka, 896-08-15 CE)",896,1,0,2,daun|emas|perak,organic|metal
DHARMA_INSIDENKParablyan.xml,Parablyan (between 1177 and 1208 Śaka),1286,2,0,2,atap|ijuk|emas|perak,organic|metal
DHARMA_INSIDENKParhyangan.xml,Parhyangan,,1,0,1,atap|emas|sima,institution|organic|metal
DHARMA_INSIDENKParung_I.xml,Parung I,,2,0,1,ijuk|daun|emas,organic|metal
DHARMA_INSIDENKParung_II.xml,Parung II,,2,0,1,ijuk|daun|emas,organic|metal
DHARMA_INSIDENKPasanggrahan.xml,Pasanggrahan (ca. 900-910),,0,1,2,rumah_kayu|bata|emas|perak,metal|building|lithic
DHARMA_INSIDENKPatapan.xml,Patapan I,,0,0,1,emas,metal
DHARMA_INSIDENKPatapan_II.xml,Patapan II,,1,0,0,daun,organic
DHARMA_INSIDENKPatitihan.xml,Patitihan,,3,2,1,kayu|atap|daun|batu|bata|emas,organic|metal|lithic
DHARMA_INSIDENKPenampihan.xml,Penampihan,,0,0,1,rumah_kayu|emas,metal|building
DHARMA_INSIDENKPesindon.xml,Pesindon I and II (914-08-14),914,3,0,1,kayu|atap|daun|emas,organic|metal
DHARMA_INSIDENKPlalangan.xml,Stone from Plalangan (9th-10th c. CE),950,1,0,0,atap,organic
DHARMA_INSIDENKPlered.xml,Charter of the early tenth century (date lost),,0,0,2,emas|perak,metal
DHARMA_INSIDENKPoh.xml,Charter of Poh (Randusari I),,2,1,2,kayu|atap|batu|emas|timah|sima,institution|organic|metal|lithic
DHARMA_INSIDENKPucangan.xml,Charter of Pucangan (1041-11-6),1041,5,3,2,rumah_kayu|atap|ijuk|rotan|daun|jati|batu|bata|candi|emas|besi|sima,metal|building|lithic|institution|organic
DHARMA_INSIDENKPuhawangGlis.xml,Puhawang Glis (749 Śaka),827,0,0,0,sima,institution
DHARMA_INSIDENKRabvan.xml,"Rabvan (827 Śaka, 906-02-03)",906,0,0,0,,
DHARMA_INSIDENKRaKidanI.xml,Ra Kidan I (750-800 Śaka),878,0,0,0,sima,institution
DHARMA_INSIDENKRameswarapura.xml,Rameswarapura charter (1197 Śaka),1275,4,1,3,kayu|atap|ijuk|daun|bata|emas|perak|tembaga|sima,institution|organic|metal|lithic
DHARMA_INSIDENKRampal.xml,Rampal (ca. 875 CE),875,1,0,1,atap|emas,organic|metal
DHARMA_INSIDENKRembang.xml,Rembang,,1,0,0,ijuk,organic
DHARMA_INSIDENKRongkab.xml,Charter of Rongkab,,2,1,2,atap|daun|bata|emas|perak|sima,institution|organic|metal|lithic
DHARMA_INSIDENKRukam.xml,Charter of Rukam (829 Śaka),907,2,2,2,rumah_kayu|ijuk|daun|batu|bata|emas|perak|sima,metal|building|lithic|institution|organic
DHARMA_INSIDENKRumwigaI.xml,"Rumwiga I (826 Śaka, 904-12-28)",904,0,0,2,emas|perak,metal
DHARMA_INSIDENKRumwigaII.xml,"Rumwiga II (827 Śaka, 905-07-05)",905,1,0,2,daun|emas|perak,organic|metal
DHARMA_INSIDENKSadang.xml,Sadang,,0,0,3,emas|perak|tembaga|pahat,activity|metal
DHARMA_INSIDENKSalingsinganII.xml,Donation Record of Salingsingan II (802 Śaka) and Kikil Batu Addendum (827 Śaka),880,3,1,2,kayu|daun|jati|batu|emas|perak,organic|metal|lithic
DHARMA_INSIDENKSamalagi.xml,"Samalagi ([824 Ś], 902-10-29)",902,1,0,2,bambu|emas|perak|sima,institution|organic|metal
DHARMA_INSIDENKSanga.xml,Charter of Sanga (13th c. CE),1250,2,0,1,atap|daun|emas|sima,institution|organic|metal
DHARMA_INSIDENKSangguran.xml,Sangguran Charter (928-08-02),928,2,1,2,kayu|rumah_kayu|daun|prasada|emas|perak|sima,metal|building|lithic|institution|organic
DHARMA_INSIDENKSangHyangTapak.xml,Sang Hyang Tapak Charter of Jayabhūpati (952 Śaka),1030,1,0,1,daun|emas,organic|metal
DHARMA_INSIDENKSangMakudur.xml,"Sang Makudur (~830 Śaka, ~908 CE)",908,0,0,0,,
DHARMA_INSIDENKSangsang.xml,Sangsang,,4,0,1,kayu|bambu|atap|daun|emas|sima,institution|organic|metal
DHARMA_INSIDENKSankara.xml,Sankara,,1,1,2,daun|prasada|emas|besi,organic|metal|lithic
DHARMA_INSIDENKSarwadharma.xml,Sarwadharma (1191 Śaka),1269,4,1,1,kayu|atap|ijuk|daun|prasada|emas,organic|metal|lithic
DHARMA_INSIDENKSatyapura.xml,Satyapura,,2,0,0,kayu|daun,organic
DHARMA_INSIDENKSelamandi_I.xml,Selamandi I,,0,0,0,pahat,activity
DHARMA_INSIDENKSelamandi_II.xml,Śelamaṇḍi II,,1,1,0,daun|bata|sima,institution|organic|lithic
