lon_center,lat_center,site_count,road_dist,bpcb_dist,uni_dist,volcano_dist
113.750,-8.550,0,8348.9,186.6,140.9,57.1
113.750,-8.450,0,349.6,180.3,136.1,48.4
113.750,-8.350,0,0.0,174.5,132.1,40.7
113.750,-8.250,0,43.4,169.2,128.9,35.0
113.750,-8.150,0,245.3,164.5,126.7,32.3
113.750,-8.050,1,290.9,160.4,125.3,33.2
113.750,-7.950,0,1426.8,157.1,125.0,37.6
113.750,-7.850,0,30.7,154.4,125.6,44.4
113.750,-7.750,0,186.5,152.5,122.5,51.7
113.750,-7.650,0,7854.1,151.4,118.1,58.0
113.750,-7.550,0,17746.6,151.2,114.6,65.5
113.750,-7.450,0,24406.9,151.7,112.1,74.0
113.750,-7.350,0,13643.3,153.0,110.6,83.1
113.750,-7.250,0,3491.9,155.2,110.3,92.7
113.750,-7.150,0,3417.5,158.1,111.1,102.6
113.750,-7.050,0,0.0,161.7,113.0,112.7
113.750,-6.950,0,302.0,165.9,115.9,122.9
113.850,-8.750,0,21571.0,208.8,145.6,72.6
113.850,-8.650,0,10893.1,202.0,146.4,62.1
113.850,-8.550,0,3582.9,195.6,148.1,51.8
113.850,-8.450,0,9321.2,189.6,146.3,41.9
113.850,-8.350,0,842.0,184.1,142.6,32.7
113.850,-8.250,0,728.9,179.1,139.6,25.3
113.850,-8.150,0,30.7,174.7,137.5,21.3
113.850,-8.050,0,30.7,170.8,136.3,22.7
113.850,-7.950,1,30.7,167.7,136.0,28.7
113.850,-7.850,0,223.2,165.2,136.6,37.2
113.850,-7.750,0,221.1,163.4,132.5,46.8
113.850,-7.650,0,3833.1,162.4,128.4,56.9
113.850,-7.550,0,14707.7,162.2,125.2,67.3
113.850,-7.450,0,24841.2,162.7,122.9,78.0
113.850,-7.350,0,14331.1,163.9,121.6,88.7
113.850,-7.250,0,5287.3,165.9,121.4,98.5
113.850,-7.150,0,1921.1,168.6,122.1,107.9
113.850,-7.050,0,137.1,172.0,123.8,117.5
113.850,-6.950,0,137.1,176.1,126.5,127.4
113.950,-8.750,0,16677.1,217.5,134.6,70.2
113.950,-8.650,0,8233.1,211.0,135.5,59.2
113.950,-8.550,0,490.6,204.8,137.3,48.3
113.950,-8.450,0,1959.1,199.1,139.9,37.5
113.950,-8.350,0,86.7,193.9,143.4,27.0
113.950,-8.250,0,1625.5,189.1,147.6,17.2
113.950,-8.150,0,2098.2,184.9,148.4,10.5
113.950,-8.050,0,715.9,181.3,147.3,13.1
113.950,-7.950,0,86.7,178.4,147.0,21.9
113.950,-7.850,0,43.4,176.0,147.2,32.2
113.950,-7.750,0,882.9,174.4,142.7,42.9
113.950,-7.650,0,2192.6,173.4,138.9,53.8
113.950,-7.550,0,10593.2,173.2,135.9,64.7
113.950,-7.450,0,20248.4,173.7,133.8,74.9
113.950,-7.350,0,15913.1,174.9,132.6,85.0
113.950,-7.250,0,4995.9,176.7,132.4,95.4
113.950,-7.150,0,3795.0,179.3,133.0,106.0
113.950,-7.050,0,308.2,182.5,134.6,116.6
113.950,-6.950,0,216.8,186.3,137.1,127.3
114.050,-8.750,0,12511.4,226.3,123.6,69.5
114.050,-8.650,0,1441.5,220.1,124.6,58.4
114.050,-8.550,0,282.7,214.2,126.5,47.3
114.050,-8.450,0,30.7,208.7,129.4,36.1
114.050,-8.350,0,0.0,203.7,133.1,25.0
114.050,-8.250,0,30.7,199.2,137.7,13.9
114.050,-8.150,0,8834.6,195.3,142.9,2.9
114.050,-8.050,0,3761.7,191.9,148.8,8.4
114.050,-7.950,0,178.8,189.1,155.3,19.5
114.050,-7.850,0,312.7,186.9,157.1,30.6
114.050,-7.750,0,61.3,185.3,152.9,40.3
114.050,-7.650,0,68.6,184.4,149.4,50.1
114.050,-7.550,0,6397.3,184.2,146.7,60.3
114.050,-7.450,0,17439.7,184.7,144.8,70.8
114.050,-7.350,0,20210.8,185.8,143.7,81.5
114.050,-7.250,0,13296.4,187.6,143.4,92.3
114.050,-7.150,0,4153.3,190.0,144.0,103.2
114.050,-7.050,0,2734.8,193.0,145.5,114.1
114.050,-6.950,0,178.8,196.6,147.8,125.0
114.150,-8.750,0,15254.9,235.4,112.6,70.5
114.150,-8.650,0,4664.5,229.3,113.7,59.6
114.150,-8.550,0,809.5,223.7,115.8,48.7
114.150,-8.450,1,315.7,218.5,118.9,38.0
114.150,-8.350,2,92.0,213.7,123.0,27.7
114.150,-8.250,0,370.5,209.5,127.9,18.3
114.150,-8.150,0,3160.8,205.7,133.5,12.2
114.150,-8.050,0,1522.7,202.5,139.8,10.2
114.150,-7.950,0,850.3,199.8,146.7,15.7
114.150,-7.850,0,818.2,197.7,154.1,25.3
114.150,-7.750,0,0.0,196.3,161.9,35.7
114.150,-7.650,0,7037.5,195.4,160.0,46.5
114.150,-7.550,0,13024.5,195.2,157.5,57.4
114.150,-7.450,0,21059.5,195.7,155.7,68.4
114.150,-7.350,0,27749.9,196.7,154.7,79.4
114.150,-7.250,0,18158.7,198.4,154.4,90.4
114.150,-7.150,0,10479.5,200.7,155.0,101.5
114.150,-7.050,0,5643.8,203.5,156.4,112.5
114.150,-6.950,0,3104.3,207.0,158.5,123.6
114.250,-8.750,0,11349.1,244.6,101.7,73.2
114.250,-8.650,0,5335.6,238.8,102.8,62.7
114.250,-8.550,0,30.7,233.4,105.2,52.5
114.250,-8.450,0,0.0,228.4,108.6,42.8
114.250,-8.350,0,205.7,223.8,113.0,32.5
114.250,-8.250,0,30.7,219.8,118.3,21.4
114.250,-8.150,0,663.4,216.2,124.4,10.3
114.250,-8.050,0,3863.4,213.1,131.1,1.3
114.250,-7.950,0,5703.8,210.6,138.4,12.0
114.250,-7.850,0,2130.0,208.6,146.2,23.1
114.250,-7.750,0,476.0,207.2,154.4,34.3
114.250,-7.650,0,6715.7,206.5,162.9,45.4
114.250,-7.550,0,17785.7,206.3,168.3,56.5
114.250,-7.450,0,28641.5,206.7,166.6,67.6
114.250,-7.350,0,21614.0,207.7,165.7,78.7
114.250,-7.250,0,12229.7,209.3,165.5,89.8
114.250,-7.150,0,4744.9,211.4,166.0,101.0
114.250,-7.050,0,4381.8,214.1,167.3,112.1
114.250,-6.950,0,7545.3,217.4,169.3,123.2
114.350,-8.750,0,2151.9,253.9,90.7,77.3
114.350,-8.650,0,715.2,248.3,92.0,66.9
114.350,-8.550,0,30.7,243.1,94.6,56.0
114.350,-8.450,1,97.0,238.4,98.4,45.2
114.350,-8.350,0,156.4,234.0,103.2,34.6
114.350,-8.250,4,0.0,230.1,109.0,24.4
114.350,-8.150,0,68.6,226.7,115.6,15.7
114.350,-8.050,0,700.6,223.8,122.8,11.9
114.350,-7.950,0,178.8,221.4,130.6,16.9
114.350,-7.850,0,3332.6,219.5,138.8,26.0
114.350,-7.750,0,786.0,218.2,147.4,36.3
114.350,-7.650,0,11789.6,217.5,156.3,46.9
114.350,-7.550,0,20935.8,217.3,165.5,57.7
114.350,-7.450,0,30168.4,217.7,174.9,68.6
114.350,-7.350,0,19132.0,218.6,176.7,79.6
114.350,-7.250,0,8132.0,220.1,176.5,90.6
114.350,-7.150,0,165.1,222.2,177.0,101.7
114.350,-7.050,0,1561.1,224.8,178.2,112.7
114.350,-6.950,0,11848.3,227.9,180.1,123.8
114.450,-8.750,0,9181.6,263.4,79.7,80.3
114.450,-8.650,0,8882.2,258.0,81.2,69.7
114.450,-8.550,0,7910.1,253.0,84.1,59.3
114.450,-8.450,0,9910.1,248.4,88.4,49.2
114.450,-8.350,0,8136.3,244.3,93.7,39.7
114.450,-8.250,0,2040.0,240.5,100.1,31.3
114.450,-8.150,2,308.2,237.3,107.2,25.1
114.450,-8.050,1,2182.3,234.5,114.9,22.9
114.450,-7.950,0,2937.6,232.2,123.2,25.9
114.450,-7.850,0,262.0,230.4,131.9,32.6
114.450,-7.750,0,5102.8,229.2,140.9,41.2
114.450,-7.650,0,14337.8,228.5,150.2,50.8
114.450,-7.550,0,24354.5,228.3,159.7,61.0
114.450,-7.450,0,30850.0,228.7,169.5,71.4
114.450,-7.350,0,20266.9,229.6,179.4,82.0
114.450,-7.250,0,10468.5,231.0,187.5,92.7
114.450,-7.150,0,3057.9,233.0,188.0,103.5
114.450,-7.050,0,7231.8,235.5,189.1,114.4
114.450,-6.950,0,6229.3,238.4,190.9,125.3
114.550,-8.750,0,19665.4,273.0,68.8,84.1
114.550,-8.650,0,19569.7,267.8,70.5,74.0
114.550,-8.550,0,17016.9,263.0,73.8,64.4
114.550,-8.450,0,6786.7,258.6,78.6,55.2
114.550,-8.350,0,302.0,254.6,84.6,46.9
114.550,-8.250,0,263.8,251.0,91.5,40.1
114.550,-8.150,1,153.3,247.9,99.3,35.4
114.550,-8.050,0,8082.7,245.2,107.6,33.9
114.550,-7.950,0,13913.6,243.0,116.4,36.0
114.550,-7.850,0,9898.9,241.4,125.5,41.1
114.550,-7.750,0,13906.8,240.2,135.0,48.2
114.550,-7.650,0,20498.5,239.5,144.7,56.7
114.550,-7.550,0,29366.6,239.3,154.5,65.9
114.550,-7.450,0,31839.9,239.7,164.6,75.6
114.550,-7.350,0,20828.7,240.6,174.7,85.7
114.550,-7.250,0,9948.7,241.9,185.0,96.0
114.550,-7.150,0,1076.7,243.8,195.4,106.5
114.550,-7.050,0,8780.8,246.2,200.1,117.1
114.550,-6.950,0,7681.0,249.0,201.8,127.8
