filename,year_ce,text_length,plants,variants_matched,n_plants,ritual_keywords,has_ritual_context
DHARMA_INSIDENKTuwuhada.xml,,1987,padi,pari,1,hyaṁ|sapatha,True
DHARMA_INSIDENKUpitI.xml,866,2967,padi,pari,1,sīma|tithi|wuku,True
DHARMA_INSIDENKWalanditA.xml,,2117,padi,pari,1,tithi|hyaṁ,True
DHARMA_INSIDENKWangkud.xml,874,3818,padi|waringin,pari|vata,2,sīma|nakṣatra,True
DHARMA_INSIDENKWanuaTengahIII.xml,,38212,padma|tebu|waringin|pala,padma|gula|vata|pala,4,sīma|maṅhuri|nakṣatra|tithi|hyaṁ,True
DHARMA_INSIDENKWatuKuraI.xml,,10611,padi,pari,1,nakṣatra|tithi|hyaṁ,True
DHARMA_INSIDENKWatuRidang.xml,910,5250,padi|sirih|waringin|bambu,pari|pān|vata|bulu,4,sīma|maṅhuri|atīta|tithi|hyaṁ,True
DHARMA_INSIDENKWayuku.xml,854,1999,padi,pari,1,sīma|tithi,True
DHARMA_INSIDENKWintangMasI.xml,878,9564,sirih|cendana|pala,pān|candana|pala,3,sīma|tithi|hyaṁ|pūjā,True
DHARMA_INSIDENKWintangMasII.xml,919,17051,padi|waringin|cendana|lada,pari|vata|candana|lada,4,sīma|maṅhuri|tithi|hyaṁ,True
DHARMA_INSIDENKWuangGot.xml,,1711,waringin,vata,1,hyaṁ,True
DHARMA_INSIDENKWunganDaik.xml,,3357,padi|waringin,pari|vata,2,sīma,True
DHARMA_INSIDENKWurare.xml,,8463,padi|waringin|jati,pari|vata|śāka,3,hyaṁ|wuku,True
DHARMA_INSIDENKWuruduKidul.xml,,17855,padi|sirih|tebu|waringin,pari|pān|gula|vata,4,sīma|maṅhuri|atīta|tithi|hyaṁ,True
DHARMA_INSIDENKWuruTunggal.xml,911,5286,waringin,vata,1,tithi|hyaṁ,True
