lat,lon,burial_all_cm,burial_classical_cm,burial_pre_inscription_cm,nearest_volcano,dist_nearest_km
-7.6,113.1,119.5,0.2,1.6,Bromo,41.5
-7.6,113.15,105.1,0.1,1.3,Bromo,44.0
-7.6,113.2,91.8,0.0,1.0,Lamongan,44.8
-7.6,113.25,80.1,0.0,0.8,Lamongan,43.2
-7.6,113.3,69.6,0.0,0.5,Lamongan,42.2
-7.6,113.35,60.4,0.0,0.4,Lamongan,41.9
-7.6,113.4,52.3,0.0,0.3,Lamongan,42.4
-7.6,113.45,45.3,0.0,0.2,Lamongan,43.5
-7.6,113.5,39.2,0.0,0.1,Lamongan,45.3
-7.6,113.55,33.9,0.0,0.1,Lamongan,47.7
-7.6,113.6,29.4,0.0,0.1,Lamongan,50.6
-7.6,113.65,25.4,0.0,0.0,Lamongan,53.9
-7.6,113.7,22.0,0.0,0.0,Lamongan,57.5
-7.6,113.75,19.1,0.0,0.0,Lamongan,61.4
-7.6,113.8,16.5,0.0,0.0,Raung,64.2
-7.6,113.85,14.3,0.0,0.0,Raung,62.1
-7.6,113.9,12.4,0.0,0.0,Raung,60.4
-7.6,113.95,10.8,0.0,0.0,Raung,59.3
-7.6,114.0,9.4,0.0,0.0,Ijen,57.5
-7.6,114.05,8.2,0.0,0.0,Ijen,55.1
-7.6,114.1,7.2,0.0,0.0,Ijen,53.3
-7.6,114.15,6.2,0.0,0.0,Ijen,51.9
-7.6,114.2,5.4,0.0,0.0,Ijen,51.1
-7.6,114.25,4.8,0.0,0.0,Ijen,50.9
-7.6,114.3,4.2,0.0,0.0,Ijen,51.3
-7.6,114.35,3.6,0.0,0.0,Ijen,52.3
-7.6,114.4,3.2,0.0,0.0,Ijen,53.8
-7.6,114.45,2.8,0.0,0.0,Ijen,55.8
-7.6,114.5,2.4,0.0,0.0,Ijen,58.3
-7.6,114.55,2.1,0.0,0.0,Ijen,61.2
-7.6,114.6,1.9,0.0,0.0,Ijen,64.4
-7.6,114.65,1.6,0.0,0.0,Ijen,67.9
-7.6,114.7,1.4,0.0,0.0,Ijen,71.7
-7.6,114.75,1.3,0.0,0.0,Ijen,75.7
-7.55,110.5,5.7,0.0,0.0,Kelud,203.6
-7.55,110.55,6.5,0.0,0.0,Kelud,198.3
-7.55,110.6,7.3,0.0,0.0,Kelud,192.9
-7.55,110.65,8.3,0.0,0.0,Kelud,187.5
-7.55,110.7,9.5,0.0,0.0,Kelud,182.1
-7.55,110.75,10.7,0.0,0.0,Kelud,176.8
-7.55,110.8,12.2,0.0,0.0,Kelud,171.4
-7.55,110.85,13.9,0.0,0.0,Kelud,166.1
-7.55,110.9,15.8,0.0,0.0,Kelud,160.8
-7.55,110.95,17.9,0.0,0.0,Kelud,155.5
-7.55,111.0,20.4,0.0,0.0,Kelud,150.2
-7.55,111.05,23.2,0.0,0.0,Kelud,144.9
-7.55,111.1,26.5,0.0,0.0,Kelud,139.6
-7.55,111.15,30.2,0.0,0.0,Kelud,134.4
-7.55,111.2,34.4,0.0,0.0,Kelud,129.2
-7.55,111.25,39.3,0.0,0.0,Kelud,124.0
-7.55,111.3,44.9,0.0,0.0,Kelud,118.8
-7.55,111.35,51.3,0.0,0.0,Kelud,113.7
-7.55,111.4,58.6,0.0,0.0,Kelud,108.6
-7.55,111.45,67.0,0.0,0.0,Kelud,103.5
-7.55,111.5,76.9,0.1,0.0,Kelud,98.5
-7.55,111.55,88.0,0.2,0.0,Kelud,93.6
-7.55,111.6,100.8,0.3,0.0,Kelud,88.7
-7.55,111.65,115.4,0.5,0.0,Kelud,83.9
-7.55,111.7,132.0,0.7,0.0,Kelud,79.2
-7.55,111.75,150.8,1.1,0.0,Kelud,74.6
-7.55,111.8,172.0,1.6,0.0,Kelud,70.1
-7.55,111.85,195.6,2.3,0.0,Kelud,65.8
-7.55,111.9,221.8,3.2,0.0,Kelud,61.7
-7.55,111.95,250.2,4.5,0.0,Kelud,57.8
-7.55,112.0,280.3,6.0,0.0,Kelud,54.2
-7.55,112.05,311.3,7.9,0.0,Kelud,50.9
-7.55,112.1,341.8,10.0,0.0,Kelud,48.1
-7.55,112.15,369.9,12.2,0.0,Kelud,45.7
-7.55,112.2,393.3,14.2,0.0,Kelud,43.9
-7.55,112.25,409.8,15.6,0.0,Arjuno-Welirang,41.0
-7.55,112.3,417.5,16.2,0.0,Arjuno-Welirang,36.3
-7.55,112.35,415.5,15.9,0.1,Arjuno-Welirang,31.8
-7.55,112.4,404.4,14.7,0.1,Arjuno-Welirang,27.7
-7.55,112.45,385.7,12.9,0.1,Arjuno-Welirang,24.2
-7.55,112.5,361.7,10.7,0.2,Arjuno-Welirang,21.6
-7.55,112.55,334.6,8.6,0.3,Arjuno-Welirang,20.1
-7.55,112.6,306.5,6.6,0.4,Arjuno-Welirang,20.1
-7.55,112.65,278.9,4.9,0.5,Arjuno-Welirang,21.6
-7.55,112.7,252.7,3.6,0.7,Arjuno-Welirang,24.2
-7.55,112.75,228.5,2.6,0.9,Arjuno-Welirang,27.7
-7.55,112.8,206.3,1.8,1.0,Arjuno-Welirang,31.8
-7.55,112.85,186.1,1.2,1.2,Arjuno-Welirang,36.3
-7.55,112.9,167.6,0.8,1.3,Arjuno-Welirang,41.0
-7.55,112.95,150.6,0.6,1.3,Bromo,43.6
-7.55,113.0,134.8,0.4,1.3,Bromo,43.9
-7.55,113.05,120.2,0.3,1.2,Bromo,45.0
-7.55,113.1,106.7,0.2,1.0,Bromo,46.6
-7.55,113.15,94.2,0.1,0.9,Bromo,48.8
-7.55,113.2,82.8,0.0,0.7,Lamongan,50.0
-7.55,113.25,72.6,0.0,0.5,Lamongan,48.6
-7.55,113.3,63.5,0.0,0.4,Lamongan,47.7
-7.55,113.35,55.4,0.0,0.3,Lamongan,47.5
-7.55,113.4,48.3,0.0,0.2,Lamongan,47.9
-7.55,113.45,42.0,0.0,0.1,Lamongan,48.9
-7.55,113.5,36.5,0.0,0.1,Lamongan,50.5
-7.55,113.55,31.8,0.0,0.1,Lamongan,52.7
-7.55,113.6,27.6,0.0,0.0,Lamongan,55.3
-7.55,113.65,24.0,0.0,0.0,Lamongan,58.3
-7.55,113.7,20.8,0.0,0.0,Lamongan,61.7
-7.55,113.75,18.1,0.0,0.0,Lamongan,65.3
-7.55,113.8,15.7,0.0,0.0,Lamongan,69.2
-7.55,113.85,13.7,0.0,0.0,Raung,67.3
-7.55,113.9,11.9,0.0,0.0,Raung,65.8
-7.55,113.95,10.4,0.0,0.0,Raung,64.7
-7.55,114.0,9.1,0.0,0.0,Ijen,62.5
-7.55,114.05,7.9,0.0,0.0,Ijen,60.3
-7.55,114.1,6.9,0.0,0.0,Ijen,58.6
-7.55,114.15,6.0,0.0,0.0,Ijen,57.4
-7.55,114.2,5.3,0.0,0.0,Ijen,56.7
-7.55,114.25,4.6,0.0,0.0,Ijen,56.5
-7.55,114.3,4.0,0.0,0.0,Ijen,56.8
-7.55,114.35,3.5,0.0,0.0,Ijen,57.7
-7.55,114.4,3.1,0.0,0.0,Ijen,59.1
-7.55,114.45,2.7,0.0,0.0,Ijen,61.0
-7.55,114.5,2.3,0.0,0.0,Ijen,63.2
-7.55,114.55,2.1,0.0,0.0,Ijen,65.9
-7.55,114.6,1.8,0.0,0.0,Ijen,68.9
-7.55,114.65,1.6,0.0,0.0,Ijen,72.2
-7.55,114.7,1.4,0.0,0.0,Ijen,75.7
-7.55,114.75,1.2,0.0,0.0,Ijen,79.5
-7.5,110.5,5.6,0.0,0.0,Kelud,204.9
-7.5,110.55,6.3,0.0,0.0,Kelud,199.5
-7.5,110.6,7.1,0.0,0.0,Kelud,194.2
-7.5,110.65,8.1,0.0,0.0,Kelud,188.8
-7.5,110.7,9.1,0.0,0.0,Kelud,183.5
-7.5,110.75,10.4,0.0,0.0,Kelud,178.2
-7.5,110.8,11.8,0.0,0.0,Kelud,172.9
-7.5,110.85,13.4,0.0,0.0,Kelud,167.6
-7.5,110.9,15.2,0.0,0.0,Kelud,162.3
-7.5,110.95,17.2,0.0,0.0,Kelud,157.1
-7.5,111.0,19.6,0.0,0.0,Kelud,151.9
-7.5,111.05,22.3,0.0,0.0,Kelud,146.6
-7.5,111.1,25.3,0.0,0.0,Kelud,141.4
-7.5,111.15,28.8,0.0,0.0,Kelud,136.3
-7.5,111.2,32.8,0.0,0.0,Kelud,131.1
-7.5,111.25,37.3,0.0,0.0,Kelud,126.0
-7.5,111.3,42.5,0.0,0.0,Kelud,120.9
-7.5,111.35,48.4,0.0,0.0,Kelud,115.9
-7.5,111.4,55.2,0.0,0.0,Kelud,110.9
-7.5,111.45,62.9,0.0,0.0,Kelud,105.9
-7.5,111.5,71.8,0.1,0.0,Kelud,101.1
-7.5,111.55,81.9,0.2,0.0,Kelud,96.2
-7.5,111.6,93.3,0.3,0.0,Kelud,91.5
-7.5,111.65,106.2,0.4,0.0,Kelud,86.9
-7.5,111.7,120.8,0.6,0.0,Kelud,82.3
-7.5,111.75,137.1,0.8,0.0,Kelud,77.9
-7.5,111.8,155.2,1.2,0.0,Kelud,73.6
-7.5,111.85,175.2,1.7,0.0,Kelud,69.5
-7.5,111.9,196.9,2.3,0.0,Kelud,65.6
-7.5,111.95,220.0,3.1,0.0,Kelud,62.0
-7.5,112.0,244.0,4.2,0.0,Kelud,58.6
-7.5,112.05,268.2,5.3,0.0,Kelud,55.6
-7.5,112.1,291.5,6.6,0.0,Kelud,53.0
-7.5,112.15,312.6,7.9,0.0,Kelud,50.9
-7.5,112.2,329.8,9.1,0.0,Arjuno-Welirang,48.5
-7.5,112.25,341.8,9.9,0.0,Arjuno-Welirang,43.9
-7.5,112.3,347.4,10.2,0.0,Arjuno-Welirang,39.6
-7.5,112.35,346.1,10.0,0.1,Arjuno-Welirang,35.5
-7.5,112.4,338.3,9.4,0.1,Arjuno-Welirang,31.9
-7.5,112.45,324.8,8.3,0.1,Arjuno-Welirang,29.0
-7.5,112.5,307.1,7.0,0.1,Arjuno-Welirang,26.8
-7.5,112.55,286.6,5.7,0.2,Arjuno-Welirang,25.6
-7.5,112.6,264.8,4.5,0.3,Arjuno-Welirang,25.6
-7.5,112.65,242.8,3.4,0.4,Arjuno-Welirang,26.8
-7.5,112.7,221.4,2.6,0.5,Arjuno-Welirang,29.0
-7.5,112.75,201.2,1.9,0.6,Arjuno-Welirang,31.9
-7.5,112.8,182.3,1.3,0.7,Arjuno-Welirang,35.5
-7.5,112.85,164.8,0.9,0.8,Arjuno-Welirang,39.6
-7.5,112.9,148.7,0.7,0.8,Arjuno-Welirang,43.9
-7.5,112.95,133.8,0.4,0.8,Arjuno-Welirang,48.5
-7.5,113.0,120.0,0.3,0.8,Bromo,49.5
-7.5,113.05,107.2,0.2,0.8,Bromo,50.4
-7.5,113.1,95.5,0.1,0.7,Bromo,51.9
-7.5,113.15,84.6,0.0,0.6,Bromo,53.9
-7.5,113.2,74.8,0.0,0.5,Lamongan,55.3
-7.5,113.25,65.9,0.0,0.4,Lamongan,54.0
-7.5,113.3,57.9,0.0,0.3,Lamongan,53.3
-7.5,113.35,50.8,0.0,0.2,Lamongan,53.0
-7.5,113.4,44.5,0.0,0.1,Lamongan,53.4
-7.5,113.45,38.9,0.0,0.1,Lamongan,54.3
-7.5,113.5,34.0,0.0,0.1,Lamongan,55.8
-7.5,113.55,29.6,0.0,0.1,Lamongan,57.7
-7.5,113.6,25.9,0.0,0.0,Lamongan,60.1
-7.5,113.65,22.5,0.0,0.0,Lamongan,62.9
-7.5,113.7,19.6,0.0,0.0,Lamongan,66.0
-7.5,113.75,17.1,0.0,0.0,Lamongan,69.5
-7.5,113.8,14.9,0.0,0.0,Lamongan,73.1
-7.5,113.85,13.0,0.0,0.0,Raung,72.6
-7.5,113.9,11.4,0.0,0.0,Raung,71.2
-7.5,113.95,9.9,0.0,0.0,Ijen,69.9
-7.5,114.0,8.7,0.0,0.0,Ijen,67.5
-7.5,114.05,7.6,0.0,0.0,Ijen,65.6
-7.5,114.1,6.6,0.0,0.0,Ijen,64.0
-7.5,114.15,5.8,0.0,0.0,Ijen,62.9
-7.5,114.2,5.1,0.0,0.0,Ijen,62.2
-7.5,114.25,4.5,0.0,0.0,Ijen,62.1
-7.5,114.3,3.9,0.0,0.0,Ijen,62.4
-7.5,114.35,3.4,0.0,0.0,Ijen,63.2
-7.5,114.4,3.0,0.0,0.0,Ijen,64.4
-7.5,114.45,2.6,0.0,0.0,Ijen,66.1
-7.5,114.5,2.3,0.0,0.0,Ijen,68.2
-7.5,114.55,2.0,0.0,0.0,Ijen,70.7
-7.5,114.6,1.8,0.0,0.0,Ijen,73.5
-7.5,114.65,1.6,0.0,0.0,Ijen,76.6
-7.5,114.7,1.4,0.0,0.0,Ijen,80.0
-7.5,114.75,1.2,0.0,0.0,Ijen,83.6
-7.45,110.5,5.4,0.0,0.0,Kelud,206.3
-7.45,110.55,6.1,0.0,0.0,Kelud,200.9
-7.45,110.6,6.9,0.0,0.0,Kelud,195.6
-7.45,110.65,7.8,0.0,0.0,Kelud,190.3
-7.45,110.7,8.8,0.0,0.0,Kelud,185.1
-7.45,110.75,10.0,0.0,0.0,Kelud,179.8
-7.45,110.8,11.3,0.0,0.0,Kelud,174.5
-7.45,110.85,12.8,0.0,0.0,Kelud,169.3
-7.45,110.9,14.6,0.0,0.0,Kelud,164.1
-7.45,110.95,16.5,0.0,0.0,Kelud,158.9
-7.45,111.0,18.7,0.0,0.0,Kelud,153.7
-7.45,111.05,21.2,0.0,0.0,Kelud,148.5
-7.45,111.1,24.1,0.0,0.0,Kelud,143.4
-7.45,111.15,27.3,0.0,0.0,Kelud,138.3
-7.45,111.2,31.1,0.0,0.0,Kelud,133.3
-7.45,111.25,35.3,0.0,0.0,Kelud,128.2
-7.45,111.3,40.1,0.0,0.0,Kelud,123.2
-7.45,111.35,45.5,0.0,0.0,Kelud,118.3
-7.45,111.4,51.7,0.0,0.0,Kelud,113.4
-7.45,111.45,58.7,0.0,0.0,Kelud,108.6
-7.45,111.5,66.6,0.0,0.0,Kelud,103.8
-7.45,111.55,75.7,0.1,0.0,Kelud,99.1
-7.45,111.6,85.8,0.2,0.0,Kelud,94.5
-7.45,111.65,97.2,0.3,0.0,Kelud,90.0
-7.45,111.7,109.9,0.4,0.0,Kelud,85.7
-7.45,111.75,123.9,0.6,0.0,Kelud,81.4
-7.45,111.8,139.3,0.9,0.0,Kelud,77.3
-7.45,111.85,156.0,1.2,0.0,Kelud,73.5
-7.45,111.9,173.9,1.6,0.0,Kelud,69.8
-7.45,111.95,192.7,2.2,0.0,Kelud,66.4
-7.45,112.0,211.9,2.8,0.0,Kelud,63.3
-7.45,112.05,230.8,3.6,0.0,Kelud,60.5
-7.45,112.1,248.7,4.3,0.0,Kelud,58.1
-7.45,112.15,264.6,5.1,0.0,Kelud,56.1
-7.45,112.2,277.5,5.8,0.0,Arjuno-Welirang,51.7
-7.45,112.25,286.4,6.2,0.0,Arjuno-Welirang,47.4
-7.45,112.3,290.6,6.4,0.0,Arjuno-Welirang,43.4
-7.45,112.35,289.8,6.3,0.0,Arjuno-Welirang,39.7
-7.45,112.4,284.1,5.9,0.1,Arjuno-Welirang,36.5
-7.45,112.45,274.2,5.3,0.1,Arjuno-Welirang,33.9
-7.45,112.5,260.9,4.6,0.1,Arjuno-Welirang,32.1
-7.45,112.55,245.3,3.8,0.1,Arjuno-Welirang,31.1
-7.45,112.6,228.3,3.1,0.2,Arjuno-Welirang,31.1
-7.45,112.65,210.8,2.4,0.2,Arjuno-Welirang,32.1
-7.45,112.7,193.4,1.8,0.3,Arjuno-Welirang,33.9
-7.45,112.75,176.7,1.3,0.4,Arjuno-Welirang,36.5
-7.45,112.8,160.7,1.0,0.4,Arjuno-Welirang,39.7
-7.45,112.85,145.8,0.7,0.5,Arjuno-Welirang,43.4
-7.45,112.9,131.8,0.5,0.5,Arjuno-Welirang,47.4
-7.45,112.95,118.9,0.3,0.5,Arjuno-Welirang,51.7
-7.45,113.0,106.9,0.2,0.5,Bromo,55.0
-7.45,113.05,95.8,0.2,0.5,Bromo,55.8
-7.45,113.1,85.4,0.0,0.4,Bromo,57.2
-7.45,113.15,76.1,0.0,0.4,Bromo,59.0
-7.45,113.2,67.5,0.0,0.3,Lamongan,60.7
-7.45,113.25,59.8,0.0,0.2,Lamongan,59.5
-7.45,113.3,52.8,0.0,0.2,Lamongan,58.8
-7.45,113.35,46.5,0.0,0.1,Lamongan,58.6
-7.45,113.4,40.9,0.0,0.1,Lamongan,58.9
-7.45,113.45,35.9,0.0,0.1,Lamongan,59.8
-7.45,113.5,31.5,0.0,0.1,Lamongan,61.1
-7.45,113.55,27.6,0.0,0.0,Lamongan,62.9
-7.45,113.6,24.1,0.0,0.0,Lamongan,65.1
-7.45,113.65,21.1,0.0,0.0,Lamongan,67.7
-7.45,113.7,18.5,0.0,0.0,Lamongan,70.6
-7.45,113.75,16.1,0.0,0.0,Lamongan,73.8
-7.45,113.8,14.1,0.0,0.0,Lamongan,77.3
-7.45,113.85,12.4,0.0,0.0,Raung,78.0
-7.45,113.9,10.8,0.0,0.0,Raung,76.7
-7.45,113.95,9.5,0.0,0.0,Ijen,74.9
-7.45,114.0,8.3,0.0,0.0,Ijen,72.7
-7.45,114.05,7.3,0.0,0.0,Ijen,70.8
-7.45,114.1,6.4,0.0,0.0,Ijen,69.4
-7.45,114.15,5.6,0.0,0.0,Ijen,68.4
-7.45,114.2,4.9,0.0,0.0,Ijen,67.8
-7.45,114.25,4.3,0.0,0.0,Ijen,67.6
-7.45,114.3,3.8,0.0,0.0,Ijen,67.9
-7.45,114.35,3.3,0.0,0.0,Ijen,68.6
-7.45,114.4,2.9,0.0,0.0,Ijen,69.8
-7.45,114.45,2.5,0.0,0.0,Ijen,71.4
-7.45,114.5,2.2,0.0,0.0,Ijen,73.3
-7.45,114.55,1.9,0.0,0.0,Ijen,75.6
-7.45,114.6,1.7,0.0,0.0,Ijen,78.3
-7.45,114.65,1.5,0.0,0.0,Ijen,81.2
-7.45,114.7,1.3,0.0,0.0,Ijen,84.4
-7.45,114.75,1.2,0.0,0.0,Ijen,87.8
-7.4,110.5,5.2,0.0,0.0,Kelud,207.8
-7.4,110.55,5.9,0.0,0.0,Kelud,202.5
-7.4,110.6,6.6,0.0,0.0,Kelud,197.2
-7.4,110.65,7.5,0.0,0.0,Kelud,192.0
-7.4,110.7,8.5,0.0,0.0,Kelud,186.7
-7.4,110.75,9.6,0.0,0.0,Kelud,181.5
-7.4,110.8,10.8,0.0,0.0,Kelud,176.3
-7.4,110.85,12.3,0.0,0.0,Kelud,171.1
-7.4,110.9,13.9,0.0,0.0,Kelud,166.0
-7.4,110.95,15.7,0.0,0.0,Kelud,160.8
-7.4,111.0,17.8,0.0,0.0,Kelud,155.7
-7.4,111.05,20.2,0.0,0.0,Kelud,150.6
-7.4,111.1,22.8,0.0,0.0,Kelud,145.6
-7.4,111.15,25.9,0.0,0.0,Kelud,140.6
-7.4,111.2,29.3,0.0,0.0,Kelud,135.6
-7.4,111.25,33.2,0.0,0.0,Kelud,130.6
-7.4,111.3,37.6,0.0,0.0,Kelud,125.7
-7.4,111.35,42.5,0.0,0.0,Kelud,120.9
-7.4,111.4,48.1,0.0,0.0,Kelud,116.1
-7.4,111.45,54.4,0.0,0.0,Kelud,111.4
-7.4,111.5,61.5,0.0,0.0,Kelud,106.8
-7.4,111.55,69.5,0.0,0.0,Kelud,102.2
-7.4,111.6,78.5,0.2,0.0,Kelud,97.8
-7.4,111.65,88.5,0.2,0.0,Kelud,93.4
-7.4,111.7,99.4,0.3,0.0,Kelud,89.2
-7.4,111.75,111.4,0.5,0.0,Kelud,85.2
-7.4,111.8,124.4,0.6,0.0,Kelud,81.3
-7.4,111.85,138.4,0.9,0.0,Kelud,77.6
-7.4,111.9,153.1,1.1,0.0,Kelud,74.1
-7.4,111.95,168.3,1.5,0.0,Kelud,70.9
-7.4,112.0,183.6,1.9,0.0,Kelud,68.0
-7.4,112.05,198.5,2.4,0.0,Kelud,65.4
-7.4,112.1,212.4,2.8,0.0,Kelud,63.2
-7.4,112.15,224.6,3.3,0.0,Arjuno-Welirang,59.4
-7.4,112.2,234.3,3.7,0.0,Arjuno-Welirang,55.2
-7.4,112.25,241.0,3.9,0.0,Arjuno-Welirang,51.2
-7.4,112.3,244.2,4.0,0.0,Arjuno-Welirang,47.5
-7.4,112.35,243.6,4.0,0.0,Arjuno-Welirang,44.2
-7.4,112.4,239.5,3.8,0.0,Arjuno-Welirang,41.4
-7.4,112.45,232.1,3.4,0.1,Arjuno-Welirang,39.1
-7.4,112.5,222.0,3.0,0.1,Arjuno-Welirang,37.5
-7.4,112.55,210.0,2.5,0.1,Arjuno-Welirang,36.7
-7.4,112.6,196.7,2.0,0.1,Arjuno-Welirang,36.7
-7.4,112.65,182.7,1.6,0.2,Arjuno-Welirang,37.5
-7.4,112.7,168.6,1.2,0.2,Arjuno-Welirang,39.1
-7.4,112.75,154.8,0.9,0.2,Arjuno-Welirang,41.4
-7.4,112.8,141.4,0.7,0.3,Arjuno-Welirang,44.2
-7.4,112.85,128.7,0.5,0.3,Arjuno-Welirang,47.5
-7.4,112.9,116.8,0.4,0.3,Arjuno-Welirang,51.2
-7.4,112.95,105.6,0.3,0.3,Arjuno-Welirang,55.2
-7.4,113.0,95.2,0.2,0.3,Arjuno-Welirang,59.4
-7.4,113.05,85.6,0.1,0.3,Bromo,61.3
-7.4,113.1,76.6,0.0,0.3,Bromo,62.5
-7.4,113.15,68.5,0.0,0.2,Bromo,64.2
-7.4,113.2,61.0,0.0,0.2,Lamongan,66.1
-7.4,113.25,54.2,0.0,0.2,Lamongan,65.0
-7.4,113.3,48.0,0.0,0.1,Lamongan,64.3
-7.4,113.35,42.5,0.0,0.1,Lamongan,64.2
-7.4,113.4,37.5,0.0,0.1,Lamongan,64.5
-7.4,113.45,33.1,0.0,0.1,Lamongan,65.2
-7.4,113.5,29.1,0.0,0.0,Lamongan,66.5
-7.4,113.55,25.6,0.0,0.0,Lamongan,68.1
-7.4,113.6,22.5,0.0,0.0,Lamongan,70.1
-7.4,113.65,19.7,0.0,0.0,Lamongan,72.5
-7.4,113.7,17.3,0.0,0.0,Lamongan,75.3
-7.4,113.75,15.2,0.0,0.0,Lamongan,78.3
-7.4,113.8,13.3,0.0,0.0,Lamongan,81.6
-7.4,113.85,11.7,0.0,0.0,Raung,83.3
-7.4,113.9,10.3,0.0,0.0,Raung,82.1
-7.4,113.95,9.0,0.0,0.0,Ijen,79.9
-7.4,114.0,7.9,0.0,0.0,Ijen,77.9
-7.4,114.05,6.9,0.0,0.0,Ijen,76.2
-7.4,114.1,6.1,0.0,0.0,Ijen,74.8
-7.4,114.15,5.4,0.0,0.0,Ijen,73.9
-7.4,114.2,4.7,0.0,0.0,Ijen,73.3
-7.4,114.25,4.1,0.0,0.0,Ijen,73.2
-7.4,114.3,3.6,0.0,0.0,Ijen,73.4
-7.4,114.35,3.2,0.0,0.0,Ijen,74.1
-7.4,114.4,2.8,0.0,0.0,Ijen,75.2
-7.4,114.45,2.4,0.0,0.0,Ijen,76.7
-7.4,114.5,2.1,0.0,0.0,Ijen,78.5
-7.4,114.55,1.9,0.0,0.0,Ijen,80.7
-7.4,114.6,1.7,0.0,0.0,Ijen,83.1
-7.4,114.65,1.5,0.0,0.0,Ijen,85.9
-7.4,114.7,1.3,0.0,0.0,Ijen,88.9
-7.4,114.75,1.1,0.0,0.0,Ijen,92.1
-7.35,110.5,5.0,0.0,0.0,Kelud,209.4
-7.35,110.55,5.6,0.0,0.0,Kelud,204.2
-7.35,110.6,6.4,0.0,0.0,Kelud,199.0
-7.35,110.65,7.2,0.0,0.0,Kelud,193.8
-7.35,110.7,8.1,0.0,0.0,Kelud,188.6
-7.35,110.75,9.2,0.0,0.0,Kelud,183.4
-7.35,110.8,10.4,0.0,0.0,Kelud,178.3
-7.35,110.85,11.7,0.0,0.0,Kelud,173.1
-7.35,110.9,13.2,0.0,0.0,Kelud,168.0
-7.35,110.95,14.9,0.0,0.0,Kelud,163.0
-7.35,111.0,16.9,0.0,0.0,Kelud,157.9
-7.35,111.05,19.1,0.0,0.0,Kelud,152.9
-7.35,111.1,21.6,0.0,0.0,Kelud,147.9
-7.35,111.15,24.3,0.0,0.0,Kelud,143.0
-7.35,111.2,27.5,0.0,0.0,Kelud,138.1
-7.35,111.25,31.1,0.0,0.0,Kelud,133.2
-7.35,111.3,35.1,0.0,0.0,Kelud,128.5
-7.35,111.35,39.6,0.0,0.0,Kelud,123.7
-7.35,111.4,44.6,0.0,0.0,Kelud,119.1
-7.35,111.45,50.3,0.0,0.0,Kelud,114.5
-7.35,111.5,56.6,0.0,0.0,Kelud,109.9
-7.35,111.55,63.6,0.0,0.0,Kelud,105.5
-7.35,111.6,71.5,0.1,0.0,Kelud,101.2
-7.35,111.65,80.2,0.2,0.0,Kelud,97.0
-7.35,111.7,89.6,0.2,0.0,Kelud,93.0
-7.35,111.75,99.8,0.3,0.0,Kelud,89.1
-7.35,111.8,110.7,0.4,0.0,Kelud,85.4
-7.35,111.85,122.4,0.6,0.0,Kelud,81.9
-7.35,111.9,134.4,0.8,0.0,Kelud,78.6
-7.35,111.95,146.8,1.0,0.0,Kelud,75.6
-7.35,112.0,159.0,1.3,0.0,Kelud,72.9
-7.35,112.05,170.8,1.5,0.0,Kelud,70.5
-7.35,112.1,181.7,1.8,0.0,Arjuno-Welirang,67.2
-7.35,112.15,191.0,2.1,0.0,Arjuno-Welirang,63.0
-7.35,112.2,198.5,2.3,0.0,Arjuno-Welirang,59.0
-7.35,112.25,203.6,2.5,0.0,Arjuno-Welirang,55.3
-7.35,112.3,206.0,2.5,0.0,Arjuno-Welirang,51.9
-7.35,112.35,205.6,2.5,0.0,Arjuno-Welirang,48.9
-7.35,112.4,202.5,2.4,0.0,Arjuno-Welirang,46.3
-7.35,112.45,196.9,2.2,0.0,Arjuno-Welirang,44.3
-7.35,112.5,189.2,1.9,0.1,Arjuno-Welirang,42.9
-7.35,112.55,179.9,1.6,0.1,Arjuno-Welirang,42.2
-7.35,112.6,169.4,1.4,0.1,Arjuno-Welirang,42.2
-7.35,112.65,158.2,1.1,0.1,Arjuno-Welirang,42.9
-7.35,112.7,146.8,0.9,0.1,Arjuno-Welirang,44.3
-7.35,112.75,135.4,0.7,0.2,Arjuno-Welirang,46.3
-7.35,112.8,124.3,0.5,0.2,Arjuno-Welirang,48.9
-7.35,112.85,113.6,0.4,0.2,Arjuno-Welirang,51.9
-7.35,112.9,103.4,0.3,0.2,Arjuno-Welirang,55.3
-7.35,112.95,93.8,0.2,0.2,Arjuno-Welirang,59.0
-7.35,113.0,84.9,0.1,0.2,Arjuno-Welirang,63.0
-7.35,113.05,76.4,0.0,0.2,Bromo,66.7
-7.35,113.1,68.7,0.0,0.2,Bromo,67.9
-7.35,113.15,61.6,0.0,0.2,Bromo,69.4
-7.35,113.2,55.1,0.0,0.1,Bromo,71.4
-7.35,113.25,49.1,0.0,0.1,Lamongan,70.5
-7.35,113.3,43.7,0.0,0.1,Lamongan,69.9
-7.35,113.35,38.8,0.0,0.1,Lamongan,69.7
-7.35,113.4,34.4,0.0,0.1,Lamongan,70.0
-7.35,113.45,30.4,0.0,0.0,Lamongan,70.7
-7.35,113.5,26.9,0.0,0.0,Lamongan,71.8
-7.35,113.55,23.7,0.0,0.0,Lamongan,73.4
-7.35,113.6,20.9,0.0,0.0,Lamongan,75.3
-7.35,113.65,18.4,0.0,0.0,Lamongan,77.5
-7.35,113.7,16.2,0.0,0.0,Lamongan,80.1
-7.35,113.75,14.2,0.0,0.0,Lamongan,82.9
-7.35,113.8,12.5,0.0,0.0,Lamongan,86.0
-7.35,113.85,11.0,0.0,0.0,Raung,88.7
