lat,lon,burial_all_cm,burial_classical_cm,burial_pre_inscription_cm,nearest_volcano,dist_nearest_km
-7.85,112.0,529.8,29.6,0.0,Kelud,35.1
-7.85,112.05,641.6,46.0,0.0,Kelud,29.8
-7.85,112.1,780.9,70.9,0.0,Kelud,24.6
-7.85,112.15,953.7,107.9,0.0,Kelud,19.5
-7.85,112.2,1161.9,159.5,0.0,Kelud,14.9
-7.85,112.25,1383.9,220.8,0.1,Kelud,11.0
-7.85,112.3,1523.3,261.1,0.1,Kelud,8.9
-7.85,112.35,1451.3,238.5,0.2,Kelud,10.0
-7.85,112.4,1247.3,178.8,0.3,Kelud,13.5
-7.85,112.45,1038.2,122.8,0.5,Kelud,18.0
-7.85,112.5,862.8,81.3,0.7,Arjuno-Welirang,15.8
-7.85,112.55,723.8,52.9,1.2,Arjuno-Welirang,13.7
-7.85,112.6,616.1,34.1,1.8,Arjuno-Welirang,13.7
-7.85,112.65,534.9,21.9,2.8,Arjuno-Welirang,15.8
-7.85,112.7,475.9,14.0,4.4,Arjuno-Welirang,19.3
-7.85,112.75,438.1,8.9,6.7,Arjuno-Welirang,23.5
-7.85,112.8,421.2,5.7,10.2,Bromo,19.4
-7.85,112.85,429.3,3.6,15.0,Bromo,15.0
-7.85,112.9,458.3,2.3,20.5,Bromo,11.6
-7.85,112.95,464.4,1.4,23.3,Bromo,10.2
-7.85,113.0,399.1,0.9,20.5,Bromo,11.6
-7.85,113.05,310.5,0.6,15.0,Bromo,15.0
-7.85,113.1,240.8,0.4,10.2,Bromo,19.4
-7.85,113.15,190.9,0.2,6.7,Bromo,24.3
-7.85,113.2,155.0,0.1,4.4,Lamongan,21.2
-7.85,113.25,127.3,0.0,2.8,Lamongan,17.4
-7.85,113.3,105.2,0.0,1.8,Lamongan,14.9
-7.85,113.35,87.9,0.0,1.2,Lamongan,14.1
-7.85,113.4,73.6,0.0,0.7,Lamongan,15.5
-7.85,113.45,61.9,0.0,0.5,Lamongan,18.4
-7.85,113.5,52.2,0.0,0.3,Lamongan,22.3
-7.85,113.55,44.1,0.0,0.2,Lamongan,26.8
-7.85,113.6,37.4,0.0,0.1,Lamongan,31.6
-7.85,113.65,31.8,0.0,0.1,Lamongan,36.6
-7.85,113.7,27.1,0.0,0.0,Lamongan,41.8
-7.85,113.75,23.1,0.0,0.0,Raung,44.4
-7.85,113.8,19.8,0.0,0.0,Raung,40.6
-7.85,113.85,16.9,0.0,0.0,Raung,37.2
-7.85,113.9,14.5,0.0,0.0,Raung,34.3
-7.85,113.95,12.5,0.0,0.0,Raung,32.2
-7.85,114.0,10.8,0.0,0.0,Raung,30.9
-7.85,114.05,9.3,0.0,0.0,Raung,30.6
-7.85,114.1,8.1,0.0,0.0,Ijen,27.9
-7.85,114.15,7.0,0.0,0.0,Ijen,25.3
-7.85,114.2,6.1,0.0,0.0,Ijen,23.6
-7.85,114.25,5.3,0.0,0.0,Ijen,23.1
-7.85,114.3,4.6,0.0,0.0,Ijen,24.0
-7.85,114.35,4.0,0.0,0.0,Ijen,26.0
-7.85,114.4,3.5,0.0,0.0,Ijen,28.9
-7.85,114.45,3.0,0.0,0.0,Ijen,32.6
-7.85,114.5,2.6,0.0,0.0,Ijen,36.6
-7.85,114.55,2.3,0.0,0.0,Ijen,41.1
-7.85,114.6,2.0,0.0,0.0,Ijen,45.7
-7.85,114.65,1.8,0.0,0.0,Ijen,50.5
-7.85,114.7,1.5,0.0,0.0,Ijen,55.5
-7.85,114.75,1.4,0.0,0.0,Ijen,60.5
-7.8,110.5,6.3,0.0,0.0,Kelud,199.7
-7.8,110.55,7.1,0.0,0.0,Kelud,194.2
-7.8,110.6,8.1,0.0,0.0,Kelud,188.7
-7.8,110.65,9.2,0.0,0.0,Kelud,183.2
-7.8,110.7,10.5,0.0,0.0,Kelud,177.7
-7.8,110.75,12.0,0.0,0.0,Kelud,172.2
-7.8,110.8,13.7,0.0,0.0,Kelud,166.7
-7.8,110.85,15.6,0.0,0.0,Kelud,161.2
-7.8,110.9,17.8,0.0,0.0,Kelud,155.8
-7.8,110.95,20.3,0.0,0.0,Kelud,150.3
-7.8,111.0,23.3,0.0,0.0,Kelud,144.8
-7.8,111.05,26.7,0.0,0.0,Kelud,139.3
-7.8,111.1,30.6,0.0,0.0,Kelud,133.8
-7.8,111.15,35.1,0.0,0.0,Kelud,128.4
-7.8,111.2,40.4,0.0,0.0,Kelud,122.9
-7.8,111.25,46.5,0.0,0.0,Kelud,117.4
-7.8,111.3,53.7,0.0,0.0,Kelud,112.0
-7.8,111.35,62.0,0.0,0.0,Kelud,106.5
-7.8,111.4,71.8,0.1,0.0,Kelud,101.1
-7.8,111.45,83.3,0.2,0.0,Kelud,95.6
-7.8,111.5,96.8,0.3,0.0,Kelud,90.2
-7.8,111.55,112.7,0.5,0.0,Kelud,84.7
-7.8,111.6,131.5,0.7,0.0,Kelud,79.3
-7.8,111.65,153.8,1.2,0.0,Kelud,73.9
-7.8,111.7,180.3,1.8,0.0,Kelud,68.5
-7.8,111.75,212.0,2.9,0.0,Kelud,63.1
-7.8,111.8,249.9,4.5,0.0,Kelud,57.8
-7.8,111.85,295.5,6.9,0.0,Kelud,52.5
-7.8,111.9,350.4,10.8,0.0,Kelud,47.2
-7.8,111.95,416.8,16.6,0.0,Kelud,42.0
-7.8,112.0,497.0,25.5,0.0,Kelud,36.9
-7.8,112.05,594.1,38.6,0.0,Kelud,31.9
-7.8,112.1,709.5,57.5,0.0,Kelud,27.1
-7.8,112.15,843.3,83.5,0.0,Kelud,22.6
-7.8,112.2,987.4,115.6,0.0,Kelud,18.7
-7.8,112.25,1117.1,147.4,0.1,Kelud,15.8
-7.8,112.3,1184.8,164.5,0.1,Kelud,14.5
-7.8,112.35,1153.3,155.3,0.2,Kelud,15.2
-7.8,112.4,1044.1,126.3,0.3,Kelud,17.7
-7.8,112.45,907.8,93.2,0.4,Arjuno-Welirang,15.9
-7.8,112.5,777.0,65.1,0.7,Arjuno-Welirang,11.4
-7.8,112.55,664.4,43.9,1.0,Arjuno-Welirang,8.4
-7.8,112.6,571.7,29.1,1.6,Arjuno-Welirang,8.4
-7.8,112.65,497.7,19.1,2.4,Arjuno-Welirang,11.4
-7.8,112.7,441.8,12.4,3.6,Arjuno-Welirang,15.9
-7.8,112.75,400.7,8.0,5.3,Arjuno-Welirang,20.8
-7.8,112.8,373.5,5.1,7.6,Bromo,22.9
-7.8,112.85,359.2,3.3,10.4,Bromo,19.3
-7.8,112.9,350.1,2.1,12.9,Bromo,16.7
-7.8,112.95,332.1,1.3,14.1,Bromo,15.8
-7.8,113.0,295.4,0.9,12.9,Bromo,16.7
-7.8,113.05,248.2,0.5,10.4,Bromo,19.3
-7.8,113.1,205.0,0.3,7.6,Bromo,22.9
-7.8,113.15,169.3,0.2,5.3,Bromo,27.1
-7.8,113.2,140.6,0.1,3.6,Lamongan,25.2
-7.8,113.25,116.6,0.0,2.4,Lamongan,22.2
-7.8,113.3,98.0,0.0,1.6,Lamongan,20.2
-7.8,113.35,82.5,0.0,1.0,Lamongan,19.7
-7.8,113.4,69.6,0.0,0.7,Lamongan,20.7
-7.8,113.45,58.8,0.0,0.4,Lamongan,22.9
-7.8,113.5,49.9,0.0,0.3,Lamongan,26.2
-7.8,113.55,42.3,0.0,0.2,Lamongan,30.1
-7.8,113.6,36.0,0.0,0.1,Lamongan,34.5
-7.8,113.65,30.7,0.0,0.1,Lamongan,39.1
-7.8,113.7,26.2,0.0,0.0,Lamongan,44.0
-7.8,113.75,22.5,0.0,0.0,Raung,48.4
-7.8,113.8,19.2,0.0,0.0,Raung,44.9
-7.8,113.85,16.5,0.0,0.0,Raung,41.9
-7.8,113.9,14.2,0.0,0.0,Raung,39.4
-7.8,113.95,12.3,0.0,0.0,Raung,37.5
-7.8,114.0,10.6,0.0,0.0,Raung,36.4
-7.8,114.05,9.2,0.0,0.0,Ijen,35.6
-7.8,114.1,7.9,0.0,0.0,Ijen,32.7
-7.8,114.15,6.9,0.0,0.0,Ijen,30.4
-7.8,114.2,6.0,0.0,0.0,Ijen,29.1
-7.8,114.25,5.2,0.0,0.0,Ijen,28.7
-7.8,114.3,4.5,0.0,0.0,Ijen,29.4
-7.8,114.35,3.9,0.0,0.0,Ijen,31.1
-7.8,114.4,3.4,0.0,0.0,Ijen,33.6
-7.8,114.45,3.0,0.0,0.0,Ijen,36.7
-7.8,114.5,2.6,0.0,0.0,Ijen,40.4
-7.8,114.55,2.3,0.0,0.0,Ijen,44.4
-7.8,114.6,2.0,0.0,0.0,Ijen,48.8
-7.8,114.65,1.7,0.0,0.0,Ijen,53.3
-7.8,114.7,1.5,0.0,0.0,Ijen,58.0
-7.8,114.75,1.3,0.0,0.0,Ijen,62.9
-7.75,110.5,6.2,0.0,0.0,Kelud,200.2
-7.75,110.55,7.0,0.0,0.0,Kelud,194.7
-7.75,110.6,8.0,0.0,0.0,Kelud,189.2
-7.75,110.65,9.1,0.0,0.0,Kelud,183.7
-7.75,110.7,10.4,0.0,0.0,Kelud,178.3
-7.75,110.75,11.8,0.0,0.0,Kelud,172.8
-7.75,110.8,13.5,0.0,0.0,Kelud,167.3
-7.75,110.85,15.4,0.0,0.0,Kelud,161.8
-7.75,110.9,17.5,0.0,0.0,Kelud,156.4
-7.75,110.95,20.0,0.0,0.0,Kelud,150.9
-7.75,111.0,22.9,0.0,0.0,Kelud,145.5
-7.75,111.05,26.2,0.0,0.0,Kelud,140.0
-7.75,111.1,30.0,0.0,0.0,Kelud,134.6
-7.75,111.15,34.5,0.0,0.0,Kelud,129.1
-7.75,111.2,39.6,0.0,0.0,Kelud,123.7
-7.75,111.25,45.5,0.0,0.0,Kelud,118.3
-7.75,111.3,52.5,0.0,0.0,Kelud,112.8
-7.75,111.35,60.5,0.0,0.0,Kelud,107.4
-7.75,111.4,70.0,0.1,0.0,Kelud,102.0
-7.75,111.45,81.0,0.2,0.0,Kelud,96.6
-7.75,111.5,94.0,0.3,0.0,Kelud,91.2
-7.75,111.55,109.2,0.4,0.0,Kelud,85.9
-7.75,111.6,127.0,0.7,0.0,Kelud,80.5
-7.75,111.65,148.1,1.0,0.0,Kelud,75.2
-7.75,111.7,173.0,1.6,0.0,Kelud,69.9
-7.75,111.75,202.5,2.5,0.0,Kelud,64.6
-7.75,111.8,237.5,3.9,0.0,Kelud,59.4
-7.75,111.85,279.1,6.0,0.0,Kelud,54.3
-7.75,111.9,328.4,9.1,0.0,Kelud,49.2
-7.75,111.95,386.8,13.8,0.0,Kelud,44.2
-7.75,112.0,455.7,20.6,0.0,Kelud,39.4
-7.75,112.05,535.9,30.4,0.0,Kelud,34.8
-7.75,112.1,627.0,43.6,0.0,Kelud,30.4
-7.75,112.15,725.6,60.3,0.0,Kelud,26.5
-7.75,112.2,822.8,79.0,0.0,Kelud,23.3
-7.75,112.25,901.6,95.5,0.1,Kelud,21.0
-7.75,112.3,939.7,103.6,0.1,Kelud,20.0
-7.75,112.35,923.8,99.3,0.2,Kelud,20.5
-7.75,112.4,861.2,84.8,0.2,Arjuno-Welirang,19.4
-7.75,112.45,773.6,66.2,0.4,Arjuno-Welirang,14.0
-7.75,112.5,680.8,48.6,0.6,Arjuno-Welirang,8.6
-7.75,112.55,595.1,34.2,0.8,Arjuno-Welirang,3.6
-7.75,112.6,519.3,23.4,1.3,Arjuno-Welirang,3.6
-7.75,112.65,454.6,15.7,1.9,Arjuno-Welirang,8.6
-7.75,112.7,403.5,10.4,2.8,Arjuno-Welirang,14.0
-7.75,112.75,363.0,6.8,3.9,Arjuno-Welirang,19.4
-7.75,112.8,332.0,4.5,5.3,Arjuno-Welirang,24.9
-7.75,112.85,308.0,2.9,6.9,Bromo,24.0
-7.75,112.9,287.1,1.9,8.1,Bromo,22.0
-7.75,112.95,264.3,1.2,8.6,Bromo,21.3
-7.75,113.0,236.7,0.8,8.1,Bromo,22.0
-7.75,113.05,206.1,0.5,6.9,Bromo,24.0
-7.75,113.1,176.2,0.3,5.3,Bromo,27.0
-7.75,113.15,149.5,0.2,3.9,Bromo,30.7
-7.75,113.2,126.5,0.1,2.8,Lamongan,29.8
-7.75,113.25,106.7,0.0,1.9,Lamongan,27.2
-7.75,113.3,90.6,0.0,1.3,Lamongan,25.7
-7.75,113.35,76.9,0.0,0.8,Lamongan,25.3
-7.75,113.4,65.3,0.0,0.6,Lamongan,26.0
-7.75,113.45,55.6,0.0,0.4,Lamongan,27.9
-7.75,113.5,47.3,0.0,0.2,Lamongan,30.6
-7.75,113.55,40.4,0.0,0.2,Lamongan,34.0
-7.75,113.6,34.5,0.0,0.1,Lamongan,37.9
-7.75,113.65,29.5,0.0,0.1,Lamongan,42.2
-7.75,113.7,25.3,0.0,0.0,Lamongan,46.7
-7.75,113.75,21.7,0.0,0.0,Lamongan,51.4
-7.75,113.8,18.7,0.0,0.0,Raung,49.5
-7.75,113.85,16.1,0.0,0.0,Raung,46.8
-7.75,113.9,13.8,0.0,0.0,Raung,44.5
-7.75,113.95,12.0,0.0,0.0,Raung,42.9
-7.75,114.0,10.3,0.0,0.0,Raung,42.0
-7.75,114.05,9.0,0.0,0.0,Ijen,40.3
-7.75,114.1,7.8,0.0,0.0,Ijen,37.7
-7.75,114.15,6.8,0.0,0.0,Ijen,35.7
-7.75,114.2,5.9,0.0,0.0,Ijen,34.6
-7.75,114.25,5.1,0.0,0.0,Ijen,34.3
-7.75,114.3,4.5,0.0,0.0,Ijen,34.8
-7.75,114.35,3.9,0.0,0.0,Ijen,36.3
-7.75,114.4,3.4,0.0,0.0,Ijen,38.4
-7.75,114.45,3.0,0.0,0.0,Ijen,41.2
-7.75,114.5,2.5,0.0,0.0,Ijen,44.5
-7.75,114.55,2.2,0.0,0.0,Ijen,48.2
-7.75,114.6,2.0,0.0,0.0,Ijen,52.2
-7.75,114.65,1.7,0.0,0.0,Ijen,56.5
-7.75,114.7,1.5,0.0,0.0,Ijen,61.0
-7.75,114.75,1.3,0.0,0.0,Ijen,65.6
-7.7,110.5,6.1,0.0,0.0,Kelud,200.8
-7.7,110.55,6.9,0.0,0.0,Kelud,195.3
-7.7,110.6,7.9,0.0,0.0,Kelud,189.9
-7.7,110.65,9.0,0.0,0.0,Kelud,184.4
-7.7,110.7,10.2,0.0,0.0,Kelud,179.0
-7.7,110.75,11.6,0.0,0.0,Kelud,173.5
-7.7,110.8,13.2,0.0,0.0,Kelud,168.1
-7.7,110.85,15.1,0.0,0.0,Kelud,162.6
-7.7,110.9,17.2,0.0,0.0,Kelud,157.2
-7.7,110.95,19.6,0.0,0.0,Kelud,151.8
-7.7,111.0,22.4,0.0,0.0,Kelud,146.3
-7.7,111.05,25.6,0.0,0.0,Kelud,140.9
-7.7,111.1,29.3,0.0,0.0,Kelud,135.5
-7.7,111.15,33.6,0.0,0.0,Kelud,130.1
-7.7,111.2,38.6,0.0,0.0,Kelud,124.7
-7.7,111.25,44.3,0.0,0.0,Kelud,119.3
-7.7,111.3,50.9,0.0,0.0,Kelud,114.0
-7.7,111.35,58.6,0.0,0.0,Kelud,108.6
-7.7,111.4,67.6,0.0,0.0,Kelud,103.2
-7.7,111.45,78.2,0.2,0.0,Kelud,97.9
-7.7,111.5,90.4,0.2,0.0,Kelud,92.6
-7.7,111.55,104.8,0.4,0.0,Kelud,87.3
-7.7,111.6,121.5,0.6,0.0,Kelud,82.1
-7.7,111.65,141.1,0.9,0.0,Kelud,76.9
-7.7,111.7,164.1,1.4,0.0,Kelud,71.7
-7.7,111.75,191.1,2.1,0.0,Kelud,66.6
-7.7,111.8,222.7,3.3,0.0,Kelud,61.5
-7.7,111.85,259.7,4.9,0.0,Kelud,56.6
-7.7,111.9,302.9,7.4,0.0,Kelud,51.7
-7.7,111.95,352.9,10.9,0.0,Kelud,47.0
-7.7,112.0,410.2,15.9,0.0,Kelud,42.5
-7.7,112.05,474.5,22.7,0.0,Kelud,38.2
-7.7,112.1,544.5,31.5,0.0,Kelud,34.3
-7.7,112.15,616.1,41.8,0.0,Kelud,30.9
-7.7,112.2,682.2,52.4,0.0,Kelud,28.2
-7.7,112.25,732.5,61.1,0.1,Kelud,26.4
-7.7,112.3,756.1,65.2,0.1,Kelud,25.6
-7.7,112.35,747.3,63.1,0.1,Arjuno-Welirang,25.0
-7.7,112.4,709.2,55.6,0.2,Arjuno-Welirang,19.6
-7.7,112.45,651.9,45.2,0.3,Arjuno-Welirang,14.1
-7.7,112.5,586.7,34.6,0.5,Arjuno-Welirang,8.9
-7.7,112.55,522.3,25.3,0.7,Arjuno-Welirang,4.2
-7.7,112.6,462.3,17.9,1.0,Arjuno-Welirang,4.2
-7.7,112.65,408.6,12.4,1.4,Arjuno-Welirang,8.9
-7.7,112.7,363.3,8.4,2.0,Arjuno-Welirang,14.1
-7.7,112.75,326.2,5.6,2.8,Arjuno-Welirang,19.6
-7.7,112.8,295.3,3.7,3.6,Arjuno-Welirang,25.0
-7.7,112.85,269.2,2.5,4.5,Bromo,29.1
-7.7,112.9,245.9,1.6,5.1,Bromo,27.5
-7.7,112.95,223.1,1.0,5.4,Bromo,26.9
-7.7,113.0,199.8,0.7,5.1,Bromo,27.5
-7.7,113.05,176.2,0.4,4.5,Bromo,29.1
-7.7,113.1,153.4,0.3,3.6,Bromo,31.6
-7.7,113.15,132.4,0.2,2.8,Bromo,34.8
-7.7,113.2,113.3,0.1,2.0,Lamongan,34.6
-7.7,113.25,97.1,0.0,1.4,Lamongan,32.5
-7.7,113.3,83.2,0.0,1.0,Lamongan,31.2
-7.7,113.35,71.2,0.0,0.7,Lamongan,30.8
-7.7,113.4,60.9,0.0,0.5,Lamongan,31.4
-7.7,113.45,52.1,0.0,0.3,Lamongan,33.0
-7.7,113.5,44.7,0.0,0.2,Lamongan,35.3
-7.7,113.55,38.3,0.0,0.1,Lamongan,38.3
-7.7,113.6,32.9,0.0,0.1,Lamongan,41.8
-7.7,113.65,28.2,0.0,0.1,Lamongan,45.7
-7.7,113.7,24.3,0.0,0.0,Lamongan,50.0
-7.7,113.75,20.9,0.0,0.0,Lamongan,54.4
-7.7,113.8,18.0,0.0,0.0,Raung,54.3
-7.7,113.85,15.5,0.0,0.0,Raung,51.8
-7.7,113.9,13.4,0.0,0.0,Raung,49.8
-7.7,113.95,11.6,0.0,0.0,Raung,48.3
-7.7,114.0,10.1,0.0,0.0,Raung,47.5
-7.7,114.05,8.7,0.0,0.0,Ijen,45.1
-7.7,114.1,7.6,0.0,0.0,Ijen,42.8
-7.7,114.15,6.6,0.0,0.0,Ijen,41.1
-7.7,114.2,5.7,0.0,0.0,Ijen,40.1
-7.7,114.25,5.0,0.0,0.0,Ijen,39.8
-7.7,114.3,4.4,0.0,0.0,Ijen,40.3
-7.7,114.35,3.8,0.0,0.0,Ijen,41.5
-7.7,114.4,3.3,0.0,0.0,Ijen,43.4
-7.7,114.45,2.9,0.0,0.0,Ijen,45.9
-7.7,114.5,2.5,0.0,0.0,Ijen,48.9
-7.7,114.55,2.2,0.0,0.0,Ijen,52.3
-7.7,114.6,1.9,0.0,0.0,Ijen,56.0
-7.7,114.65,1.7,0.0,0.0,Ijen,60.0
-7.7,114.7,1.5,0.0,0.0,Ijen,64.3
-7.7,114.75,1.3,0.0,0.0,Ijen,68.7
-7.65,110.5,6.0,0.0,0.0,Kelud,201.6
-7.65,110.55,6.8,0.0,0.0,Kelud,196.2
-7.65,110.6,7.7,0.0,0.0,Kelud,190.7
-7.65,110.65,8.8,0.0,0.0,Kelud,185.3
-7.65,110.7,10.0,0.0,0.0,Kelud,179.9
-7.65,110.75,11.3,0.0,0.0,Kelud,174.4
-7.65,110.8,12.9,0.0,0.0,Kelud,169.0
-7.65,110.85,14.7,0.0,0.0,Kelud,163.6
-7.65,110.9,16.8,0.0,0.0,Kelud,158.2
-7.65,110.95,19.1,0.0,0.0,Kelud,152.8
-7.65,111.0,21.8,0.0,0.0,Kelud,147.4
-7.65,111.05,24.9,0.0,0.0,Kelud,142.0
-7.65,111.1,28.5,0.0,0.0,Kelud,136.7
-7.65,111.15,32.6,0.0,0.0,Kelud,131.3
-7.65,111.2,37.3,0.0,0.0,Kelud,126.0
-7.65,111.25,42.8,0.0,0.0,Kelud,120.6
-7.65,111.3,49.1,0.0,0.0,Kelud,115.3
-7.65,111.35,56.4,0.0,0.0,Kelud,110.0
-7.65,111.4,64.9,0.0,0.0,Kelud,104.8
-7.65,111.45,74.9,0.1,0.0,Kelud,99.5
-7.65,111.5,86.3,0.2,0.0,Kelud,94.3
-7.65,111.55,99.6,0.3,0.0,Kelud,89.1
-7.65,111.6,115.1,0.5,0.0,Kelud,84.0
-7.65,111.65,133.1,0.8,0.0,Kelud,78.9
-7.65,111.7,154.0,1.2,0.0,Kelud,73.9
-7.65,111.75,178.2,1.8,0.0,Kelud,68.9
-7.65,111.8,206.3,2.6,0.0,Kelud,64.0
-7.65,111.85,238.6,3.9,0.0,Kelud,59.3
-7.65,111.9,275.7,5.8,0.0,Kelud,54.7
-7.65,111.95,317.6,8.4,0.0,Kelud,50.2
-7.65,112.0,364.4,11.8,0.0,Kelud,46.1
-7.65,112.05,415.1,16.4,0.0,Kelud,42.2
-7.65,112.1,468.1,21.9,0.0,Kelud,38.7
-7.65,112.15,520.2,28.1,0.0,Kelud,35.7
-7.65,112.2,566.0,34.2,0.0,Kelud,33.3
-7.65,112.25,599.5,38.9,0.0,Kelud,31.8
-7.65,112.3,615.1,41.0,0.1,Kelud,31.1
-7.65,112.35,610.0,39.9,0.1,Arjuno-Welirang,26.3
-7.65,112.4,585.6,35.9,0.2,Arjuno-Welirang,21.2
-7.65,112.45,547.2,30.2,0.2,Arjuno-Welirang,16.3
-7.65,112.5,500.9,23.9,0.4,Arjuno-Welirang,12.1
-7.65,112.55,452.6,18.1,0.5,Arjuno-Welirang,9.2
-7.65,112.6,405.7,13.2,0.7,Arjuno-Welirang,9.2
-7.65,112.65,362.6,9.4,1.1,Arjuno-Welirang,12.1
-7.65,112.7,324.3,6.5,1.4,Arjuno-Welirang,16.3
-7.65,112.75,290.9,4.5,1.9,Arjuno-Welirang,21.2
-7.65,112.8,262.5,3.0,2.4,Arjuno-Welirang,26.3
-7.65,112.85,237.4,2.0,2.9,Arjuno-Welirang,31.6
-7.65,112.9,214.8,1.3,3.2,Bromo,32.9
-7.65,112.95,193.6,0.9,3.4,Bromo,32.5
-7.65,113.0,173.3,0.6,3.2,Bromo,32.9
-7.65,113.05,153.6,0.4,2.9,Bromo,34.3
-7.65,113.1,135.0,0.2,2.4,Bromo,36.4
-7.65,113.15,117.4,0.2,1.9,Bromo,39.2
-7.65,113.2,101.9,0.0,1.4,Lamongan,39.6
-7.65,113.25,88.2,0.0,1.1,Lamongan,37.8
-7.65,113.3,76.2,0.0,0.7,Lamongan,36.7
-7.65,113.35,65.7,0.0,0.5,Lamongan,36.4
-7.65,113.4,56.6,0.0,0.4,Lamongan,36.9
-7.65,113.45,48.7,0.0,0.2,Lamongan,38.2
-7.65,113.5,41.9,0.0,0.2,Lamongan,40.3
-7.65,113.55,36.1,0.0,0.1,Lamongan,42.9
-7.65,113.6,31.1,0.0,0.1,Lamongan,46.1
-7.65,113.65,26.8,0.0,0.0,Lamongan,49.7
-7.65,113.7,23.2,0.0,0.0,Lamongan,53.6
-7.65,113.75,20.0,0.0,0.0,Lamongan,57.7
-7.65,113.8,17.3,0.0,0.0,Raung,59.2
-7.65,113.85,14.9,0.0,0.0,Raung,56.9
-7.65,113.9,12.9,0.0,0.0,Raung,55.1
-7.65,113.95,11.2,0.0,0.0,Raung,53.8
-7.65,114.0,9.8,0.0,0.0,Ijen,52.6
-7.65,114.05,8.5,0.0,0.0,Ijen,50.1
-7.65,114.1,7.4,0.0,0.0,Ijen,48.0
-7.65,114.15,6.4,0.0,0.0,Ijen,46.5
-7.65,114.2,5.6,0.0,0.0,Ijen,45.6
-7.65,114.25,4.9,0.0,0.0,Ijen,45.4
-7.65,114.3,4.3,0.0,0.0,Ijen,45.8
-7.65,114.35,3.7,0.0,0.0,Ijen,46.9
-7.65,114.4,3.3,0.0,0.0,Ijen,48.6
-7.65,114.45,2.9,0.0,0.0,Ijen,50.8
-7.65,114.5,2.4,0.0,0.0,Ijen,53.5
-7.65,114.55,2.2,0.0,0.0,Ijen,56.7
-7.65,114.6,1.9,0.0,0.0,Ijen,60.1
-7.65,114.65,1.7,0.0,0.0,Ijen,63.9
-7.65,114.7,1.5,0.0,0.0,Ijen,67.8
-7.65,114.75,1.3,0.0,0.0,Ijen,72.0
-7.6,110.5,5.9,0.0,0.0,Kelud,202.5
-7.6,110.55,6.7,0.0,0.0,Kelud,197.1
-7.6,110.6,7.5,0.0,0.0,Kelud,191.7
-7.6,110.65,8.6,0.0,0.0,Kelud,186.3
-7.6,110.7,9.7,0.0,0.0,Kelud,180.9
-7.6,110.75,11.1,0.0,0.0,Kelud,175.5
-7.6,110.8,12.6,0.0,0.0,Kelud,170.1
-7.6,110.85,14.3,0.0,0.0,Kelud,164.8
-7.6,110.9,16.3,0.0,0.0,Kelud,159.4
-7.6,110.95,18.6,0.0,0.0,Kelud,154.1
-7.6,111.0,21.1,0.0,0.0,Kelud,148.7
-7.6,111.05,24.1,0.0,0.0,Kelud,143.4
-7.6,111.1,27.5,0.0,0.0,Kelud,138.1
-7.6,111.15,31.4,0.0,0.0,Kelud,132.8
-7.6,111.2,35.9,0.0,0.0,Kelud,127.5
-7.6,111.25,41.1,0.0,0.0,Kelud,122.2
-7.6,111.3,47.1,0.0,0.0,Kelud,117.0
-7.6,111.35,54.0,0.0,0.0,Kelud,111.7
-7.6,111.4,61.9,0.0,0.0,Kelud,106.6
-7.6,111.45,71.2,0.1,0.0,Kelud,101.4
-7.6,111.5,81.8,0.2,0.0,Kelud,96.3
-7.6,111.55,94.0,0.3,0.0,Kelud,91.2
-7.6,111.6,108.1,0.4,0.0,Kelud,86.2
-7.6,111.65,124.4,0.6,0.0,Kelud,81.3
-7.6,111.7,143.1,0.9,0.0,Kelud,76.4
-7.6,111.75,164.6,1.4,0.0,Kelud,71.6
-7.6,111.8,189.2,2.1,0.0,Kelud,66.9
-7.6,111.85,217.0,3.0,0.0,Kelud,62.4
-7.6,111.9,248.3,4.4,0.0,Kelud,58.0
-7.6,111.95,283.0,6.2,0.0,Kelud,53.9
-7.6,112.0,320.6,8.5,0.0,Kelud,50.0
-7.6,112.05,360.4,11.5,0.0,Kelud,46.4
-7.6,112.1,400.5,15.0,0.0,Kelud,43.3
-7.6,112.15,438.5,18.6,0.0,Kelud,40.6
-7.6,112.2,470.9,22.1,0.0,Kelud,38.6
-7.6,112.25,494.0,24.7,0.0,Kelud,37.2
-7.6,112.3,504.8,25.8,0.1,Arjuno-Welirang,33.5
-7.6,112.35,501.7,25.2,0.1,Arjuno-Welirang,28.6
-7.6,112.4,485.5,23.0,0.1,Arjuno-Welirang,24.0
-7.6,112.45,459.0,19.8,0.2,Arjuno-Welirang,19.9
-7.6,112.5,426.0,16.1,0.3,Arjuno-Welirang,16.6
-7.6,112.55,389.9,12.6,0.4,Arjuno-Welirang,14.6
-7.6,112.6,353.6,9.4,0.5,Arjuno-Welirang,14.6
-7.6,112.65,319.0,6.9,0.8,Arjuno-Welirang,16.6
-7.6,112.7,287.1,4.9,1.0,Arjuno-Welirang,19.9
-7.6,112.75,258.4,3.4,1.3,Arjuno-Welirang,24.0
-7.6,112.8,232.8,2.4,1.6,Arjuno-Welirang,28.6
-7.6,112.85,209.9,1.6,1.8,Arjuno-Welirang,33.5
-7.6,112.9,189.1,1.1,2.0,Bromo,38.4
-7.6,112.95,169.9,0.7,2.1,Bromo,38.0
-7.6,113.0,152.0,0.5,2.0,Bromo,38.4
-7.6,113.05,135.2,0.3,1.8,Bromo,39.6
