zone,n_cells,mean_dist_km,median_dist_km,std_dist_km,min_dist_km,max_dist_km,p25_dist_km,p75_dist_km
A,15217,59.48126587060461,42.46562720392827,44.78728712803552,0.15292226839248077,202.20441427211276,24.201537647961477,93.58496759179154
B,1093,15.984484772751415,16.082293680523286,6.6321554197403465,0.31861784720303904,29.428318802375372,11.156225023484762,21.16516755161915
C,48,2.4771615858752605,2.5941890292762197,0.9496952029575746,0.24222804827874503,4.032684297163423,1.8641081274391227,3.1577534445409188
E,49074,76.3763726448895,70.96807712732041,48.778970265333996,0.3399905364408532,206.9293443658752,32.68878451726006,114.46087261207103
