name,lat,lon,suitability,burial_depth_cm,zone,dist_nearest_volcano_km,nearest_volcano
Situs Dam Pipo,-7.78122,112.2578354,0.7510154,159.98640427986314,B,17.44200247051061,Kelud
Gua Jegles,-7.7875425,112.2581013,0.71487355,165.16115378971395,B,16.767025614625666,Kelud
Situs Watu Gilang Pujon,-7.8289325,112.4220203,0.7816944,166.73377896471032,B,16.85288769736275,Kelud
Situs Candi Ganter,-7.8271272,112.3939101,0.89819974,182.55534455904368,B,14.845535143841031,Kelud
Situs Sendang Made,-7.4030121,112.3122484,0.73589426,24.162052814621315,A,46.39766481060882,Arjuno-Welirang
Situs Makam Gunung Ratu,-7.2640867,112.2370884,0.6407134,11.82799010005174,A,63.72006697957147,Arjuno-Welirang
Prasasti Gurit,-7.403138,112.2881247,0.8675227,24.1060153363739,A,48.09183436423159,Arjuno-Welirang
Prasasti Sumbersari,-7.2892372,112.235266,0.4195571,13.366871012002802,E,61.59423689546099,Arjuno-Welirang
Monument PSHT,-7.6036542,111.070096,0.76700366,0.6383604788453444,A,141.13066111578323,Kelud
osm_876473509,-7.2725325,112.8065783,0.83587223,6.108453774390524,A,56.81581285772867,Arjuno-Welirang
Globe,-7.2663881,112.7953036,0.9264922,6.128326103068943,A,56.885394999281004,Arjuno-Welirang
Monumen KKN UGM,-7.590987,111.0570297,0.9190894,0.5927696526107122,A,142.88942570040658,Kelud
Stasiun Kabat,-8.2761292,114.3159876,0.73947364,0.0379455788023018,A,25.585474603814788,Ijen
Candi Situsumpak,-7.5406294,112.4025429,0.8507572,45.99350631131765,A,28.28374211029647,Arjuno-Welirang
Makam Ki Ageng Jabung,-7.6149124,112.4143181,0.57097334,65.3603296316462,A,21.782427612745046,Arjuno-Welirang
Situs Yoni Lebak Jabung,-7.619221,112.4114903,0.5662211,67.01915644371854,A,21.764140298500834,Arjuno-Welirang
Candi Kedaton,-7.5704583,112.3796406,0.9167755,54.56067958327678,A,27.82639415079123,Arjuno-Welirang
Umpak SentonoRejo,-7.5702837,112.3787094,0.8462361,54.55839042522541,A,27.918143080086136,Arjuno-Welirang
Situs Lantai Segi Enam,-7.5714672,112.3798313,0.8748707,54.82688646419144,A,27.739138367759676,Arjuno-Welirang
Makam Syeh Jumadil Kubro / Makam Troloyo,-7.5761414,112.3804347,0.89895785,56.090696878877885,A,27.36165413202027,Arjuno-Welirang
Situs Siti Hinggil,-7.5503366,112.3692731,0.78013104,49.74683507825862,A,30.14513042414971,Arjuno-Welirang
osm_931337611,-7.6288599,112.5209454,0.640522,55.94880588085657,A,12.628223690566326,Arjuno-Welirang
candi jawar,-8.1680934,112.8953201,0.8586176,87.53646562329557,A,7.298970614628174,Semeru
osm_1093070607,-7.3636545,111.1425526,0.58162594,0.5888576052381114,A,143.046652299549,Kelud
osm_1099285077,-7.6189099,111.5224617,0.7336451,5.133575209775199,A,93.20190984544578,Kelud
Patung Gajah,-7.6517749,111.5212273,0.69805366,5.402992672351249,A,92.03314082469446,Kelud
Petirtaan Dewi Sri,-7.6922104,111.4420691,0.5287534,3.986903025302232,A,98.99026215768308,Kelud
Cagar Budaya Candi Pendem,-7.497183,111.2241471,0.8502766,1.0765980707244942,A,128.76055437665906,Kelud
Candi Songgoriti,-7.8672218,112.4927191,0.70136863,136.64775644748184,B,17.843502120762093,Arjuno-Welirang
osm_1282926552,-7.3906857,111.4537653,0.7817697,2.2999886260679925,A,111.61692866810847,Kelud
osm_1307406509,-7.9732491,112.6124957,0.9199319,87.89896473227002,A,27.471519443914843,Arjuno-Welirang
Monumen Pancasila,-7.8119125,112.0147936,0.7904015,70.71501017553078,A,34.863182924460745,Kelud
Watu Jago,-7.3186656,111.5222879,0.41415522,2.4634051968393584,E,110.08857936905983,Kelud
Petilasan Ken Dedes,-7.9285067,112.6427369,0.89971536,79.79109153289782,A,23.405429447765506,Arjuno-Welirang
Pabriek Bintang,-7.4763541,112.4327352,0.8843297,32.43337596542795,A,32.17261857619842,Arjuno-Welirang
Candi Badut,-7.95776,112.59857,0.9600834,92.48869233608922,A,25.569112208378947,Arjuno-Welirang
Candi Sumberawan,-7.85722,112.652,0.8411597,72.09514601115555,A,16.590176070885857,Arjuno-Welirang
Florawisata Santerra de Laponte,-7.854189165,112.485567001,0.8640766,137.57119560710623,B,17.054410246195737,Arjuno-Welirang
Kampung Tridi,-7.98175,112.63794,0.78868854,81.37069693853783,A,28.947010622658066,Arjuno-Welirang
Museum Manusia Purba Gilimanuk,-8.16745,114.44061,0.8219429,0.0217277536286805,A,25.02247801083091,Ijen
Pura Luhur Ponten,-7.933333333,112.954166666,0.899083,98.21079915133107,A,1.0673620577967025,Bromo
Pura Mandhara Giri Semeru Agung,-8.090833333,113.088333333,0.8340216,49.71048460360184,A,18.410158618533515,Semeru
Rembangan,-8.07817222,113.69045,0.7905187,1.1854771732173854,A,39.04916229790928,Raung
Situs Menggung,-7.67177,111.13019,0.7874734,0.9038292634539656,A,132.89347274452638,Kelud
Situs Plangatan,-7.63508,111.13254,0.941152,0.8776462754315766,A,133.58874604390613,Kelud
Taman Nasional Bali Barat,-8.15,114.5,0.626571,0.0163190100273958,A,30.18797488356427,Ijen
Trinil,-7.3743,111.3578,0.6192797,1.4970953989298137,A,121.58776014427374,Kelud
Trowulan,-7.55,112.366667,0.8144743,49.75415874034977,A,30.38624884533474,Arjuno-Welirang
Tumpak Sewu,-8.230408,112.916939,0.693646,60.16462429995993,A,13.62254260454739,Semeru
Candi Satu,-8.4078258,114.1649588,0.68015593,0.0702413288162438,A,34.23589349843987,Raung
Candi Borobudur,-8.2011378,111.088786,0.91713256,0.7416894478327009,A,137.573419197867,Kelud
Candi Mendut,-7.9405761,112.6271802,0.82096,84.0030026163717,A,24.218199023170044,Arjuno-Welirang
Candi Pendem,-7.4971784,111.2241507,0.8502766,1.0766061040142427,A,128.76037823026465,Kelud
Candi Prambanan,-8.1992747,111.0914972,0.9212495,0.7522914098072928,A,137.2371565338834,Kelud
Candi Plaosan,-8.2182728,114.3671726,0.7198956,0.0305316467691937,A,22.526665222313394,Ijen
Candi Sewu,-7.940663,112.6343583,0.877938,82.18333562500557,A,24.427264247957957,Arjuno-Welirang
Candi Merak,-7.6066004,112.6133722,0.97719586,39.83793055622437,A,14.251994380247607,Arjuno-Welirang
Candi Sukuh,-7.6273153,111.1315373,0.95862454,0.8657576862434868,A,133.91138432928233,Kelud
Candi Cetho,-7.5957362,111.1581311,0.8960333,0.937549652248352,A,132.02742581942772,Kelud
Candi Kethek,-7.5939326,111.1602927,0.955767,0.9443784504430094,A,131.85587518272348,Kelud
Candi Arjuna,-7.8767471,112.6705275,0.8491627,70.41474022057457,A,19.510353332449142,Arjuno-Welirang
Candi Bima,-7.9435133,112.6349423,0.89571303,82.10528417637738,A,24.74986211844046,Arjuno-Welirang
Candi Lawang,-7.5419685,112.3909512,0.87244105,46.850256627884434,A,29.050764328963336,Arjuno-Welirang
Candi Prambanan,-8.1992747,111.0914972,0.9212495,0.7522914098072928,A,137.2371565338834,Kelud
Candi Kalasan,-7.9423387,112.6396959,0.8691819,80.95007073086046,A,24.769567926417707,Arjuno-Welirang
Candi Sari,-7.9418671,112.6317556,0.911933,82.85671599441424,A,24.481509328869077,Arjuno-Welirang
Situs Waturejo,-7.8271212,112.3939124,0.89819974,182.54957459674824,B,14.846210739655147,Kelud
Candi Jago,-8.0057952,112.7641342,0.8485552,73.30372429113484,A,20.76633924019334,Semeru
Candi Kidal,-8.0258439,112.7091054,0.91313106,71.95684540295936,A,25.155916410593417,Semeru
Candi Singosari,-7.8877437,112.6639091,0.8579882,72.66235320841692,A,20.18684942249532,Arjuno-Welirang
Candi Badut,-7.9578365,112.5985999,0.9600834,92.47775279854082,A,25.577909183660587,Arjuno-Welirang
Candi Karang Besuki,-7.9523146,112.5997549,0.921484,92.1615028150558,A,24.980729245454956,Arjuno-Welirang
Candi Tegowangi,-7.7349327,112.161192,0.75116,101.76011180722352,B,27.05570603573645,Kelud
Arca Totok Kerot,-7.797946,112.0701523,0.79392016,88.49413715454368,A,30.03307469422725,Kelud
Situs Tondowongso,-7.7905489,112.1422964,0.86817545,117.60544372039516,B,23.949731504227863,Kelud
Situs Adan-Adan,-7.769902,112.1171099,0.8380469,99.37513032584104,A,27.550917745922657,Kelud
Candi Lor,-8.1796471,113.0723519,0.74207056,45.04810943060232,A,18.36749239332874,Semeru
Candi Ngetos,-7.6935164,111.8424533,0.6248057,24.973388619356037,A,57.63437556100215,Kelud
Candi Jawi,-7.6624877,112.669879,0.7624324,41.3980226556776,A,12.806489245401988,Arjuno-Welirang
Candi Bangkal,-7.543256,112.6355419,0.81193346,29.2465119963983,A,21.704791563919553,Arjuno-Welirang
Candi Tikus,-7.5716315,112.4035216,0.8564937,53.52377691991083,A,25.755138861649108,Arjuno-Welirang
Candi Brahu,-7.5428461,112.3743975,0.7467979,47.73197980097167,A,30.28588881909533,Arjuno-Welirang
Candi Gentong,-7.5434943,112.3780969,0.84373707,47.747404481928015,A,29.939849673231905,Arjuno-Welirang
Gapura Wringin Lawang,-7.5420505,112.3910804,0.88607824,46.86353272325984,A,29.0342938645545,Arjuno-Welirang
Candi Kedaton,-7.5704262,112.3796414,0.9167755,54.55189335798971,A,27.828588021591568,Arjuno-Welirang
Candi Gajah Mungkur,-7.604506,112.6215523,0.9790901,38.62597785810956,A,14.763110631985251,Arjuno-Welirang
Candi Wayang,-7.6054843,112.6217173,0.9457914,38.75264045248345,A,14.6675267688269,Arjuno-Welirang
Candi Lemari,-7.6078498,112.6123137,0.9291179,40.1482413114395,A,14.084886614342912,Arjuno-Welirang
Candi Bayi,-7.6139718,112.6055954,0.9188825,41.88501655356893,A,13.22746903314057,Arjuno-Welirang
Candi Putri,-7.611832,112.6093412,0.9808264,41.107566758699136,A,13.566987620510043,Arjuno-Welirang
Candi Pura,-7.6115047,112.6106941,0.95644665,40.90029856753172,A,13.644173328039308,Arjuno-Welirang
Candi Gentong,-7.5434943,112.3780969,0.84373707,47.747404481928015,A,29.939849673231905,Arjuno-Welirang
Candi Lurah,-7.613422,112.6118635,0.96287185,41.06582027514003,A,13.4784473091905,Arjuno-Welirang
Candi Carik,-7.6132392,112.6109145,0.9698343,41.1470577187219,A,13.46672488699316,Arjuno-Welirang
Candi Wisnu,-7.6147858,112.613817,0.96154875,41.052667055678725,A,13.401082558698644,Arjuno-Welirang
Candi Kendalisodo,-7.6067777,112.6076324,0.9840216,40.50867726775059,A,14.058225088293801,Arjuno-Welirang
Candi Naga I,-7.6135783,112.6108332,0.9731631,41.209832656657255,A,13.428050570976952,Arjuno-Welirang
Candi Merak,-7.6066004,112.6133722,0.97719586,39.83793055622437,A,14.251994380247607,Arjuno-Welirang
Candi Naga II,-7.6135783,112.6108332,0.9731631,41.209832656657255,A,13.428050570976952,Arjuno-Welirang
Candi Griya,-7.6032082,112.6206324,0.96324325,38.53358236593533,A,14.863911305067155,Arjuno-Welirang
Candi Dharmawangsa,-7.604272,112.6221719,0.87883514,38.52464257922897,A,14.811338428608254,Arjuno-Welirang
Candi Kerajaan,-7.6039862,112.6236257,0.9582717,38.32646071772683,A,14.89797364990318,Arjuno-Welirang
Candi Baru,-7.2716198,112.664791,0.84828454,8.454435111277066,A,51.81273805355361,Arjuno-Welirang
Candi Wringin Branjang,-8.0027503,112.2817723,0.8001732,243.8681695638853,B,8.589608691953476,Kelud
Candi Sawentar,-7.9403528,112.6251987,0.81367236,84.52289692794845,A,24.14315298198791,Arjuno-Welirang
Candi Simping,-8.1640797,112.1461388,0.71724385,82.8815074711195,A,31.544673278112494,Kelud
Candi Naga,-7.6138526,112.6106987,0.9696472,41.26866753097179,A,13.394540389995008,Arjuno-Welirang
Candi Gambar Wetan,-7.9680444,112.2388364,0.8750157,242.07726115215303,B,8.712670585214827,Kelud
Candi Sirah Kencong,-7.9800031,112.4278234,0.9017377,188.83100931439668,B,14.319109267219263,Kelud
Candi Kedaton,-7.5704262,112.3796414,0.9167755,54.55189335798971,A,27.828588021591568,Arjuno-Welirang
Candi Dadi,-8.1302386,111.9268294,0.7228647,39.62675722422095,A,47.50914395266561,Kelud
Candi Penampihan,-7.9027228,111.7952694,0.897738,26.227179388745384,A,56.55111045833296,Kelud
Candi Mirigambar,-8.1341346,111.9759543,0.77417266,48.64347208370493,A,43.03295085178136,Kelud
Candi Pari,-7.5161315,112.6834255,0.9161516,23.156647941676987,A,26.515321029173066,Arjuno-Welirang
Candi Sumur,-7.5704798,112.3798002,0.82395405,54.55871171573892,A,27.811272041593266,Arjuno-Welirang
Candi Tawangalun,-7.3988488,112.7891649,0.9592451,10.8900433703504,A,43.64617646475273,Arjuno-Welirang
Candi Deres,-8.2989723,113.4190438,0.82486707,4.6909202426518855,A,36.76719218744343,Lamongan
Candi Wonorejo,-7.769902,112.1171099,0.8380469,99.37513032584104,A,27.550917745922657,Kelud
Candi Pendem Ngawi,-7.4971784,111.2241507,0.8502766,1.0766061040142427,A,128.76037823026465,Kelud
Candi Agung,-8.396529,114.1601135,0.67775786,0.0729082792945001,A,32.87136736043693,Raung
Candi,-7.4853909,112.726104,0.9380516,18.1829444088264,A,31.798180749360117,Arjuno-Welirang
Pura,-7.933435,112.9541927,0.899083,98.2657801102894,A,1.0584140373300583,Bromo
Candi Prambanan,-8.1992747,111.0914972,0.9212495,0.7522914098072928,A,137.2371565338834,Kelud
Candi Merak,-7.6066004,112.6133722,0.97719586,39.83793055622437,A,14.251994380247607,Arjuno-Welirang
Candi Sukuh,-7.6273153,111.1315373,0.95862454,0.8657576862434868,A,133.91138432928233,Kelud
Candi Cetho,-7.5957362,111.1581311,0.8960333,0.937549652248352,A,132.02742581942772,Kelud
Candi Penataran,-8.0164156,112.2094979,0.5852059,183.9400078528664,B,14.491064245490886,Kelud
Candi Jawi,-7.6624877,112.669879,0.7624324,41.3980226556776,A,12.806489245401988,Arjuno-Welirang
Candi Kidal,-8.0258439,112.7091054,0.91313106,71.95684540295936,A,25.155916410593417,Semeru
Candi Jago,-8.0057952,112.7641342,0.8485552,73.30372429113484,A,20.76633924019334,Semeru
Candi Bajang Ratu,-7.5677817,112.3986624,0.84419554,52.81408451469666,A,26.439024094031026,Arjuno-Welirang
Pura Besakih,-7.337657,112.7882421,0.88445,8.511611054917603,A,49.45859572669946,Arjuno-Welirang
Pura Tri Hita Karana,-8.2552193,112.8621525,0.87240547,51.52152257649427,A,17.645588980445133,Semeru
Pura Besakih,-7.337657,112.7882421,0.88445,8.511611054917603,A,49.45859572669946,Arjuno-Welirang
