filename,title,lang,date_ce,century,edition_word_count,has_translation,n_sanskrit,n_indigenous,n_unknown,n_geo_terms,n_volcanic_terms,n_admin_terms
DHARMA_INSIDENKRumwigaI.xml,"Rumwiga I (826 Śaka, 904-12-28)",,904,10,451,False,10,53,388,1,0,6
DHARMA_INSIDENKRumwigaII.xml,"Rumwiga II (827 Śaka, 905-07-05)",,905,10,484,False,15,37,432,2,1,5
DHARMA_INSIDENKSadang.xml,Sadang,kaw-Latn,,,214,True,5,16,193,0,1,3
DHARMA_INSIDENKSalingsinganII.xml,Donation Record of Salingsingan II (802 Śaka) and Kikil Batu Addendum (827 Śaka),kaw-Latn,880,9,618,True,15,37,566,4,0,7
DHARMA_INSIDENKSamalagi.xml,"Samalagi ([824 Ś], 902-10-29)",,,,378,False,5,38,335,0,1,7
DHARMA_INSIDENKSanga.xml,Charter of Sanga (13th c. CE),kaw-Latn,,,351,True,2,12,337,1,0,4
DHARMA_INSIDENKSangguran.xml,Sangguran Charter (928-08-02),kaw-Latn,,,1816,True,42,147,1627,6,1,11
DHARMA_INSIDENKSangHyangTapak.xml,Sang Hyang Tapak Charter of Jayabhūpati (952 Śaka),kaw-Latn,1030,11,300,True,13,28,259,2,1,2
DHARMA_INSIDENKSangMakudur.xml,"Sang Makudur (~830 Śaka, ~908 CE)",,908,10,0,False,0,0,0,0,0,0
DHARMA_INSIDENKSangsang.xml,Sangsang,kaw-Latn,,,581,True,14,53,514,1,1,8
DHARMA_INSIDENKSankara.xml,Sankara,san-Latn,,,177,True,8,1,168,1,1,1
DHARMA_INSIDENKSarwadharma.xml,Sarwadharma (1191 Śaka),kaw-Latn,1269,13,1026,True,38,91,897,3,1,6
DHARMA_INSIDENKSatyapura.xml,Satyapura,kaw-Latn,,,177,True,7,12,158,3,0,2
DHARMA_INSIDENKSelamandi_I.xml,Selamandi I,kaw-Latn,,,173,True,5,3,165,1,0,0
DHARMA_INSIDENKSelamandi_II.xml,Śelamaṇḍi II,kaw-Latn,,,168,True,3,0,165,1,1,0
DHARMA_INSIDENKSikuLalawa.xml,Stray plate of a foundation bordering on Halaṅan and Taratap (13th c. CE),kaw-Latn,,,216,True,0,5,211,1,0,1
DHARMA_INSIDENKSilamanikundala.xml,Foundation of a Dam Called Śilāmaṇi-kuṇḍala (1272 Śaka),kaw-Latn,1350,14,178,True,6,3,169,4,0,0
DHARMA_INSIDENKSimaAnglayang.xml,Sima Anglayang charter (in or after 968 Śaka),kaw-Latn,1046,11,2216,False,51,108,2057,2,2,12
DHARMA_INSIDENKSindoro-PuBahut.xml,Pu Bahut (828 Śaka),kaw-Latn,906,10,238,True,7,12,219,2,0,3
DHARMA_INSIDENKSindoro-PuMamruk.xml,Pu Mamruk (828 Śaka),kaw-Latn,906,10,209,True,4,15,190,2,0,2
DHARMA_INSIDENKSojomerto.xml,Sojomerto (7th or 8th century CE),omy-Latn,,,37,True,1,0,36,0,0,0
DHARMA_INSIDENKSriManggalaII.xml,Sri Manggala II (796 Śaka),kaw-Latn,874,9,100,True,9,6,85,2,0,3
DHARMA_INSIDENKSriManggalaIII.xml,Sri Manggala III (796 Śaka),kaw-Latn,874,9,82,True,6,7,69,2,0,2
DHARMA_INSIDENKSugihManek.xml,"Sugih Manek Charter (837 Śaka, 915-09-13)",kaw-Latn,915,10,1178,True,32,83,1063,3,0,13
DHARMA_INSIDENKSukhamerta.xml,Sukhamerta,kaw-Latn,,,990,True,64,48,878,6,1,12
DHARMA_INSIDENKSumundul.xml,Sumundul (791 Śaka),kaw-Latn,869,9,82,True,4,8,70,1,0,1
DHARMA_INSIDENKTaji.xml,"The Charter of Taji (823 Śaka, 8 April 901)",kaw-Latn,901,10,1092,True,32,87,973,2,1,9
DHARMA_INSIDENKTajiGunung.xml,"Taji Gunung (Sañjaya 194, 910-12-21)",kaw-Latn,,,838,True,14,106,718,4,2,5
DHARMA_INSIDENKTalan.xml,Charter of Talan (941 and 1058 Śaka),kaw-Latn,1136,12,973,True,61,28,884,3,1,14
DHARMA_INSIDENKTaragal.xml,The Polengan plates: Taragal Charter (802 Śaka),kaw-Latn,880,9,436,True,8,36,392,3,0,5
DHARMA_INSIDENKTelahap.xml,Telahap Stone,kaw-Latn,,,19,False,3,0,16,0,0,0
DHARMA_INSIDENKTelangI-WanagiriI.xml,"Grant of the villages of Telang, Mahe and Paparuhan",kaw-Latn,,,637,False,10,45,582,2,1,8
DHARMA_INSIDENKTelangII-WanagiriII.xml,"Telang II / Wanagiri II (825 Ś, 904-01-11)",,,,164,False,12,8,144,0,1,3
DHARMA_INSIDENKTerep_I.xml,Terep I,kaw-Latn,,,311,False,37,10,264,3,0,7
DHARMA_INSIDENKTerep_II.xml,Terep II,kaw-Latn,,,352,False,17,20,315,2,0,3
DHARMA_INSIDENKTigaRon-TluRon.xml,Charter of Tiga Ron also called Təlu Ron (822 Śaka – 900-03-30),kaw-Latn,900,9,540,True,20,49,471,4,1,5
DHARMA_INSIDENKTihang.xml,"Tihang charter (Sañjaya 198, 836 Śaka, 914-11-08 CE)",kaw-Latn,914,10,391,True,16,35,340,1,0,6
DHARMA_INSIDENKTija-HaruHaru.xml,Tija & Haru-Haru (11th c. CE?),kaw-Latn,,,432,True,15,29,388,3,0,4
DHARMA_INSIDENKTimbananWungkal.xml,"Timbanan Wungkal (Sañjaya 196, 913-02-11)",kaw-Latn,,,224,True,11,13,200,0,0,6
DHARMA_INSIDENKTirah.xml,Tirah,kaw-Latn,,,122,True,2,0,120,1,0,1
DHARMA_INSIDENKTugu.xml,Tugu Boulder Inscription of Pūrṇavarman (ca. 6th c. CE),san-Latn,,,57,True,5,0,52,1,0,0
DHARMA_INSIDENKTuhanyaru.xml,Tuhanyaru,kaw-Latn,,,1823,True,63,61,1699,7,1,11
DHARMA_INSIDENKTukMas.xml,Praise of a mountain stream (mid-7th c. CE),san-Latn,,,21,True,0,0,21,0,0,0
DHARMA_INSIDENKTulangan.xml,"Tulangan (832 Śaka, 910-08-13)",,910,10,76,False,9,1,66,1,1,0
DHARMA_INSIDENKTulangEr.xml,Tulang Er III (914-12-30),kaw-Latn,,,652,True,38,38,576,4,0,7
DHARMA_INSIDENKTunahan.xml,The Polengan plates: Tunahan Charter (794 Śaka),kaw-Latn,872,9,166,True,10,15,141,2,0,3
DHARMA_INSIDENKTuruMangambil.xml,"Turu Mangambil (~830 Śaka, ~908 CE)",,908,10,0,False,0,0,0,0,0,0
DHARMA_INSIDENKTuwuhada.xml,Tuwuhada,,,,125,False,4,8,113,2,0,1
DHARMA_INSIDENKUpitI.xml,Upit I (788 Śaka),kaw-Latn,866,9,20,True,3,1,16,1,0,1
DHARMA_INSIDENKWalanditA.xml,Walandit A,kaw-Latn,,,73,True,8,2,63,0,0,1
DHARMA_INSIDENKWangkud.xml,Demarcation of Asam Panjang (874 CE),kaw-Latn,874,9,41,True,4,3,34,0,0,1
DHARMA_INSIDENKWanuaTengahIII.xml,Wanua Tengah III,kaw-Latn,,,1962,True,101,107,1754,4,1,15
DHARMA_INSIDENKWatuGenuk.xml,Watu Genuk slab (8th c. CE),san-Latn,,,56,True,2,0,54,0,0,0
DHARMA_INSIDENKWatuKuraI.xml,Charter of Watu Kura I,kaw-Latn,,,538,True,20,24,494,1,0,2
DHARMA_INSIDENKWatuRidang.xml,"Watu Ridang (832 Śaka, 910-03-22)",,910,10,572,False,32,29,511,6,0,9
DHARMA_INSIDENKWayuku.xml,Wayuku (776 Śaka),kaw-Latn,854,9,26,True,3,1,22,0,0,3
DHARMA_INSIDENKWintangMasI.xml,Wintang Mas I (800 Śaka),kaw-Latn,878,9,275,True,9,29,237,0,1,3
DHARMA_INSIDENKWintangMasII.xml,"Wintang Mas II (841 Śaka, 919-10-12)",kaw-Latn,919,10,252,True,28,33,191,0,0,7
DHARMA_INSIDENKWuangGot.xml,Wuang Got,kaw-Latn,,,59,True,0,11,48,0,0,3
DHARMA_INSIDENKWukiran.xml,"Stela of Pereng, also known as Wukiran inscription (784 Śaka, 863-1-25 CE)",kaw-Latn,862,9,178,True,10,10,158,2,1,7
DHARMA_INSIDENKWunganDaik.xml,Wungan Daik,,,,331,False,1,36,294,1,0,4
DHARMA_INSIDENKWurare.xml,Wurare,san-Latn,,,253,True,13,0,240,1,0,4
DHARMA_INSIDENKWuruduKidul.xml,Wurudu Kidul,kaw-Latn,,,518,True,11,57,450,3,1,6
DHARMA_INSIDENKWuruTunggal.xml,Wuru Tunggal (833 Śaka),kaw-Latn,911,10,102,True,6,14,82,3,1,0
