name,lat,lon,suitability,burial_depth_cm,zone
Monumen Gubernur Suryo,-7.2636891,112.742849,0.91003686,6.878855637239042,A
Monumen Jenderal Sudirman,-7.2616358,112.7464236,0.9017103,6.762821034257332,A
Monument Bundaran JETAK Bojonegoro,-7.1630928,111.8699799,0.8254062,4.171606855450015,A
tugu kartini,-8.2124418,114.3778214,0.8824481,0.029053679335537923,A
Monumen Kresek,-7.7050166,111.6310114,0.5656144,9.732319805829134,A
Candi jolotundo,-7.6100965,112.595732,0.75355047,42.41453674310681,A
osm_4686698740,-7.4462764,112.7185358,0.8164818,15.858576980553117,A
Candi Naga 1,-7.608458,112.6105279,0.9199744,40.44371872380937,A
Candi Putri,-7.611832,112.6093412,0.9808264,41.107566758699136,A
Candi Gentong,-7.6111708,112.6122723,0.9604673,40.667302074537616,A
Cinda Yudha,-7.6085826,112.6126326,0.9177995,40.22540794644858,A
Candi Bayi,-7.6139718,112.6055954,0.9188825,41.88501655356893,A
Candi Pura,-7.6115047,112.6106941,0.95644665,40.90029856753172,A
Canti kama 2,-7.6049058,112.6055074,0.9497956,40.45427312914148,A
Candi Kendalisodo,-7.6067777,112.6076324,0.9840216,40.50867726775059,A
Bundaran,-8.1022979,112.0135882,0.70924157,62.27000267161404,A
Tugu Rantai,-8.1025155,112.0085994,0.78899515,60.8887107216152,A
Bundaran Wates,-7.9180332,112.1277752,0.6164537,142.26603092273675,B
Monumen Pesawat Tempur,-7.3831308,112.7697028,0.5002338,10.745460855078331,A
Monumen Pahlawan Kadet Suwoko,-7.1140095,112.4262582,0.8963799,5.591148816908163,A
Petrokimia Gresik,-7.1571463,112.6390218,0.68928194,5.325582169335521,A
Peri Mandiri Residence,-7.4196018,112.5847958,0.824981,19.37817799323988,A
Kediri Lagi,-7.8157932,112.0620009,0.73231626,88.93697885121055,A
Tugu PKK meneh,-7.9600822,112.6377993,0.8979637,81.62585383100485,A
Monumen Mayangkara,-7.3069798,112.7355757,0.8441304,8.393766434932239,A
Candi Tawangalun,-7.3988488,112.7891649,0.9592451,10.890043370350401,A
Candi Kethek,-7.5939326,111.1602927,0.955767,0.9443784504430094,A
omah bu feling,-7.4568728,112.7285638,0.8075976,16.1265609260939,A
MONUMEN TUGU BUAYA,-8.4508179,114.3296286,0.8290513,0.02999060047933915,A
Lontar,-7.165975,112.6392067,0.78517216,5.540797593222675,A
