lat,lon,sed_rate_mm_yr,depth_400ce_m,depth_200bce_m,depth_1000bce_m
-8.049999999999994,112.69999999999985,2.27,3.7,5.0,6.9
-8.049999999999994,112.74999999999984,2.63,4.3,5.9,8.0
-8.049999999999994,112.79999999999984,3.16,5.1,7.0,9.6
-8.049999999999994,112.84999999999984,3.86,6.3,8.6,11.7
-8.049999999999994,112.89999999999984,4.5,7.3,10.0,13.6
-8.049999999999994,112.94999999999983,4.47,7.3,9.9,13.5
-8.049999999999994,112.99999999999983,3.79,6.2,8.4,11.5
-8.049999999999994,113.04999999999983,3.0,4.9,6.7,9.1
-8.049999999999994,113.09999999999982,2.33,3.8,5.2,7.0
-8.049999999999994,113.14999999999982,1.81,2.9,4.0,5.5
-8.049999999999994,113.19999999999982,1.43,2.3,3.2,4.3
-8.049999999999994,113.24999999999982,1.16,1.9,2.6,3.5
-8.049999999999994,113.29999999999981,0.96,1.6,2.1,2.9
-8.049999999999994,113.34999999999981,0.83,1.4,1.9,2.5
-8.049999999999994,113.3999999999998,0.74,1.2,1.7,2.2
-8.049999999999994,113.4499999999998,0.68,1.1,1.5,2.1
-8.049999999999994,113.4999999999998,0.65,1.1,1.4,2.0
-8.049999999999994,113.5499999999998,0.64,1.0,1.4,1.9
-8.049999999999994,113.5999999999998,0.64,1.0,1.4,1.9
-8.049999999999994,113.64999999999979,0.67,1.1,1.5,2.0
-8.049999999999994,113.69999999999979,0.71,1.2,1.6,2.2
-8.049999999999994,113.74999999999979,0.79,1.3,1.8,2.4
-8.049999999999994,113.79999999999978,0.9,1.5,2.0,2.7
-8.049999999999994,113.84999999999978,1.07,1.7,2.4,3.2
-8.049999999999994,113.89999999999978,1.3,2.1,2.9,3.9
-8.049999999999994,113.94999999999978,1.6,2.6,3.6,4.8
-8.049999999999994,113.99999999999977,1.94,3.2,4.3,5.9
-8.049999999999994,114.04999999999977,2.18,3.5,4.8,6.6
-8.049999999999994,114.09999999999977,2.22,3.6,4.9,6.7
-8.049999999999994,114.14999999999976,2.29,3.7,5.1,6.9
-8.049999999999994,114.19999999999976,2.52,4.1,5.6,7.6
-8.049999999999994,114.24999999999976,2.69,4.4,6.0,8.1
-8.049999999999994,114.29999999999976,2.05,3.3,4.6,6.2
-8.049999999999994,114.34999999999975,1.57,2.6,3.5,4.8
-8.049999999999994,114.39999999999975,1.24,2.0,2.8,3.8
-8.049999999999994,114.44999999999975,1.01,1.6,2.3,3.1
-7.999999999999993,110.0,0.57,0.9,1.3,1.7
-7.999999999999993,110.05,0.58,0.9,1.3,1.8
-7.999999999999993,110.1,0.6,1.0,1.3,1.8
-7.999999999999993,110.14999999999999,0.61,1.0,1.4,1.9
-7.999999999999993,110.19999999999999,0.63,1.0,1.4,1.9
-7.999999999999993,110.24999999999999,0.65,1.0,1.4,2.0
-7.999999999999993,110.29999999999998,0.66,1.1,1.5,2.0
-7.999999999999993,110.34999999999998,0.67,1.1,1.5,2.0
-7.999999999999993,110.39999999999998,0.68,1.1,1.5,2.1
-7.999999999999993,110.44999999999997,0.68,1.1,1.5,2.1
-7.999999999999993,110.49999999999997,0.68,1.1,1.5,2.0
-7.999999999999993,110.54999999999997,0.67,1.1,1.5,2.0
-7.999999999999993,110.59999999999997,0.66,1.1,1.5,2.0
-7.999999999999993,110.64999999999996,0.64,1.0,1.4,1.9
-7.999999999999993,110.69999999999996,0.63,1.0,1.4,1.9
-7.999999999999993,110.74999999999996,0.62,1.0,1.4,1.9
-7.999999999999993,110.79999999999995,0.61,1.0,1.4,1.9
-7.999999999999993,110.84999999999995,0.61,1.0,1.4,1.9
-7.999999999999993,110.89999999999995,0.62,1.0,1.4,1.9
-7.999999999999993,110.94999999999995,0.63,1.0,1.4,1.9
-7.999999999999993,110.99999999999994,0.64,1.0,1.4,1.9
-7.999999999999993,111.04999999999994,0.65,1.1,1.5,2.0
-7.999999999999993,111.09999999999994,0.66,1.1,1.5,2.0
-7.999999999999993,111.14999999999993,0.67,1.1,1.5,2.0
-7.999999999999993,111.19999999999993,0.67,1.1,1.5,2.0
-7.999999999999993,111.24999999999993,0.66,1.1,1.5,2.0
-7.999999999999993,111.29999999999993,0.65,1.1,1.4,2.0
-7.999999999999993,111.34999999999992,0.63,1.0,1.4,1.9
-7.999999999999993,111.39999999999992,0.61,1.0,1.4,1.9
-7.999999999999993,111.44999999999992,0.6,1.0,1.3,1.8
-7.999999999999993,111.49999999999991,0.58,0.9,1.3,1.8
-7.999999999999993,111.54999999999991,0.57,0.9,1.3,1.7
-7.999999999999993,111.59999999999991,0.56,0.9,1.3,1.7
-7.999999999999993,111.6499999999999,0.56,0.9,1.3,1.7
-7.999999999999993,111.6999999999999,0.57,0.9,1.3,1.7
-7.999999999999993,111.7499999999999,0.58,0.9,1.3,1.8
-7.999999999999993,111.7999999999999,0.6,1.0,1.3,1.8
-7.999999999999993,111.8499999999999,0.64,1.0,1.4,1.9
-7.999999999999993,111.89999999999989,0.7,1.1,1.6,2.1
-7.999999999999993,111.94999999999989,0.78,1.3,1.7,2.4
-7.999999999999993,111.99999999999989,0.89,1.5,2.0,2.7
-7.999999999999993,112.04999999999988,1.06,1.7,2.4,3.2
-7.999999999999993,112.09999999999988,1.29,2.1,2.9,3.9
-7.999999999999993,112.14999999999988,1.61,2.6,3.6,4.9
-7.999999999999993,112.19999999999987,2.04,3.3,4.5,6.2
-7.999999999999993,112.24999999999987,2.55,4.1,5.7,7.7
-7.999999999999993,112.29999999999987,2.95,4.8,6.6,8.9
-7.999999999999993,112.34999999999987,2.91,4.7,6.5,8.8
-7.999999999999993,112.39999999999986,2.63,4.3,5.8,7.9
-7.999999999999993,112.44999999999986,2.38,3.9,5.3,7.2
-7.999999999999993,112.49999999999986,2.22,3.6,5.0,6.7
-7.999999999999993,112.54999999999986,2.16,3.5,4.8,6.5
-7.999999999999993,112.59999999999985,2.18,3.5,4.8,6.6
-7.999999999999993,112.64999999999985,2.26,3.7,5.0,6.8
-7.999999999999993,112.69999999999985,2.43,4.0,5.4,7.4
-7.999999999999993,112.74999999999984,2.72,4.4,6.1,8.2
-7.999999999999993,112.79999999999984,3.16,5.1,7.0,9.6
-7.999999999999993,112.84999999999984,3.73,6.1,8.3,11.3
-7.999999999999993,112.89999999999984,4.27,6.9,9.5,12.9
-7.999999999999993,112.94999999999983,4.4,7.2,9.8,13.3
-7.999999999999993,112.99999999999983,3.84,6.2,8.5,11.6
-7.999999999999993,113.04999999999983,3.04,4.9,6.8,9.2
-7.999999999999993,113.09999999999982,2.35,3.8,5.2,7.1
-7.999999999999993,113.14999999999982,1.82,3.0,4.1,5.5
-7.999999999999993,113.19999999999982,1.44,2.3,3.2,4.4
-7.999999999999993,113.24999999999982,1.16,1.9,2.6,3.5
-7.999999999999993,113.29999999999981,0.97,1.6,2.2,2.9
-7.999999999999993,113.34999999999981,0.83,1.4,1.9,2.5
-7.999999999999993,113.3999999999998,0.74,1.2,1.7,2.2
-7.999999999999993,113.4499999999998,0.68,1.1,1.5,2.1
-7.999999999999993,113.4999999999998,0.65,1.1,1.4,2.0
-7.999999999999993,113.5499999999998,0.63,1.0,1.4,1.9
-7.999999999999993,113.5999999999998,0.64,1.0,1.4,1.9
-7.999999999999993,113.64999999999979,0.66,1.1,1.5,2.0
-7.999999999999993,113.69999999999979,0.7,1.1,1.6,2.1
-7.999999999999993,113.74999999999979,0.77,1.2,1.7,2.3
-7.999999999999993,113.79999999999978,0.86,1.4,1.9,2.6
-7.999999999999993,113.84999999999978,1.0,1.6,2.2,3.0
-7.999999999999993,113.89999999999978,1.17,1.9,2.6,3.5
-7.999999999999993,113.94999999999978,1.39,2.3,3.1,4.2
-7.999999999999993,113.99999999999977,1.61,2.6,3.6,4.9
-7.999999999999993,114.04999999999977,1.78,2.9,4.0,5.4
-7.999999999999993,114.09999999999977,1.89,3.1,4.2,5.7
-7.999999999999993,114.14999999999976,2.0,3.3,4.4,6.0
-7.999999999999993,114.19999999999976,2.13,3.5,4.7,6.4
-7.999999999999993,114.24999999999976,2.11,3.4,4.7,6.4
-7.999999999999993,114.29999999999976,1.81,2.9,4.0,5.5
-7.999999999999993,114.34999999999975,1.46,2.4,3.3,4.4
-7.999999999999993,114.39999999999975,1.19,1.9,2.6,3.6
-7.999999999999993,114.44999999999975,0.98,1.6,2.2,3.0
-7.949999999999992,110.0,0.6,1.0,1.3,1.8
-7.949999999999992,110.05,0.61,1.0,1.4,1.9
-7.949999999999992,110.1,0.63,1.0,1.4,1.9
-7.949999999999992,110.14999999999999,0.65,1.1,1.5,2.0
-7.949999999999992,110.19999999999999,0.68,1.1,1.5,2.1
-7.949999999999992,110.24999999999999,0.7,1.1,1.6,2.1
-7.949999999999992,110.29999999999998,0.73,1.2,1.6,2.2
-7.949999999999992,110.34999999999998,0.75,1.2,1.7,2.3
-7.949999999999992,110.39999999999998,0.76,1.2,1.7,2.3
-7.949999999999992,110.44999999999997,0.76,1.2,1.7,2.3
-7.949999999999992,110.49999999999997,0.75,1.2,1.7,2.3
-7.949999999999992,110.54999999999997,0.74,1.2,1.6,2.2
-7.949999999999992,110.59999999999997,0.72,1.2,1.6,2.2
-7.949999999999992,110.64999999999996,0.69,1.1,1.5,2.1
-7.949999999999992,110.69999999999996,0.67,1.1,1.5,2.0
-7.949999999999992,110.74999999999996,0.66,1.1,1.5,2.0
-7.949999999999992,110.79999999999995,0.65,1.1,1.4,2.0
-7.949999999999992,110.84999999999995,0.65,1.1,1.4,2.0
-7.949999999999992,110.89999999999995,0.66,1.1,1.5,2.0
-7.949999999999992,110.94999999999995,0.67,1.1,1.5,2.0
-7.949999999999992,110.99999999999994,0.69,1.1,1.5,2.1
-7.949999999999992,111.04999999999994,0.71,1.2,1.6,2.2
-7.949999999999992,111.09999999999994,0.73,1.2,1.6,2.2
-7.949999999999992,111.14999999999993,0.74,1.2,1.7,2.2
-7.949999999999992,111.19999999999993,0.74,1.2,1.7,2.3
-7.949999999999992,111.24999999999993,0.73,1.2,1.6,2.2
-7.949999999999992,111.29999999999993,0.71,1.2,1.6,2.2
-7.949999999999992,111.34999999999992,0.68,1.1,1.5,2.1
-7.949999999999992,111.39999999999992,0.65,1.1,1.5,2.0
-7.949999999999992,111.44999999999992,0.63,1.0,1.4,1.9
-7.949999999999992,111.49999999999991,0.6,1.0,1.3,1.8
-7.949999999999992,111.54999999999991,0.59,1.0,1.3,1.8
-7.949999999999992,111.59999999999991,0.58,0.9,1.3,1.7
-7.949999999999992,111.6499999999999,0.57,0.9,1.3,1.7
-7.949999999999992,111.6999999999999,0.58,0.9,1.3,1.7
-7.949999999999992,111.7499999999999,0.59,1.0,1.3,1.8
-7.949999999999992,111.7999999999999,0.61,1.0,1.4,1.9
-7.949999999999992,111.8499999999999,0.65,1.1,1.4,2.0
-7.949999999999992,111.89999999999989,0.71,1.2,1.6,2.1
-7.949999999999992,111.94999999999989,0.79,1.3,1.8,2.4
-7.949999999999992,111.99999999999989,0.92,1.5,2.0,2.8
-7.949999999999992,112.04999999999988,1.1,1.8,2.5,3.3
-7.949999999999992,112.09999999999988,1.37,2.2,3.0,4.1
-7.949999999999992,112.14999999999988,1.74,2.8,3.9,5.3
-7.949999999999992,112.19999999999987,2.28,3.7,5.1,6.9
-7.949999999999992,112.24999999999987,3.03,4.9,6.7,9.2
-7.949999999999992,112.29999999999987,3.92,6.4,8.7,11.9
-7.949999999999992,112.34999999999987,3.62,5.9,8.1,11.0
-7.949999999999992,112.39999999999986,3.06,5.0,6.8,9.3
-7.949999999999992,112.44999999999986,2.73,4.4,6.1,8.2
-7.949999999999992,112.49999999999986,2.56,4.2,5.7,7.8
-7.949999999999992,112.54999999999986,2.5,4.1,5.6,7.6
-7.949999999999992,112.59999999999985,2.5,4.1,5.6,7.6
-7.949999999999992,112.64999999999985,2.53,4.1,5.6,7.6
-7.949999999999992,112.69999999999985,2.61,4.3,5.8,7.9
-7.949999999999992,112.74999999999984,2.8,4.6,6.2,8.5
-7.949999999999992,112.79999999999984,3.11,5.1,6.9,9.4
-7.949999999999992,112.84999999999984,3.58,5.8,8.0,10.8
-7.949999999999992,112.89999999999984,4.19,6.8,9.3,12.7
-7.949999999999992,112.94999999999983,4.8,7.8,10.7,14.5
-7.949999999999992,112.99999999999983,3.85,6.3,8.6,11.7
-7.949999999999992,113.04999999999983,2.97,4.8,6.6,9.0
-7.949999999999992,113.09999999999982,2.28,3.7,5.1,6.9
-7.949999999999992,113.14999999999982,1.77,2.9,4.0,5.4
-7.949999999999992,113.19999999999982,1.41,2.3,3.1,4.3
-7.949999999999992,113.24999999999982,1.14,1.9,2.5,3.5
-7.949999999999992,113.29999999999981,0.95,1.6,2.1,2.9
-7.949999999999992,113.34999999999981,0.82,1.3,1.8,2.5
-7.949999999999992,113.3999999999998,0.74,1.2,1.6,2.2
-7.949999999999992,113.4499999999998,0.68,1.1,1.5,2.1
-7.949999999999992,113.4999999999998,0.64,1.0,1.4,1.9
-7.949999999999992,113.5499999999998,0.63,1.0,1.4,1.9
-7.949999999999992,113.5999999999998,0.63,1.0,1.4,1.9
-7.949999999999992,113.64999999999979,0.64,1.0,1.4,2.0
-7.949999999999992,113.69999999999979,0.68,1.1,1.5,2.1
-7.949999999999992,113.74999999999979,0.73,1.2,1.6,2.2
-7.949999999999992,113.79999999999978,0.81,1.3,1.8,2.4
-7.949999999999992,113.84999999999978,0.91,1.5,2.0,2.8
-7.949999999999992,113.89999999999978,1.04,1.7,2.3,3.1
-7.949999999999992,113.94999999999978,1.19,1.9,2.6,3.6
-7.949999999999992,113.99999999999977,1.34,2.2,3.0,4.0
-7.949999999999992,114.04999999999977,1.46,2.4,3.3,4.4
-7.949999999999992,114.09999999999977,1.56,2.5,3.5,4.7
-7.949999999999992,114.14999999999976,1.65,2.7,3.7,5.0
-7.949999999999992,114.19999999999976,1.7,2.8,3.8,5.1
-7.949999999999992,114.24999999999976,1.65,2.7,3.7,5.0
-7.949999999999992,114.29999999999976,1.49,2.4,3.3,4.5
-7.949999999999992,114.34999999999975,1.28,2.1,2.8,3.9
-7.949999999999992,114.39999999999975,1.08,1.8,2.4,3.3
-7.949999999999992,114.44999999999975,0.92,1.5,2.1,2.8
-7.8999999999999915,110.0,0.63,1.0,1.4,1.9
-7.8999999999999915,110.05,0.65,1.1,1.4,2.0
-7.8999999999999915,110.1,0.68,1.1,1.5,2.1
-7.8999999999999915,110.14999999999999,0.71,1.2,1.6,2.1
-7.8999999999999915,110.19999999999999,0.75,1.2,1.7,2.3
-7.8999999999999915,110.24999999999999,0.78,1.3,1.7,2.4
-7.8999999999999915,110.29999999999998,0.82,1.3,1.8,2.5
-7.8999999999999915,110.34999999999998,0.85,1.4,1.9,2.6
-7.8999999999999915,110.39999999999998,0.87,1.4,1.9,2.6
-7.8999999999999915,110.44999999999997,0.87,1.4,1.9,2.6
-7.8999999999999915,110.49999999999997,0.86,1.4,1.9,2.6
-7.8999999999999915,110.54999999999997,0.83,1.4,1.9,2.5
-7.8999999999999915,110.59999999999997,0.8,1.3,1.8,2.4
-7.8999999999999915,110.64999999999996,0.76,1.2,1.7,2.3
-7.8999999999999915,110.69999999999996,0.73,1.2,1.6,2.2
-7.8999999999999915,110.74999999999996,0.71,1.1,1.6,2.1
-7.8999999999999915,110.79999999999995,0.69,1.1,1.5,2.1
-7.8999999999999915,110.84999999999995,0.69,1.1,1.5,2.1
-7.8999999999999915,110.89999999999995,0.7,1.1,1.6,2.1
-7.8999999999999915,110.94999999999995,0.72,1.2,1.6,2.2
-7.8999999999999915,110.99999999999994,0.75,1.2,1.7,2.3
-7.8999999999999915,111.04999999999994,0.79,1.3,1.8,2.4
-7.8999999999999915,111.09999999999994,0.82,1.3,1.8,2.5
-7.8999999999999915,111.14999999999993,0.85,1.4,1.9,2.6
-7.8999999999999915,111.19999999999993,0.85,1.4,1.9,2.6
-7.8999999999999915,111.24999999999993,0.83,1.4,1.9,2.5
-7.8999999999999915,111.29999999999993,0.8,1.3,1.8,2.4
-7.8999999999999915,111.34999999999992,0.75,1.2,1.7,2.3
-7.8999999999999915,111.39999999999992,0.71,1.1,1.6,2.1
-7.8999999999999915,111.44999999999992,0.67,1.1,1.5,2.0
-7.8999999999999915,111.49999999999991,0.63,1.0,1.4,1.9
-7.8999999999999915,111.54999999999991,0.61,1.0,1.3,1.8
-7.8999999999999915,111.59999999999991,0.59,1.0,1.3,1.8
-7.8999999999999915,111.6499999999999,0.58,0.9,1.3,1.8
-7.8999999999999915,111.6999999999999,0.58,0.9,1.3,1.8
-7.8999999999999915,111.7499999999999,0.59,1.0,1.3,1.8
-7.8999999999999915,111.7999999999999,0.62,1.0,1.4,1.9
-7.8999999999999915,111.8499999999999,0.65,1.1,1.5,2.0
-7.8999999999999915,111.89999999999989,0.71,1.2,1.6,2.2
-7.8999999999999915,111.94999999999989,0.8,1.3,1.8,2.4
-7.8999999999999915,111.99999999999989,0.93,1.5,2.1,2.8
-7.8999999999999915,112.04999999999988,1.11,1.8,2.5,3.4
-7.8999999999999915,112.09999999999988,1.38,2.2,3.1,4.2
-7.8999999999999915,112.14999999999988,1.76,2.9,3.9,5.3
-7.8999999999999915,112.19999999999987,2.3,3.7,5.1,6.9
-7.8999999999999915,112.24999999999987,3.03,4.9,6.8,9.2
-7.8999999999999915,112.29999999999987,3.82,6.2,8.5,11.6
-7.8999999999999915,112.34999999999987,3.67,6.0,8.2,11.1
-7.8999999999999915,112.39999999999986,3.23,5.2,7.2,9.8
-7.8999999999999915,112.44999999999986,2.99,4.9,6.7,9.1
-7.8999999999999915,112.49999999999986,2.93,4.8,6.5,8.9
-7.8999999999999915,112.54999999999986,2.93,4.8,6.5,8.9
-7.8999999999999915,112.59999999999985,2.92,4.8,6.5,8.8
-7.8999999999999915,112.64999999999985,2.88,4.7,6.4,8.7
-7.8999999999999915,112.69999999999985,2.85,4.6,6.3,8.6
-7.8999999999999915,112.74999999999984,2.88,4.7,6.4,8.7
-7.8999999999999915,112.79999999999984,3.03,4.9,6.8,9.2
-7.8999999999999915,112.84999999999984,3.32,5.4,7.4,10.1
-7.8999999999999915,112.89999999999984,3.72,6.1,8.3,11.3
-7.8999999999999915,112.94999999999983,3.94,6.4,8.8,11.9
-7.8999999999999915,112.99999999999983,3.4,5.5,7.6,10.3
-7.8999999999999915,113.04999999999983,2.69,4.4,6.0,8.2
-7.8999999999999915,113.09999999999982,2.11,3.4,4.7,6.4
-7.8999999999999915,113.14999999999982,1.67,2.7,3.7,5.0
-7.8999999999999915,113.19999999999982,1.34,2.2,3.0,4.0
-7.8999999999999915,113.24999999999982,1.1,1.8,2.4,3.3
-7.8999999999999915,113.29999999999981,0.93,1.5,2.1,2.8
-7.8999999999999915,113.34999999999981,0.81,1.3,1.8,2.4
-7.8999999999999915,113.3999999999998,0.72,1.2,1.6,2.2
-7.8999999999999915,113.4499999999998,0.67,1.1,1.5,2.0
-7.8999999999999915,113.4999999999998,0.63,1.0,1.4,1.9
-7.8999999999999915,113.5499999999998,0.62,1.0,1.4,1.9
-7.8999999999999915,113.5999999999998,0.62,1.0,1.4,1.9
-7.8999999999999915,113.64999999999979,0.63,1.0,1.4,1.9
-7.8999999999999915,113.69999999999979,0.65,1.1,1.5,2.0
-7.8999999999999915,113.74999999999979,0.7,1.1,1.5,2.1
-7.8999999999999915,113.79999999999978,0.75,1.2,1.7,2.3
-7.8999999999999915,113.84999999999978,0.83,1.3,1.8,2.5
-7.8999999999999915,113.89999999999978,0.92,1.5,2.0,2.8
-7.8999999999999915,113.94999999999978,1.02,1.7,2.3,3.1
-7.8999999999999915,113.99999999999977,1.12,1.8,2.5,3.4
-7.8999999999999915,114.04999999999977,1.21,2.0,2.7,3.7
-7.8999999999999915,114.09999999999977,1.29,2.1,2.9,3.9
-7.8999999999999915,114.14999999999976,1.34,2.2,3.0,4.1
-7.8999999999999915,114.19999999999976,1.36,2.2,3.0,4.1
-7.8999999999999915,114.24999999999976,1.32,2.1,2.9,4.0
-7.8999999999999915,114.29999999999976,1.23,2.0,2.7,3.7
-7.8999999999999915,114.34999999999975,1.1,1.8,2.4,3.3
-7.8999999999999915,114.39999999999975,0.96,1.6,2.1,2.9
-7.8999999999999915,114.44999999999975,0.85,1.4,1.9,2.6
-7.849999999999991,110.0,0.67,1.1,1.5,2.0
-7.849999999999991,110.05,0.7,1.1,1.6,2.1
-7.849999999999991,110.1,0.74,1.2,1.6,2.2
-7.849999999999991,110.14999999999999,0.78,1.3,1.7,2.4
-7.849999999999991,110.19999999999999,0.83,1.4,1.9,2.5
-7.849999999999991,110.24999999999999,0.89,1.4,2.0,2.7
-7.849999999999991,110.29999999999998,0.95,1.5,2.1,2.9
-7.849999999999991,110.34999999999998,1.0,1.6,2.2,3.0
-7.849999999999991,110.39999999999998,1.03,1.7,2.3,3.1
-7.849999999999991,110.44999999999997,1.03,1.7,2.3,3.1
-7.849999999999991,110.49999999999997,1.01,1.6,2.3,3.1
-7.849999999999991,110.54999999999997,0.97,1.6,2.2,2.9
-7.849999999999991,110.59999999999997,0.91,1.5,2.0,2.8
-7.849999999999991,110.64999999999996,0.85,1.4,1.9,2.6
-7.849999999999991,110.69999999999996,0.8,1.3,1.8,2.4
-7.849999999999991,110.74999999999996,0.76,1.2,1.7,2.3
-7.849999999999991,110.79999999999995,0.74,1.2,1.7,2.2
-7.849999999999991,110.84999999999995,0.74,1.2,1.6,2.2
-7.849999999999991,110.89999999999995,0.75,1.2,1.7,2.3
-7.849999999999991,110.94999999999995,0.79,1.3,1.8,2.4
-7.849999999999991,110.99999999999994,0.84,1.4,1.9,2.5
-7.849999999999991,111.04999999999994,0.9,1.5,2.0,2.7
-7.849999999999991,111.09999999999994,0.95,1.6,2.1,2.9
-7.849999999999991,111.14999999999993,1.0,1.6,2.2,3.0
-7.849999999999991,111.19999999999993,1.0,1.6,2.2,3.0
-7.849999999999991,111.24999999999993,0.97,1.6,2.2,2.9
-7.849999999999991,111.29999999999993,0.91,1.5,2.0,2.8
-7.849999999999991,111.34999999999992,0.84,1.4,1.9,2.5
-7.849999999999991,111.39999999999992,0.77,1.3,1.7,2.3
-7.849999999999991,111.44999999999992,0.71,1.2,1.6,2.1
-7.849999999999991,111.49999999999991,0.66,1.1,1.5,2.0
-7.849999999999991,111.54999999999991,0.63,1.0,1.4,1.9
-7.849999999999991,111.59999999999991,0.6,1.0,1.3,1.8
-7.849999999999991,111.6499999999999,0.59,1.0,1.3,1.8
-7.849999999999991,111.6999999999999,0.59,1.0,1.3,1.8
-7.849999999999991,111.7499999999999,0.6,1.0,1.3,1.8
-7.849999999999991,111.7999999999999,0.62,1.0,1.4,1.9
-7.849999999999991,111.8499999999999,0.65,1.1,1.5,2.0
-7.849999999999991,111.89999999999989,0.71,1.2,1.6,2.1
-7.849999999999991,111.94999999999989,0.79,1.3,1.8,2.4
-7.849999999999991,111.99999999999989,0.91,1.5,2.0,2.8
-7.849999999999991,112.04999999999988,1.09,1.8,2.4,3.3
-7.849999999999991,112.09999999999988,1.33,2.2,3.0,4.0
-7.849999999999991,112.14999999999988,1.67,2.7,3.7,5.0
-7.849999999999991,112.19999999999987,2.11,3.4,4.7,6.4
-7.849999999999991,112.24999999999987,2.63,4.3,5.9,8.0
-7.849999999999991,112.29999999999987,3.08,5.0,6.8,9.3
-7.849999999999991,112.34999999999987,3.2,5.2,7.1,9.7
-7.849999999999991,112.39999999999986,3.16,5.1,7.0,9.6
-7.849999999999991,112.44999999999986,3.19,5.2,7.1,9.7
-7.849999999999991,112.49999999999986,3.34,5.4,7.4,10.1
-7.849999999999991,112.54999999999986,3.5,5.7,7.8,10.6
-7.849999999999991,112.59999999999985,3.53,5.7,7.9,10.7
-7.849999999999991,112.64999999999985,3.37,5.5,7.5,10.2
-7.849999999999991,112.69999999999985,3.16,5.1,7.0,9.5
-7.849999999999991,112.74999999999984,2.99,4.9,6.7,9.1
-7.849999999999991,112.79999999999984,2.94,4.8,6.5,8.9
-7.849999999999991,112.84999999999984,3.0,4.9,6.7,9.1
-7.849999999999991,112.89999999999984,3.1,5.0,6.9,9.4
-7.849999999999991,112.94999999999983,3.06,5.0,6.8,9.3
-7.849999999999991,112.99999999999983,2.75,4.5,6.1,8.3
-7.849999999999991,113.04999999999983,2.3,3.7,5.1,7.0
-7.849999999999991,113.09999999999982,1.87,3.0,4.2,5.7
-7.849999999999991,113.14999999999982,1.51,2.5,3.4,4.6
-7.849999999999991,113.19999999999982,1.24,2.0,2.8,3.8
-7.849999999999991,113.24999999999982,1.03,1.7,2.3,3.1
-7.849999999999991,113.29999999999981,0.89,1.4,2.0,2.7
-7.849999999999991,113.34999999999981,0.78,1.3,1.7,2.4
-7.849999999999991,113.3999999999998,0.7,1.1,1.6,2.1
-7.849999999999991,113.4499999999998,0.65,1.1,1.5,2.0
-7.849999999999991,113.4999999999998,0.62,1.0,1.4,1.9
-7.849999999999991,113.5499999999998,0.61,1.0,1.4,1.8
-7.849999999999991,113.5999999999998,0.6,1.0,1.3,1.8
-7.849999999999991,113.64999999999979,0.61,1.0,1.4,1.9
-7.849999999999991,113.69999999999979,0.63,1.0,1.4,1.9
-7.849999999999991,113.74999999999979,0.66,1.1,1.5,2.0
-7.849999999999991,113.79999999999978,0.7,1.1,1.6,2.1
-7.849999999999991,113.84999999999978,0.76,1.2,1.7,2.3
-7.849999999999991,113.89999999999978,0.82,1.3,1.8,2.5
-7.849999999999991,113.94999999999978,0.89,1.4,2.0,2.7
-7.849999999999991,113.99999999999977,0.96,1.6,2.1,2.9
-7.849999999999991,114.04999999999977,1.02,1.7,2.3,3.1
-7.849999999999991,114.09999999999977,1.07,1.7,2.4,3.2
-7.849999999999991,114.14999999999976,1.1,1.8,2.5,3.3
-7.849999999999991,114.19999999999976,1.11,1.8,2.5,3.4
-7.849999999999991,114.24999999999976,1.08,1.8,2.4,3.3
-7.849999999999991,114.29999999999976,1.02,1.7,2.3,3.1
-7.849999999999991,114.34999999999975,0.94,1.5,2.1,2.8
-7.849999999999991,114.39999999999975,0.86,1.4,1.9,2.6
-7.849999999999991,114.44999999999975,0.78,1.3,1.7,2.3
-7.79999999999999,110.0,0.73,1.2,1.6,2.2
-7.79999999999999,110.05,0.76,1.2,1.7,2.3
-7.79999999999999,110.1,0.81,1.3,1.8,2.5
-7.79999999999999,110.14999999999999,0.87,1.4,1.9,2.6
-7.79999999999999,110.19999999999999,0.95,1.5,2.1,2.9
-7.79999999999999,110.24999999999999,1.03,1.7,2.3,3.1
-7.79999999999999,110.29999999999998,1.12,1.8,2.5,3.4
-7.79999999999999,110.34999999999998,1.2,2.0,2.7,3.6
-7.79999999999999,110.39999999999998,1.26,2.0,2.8,3.8
-7.79999999999999,110.44999999999997,1.27,2.1,2.8,3.8
-7.79999999999999,110.49999999999997,1.23,2.0,2.7,3.7
-7.79999999999999,110.54999999999997,1.16,1.9,2.6,3.5
-7.79999999999999,110.59999999999997,1.06,1.7,2.4,3.2
-7.79999999999999,110.64999999999996,0.97,1.6,2.2,2.9
-7.79999999999999,110.69999999999996,0.89,1.4,2.0,2.7
-7.79999999999999,110.74999999999996,0.83,1.4,1.9,2.5
-7.79999999999999,110.79999999999995,0.8,1.3,1.8,2.4
-7.79999999999999,110.84999999999995,0.79,1.3,1.8,2.4
-7.79999999999999,110.89999999999995,0.81,1.3,1.8,2.5
-7.79999999999999,110.94999999999995,0.86,1.4,1.9,2.6
-7.79999999999999,110.99999999999994,0.93,1.5,2.1,2.8
-7.79999999999999,111.04999999999994,1.03,1.7,2.3,3.1
-7.79999999999999,111.09999999999994,1.13,1.8,2.5,3.4
-7.79999999999999,111.14999999999993,1.21,2.0,2.7,3.7
-7.79999999999999,111.19999999999993,1.22,2.0,2.7,3.7
