lat,lon,sed_rate_mm_yr,depth_400ce_m,depth_200bce_m,depth_1000bce_m
-8.299999999999997,113.99999999999977,1.18,1.9,2.6,3.6
-8.299999999999997,114.04999999999977,1.24,2.0,2.8,3.7
-8.299999999999997,114.09999999999977,1.25,2.0,2.8,3.8
-8.299999999999997,114.14999999999976,1.22,2.0,2.7,3.7
-8.299999999999997,114.19999999999976,1.17,1.9,2.6,3.5
-8.299999999999997,114.24999999999976,1.1,1.8,2.4,3.3
-8.299999999999997,114.29999999999976,1.01,1.6,2.3,3.1
-8.299999999999997,114.34999999999975,0.92,1.5,2.1,2.8
-8.299999999999997,114.39999999999975,0.84,1.4,1.9,2.5
-8.299999999999997,114.44999999999975,0.76,1.2,1.7,2.3
-8.249999999999996,110.0,0.51,0.8,1.1,1.6
-8.249999999999996,110.05,0.52,0.8,1.1,1.6
-8.249999999999996,110.1,0.52,0.8,1.2,1.6
-8.249999999999996,110.14999999999999,0.52,0.8,1.2,1.6
-8.249999999999996,110.19999999999999,0.52,0.9,1.2,1.6
-8.249999999999996,110.24999999999999,0.53,0.9,1.2,1.6
-8.249999999999996,110.29999999999998,0.53,0.9,1.2,1.6
-8.249999999999996,110.34999999999998,0.53,0.9,1.2,1.6
-8.249999999999996,110.39999999999998,0.53,0.9,1.2,1.6
-8.249999999999996,110.44999999999997,0.53,0.9,1.2,1.6
-8.249999999999996,110.49999999999997,0.53,0.9,1.2,1.6
-8.249999999999996,110.54999999999997,0.53,0.9,1.2,1.6
-8.249999999999996,110.59999999999997,0.53,0.9,1.2,1.6
-8.249999999999996,110.64999999999996,0.53,0.9,1.2,1.6
-8.249999999999996,110.69999999999996,0.53,0.9,1.2,1.6
-8.249999999999996,110.74999999999996,0.53,0.9,1.2,1.6
-8.249999999999996,110.79999999999995,0.53,0.9,1.2,1.6
-8.249999999999996,110.84999999999995,0.53,0.9,1.2,1.6
-8.249999999999996,110.89999999999995,0.53,0.9,1.2,1.6
-8.249999999999996,110.94999999999995,0.53,0.9,1.2,1.6
-8.249999999999996,110.99999999999994,0.53,0.9,1.2,1.6
-8.249999999999996,111.04999999999994,0.53,0.9,1.2,1.6
-8.249999999999996,111.09999999999994,0.53,0.9,1.2,1.6
-8.249999999999996,111.14999999999993,0.53,0.9,1.2,1.6
-8.249999999999996,111.19999999999993,0.53,0.9,1.2,1.6
-8.249999999999996,111.24999999999993,0.53,0.9,1.2,1.6
-8.249999999999996,111.29999999999993,0.53,0.9,1.2,1.6
-8.249999999999996,111.34999999999992,0.53,0.9,1.2,1.6
-8.249999999999996,111.39999999999992,0.52,0.9,1.2,1.6
-8.249999999999996,111.44999999999992,0.52,0.8,1.2,1.6
-8.249999999999996,111.49999999999991,0.52,0.8,1.2,1.6
-8.249999999999996,111.54999999999991,0.52,0.8,1.2,1.6
-8.249999999999996,111.59999999999991,0.52,0.9,1.2,1.6
-8.249999999999996,111.6499999999999,0.53,0.9,1.2,1.6
-8.249999999999996,111.6999999999999,0.53,0.9,1.2,1.6
-8.249999999999996,111.7499999999999,0.54,0.9,1.2,1.6
-8.249999999999996,111.7999999999999,0.55,0.9,1.2,1.7
-8.249999999999996,111.8499999999999,0.57,0.9,1.3,1.7
-8.249999999999996,111.89999999999989,0.59,1.0,1.3,1.8
-8.249999999999996,111.94999999999989,0.62,1.0,1.4,1.9
-8.249999999999996,111.99999999999989,0.65,1.1,1.5,2.0
-8.249999999999996,112.04999999999988,0.7,1.1,1.6,2.1
-8.249999999999996,112.09999999999988,0.75,1.2,1.7,2.3
-8.249999999999996,112.14999999999988,0.8,1.3,1.8,2.4
-8.249999999999996,112.19999999999987,0.86,1.4,1.9,2.6
-8.249999999999996,112.24999999999987,0.91,1.5,2.0,2.7
-8.249999999999996,112.29999999999987,0.95,1.5,2.1,2.9
-8.249999999999996,112.34999999999987,0.98,1.6,2.2,3.0
-8.249999999999996,112.39999999999986,0.99,1.6,2.2,3.0
-8.249999999999996,112.44999999999986,1.01,1.6,2.3,3.1
-8.249999999999996,112.49999999999986,1.04,1.7,2.3,3.1
-8.249999999999996,112.54999999999986,1.08,1.8,2.4,3.3
-8.249999999999996,112.59999999999985,1.16,1.9,2.6,3.5
-8.249999999999996,112.64999999999985,1.27,2.1,2.8,3.8
-8.249999999999996,112.69999999999985,1.43,2.3,3.2,4.3
-8.249999999999996,112.74999999999984,1.64,2.7,3.7,5.0
-8.249999999999996,112.79999999999984,1.89,3.1,4.2,5.7
-8.249999999999996,112.84999999999984,2.14,3.5,4.8,6.5
-8.249999999999996,112.89999999999984,2.29,3.7,5.1,6.9
-8.249999999999996,112.94999999999983,2.26,3.7,5.0,6.8
-8.249999999999996,112.99999999999983,2.06,3.4,4.6,6.2
-8.249999999999996,113.04999999999983,1.79,2.9,4.0,5.4
-8.249999999999996,113.09999999999982,1.51,2.5,3.4,4.6
-8.249999999999996,113.14999999999982,1.27,2.1,2.8,3.8
-8.249999999999996,113.19999999999982,1.08,1.7,2.4,3.3
-8.249999999999996,113.24999999999982,0.93,1.5,2.1,2.8
-8.249999999999996,113.29999999999981,0.81,1.3,1.8,2.5
-8.249999999999996,113.34999999999981,0.73,1.2,1.6,2.2
-8.249999999999996,113.3999999999998,0.68,1.1,1.5,2.0
-8.249999999999996,113.4499999999998,0.64,1.0,1.4,1.9
-8.249999999999996,113.4999999999998,0.62,1.0,1.4,1.9
-8.249999999999996,113.5499999999998,0.61,1.0,1.4,1.9
-8.249999999999996,113.5999999999998,0.62,1.0,1.4,1.9
-8.249999999999996,113.64999999999979,0.64,1.0,1.4,1.9
-8.249999999999996,113.69999999999979,0.68,1.1,1.5,2.1
-8.249999999999996,113.74999999999979,0.75,1.2,1.7,2.3
-8.249999999999996,113.79999999999978,0.83,1.4,1.9,2.5
-8.249999999999996,113.84999999999978,0.95,1.5,2.1,2.9
-8.249999999999996,113.89999999999978,1.1,1.8,2.5,3.3
-8.249999999999996,113.94999999999978,1.28,2.1,2.8,3.9
-8.249999999999996,113.99999999999977,1.44,2.3,3.2,4.4
-8.249999999999996,114.04999999999977,1.54,2.5,3.4,4.7
-8.249999999999996,114.09999999999977,1.54,2.5,3.4,4.7
-8.249999999999996,114.14999999999976,1.49,2.4,3.3,4.5
-8.249999999999996,114.19999999999976,1.41,2.3,3.1,4.3
-8.249999999999996,114.24999999999976,1.31,2.1,2.9,4.0
-8.249999999999996,114.29999999999976,1.19,1.9,2.7,3.6
-8.249999999999996,114.34999999999975,1.06,1.7,2.4,3.2
-8.249999999999996,114.39999999999975,0.94,1.5,2.1,2.8
-8.249999999999996,114.44999999999975,0.83,1.3,1.8,2.5
-8.199999999999996,110.0,0.52,0.8,1.2,1.6
-8.199999999999996,110.05,0.52,0.9,1.2,1.6
-8.199999999999996,110.1,0.53,0.9,1.2,1.6
-8.199999999999996,110.14999999999999,0.53,0.9,1.2,1.6
-8.199999999999996,110.19999999999999,0.53,0.9,1.2,1.6
-8.199999999999996,110.24999999999999,0.54,0.9,1.2,1.6
-8.199999999999996,110.29999999999998,0.54,0.9,1.2,1.6
-8.199999999999996,110.34999999999998,0.54,0.9,1.2,1.6
-8.199999999999996,110.39999999999998,0.54,0.9,1.2,1.6
-8.199999999999996,110.44999999999997,0.54,0.9,1.2,1.6
-8.199999999999996,110.49999999999997,0.54,0.9,1.2,1.6
-8.199999999999996,110.54999999999997,0.54,0.9,1.2,1.6
-8.199999999999996,110.59999999999997,0.54,0.9,1.2,1.6
-8.199999999999996,110.64999999999996,0.54,0.9,1.2,1.6
-8.199999999999996,110.69999999999996,0.54,0.9,1.2,1.6
-8.199999999999996,110.74999999999996,0.54,0.9,1.2,1.6
-8.199999999999996,110.79999999999995,0.53,0.9,1.2,1.6
-8.199999999999996,110.84999999999995,0.53,0.9,1.2,1.6
-8.199999999999996,110.89999999999995,0.54,0.9,1.2,1.6
-8.199999999999996,110.94999999999995,0.54,0.9,1.2,1.6
-8.199999999999996,110.99999999999994,0.54,0.9,1.2,1.6
-8.199999999999996,111.04999999999994,0.54,0.9,1.2,1.6
-8.199999999999996,111.09999999999994,0.54,0.9,1.2,1.6
-8.199999999999996,111.14999999999993,0.54,0.9,1.2,1.6
-8.199999999999996,111.19999999999993,0.54,0.9,1.2,1.6
-8.199999999999996,111.24999999999993,0.54,0.9,1.2,1.6
-8.199999999999996,111.29999999999993,0.54,0.9,1.2,1.6
-8.199999999999996,111.34999999999992,0.54,0.9,1.2,1.6
-8.199999999999996,111.39999999999992,0.53,0.9,1.2,1.6
-8.199999999999996,111.44999999999992,0.53,0.9,1.2,1.6
-8.199999999999996,111.49999999999991,0.53,0.9,1.2,1.6
-8.199999999999996,111.54999999999991,0.53,0.9,1.2,1.6
-8.199999999999996,111.59999999999991,0.53,0.9,1.2,1.6
-8.199999999999996,111.6499999999999,0.53,0.9,1.2,1.6
-8.199999999999996,111.6999999999999,0.54,0.9,1.2,1.6
-8.199999999999996,111.7499999999999,0.55,0.9,1.2,1.7
-8.199999999999996,111.7999999999999,0.56,0.9,1.3,1.7
-8.199999999999996,111.8499999999999,0.58,0.9,1.3,1.8
-8.199999999999996,111.89999999999989,0.61,1.0,1.4,1.8
-8.199999999999996,111.94999999999989,0.65,1.1,1.4,2.0
-8.199999999999996,111.99999999999989,0.7,1.1,1.6,2.1
-8.199999999999996,112.04999999999988,0.76,1.2,1.7,2.3
-8.199999999999996,112.09999999999988,0.83,1.4,1.8,2.5
-8.199999999999996,112.14999999999988,0.91,1.5,2.0,2.8
-8.199999999999996,112.19999999999987,0.99,1.6,2.2,3.0
-8.199999999999996,112.24999999999987,1.07,1.7,2.4,3.2
-8.199999999999996,112.29999999999987,1.12,1.8,2.5,3.4
-8.199999999999996,112.34999999999987,1.16,1.9,2.6,3.5
-8.199999999999996,112.39999999999986,1.17,1.9,2.6,3.5
-8.199999999999996,112.44999999999986,1.18,1.9,2.6,3.6
-8.199999999999996,112.49999999999986,1.2,1.9,2.7,3.6
-8.199999999999996,112.54999999999986,1.24,2.0,2.8,3.7
-8.199999999999996,112.59999999999985,1.32,2.1,2.9,4.0
-8.199999999999996,112.64999999999985,1.45,2.4,3.2,4.4
-8.199999999999996,112.69999999999985,1.66,2.7,3.7,5.0
-8.199999999999996,112.74999999999984,1.95,3.2,4.3,5.9
-8.199999999999996,112.79999999999984,2.33,3.8,5.2,7.0
-8.199999999999996,112.84999999999984,2.75,4.5,6.1,8.3
-8.199999999999996,112.89999999999984,3.06,5.0,6.8,9.3
-8.199999999999996,112.94999999999983,3.02,4.9,6.7,9.1
-8.199999999999996,112.99999999999983,2.64,4.3,5.9,8.0
-8.199999999999996,113.04999999999983,2.18,3.5,4.9,6.6
-8.199999999999996,113.09999999999982,1.77,2.9,3.9,5.4
-8.199999999999996,113.14999999999982,1.44,2.3,3.2,4.4
-8.199999999999996,113.19999999999982,1.19,1.9,2.7,3.6
-8.199999999999996,113.24999999999982,1.0,1.6,2.2,3.0
-8.199999999999996,113.29999999999981,0.86,1.4,1.9,2.6
-8.199999999999996,113.34999999999981,0.77,1.2,1.7,2.3
-8.199999999999996,113.3999999999998,0.7,1.1,1.6,2.1
-8.199999999999996,113.4499999999998,0.66,1.1,1.5,2.0
-8.199999999999996,113.4999999999998,0.63,1.0,1.4,1.9
-8.199999999999996,113.5499999999998,0.62,1.0,1.4,1.9
-8.199999999999996,113.5999999999998,0.63,1.0,1.4,1.9
-8.199999999999996,113.64999999999979,0.66,1.1,1.5,2.0
-8.199999999999996,113.69999999999979,0.7,1.1,1.6,2.1
-8.199999999999996,113.74999999999979,0.78,1.3,1.7,2.4
-8.199999999999996,113.79999999999978,0.88,1.4,2.0,2.7
-8.199999999999996,113.84999999999978,1.04,1.7,2.3,3.1
-8.199999999999996,113.89999999999978,1.24,2.0,2.8,3.8
-8.199999999999996,113.94999999999978,1.51,2.5,3.4,4.6
-8.199999999999996,113.99999999999977,1.79,2.9,4.0,5.4
-8.199999999999996,114.04999999999977,1.95,3.2,4.3,5.9
-8.199999999999996,114.09999999999977,1.92,3.1,4.3,5.8
-8.199999999999996,114.14999999999976,1.82,3.0,4.0,5.5
-8.199999999999996,114.19999999999976,1.71,2.8,3.8,5.2
-8.199999999999996,114.24999999999976,1.59,2.6,3.5,4.8
-8.199999999999996,114.29999999999976,1.42,2.3,3.2,4.3
-8.199999999999996,114.34999999999975,1.22,2.0,2.7,3.7
-8.199999999999996,114.39999999999975,1.05,1.7,2.3,3.2
-8.199999999999996,114.44999999999975,0.9,1.5,2.0,2.7
-8.149999999999995,110.0,0.53,0.9,1.2,1.6
-8.149999999999995,110.05,0.53,0.9,1.2,1.6
-8.149999999999995,110.1,0.54,0.9,1.2,1.6
-8.149999999999995,110.14999999999999,0.54,0.9,1.2,1.6
-8.149999999999995,110.19999999999999,0.55,0.9,1.2,1.7
-8.149999999999995,110.24999999999999,0.55,0.9,1.2,1.7
-8.149999999999995,110.29999999999998,0.56,0.9,1.2,1.7
-8.149999999999995,110.34999999999998,0.56,0.9,1.2,1.7
-8.149999999999995,110.39999999999998,0.56,0.9,1.2,1.7
-8.149999999999995,110.44999999999997,0.56,0.9,1.2,1.7
-8.149999999999995,110.49999999999997,0.56,0.9,1.2,1.7
-8.149999999999995,110.54999999999997,0.56,0.9,1.2,1.7
-8.149999999999995,110.59999999999997,0.56,0.9,1.2,1.7
-8.149999999999995,110.64999999999996,0.55,0.9,1.2,1.7
-8.149999999999995,110.69999999999996,0.55,0.9,1.2,1.7
-8.149999999999995,110.74999999999996,0.55,0.9,1.2,1.7
-8.149999999999995,110.79999999999995,0.55,0.9,1.2,1.7
-8.149999999999995,110.84999999999995,0.55,0.9,1.2,1.7
-8.149999999999995,110.89999999999995,0.55,0.9,1.2,1.7
-8.149999999999995,110.94999999999995,0.55,0.9,1.2,1.7
-8.149999999999995,110.99999999999994,0.55,0.9,1.2,1.7
-8.149999999999995,111.04999999999994,0.56,0.9,1.2,1.7
-8.149999999999995,111.09999999999994,0.56,0.9,1.2,1.7
-8.149999999999995,111.14999999999993,0.56,0.9,1.2,1.7
-8.149999999999995,111.19999999999993,0.56,0.9,1.2,1.7
-8.149999999999995,111.24999999999993,0.56,0.9,1.2,1.7
-8.149999999999995,111.29999999999993,0.55,0.9,1.2,1.7
-8.149999999999995,111.34999999999992,0.55,0.9,1.2,1.7
-8.149999999999995,111.39999999999992,0.54,0.9,1.2,1.6
-8.149999999999995,111.44999999999992,0.54,0.9,1.2,1.6
-8.149999999999995,111.49999999999991,0.54,0.9,1.2,1.6
-8.149999999999995,111.54999999999991,0.54,0.9,1.2,1.6
-8.149999999999995,111.59999999999991,0.54,0.9,1.2,1.6
-8.149999999999995,111.6499999999999,0.54,0.9,1.2,1.6
-8.149999999999995,111.6999999999999,0.55,0.9,1.2,1.7
-8.149999999999995,111.7499999999999,0.56,0.9,1.2,1.7
-8.149999999999995,111.7999999999999,0.57,0.9,1.3,1.7
-8.149999999999995,111.8499999999999,0.6,1.0,1.3,1.8
-8.149999999999995,111.89999999999989,0.63,1.0,1.4,1.9
-8.149999999999995,111.94999999999989,0.68,1.1,1.5,2.1
-8.149999999999995,111.99999999999989,0.75,1.2,1.7,2.3
-8.149999999999995,112.04999999999988,0.83,1.3,1.8,2.5
-8.149999999999995,112.09999999999988,0.93,1.5,2.1,2.8
-8.149999999999995,112.14999999999988,1.05,1.7,2.3,3.2
-8.149999999999995,112.19999999999987,1.18,1.9,2.6,3.6
-8.149999999999995,112.24999999999987,1.29,2.1,2.9,3.9
-8.149999999999995,112.29999999999987,1.38,2.2,3.1,4.2
-8.149999999999995,112.34999999999987,1.41,2.3,3.1,4.3
-8.149999999999995,112.39999999999986,1.41,2.3,3.1,4.3
-8.149999999999995,112.44999999999986,1.39,2.3,3.1,4.2
-8.149999999999995,112.49999999999986,1.39,2.3,3.1,4.2
-8.149999999999995,112.54999999999986,1.42,2.3,3.2,4.3
-8.149999999999995,112.59999999999985,1.5,2.4,3.3,4.5
-8.149999999999995,112.64999999999985,1.65,2.7,3.7,5.0
-8.149999999999995,112.69999999999985,1.88,3.1,4.2,5.7
-8.149999999999995,112.74999999999984,2.24,3.6,5.0,6.8
-8.149999999999995,112.79999999999984,2.76,4.5,6.1,8.3
-8.149999999999995,112.84999999999984,3.44,5.6,7.6,10.4
-8.149999999999995,112.89999999999984,4.14,6.7,9.2,12.5
-8.149999999999995,112.94999999999983,4.02,6.5,9.0,12.2
-8.149999999999995,112.99999999999983,3.27,5.3,7.3,9.9
-8.149999999999995,113.04999999999983,2.57,4.2,5.7,7.8
-8.149999999999995,113.09999999999982,2.02,3.3,4.5,6.1
-8.149999999999995,113.14999999999982,1.61,2.6,3.6,4.9
-8.149999999999995,113.19999999999982,1.3,2.1,2.9,3.9
-8.149999999999995,113.24999999999982,1.07,1.7,2.4,3.2
-8.149999999999995,113.29999999999981,0.91,1.5,2.0,2.8
-8.149999999999995,113.34999999999981,0.8,1.3,1.8,2.4
-8.149999999999995,113.3999999999998,0.72,1.2,1.6,2.2
-8.149999999999995,113.4499999999998,0.67,1.1,1.5,2.0
-8.149999999999995,113.4999999999998,0.64,1.0,1.4,1.9
-8.149999999999995,113.5499999999998,0.63,1.0,1.4,1.9
-8.149999999999995,113.5999999999998,0.64,1.0,1.4,1.9
-8.149999999999995,113.64999999999979,0.67,1.1,1.5,2.0
-8.149999999999995,113.69999999999979,0.72,1.2,1.6,2.2
-8.149999999999995,113.74999999999979,0.8,1.3,1.8,2.4
-8.149999999999995,113.79999999999978,0.92,1.5,2.0,2.8
-8.149999999999995,113.84999999999978,1.09,1.8,2.4,3.3
-8.149999999999995,113.89999999999978,1.35,2.2,3.0,4.1
-8.149999999999995,113.94999999999978,1.71,2.8,3.8,5.2
-8.149999999999995,113.99999999999977,2.18,3.6,4.9,6.6
-8.149999999999995,114.04999999999977,2.51,4.1,5.6,7.6
-8.149999999999995,114.09999999999977,2.3,3.7,5.1,7.0
-8.149999999999995,114.14999999999976,2.14,3.5,4.8,6.5
-8.149999999999995,114.19999999999976,2.07,3.4,4.6,6.2
-8.149999999999995,114.24999999999976,1.94,3.2,4.3,5.9
-8.149999999999995,114.29999999999976,1.69,2.7,3.8,5.1
-8.149999999999995,114.34999999999975,1.4,2.3,3.1,4.2
-8.149999999999995,114.39999999999975,1.15,1.9,2.6,3.5
-8.149999999999995,114.44999999999975,0.96,1.6,2.1,2.9
-8.099999999999994,110.0,0.54,0.9,1.2,1.6
-8.099999999999994,110.05,0.54,0.9,1.2,1.6
-8.099999999999994,110.1,0.55,0.9,1.2,1.7
-8.099999999999994,110.14999999999999,0.56,0.9,1.2,1.7
-8.099999999999994,110.19999999999999,0.57,0.9,1.3,1.7
-8.099999999999994,110.24999999999999,0.57,0.9,1.3,1.7
-8.099999999999994,110.29999999999998,0.58,0.9,1.3,1.8
-8.099999999999994,110.34999999999998,0.58,0.9,1.3,1.8
-8.099999999999994,110.39999999999998,0.59,1.0,1.3,1.8
-8.099999999999994,110.44999999999997,0.59,1.0,1.3,1.8
-8.099999999999994,110.49999999999997,0.59,1.0,1.3,1.8
-8.099999999999994,110.54999999999997,0.58,0.9,1.3,1.8
-8.099999999999994,110.59999999999997,0.58,0.9,1.3,1.8
-8.099999999999994,110.64999999999996,0.57,0.9,1.3,1.7
-8.099999999999994,110.69999999999996,0.57,0.9,1.3,1.7
-8.099999999999994,110.74999999999996,0.57,0.9,1.3,1.7
-8.099999999999994,110.79999999999995,0.56,0.9,1.3,1.7
-8.099999999999994,110.84999999999995,0.56,0.9,1.3,1.7
-8.099999999999994,110.89999999999995,0.57,0.9,1.3,1.7
-8.099999999999994,110.94999999999995,0.57,0.9,1.3,1.7
-8.099999999999994,110.99999999999994,0.57,0.9,1.3,1.7
-8.099999999999994,111.04999999999994,0.58,0.9,1.3,1.7
-8.099999999999994,111.09999999999994,0.58,0.9,1.3,1.8
-8.099999999999994,111.14999999999993,0.58,0.9,1.3,1.8
-8.099999999999994,111.19999999999993,0.58,0.9,1.3,1.8
-8.099999999999994,111.24999999999993,0.58,0.9,1.3,1.8
-8.099999999999994,111.29999999999993,0.57,0.9,1.3,1.7
-8.099999999999994,111.34999999999992,0.57,0.9,1.3,1.7
-8.099999999999994,111.39999999999992,0.56,0.9,1.2,1.7
-8.099999999999994,111.44999999999992,0.55,0.9,1.2,1.7
-8.099999999999994,111.49999999999991,0.55,0.9,1.2,1.7
-8.099999999999994,111.54999999999991,0.54,0.9,1.2,1.6
-8.099999999999994,111.59999999999991,0.54,0.9,1.2,1.6
-8.099999999999994,111.6499999999999,0.55,0.9,1.2,1.7
-8.099999999999994,111.6999999999999,0.55,0.9,1.2,1.7
-8.099999999999994,111.7499999999999,0.57,0.9,1.3,1.7
-8.099999999999994,111.7999999999999,0.59,1.0,1.3,1.8
-8.099999999999994,111.8499999999999,0.61,1.0,1.4,1.9
-8.099999999999994,111.89999999999989,0.66,1.1,1.5,2.0
-8.099999999999994,111.94999999999989,0.72,1.2,1.6,2.2
-8.099999999999994,111.99999999999989,0.8,1.3,1.8,2.4
-8.099999999999994,112.04999999999988,0.91,1.5,2.0,2.8
-8.099999999999994,112.09999999999988,1.05,1.7,2.3,3.2
-8.099999999999994,112.14999999999988,1.23,2.0,2.7,3.7
-8.099999999999994,112.19999999999987,1.42,2.3,3.2,4.3
-8.099999999999994,112.24999999999987,1.61,2.6,3.6,4.9
-8.099999999999994,112.29999999999987,1.73,2.8,3.9,5.2
-8.099999999999994,112.34999999999987,1.77,2.9,3.9,5.3
-8.099999999999994,112.39999999999986,1.73,2.8,3.9,5.2
-8.099999999999994,112.44999999999986,1.67,2.7,3.7,5.1
-8.099999999999994,112.49999999999986,1.63,2.6,3.6,4.9
-8.099999999999994,112.54999999999986,1.63,2.7,3.6,4.9
-8.099999999999994,112.59999999999985,1.7,2.8,3.8,5.1
-8.099999999999994,112.64999999999985,1.84,3.0,4.1,5.6
-8.099999999999994,112.69999999999985,2.09,3.4,4.7,6.3
-8.099999999999994,112.74999999999984,2.48,4.0,5.5,7.5
-8.099999999999994,112.79999999999984,3.05,5.0,6.8,9.2
-8.099999999999994,112.84999999999984,3.87,6.3,8.6,11.7
-8.099999999999994,112.89999999999984,4.96,8.1,11.0,15.0
-8.099999999999994,112.94999999999983,4.74,7.7,10.6,14.4
-8.099999999999994,112.99999999999983,3.69,6.0,8.2,11.2
-8.099999999999994,113.04999999999983,2.86,4.7,6.4,8.7
-8.099999999999994,113.09999999999982,2.22,3.6,4.9,6.7
-8.099999999999994,113.14999999999982,1.73,2.8,3.9,5.2
-8.099999999999994,113.19999999999982,1.38,2.2,3.1,4.2
-8.099999999999994,113.24999999999982,1.12,1.8,2.5,3.4
-8.099999999999994,113.29999999999981,0.94,1.5,2.1,2.9
-8.099999999999994,113.34999999999981,0.82,1.3,1.8,2.5
-8.099999999999994,113.3999999999998,0.73,1.2,1.6,2.2
-8.099999999999994,113.4499999999998,0.68,1.1,1.5,2.1
-8.099999999999994,113.4999999999998,0.65,1.1,1.4,2.0
-8.099999999999994,113.5499999999998,0.64,1.0,1.4,1.9
-8.099999999999994,113.5999999999998,0.64,1.0,1.4,1.9
-8.099999999999994,113.64999999999979,0.67,1.1,1.5,2.0
-8.099999999999994,113.69999999999979,0.72,1.2,1.6,2.2
-8.099999999999994,113.74999999999979,0.8,1.3,1.8,2.4
-8.099999999999994,113.79999999999978,0.92,1.5,2.1,2.8
-8.099999999999994,113.84999999999978,1.1,1.8,2.5,3.3
-8.099999999999994,113.89999999999978,1.37,2.2,3.0,4.1
-8.099999999999994,113.94999999999978,1.74,2.8,3.9,5.3
-8.099999999999994,113.99999999999977,2.27,3.7,5.1,6.9
-8.099999999999994,114.04999999999977,2.67,4.3,5.9,8.1
-8.099999999999994,114.09999999999977,2.43,4.0,5.4,7.4
-8.099999999999994,114.14999999999976,2.34,3.8,5.2,7.1
-8.099999999999994,114.19999999999976,2.42,3.9,5.4,7.3
-8.099999999999994,114.24999999999976,2.39,3.9,5.3,7.2
-8.099999999999994,114.29999999999976,1.96,3.2,4.4,5.9
-8.099999999999994,114.34999999999975,1.54,2.5,3.4,4.7
-8.099999999999994,114.39999999999975,1.23,2.0,2.7,3.7
-8.099999999999994,114.44999999999975,1.01,1.6,2.2,3.0
-8.049999999999994,110.0,0.55,0.9,1.2,1.7
-8.049999999999994,110.05,0.56,0.9,1.2,1.7
-8.049999999999994,110.1,0.57,0.9,1.3,1.7
-8.049999999999994,110.14999999999999,0.58,0.9,1.3,1.8
-8.049999999999994,110.19999999999999,0.59,1.0,1.3,1.8
-8.049999999999994,110.24999999999999,0.6,1.0,1.3,1.8
-8.049999999999994,110.29999999999998,0.61,1.0,1.4,1.9
-8.049999999999994,110.34999999999998,0.62,1.0,1.4,1.9
-8.049999999999994,110.39999999999998,0.62,1.0,1.4,1.9
-8.049999999999994,110.44999999999997,0.63,1.0,1.4,1.9
-8.049999999999994,110.49999999999997,0.62,1.0,1.4,1.9
-8.049999999999994,110.54999999999997,0.62,1.0,1.4,1.9
-8.049999999999994,110.59999999999997,0.61,1.0,1.4,1.8
-8.049999999999994,110.64999999999996,0.6,1.0,1.3,1.8
-8.049999999999994,110.69999999999996,0.6,1.0,1.3,1.8
-8.049999999999994,110.74999999999996,0.59,1.0,1.3,1.8
-8.049999999999994,110.79999999999995,0.59,1.0,1.3,1.8
-8.049999999999994,110.84999999999995,0.59,1.0,1.3,1.8
-8.049999999999994,110.89999999999995,0.59,1.0,1.3,1.8
-8.049999999999994,110.94999999999995,0.59,1.0,1.3,1.8
-8.049999999999994,110.99999999999994,0.6,1.0,1.3,1.8
-8.049999999999994,111.04999999999994,0.61,1.0,1.4,1.8
-8.049999999999994,111.09999999999994,0.62,1.0,1.4,1.9
-8.049999999999994,111.14999999999993,0.62,1.0,1.4,1.9
-8.049999999999994,111.19999999999993,0.62,1.0,1.4,1.9
-8.049999999999994,111.24999999999993,0.61,1.0,1.4,1.9
-8.049999999999994,111.29999999999993,0.61,1.0,1.3,1.8
-8.049999999999994,111.34999999999992,0.6,1.0,1.3,1.8
-8.049999999999994,111.39999999999992,0.58,0.9,1.3,1.8
-8.049999999999994,111.44999999999992,0.57,0.9,1.3,1.7
-8.049999999999994,111.49999999999991,0.56,0.9,1.3,1.7
-8.049999999999994,111.54999999999991,0.56,0.9,1.2,1.7
-8.049999999999994,111.59999999999991,0.55,0.9,1.2,1.7
-8.049999999999994,111.6499999999999,0.55,0.9,1.2,1.7
-8.049999999999994,111.6999999999999,0.56,0.9,1.2,1.7
-8.049999999999994,111.7499999999999,0.57,0.9,1.3,1.7
-8.049999999999994,111.7999999999999,0.6,1.0,1.3,1.8
-8.049999999999994,111.8499999999999,0.63,1.0,1.4,1.9
-8.049999999999994,111.89999999999989,0.68,1.1,1.5,2.1
-8.049999999999994,111.94999999999989,0.75,1.2,1.7,2.3
-8.049999999999994,111.99999999999989,0.85,1.4,1.9,2.6
-8.049999999999994,112.04999999999988,0.99,1.6,2.2,3.0
-8.049999999999994,112.09999999999988,1.18,1.9,2.6,3.6
-8.049999999999994,112.14999999999988,1.42,2.3,3.2,4.3
-8.049999999999994,112.19999999999987,1.72,2.8,3.8,5.2
-8.049999999999994,112.24999999999987,2.02,3.3,4.5,6.1
-8.049999999999994,112.29999999999987,2.23,3.6,5.0,6.8
-8.049999999999994,112.34999999999987,2.26,3.7,5.0,6.8
-8.049999999999994,112.39999999999986,2.14,3.5,4.8,6.5
-8.049999999999994,112.44999999999986,2.0,3.3,4.5,6.1
-8.049999999999994,112.49999999999986,1.91,3.1,4.2,5.8
-8.049999999999994,112.54999999999986,1.88,3.1,4.2,5.7
-8.049999999999994,112.59999999999985,1.92,3.1,4.3,5.8
-8.049999999999994,112.64999999999985,2.04,3.3,4.5,6.2
