algorithm,design,seed_i,seed_j,jaccard,footprint_single_run_share,replaced_share
maxent,tgb,5,9,0.71818526844364,0.28181473155636005,0.16401882656788952
maxent,tgb,6,7,0.7409812303095742,0.2590187696904258,0.14877746249129184
maxent,tgb,6,8,0.6777513291617372,0.3222486708382628,0.1920717720422069
maxent,tgb,6,9,0.7320148913315382,0.2679851086684618,0.1547244830339999
maxent,tgb,7,8,0.7072449053593444,0.29275509464065563,0.17147808947717197
maxent,tgb,7,9,0.7301309658548057,0.26986903414519425,0.1559818530916011
maxent,tgb,8,9,0.7108927585104218,0.2891072414895782,0.16898034084923455
maxent,hybrid,0,1,0.7065270971670484,0.2934729028329516,0.17197084260785347
maxent,hybrid,0,2,0.727312749471707,0.272687250528293,0.1578679081780028
maxent,hybrid,0,3,0.6851493936921073,0.31485060630789274,0.1868383939646237
maxent,hybrid,0,4,0.6901097007638849,0.3098902992361151,0.18335513907532328
maxent,hybrid,0,5,0.743456815724379,0.25654318427562095,0.14714627971386332
maxent,hybrid,0,6,0.6909595023632001,0.30904049763679986,0.18276043702105246
maxent,hybrid,0,7,0.712710076391415,0.28728992360858496,0.16773996227889829
maxent,hybrid,0,8,0.7716134858518965,0.22838651414810351,0.12891441387864677
maxent,hybrid,0,9,0.7661640033010728,0.23383599669892718,0.13239766876794729
maxent,hybrid,1,2,0.7412130177514793,0.2587869822485207,0.14862453910590795
maxent,hybrid,1,3,0.7051426915833695,0.2948573084166305,0.1729223658946868
maxent,hybrid,1,4,0.7185113807250376,0.2814886192749624,0.16379793723344602
maxent,hybrid,1,5,0.719239308249591,0.28076069175040896,0.1633051841027645
maxent,hybrid,1,6,0.7140319198508853,0.2859680801491147,0.16683941345385964
maxent,hybrid,1,7,0.719088651964364,0.280911348035636,0.16340713302635376
maxent,hybrid,1,8,0.7336475440017675,0.26635245599823254,0.1536370278490476
maxent,hybrid,1,9,0.6826681152790485,0.31733188472095153,0.1885885171529064
maxent,hybrid,2,3,0.6116382556308619,0.38836174436913806,0.24097327239053232
maxent,hybrid,2,4,0.7566486583291049,0.24335134167089512,0.13853159567056902
maxent,hybrid,2,5,0.7060571362312119,0.2939428637687881,0.17229368086588615
maxent,hybrid,2,6,0.6996274583417564,0.30037254165824356,0.17672845904201995
maxent,hybrid,2,7,0.666091042916997,0.33390895708300306,0.2004145922892631
maxent,hybrid,2,8,0.7475725272441132,0.25242747275588684,0.1444446332387474
maxent,hybrid,2,9,0.7065023559260601,0.29349764407393986,0.17198783409511836
maxent,hybrid,3,4,0.6155313688082461,0.3844686311917539,0.2379827706319134
maxent,hybrid,3,5,0.6612470714426849,0.3387529285573151,0.20391483866582844
maxent,hybrid,3,6,0.6933191391414432,0.30668086085855684,0.1811122627563591
maxent,hybrid,3,7,0.667814381863266,0.332185618136734,0.19917421371892682
maxent,hybrid,3,8,0.6935384084140253,0.30646159158597475,0.18095933937097516
maxent,hybrid,3,9,0.6140028521281263,0.38599714787187367,0.23915518325319016
maxent,hybrid,4,5,0.6982542201702496,0.30174577982975037,0.17767998232885324
maxent,hybrid,4,6,0.6895274731584085,0.31047252684159155,0.1837629347696804
maxent,hybrid,4,7,0.7045500622701074,0.2954499377298926,0.1733301615890439
maxent,hybrid,4,8,0.6992348780135701,0.3007651219864299,0.17700032283825803
maxent,hybrid,4,9,0.6783015370576325,0.3216984629423675,0.19168096783511462
maxent,hybrid,5,6,0.7351042188743772,0.26489578112562284,0.1526685130749495
maxent,hybrid,5,7,0.7144313679794919,0.2855686320205081,0.16656754965762155
maxent,hybrid,5,8,0.7122117972216161,0.2877882027783839,0.16807979202419587
maxent,hybrid,5,9,0.7067498006235047,0.2932501993764953,0.17181791922246956
maxent,hybrid,6,7,0.7094516091553387,0.29054839084466133,0.1699658471105976
maxent,hybrid,6,8,0.7570944483422651,0.24290555165773486,0.1382427403870661
maxent,hybrid,6,9,0.6998974625593923,0.30010253744060766,0.17654155268210622
maxent,hybrid,7,8,0.7491306802983921,0.25086931970160786,0.14342514400285455
maxent,hybrid,7,9,0.7460430480767805,0.25395695192321954,0.1454471309873753
maxent,hybrid,8,9,0.7252620007328692,0.27473799926713083,0.15924421864645813
