algorithm,design,seed_i,seed_j,jaccard,footprint_single_run_share,replaced_share
randomforest,random,3,6,0.7775260876787629,0.22247391232123714,0.12515929519310828
randomforest,random,3,7,0.7525945116957758,0.24740548830422415,0.14116527619662547
randomforest,random,3,8,0.7172076737909403,0.2827923262090597,0.16468149457121978
randomforest,random,3,9,0.6863323782234957,0.3136676217765043,0.18600581108864458
randomforest,random,4,5,0.6508786939508268,0.34912130604917324,0.2114760504987002
randomforest,random,4,6,0.7768820856543333,0.22311791434566675,0.1255670908874654
randomforest,random,4,7,0.6803860265250474,0.3196139734749526,0.19020270844307005
randomforest,random,4,8,0.6824997498534856,0.3175002501465144,0.18870745756376056
randomforest,random,4,9,0.701691484747723,0.298308515252277,0.17530117411177
randomforest,random,5,6,0.6781101194719283,0.32188988052807166,0.19181689973323368
randomforest,random,5,7,0.7894976891267331,0.21050231087326687,0.1176320663347663
randomforest,random,5,8,0.6848840538219296,0.31511594617807037,0.18702530032453737
randomforest,random,5,9,0.6994556821299144,0.3005443178700856,0.17684739945287412
randomforest,random,6,7,0.6927590422089596,0.30724095779104044,0.18150306696345128
randomforest,random,6,8,0.7196160645151864,0.28038393548481355,0.16305031179379134
randomforest,random,6,9,0.6907651866641769,0.30923481333582314,0.1828963689191715
randomforest,random,7,8,0.7213512723018426,0.2786487276981574,0.1618778991725146
randomforest,random,7,9,0.7265273193986065,0.2734726806013935,0.15839464428321412
randomforest,random,8,9,0.6475511946586789,0.35244880534132106,0.21392282466484291
randomforest,tgb,0,1,0.7691371199254505,0.23086288007454947,0.13049462219428065
randomforest,tgb,0,2,0.7692168946339997,0.23078310536600033,0.13044364773248604
randomforest,tgb,0,3,0.7473909235314202,0.2526090764685798,0.14456357364960157
randomforest,tgb,0,4,0.744464534487358,0.25553546551264195,0.14648361171053303
randomforest,tgb,0,5,0.7664290538005553,0.23357094619944474,0.13222775389529848
randomforest,tgb,0,6,0.7108181567128384,0.28918184328716157,0.1690313153110292
randomforest,tgb,0,7,0.751421004077017,0.24857899592298305,0.1419298931235451
randomforest,tgb,0,8,0.6977398277826657,0.30226017221733426,0.17803680356141574
randomforest,tgb,0,9,0.7580917387342982,0.24190826126570175,0.1375970638710006
randomforest,tgb,1,2,0.7220816081695952,0.2779183918304048,0.16138514604183302
randomforest,tgb,1,3,0.7090792931712913,0.29092070682870874,0.1702207194195708
randomforest,tgb,1,4,0.6849564109538057,0.31504358904619434,0.18697432586274274
randomforest,tgb,1,5,0.7181100293392109,0.28188997066078914,0.16406980102968416
randomforest,tgb,1,6,0.7079385347592031,0.2920614652407969,0.1710023278337553
randomforest,tgb,1,7,0.6966875198201055,0.30331248017989454,0.1787674375138056
randomforest,tgb,1,8,0.6487974337783132,0.3512025662216868,0.21300528435253932
randomforest,tgb,1,9,0.766137502625814,0.23386249737418596,0.13241466025521212
randomforest,tgb,2,3,0.7390006796087817,0.2609993203912183,0.1500858070106877
randomforest,tgb,2,4,0.7564913746791619,0.24350862532083806,0.13863354459415833
randomforest,tgb,2,5,0.7404406328552418,0.25955936714475825,0.14913428372385434
randomforest,tgb,2,6,0.7403376999733862,0.25966230002661383,0.14920224967291387
randomforest,tgb,2,7,0.7576979362661649,0.24230206373383512,0.13785193617997385
randomforest,tgb,2,8,0.6783972622272921,0.32160273777270787,0.1916130018860551
randomforest,tgb,2,9,0.7392062413191879,0.2607937586808121,0.1499498751125686
randomforest,tgb,3,4,0.7264260256090586,0.27357397439094144,0.15846261023227362
randomforest,tgb,3,5,0.7333411872119222,0.2666588127880778,0.15384092569622618
