title,date,source,identifier,description,relevance,tags
Van Hier en Daar. KOLONIALE ZAKEN.,1915/01/19,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB08:000129123:mpeg21:a0004:ocr,,0,
"HAARLEM, 28 October.",1856/10/29,KB C 37,http://resolver.kb.nl/resolve?urn=ddd:010544928:mpeg21:a0008:ocr,,0,
Gemengd Nieuws.,1885/05/09,KB c226,http://resolver.kb.nl/resolve?urn=ddd:010088425:mpeg21:a0043:ocr,,0,
Gemengd Nieuws.,1875/04/15,KB c226,http://resolver.kb.nl/resolve?urn=ddd:010062126:mpeg21:a0007:ocr,,0,
Niet Officieel gedeelte,1908/06/22,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:000526090:mpeg21:a00001:ocr,,0,
UIT KORTE VERSLAGEN.,1907/01/07,Koninklijke Bibliotheek C 96,http://resolver.kb.nl/resolve?urn=ddd:011034740:mpeg21:a0078:ocr,,0,
Verschillende Berichten.,1911/02/10,Zeeuwsche bibliotheek,http://resolver.kb.nl/resolve?urn=ddd:010635513:mpeg21:a0013:ocr,,0,
Nederland. STATEN-GENERAAL. Eerste Kamer.,1859/08/06,KB 1640 C 1,http://resolver.kb.nl/resolve?urn=ddd:110531776:mpeg21:a0027:ocr,,0,
Laatste berichten. Nationale Chrysanthemum-tentoonstelling.,1907/10/19,Stadsarchief 's-Hertogenbosch,http://resolver.kb.nl/resolve?urn=MMSADB01:000064284:mpeg21:a0006:ocr,,0,
NEDERLANDEN.,1838/08/21,KBDK,http://resolver.kb.nl/resolve?urn=ddd:010582600:mpeg21:a0016:ocr,,0,
"Nieuwstijdingen. Extracten uit de Nederlaudsche Dagbladen tot en niet den 25 Februarij 1837. Nederlanden. Breda, den 19 Februarij.",1837/04/21,Koninklijke Bibliotheek C 135,http://resolver.kb.nl/resolve?urn=ddd:010940242:mpeg21:a0007:ocr,,0,
TELEGRAMMEN,1923/06/23,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:002111318:mpeg21:a00023:ocr,,0,
"Nederlanden. Breda, den 19 Februarij.",1837/04/21,KB C 135,http://resolver.kb.nl/resolve?urn=ddd:010666181:mpeg21:a0007:ocr,,0,
Handelsberichten,1923/02/23,KB NBM Mfm MMK 0024 [Microfilm],http://resolver.kb.nl/resolve?urn=ddd:010000967:mpeg21:a0048:ocr,,0,
KOLONIEN. Oost-Indie.,1873/02/03,Het Utrechts Archief,http://resolver.kb.nl/resolve?urn=MMUTRA04:253110034:mpeg21:a00014:ocr,,0,
Gemengd Nieuws.,1918/06/26,Stadsarchief Enschede,http://resolver.kb.nl/resolve?urn=MMSAEN02:000940074:mpeg21:a00006:ocr,,0,
Verspreide-Indische Berichten.,1896/02/27,KB C 76,http://resolver.kb.nl/resolve?urn=ddd:010294237:mpeg21:a0007:ocr,,0,
Verspreide Indische Berichten.,1891/04/21,KB C76,http://resolver.kb.nl/resolve?urn=ddd:010292239:mpeg21:a0017:ocr,,0,
"'s Gravenhage, 22 April.",1861/04/24,KB C29,http://resolver.kb.nl/resolve?urn=ddd:000014475:mpeg21:a0013:ocr,,0,
BINNENLAND. ROTTERDAM 15 Mei.,1863/05/16,KB C 46,http://resolver.kb.nl/resolve?urn=ddd:010389231:mpeg21:a0026:ocr,,0,
"TELEGRAMMEN Buiten- en binnenlandsche telegrammendienst van de „Preangerbode"". Afghanistan.",1919/06/19,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB08:000132866:mpeg21:a0009:ocr,,0,
BINNENLANDSCHE NIEUWSTIJDINGEN.,1854/03/31,KB 1729 C1,http://resolver.kb.nl/resolve?urn=ddd:000013609:mpeg21:a0011:ocr,,0,
Storm raast over ons land,1949/02/28,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:000083050:mpeg21:a00007:ocr,,0,
Gemengd Nieuws.,1892/02/23,KB c226,http://resolver.kb.nl/resolve?urn=ddd:010140345:mpeg21:a0004:ocr,,0,
GEMENGD NIEUWS. De malversaties te Bergen op Zoom.,1926/04/08,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB04:000144204:mpeg21:a0089:ocr,,0,
OOST-INDIË,1908/07/23,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB23:001480059:mpeg21:a00034:ocr,,0,
OOST-INDIE. Voedselschaarschte.,1934/07/13,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB04:000147419:mpeg21:a0127:ocr,,0,
KORTE MEDEDEELINGEN.,1939/08/28,Koninklijke Bibliotheek MM03C-101701,http://resolver.kb.nl/resolve?urn=ddd:011153645:mpeg21:a0128:ocr,,0,
KORTE MEDEDEELINGEN.,1939/08/28,Koninklijke Bibliotheek MM03C-101701,http://resolver.kb.nl/resolve?urn=ddd:110599392:mpeg21:a0131:ocr,,0,
"Van een Zaadje, dat een 'Boom werd!",1936/10/24,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:000467072:mpeg21:a00045:ocr,,0,
Uit den Archipel.,1906/02/28,KB 1634 B1,http://resolver.kb.nl/resolve?urn=ddd:010322133:mpeg21:a0031:ocr,,0,
Latere berichten en Telegrammen. Burgemeester met verlof gezonden.,1937/02/16,Drents Archief,http://resolver.kb.nl/resolve?urn=MMDA03:000115235:mpeg21:a0021:ocr,,0,
Een pestrat.,1911/10/10,KB C 236,http://resolver.kb.nl/resolve?urn=ddd:010542761:mpeg21:a0049:ocr,,0,
ZELHEM,1934/09/07,Erfgoedcentrum Achterhoek en Liemers,http://resolver.kb.nl/resolve?urn=MMECAL02:179975070:mpeg21:a00042:ocr,,0,
Gem. Berichten HET BRUIDJE RAAKTE VAN STREEK.,1942/08/01,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=KBDDD02:000205735:mpeg21:a0047:ocr,,0,
Birma – kampkrant: een monnikenwerk,1967/06/03,Stadsarchief Rotterdam,http://resolver.kb.nl/resolve?urn=MMSARO03:259048028:mpeg21:a00069:ocr,,0,
OOST-INDIË. De Communistische opstand op Sumatra. Nadere bijzonderheden.,1927/01/04,Regionaal Archief Nijmegen,http://resolver.kb.nl/resolve?urn=MMRANM02:000027997:mpeg21:a0016:ocr,,0,
"„Klein"" nieuws uil heel de wereld",1939/07/26,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB15:000901044:mpeg21:a00012:ocr,,0,
"Nederlandsch-Indië. DELI-KRONIEK. Medan, 19 Maart 1918 Gouvernementeele belangstelling.",1918/03/26,Universitaire Bibliotheken Leiden,http://resolver.kb.nl/resolve?urn=MMKB23:001670046:mpeg21:a00012:ocr,,0,
Van de kruisingen:,1928/06/05,Universitaire Bibliotheken Leiden,http://resolver.kb.nl/resolve?urn=MMKB23:001614045:mpeg21:a00002:ocr,,0,
OOST EN WEST 30 gevangenen gedood door republikeinen,1949/01/05,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB08:000110955:mpeg21:a0044:ocr,,0,
Het Sumatraveer.,1912/09/05,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB15:000057004:mpeg21:a00002:ocr,,0,
Korte berichten.,1910/04/19,KB C 21,http://resolver.kb.nl/resolve?urn=ddd:010336572:mpeg21:a0128:ocr,,0,
Telegrammen uit de Locomotief,1911/03/29,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:000531073:mpeg21:a00005:ocr,,0,
INGEZONDEN. SURINAME.,1928/03/19,KB C 65,http://resolver.kb.nl/resolve?urn=ddd:010667848:mpeg21:a0197:ocr,,0,
"Vluchtige praatjes over luchtige reizen Dagen te midden van drijvende vacantiegangers en oud-gasten. — Het meest afdoende middel om lui te worden. — Verhalen van schuimende golven en maritieme baren, passagiers en steden. MENSCHEN AAN BOORD.",1932/06/13,KB C 21,http://resolver.kb.nl/resolve?urn=ddd:010662610:mpeg21:a0195:ocr,,0,
BINNENLAND. Prins Hendrik te Dresden.,1911/08/09,Regionaal Historisch Centrum Eindhoven,http://resolver.kb.nl/resolve?urn=MMRHCE01:000052014:mpeg21:a0013:ocr,,0,
Maatschappij ter Bevordering: van Nijverheid.,1882/12/21,Koninklijke Bibliotheek C 21,http://resolver.kb.nl/resolve?urn=ddd:010973376:mpeg21:a0009:ocr,,0,
Rijp voor een Raad. (Aneta) De afder-,1918/07/08,Koninklijke Bibliotheek C 96,http://resolver.kb.nl/resolve?urn=ddd:011039631:mpeg21:a0049:ocr,,0,
UIT OOST-INDIE,1936/01/20,Het Utrechts Archief,http://resolver.kb.nl/resolve?urn=MMUTRA04:253405093:mpeg21:a00032:ocr,,0,
ONZE KOLONIEN. Nieuwe onlusten in Indië.,1927/01/04,Gemeentearchief Delft,http://resolver.kb.nl/resolve?urn=MMKB08:000073865:mpeg21:a0041:ocr,,0,
Kolonien.,1927/01/04,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:002033002:mpeg21:a00006:ocr,,0,
Gemengde Berichten.,1907/10/19,Erfgoedcentrum Achterhoek en Liemers,http://resolver.kb.nl/resolve?urn=MMECAL02:180098080:mpeg21:a00003:ocr,,0,
OOST-INDIË.,1911/01/25,KB C 226,http://resolver.kb.nl/resolve?urn=ddd:010108447:mpeg21:a0169:ocr,,0,
EEN KEERPUNT.,1925/08/22,KBDK,http://resolver.kb.nl/resolve?urn=ddd:010603473:mpeg21:a0111:ocr,,0,
GEMENGD NIEUWS.,1896/09/24,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB04:000122854:mpeg21:a0004:ocr,,0,
BINNENLAND. GISTING IN INDIE,1908/06/24,Het Utrechts Archief,http://resolver.kb.nl/resolve?urn=MMUTRA04:253287146:mpeg21:a00039:ocr,,0,
NEDERL-INDIË,1932/08/17,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:000408039:mpeg21:a00032:ocr,,0,
KOLONIËN.,1908/07/22,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB08:000174287:mpeg21:a0007:ocr,,0,
Gemengde berichten.,1924/07/14,Groninger archieven 649-1216,http://resolver.kb.nl/resolve?urn=ddd:010884092:mpeg21:a0018:ocr,,0,
BINNENLAND,1915/09/24,Noord-Hollands Archief,http://resolver.kb.nl/resolve?urn=MMNHA03:179015162:mpeg21:a00009:ocr,,0,
BINNENLAND,1915/09/24,Noord-Hollands Archief,http://resolver.kb.nl/resolve?urn=MMNHA03:179015163:mpeg21:a00011:ocr,,0,
BINNENLAND,1915/09/24,Noord-Hollands Archief,http://resolver.kb.nl/resolve?urn=MMNHA03:179015164:mpeg21:a00009:ocr,,0,
INDISCHE KRONIEK. XIV 1 Nov. 1902.,1902/12/12,KB C 236,http://resolver.kb.nl/resolve?urn=ddd:010408504:mpeg21:a0069:ocr,,0,
"Derde Blad. Een en ander over Bestuur,  Positie en Arbeidsinspec'  tie op S. 0. K.",1911/04/11,KB C55,http://resolver.kb.nl/resolve?urn=ddd:010135407:mpeg21:a0125:ocr,,0,
KORT NIEUWS,1942/03/23,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=KBDDD02:000207588:mpeg21:a0009:ocr,,0,
Hederland en de Oorlog.,1917/02/21,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB15:000631094:mpeg21:a00081:ocr,,0,
HANDELSBERICHTEN,1867/01/21,KB C 76,http://resolver.kb.nl/resolve?urn=ddd:010287104:mpeg21:a0012:ocr,,0,
"Laatste berichten,",1907/01/17,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB15:000032014:mpeg21:a00004:ocr,,0,
ZEETIJDINGEN.,1894/11/21,Groninger archieven,http://resolver.kb.nl/resolve?urn=MMRHCG04:234926228:mpeg21:a00017:ocr,,0,
LAATSTE BERICHTEN. BINNENLAND.,1920/12/30,Regionaal Archief Nijmegen,http://resolver.kb.nl/resolve?urn=MMRANM02:000021155:mpeg21:a0010:ocr,,0,
Yelksvoordrachten over onzen Koloniën.,1907/11/19,Koninklijke Bibliotheek C 21,http://resolver.kb.nl/resolve?urn=ddd:010974822:mpeg21:a0134:ocr,,0,
Advertentie,1946/06/17,Groninger archieven 649-1305,http://resolver.kb.nl/resolve?urn=ddd:010884897:mpeg21:a0045:ocr,,0,
NIET-OFFICIEEL GEDEELTE. KOLONIËN. OOST-INDIË.,1904/10/21,Het Utrechts Archief,http://resolver.kb.nl/resolve?urn=MMUTRA04:253173192:mpeg21:a00035:ocr,,0,
ZEETIJDINGEN.,1894/03/10,Groninger archieven,http://resolver.kb.nl/resolve?urn=MMRHCG04:235100068:mpeg21:a00020:ocr,,0,
Gemengde Indische Berichten.,1873/01/14,KB C 76,http://resolver.kb.nl/resolve?urn=ddd:010297509:mpeg21:a0019:ocr,,0,
Laatste Berichten. Oficiëele Berichten.,1886/01/14,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB23:001406011:mpeg21:a00035:ocr,,0,
ZE ZIJN ER NOG Wandeling van een wild varken,1947/12/06,Veenkoloniaal Museum,http://resolver.kb.nl/resolve?urn=MMVEEN01:000084293:mpeg21:a0050:ocr,,0,
Gemengd Nieuws.,1911/04/22,Tresoar,http://resolver.kb.nl/resolve?urn=MMTRES03:000842032:mpeg21:a00009:ocr,,0,
"Masjoemi wil bemiddelen Soemitro: Djoeanda krijgt twee kansen tot een „eervol aftreden""",1958/02/08,Centre Céramique,http://resolver.kb.nl/resolve?urn=MMCC02:211181033:mpeg21:a00009:ocr,,0,
HANDELSBERICHTEN. OVERZICHT DER MAAND APRIL.,1885/05/01,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB04:000163580:mpeg21:a0016:ocr,,0,
BINNENLAND.,1893/06/09,Groninger archieven,http://resolver.kb.nl/resolve?urn=MMRHCG04:234924111:mpeg21:a00005:ocr,,0,
BUITENLANDSCH NIEUWS,1934/12/19,Westfries Archief,http://resolver.kb.nl/resolve?urn=MMWFA01:000312067:mpeg21:a00034:ocr,,0,
Bandoeng en electriciteit.,1906/03/27,Universitaire Bibliotheken Leiden,http://resolver.kb.nl/resolve?urn=MMKB23:001632217:mpeg21:a00024:ocr,,0,
Aanvullend oorlogsnieuws.,1915/01/16,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB08:000129116:mpeg21:a0006:ocr,,0,
GEMENGDE BERICHTEN.,1870/01/06,Tresoar,http://resolver.kb.nl/resolve?urn=MMTRES03:000804053:mpeg21:a00009:ocr,,0,
De verdwenen kellner.,1901/10/18,KB C 420,http://resolver.kb.nl/resolve?urn=ddd:010179110:mpeg21:a0008:ocr,,0,
BINNENLAND.,1920/03/08,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB04:000141764:mpeg21:a0105:ocr,,0,
Binnenland.,1930/06/14,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB32:164647050:mpeg21:a00080:ocr,,0,
HANDELSBERIGTEN.,1840/07/20,KB C21,http://resolver.kb.nl/resolve?urn=ddd:010071932:mpeg21:a0005:ocr,,0,
Breton de Nijs sprak over het Tempo Doeloe,1960/11/18,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:000867016:mpeg21:a00069:ocr,,0,
HANDELSBERIGTEN.,1869/05/24,KB C 21,http://resolver.kb.nl/resolve?urn=ddd:010097609:mpeg21:a0014:ocr,,0,
Advertentie,1922/04/18,Veenkoloniaal Museum,http://resolver.kb.nl/resolve?urn=MMVEEN01:000079502:mpeg21:a0019:ocr,,0,
Advertentie,1911/03/04,Veenkoloniaal Museum,http://resolver.kb.nl/resolve?urn=MMVEEN01:000080331:mpeg21:a0007:ocr,,0,
VERSPREIDE NIEUWTJES.,1899/03/08,Koninklijke Bibliotheek MM03C-150182,http://resolver.kb.nl/resolve?urn=ddd:011188612:mpeg21:a0006:ocr,,0,
BINNENLAND,1885/07/05,Noord-Hollands Archief,http://resolver.kb.nl/resolve?urn=MMNHA03:178957156:mpeg21:a00005:ocr,,0,
Vervolg Nieuwstijdingen.,1893/02/04,KB c226,http://resolver.kb.nl/resolve?urn=ddd:010091779:mpeg21:a0087:ocr,,0,
TELEGRAMMEN. DE WOLFSANGEL.,1938/03/21,Tresoar,http://resolver.kb.nl/resolve?urn=MMTRES02:000023989:mpeg21:a0013:ocr,,0,
TELEGRAMMEN. De oorlog tusschen Amerika en Mexico.,1914/04/27,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB08:000127116:mpeg21:a0003:ocr,,0,
BINNENLAND.,1896/05/30,Stadsarchief Enschede,http://resolver.kb.nl/resolve?urn=MMSAEN01:000039915:mpeg21:a0005:ocr,,0,
"Vervolg Binnenland. 's-Hertogenbosch, 3 Februari.",1894/02/05,Stadsarchief 's-Hertogenbosch,http://resolver.kb.nl/resolve?urn=MMSADB01:000019011:mpeg21:a0077:ocr,,0,
"ASSEN, 25 Junij.",1861/06/25,Koninklijke Bibliotheek C 225,http://resolver.kb.nl/resolve?urn=ddd:010774680:mpeg21:a0010:ocr,,0,
Laatste berichten,1907/05/03,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=KBDDD02:000208697:mpeg21:a0015:ocr,,0,
ALLERLEI.,1886/04/01,Gemeentearchief Roosendaal,http://resolver.kb.nl/resolve?urn=MMGARO01:000169218:mpeg21:a0014:ocr,,0,
Laatste Berichten,1909/06/16,Stadsarchief 's-Hertogenbosch,http://resolver.kb.nl/resolve?urn=MMSADB01:000009220:mpeg21:a0006:ocr,,0,
"BINNENLAND. Amsterdam, 23 April.",1875/04/24,KB C 236,http://resolver.kb.nl/resolve?urn=ddd:010263946:mpeg21:a0004:ocr,,0,
De laatste der reeks.,1934/08/25,Koninklijke Bibliotheek C 64,http://resolver.kb.nl/resolve?urn=ddd:011107755:mpeg21:a0124:ocr,,0,
Economischs toestand,1940/05/17,Koninklijke Bibliotheek C 64,http://resolver.kb.nl/resolve?urn=ddd:011121471:mpeg21:a0275:ocr,,0,
Het reglement van 1885.,1891/01/08,KB C76,http://resolver.kb.nl/resolve?urn=ddd:010292158:mpeg21:a0006:ocr,,0,
Ethische Politiek.,1916/05/10,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB15:000667126:mpeg21:a00001:ocr,,0,
De houtrijkdom van Indië En zijn mogelijkheden.,1939/07/28,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=KBNRC01:000057132:mpeg21:a0036:ocr,,0,
SOEKADANA.,1934/07/06,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:000456130:mpeg21:a00065:ocr,,0,
SUMATRA SOEKADANA.,1934/07/29,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB27:017926049:mpeg21:a00123:ocr,,0,
NIEUWE UITGAVEN NEERLANDS INDIE.,1911/12/15,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB23:001491211:mpeg21:a00047:ocr,,0,
Mei dr. van der Sleen op reis,1930/03/18,Regionaal Archief Zutphen,http://resolver.kb.nl/resolve?urn=MMRAZ02:000426065:mpeg21:a00059:ocr,,0,
De B. O. W. anders beschouwd.,1884/06/11,KB C 76,http://resolver.kb.nl/resolve?urn=ddd:010291247:mpeg21:a0038:ocr,,0,
NEDERLANDSCH OOSTEN WEST-INDIË. VOLKSRAAD.,1928/07/18,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB04:000196969:mpeg21:a0051:ocr,,0,
Tweede Kamer.,1915/11/20,Groninger archieven,http://resolver.kb.nl/resolve?urn=MMRHCG04:234966121:mpeg21:a00028:ocr,,0,
Telegrammen uit de Locomotie,1912/11/29,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:000533051:mpeg21:a00003:ocr,,0,
Uit onze Koloniën.,1913/02/25,Historisch Centrum Overijssel,http://resolver.kb.nl/resolve?urn=MMHCO01:000082136:mpeg21:a0051:ocr,,0,
WETENSCHAPPEN. Een mooie vondst. Op de begraafplaats Belahan,1934/07/02,KB C 248,http://resolver.kb.nl/resolve?urn=ddd:010284435:mpeg21:a0281:ocr,,0,
"BINNENLAND. Amsterdam, 18 November. EEN BELANGRIJK BOEK. (1)",1914/11/18,KB C 236,http://resolver.kb.nl/resolve?urn=ddd:010548272:mpeg21:a0155:ocr,,0,
Bali. Afdrukken van indrukken. door J. H. Francais.,1931/11/12,KB C 248,http://resolver.kb.nl/resolve?urn=ddd:010284145:mpeg21:a0137:ocr,,0,
Een belangrijk boek.*),1914/11/07,Stadsarchief Amsterdam,http://resolver.kb.nl/resolve?urn=MMSAA06:165614112:mpeg21:a00002:ocr,,0,
DE ACHTSTE JAARBEURS IN DE KOLONIALE AFDEELING.,1923/03/15,KB NBM C 44 [Microfilm],http://resolver.kb.nl/resolve?urn=ddd:010008355:mpeg21:a0156:ocr,,0,
Binnenland Een Fransch oordeel Over Indische luchtvaart.,1939/08/09,KB 1634 C1,http://resolver.kb.nl/resolve?urn=ddd:010382967:mpeg21:a0072:ocr,,0,
De fraude bij „Pekalen Sampean”. Menschen zonder moraal.,1934/08/28,Koninklijke Bibliotheek C 64,http://resolver.kb.nl/resolve?urn=ddd:011107757:mpeg21:a0106:ocr,,0,
Een Rollandsche Agriculturist in Mexico.,1909/01/21,Universitaire Bibliotheken Leiden,http://resolver.kb.nl/resolve?urn=MMKB23:001649052:mpeg21:a00068:ocr,,0,
Een Hollandsche Agriculturist  in Mexico.,1909/01/23,KB C 55,http://resolver.kb.nl/resolve?urn=ddd:010135879:mpeg21:a0076:ocr,,0,
Gouverneur Frijling over Celebes.,1917/09/04,Universitaire Bibliotheken Leiden,http://resolver.kb.nl/resolve?urn=MMKB23:001666111:mpeg21:a00046:ocr,,0,
Schijn en werkelijkheid,1951/01/23,Nederlands Dagblad,http://resolver.kb.nl/resolve?urn=ddd:010553936:mpeg21:a0001:ocr,,0,
Allerlei.,1923/05/05,KB NBM Mfm MMK 0024 [Microfilm],http://resolver.kb.nl/resolve?urn=ddd:010001025:mpeg21:a0168:ocr,,0,
Nederlandsch-lndië. DE WEGEN IN HET GEWEST PEKALONGAN.,1918/03/18,Universitaire Bibliotheken Leiden,http://resolver.kb.nl/resolve?urn=MMKB23:001670031:mpeg21:a00043:ocr,,0,
Aanleg en verbetering van wegen in Pekalongan.,1918/03/16,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB27:017945054:mpeg21:a00007:ocr,,0,
Geheime archiefstukken van economisch beleid in Nederlandsch-lndië op tafel,1973/03/13,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=KBNRC01:000032193:mpeg21:a0241:ocr,,0,
Ziek Japara.,1927/02/28,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:000439048:mpeg21:a00015:ocr,,0,
"TWEEDE BLAD. De Preanger Bode. DINSDAG 29 APRIL 1902, No. 96. Redacteur: G. L. LA BASTIDE, Bandoeng. MET VAN KOL OP REIS.",1902/04/29,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB08:000124205:mpeg21:a0012:ocr,,0,
EEN HOLLANDSCHE AGRICULTURIST IN MEXICO.,1909/01/20,Koninklijke Bibliotheek C 96,http://resolver.kb.nl/resolve?urn=ddd:011035344:mpeg21:a0081:ocr,,0,
De kolonisatieproef in de Lampongsche distiricten.,1918/09/12,Universitaire Bibliotheken Leiden,http://resolver.kb.nl/resolve?urn=MMKB23:001700018:mpeg21:a00048:ocr,,0,
Nederland en Indië.,1887/12/01,KB C 76,http://resolver.kb.nl/resolve?urn=ddd:010337537:mpeg21:a0004:ocr,,0,
Eerste Blad. Dit nummer bestaat uit drie bladen. Nederland en Indië. EEN NOODKREET.,1887/10/22,KB c226,http://resolver.kb.nl/resolve?urn=ddd:010087604:mpeg21:a0001:ocr,,0,
VAN NEDERLANDSCHE DIPLOMATIEKE EN CONSULAIRE AMBTENAREN.,1912/10/04,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:001093178:mpeg21:a00020:ocr,,0,
Nederland en Indië. EEN NOODKREET.,1887/11/29,Koninklijke Bibliotheek C 64,http://resolver.kb.nl/resolve?urn=ddd:011087652:mpeg21:a0001:ocr,,0,
Allerlei.,1920/03/26,Erfgoedcentrum Achterhoek en Liemers,http://resolver.kb.nl/resolve?urn=MMECAL02:179961049:mpeg21:a00007:ocr,,0,
Onze Handel en Nijverheid.,1832/02/29,KB C21,http://resolver.kb.nl/resolve?urn=ddd:010068862:mpeg21:a0001:ocr,,0,
BINNENLAND,1937/04/01,Groninger archieven,http://resolver.kb.nl/resolve?urn=MMRHCG03:163496001:mpeg21:a00048:ocr,,0,
KERKELIJK LEVEN. CALVINISME IN DE STAD VAN CALVIJN.,1931/01/02,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB04:000197901:mpeg21:a0049:ocr,,0,
KOLONIEN HEEFT DE OOSTKUST EEN INDUSTRIEELE TOEKOMST?,1931/07/28,Regionaal Historisch Centrum Eindhoven,http://resolver.kb.nl/resolve?urn=MMRHCE01:000056829:mpeg21:a0044:ocr,,0,
Kerknieuws.,1930/10/06,Het Utrechts Archief,http://resolver.kb.nl/resolve?urn=MMUTRA04:253386013:mpeg21:a00081:ocr,,0,
Rake woorden.,1932/10/07,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=ddd:110634797:mpeg21:a0040:ocr,,0,
GEMENGD INDISCH NIEUWS.,1896/09/14,Koninklijke Bibliotheek 64,http://resolver.kb.nl/resolve?urn=ddd:011139478:mpeg21:a0030:ocr,,0,
MENGELWERK. ONZE HANDEL EN NIJVERHEID.,1832/05/18,Koninklijke Bibliotheek C 135,http://resolver.kb.nl/resolve?urn=ddd:010943283:mpeg21:a0004:ocr,,0,
BRIEVEN UIT DE MOLUKKEN Uit de beschaving naar een primitief bestaan Hoe een groot avontuur begon (I.),1937/10/30,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB08:000110310:mpeg21:a0109:ocr,,0,
GEESTELIJK LEVEN. Een plechtigheid te Peniwen.,1931/02/24,KB C 248,http://resolver.kb.nl/resolve?urn=ddd:010279300:mpeg21:a0146:ocr,,0,
BINNENLAND.,1920/03/26,Erfgoedcentrum Achterhoek en Liemers,http://resolver.kb.nl/resolve?urn=MMECAL02:179961050:mpeg21:a00003:ocr,,0,
Uit Indië.,1902/04/14,Tilburg University Library,http://resolver.kb.nl/resolve?urn=MMKB23:001945135:mpeg21:a00035:ocr,,0,
"IN DEN „KRUIDENTUIN VAN AZIE"" Uit de beschaving naar een eenzaam eiland",1937/10/14,Stadsarchief Enschede,http://resolver.kb.nl/resolve?urn=MMSAEN01:000052985:mpeg21:a0051:ocr,,0,
Adatrecht.,1922/10/23,KB NBM Mfm MMK 0030 [Microfilm],http://resolver.kb.nl/resolve?urn=ddd:010026236:mpeg21:a0032:ocr,,0,
Indië's verdediging.,1921/10/27,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:002115100:mpeg21:a00004:ocr,,0,
Nederland. Het boek van Colijn.,1928/08/30,KB NBM Mfm MMK 0030 [Microfilm],http://resolver.kb.nl/resolve?urn=ddd:010029837:mpeg21:a0002:ocr,,0,
Boeken en Geschriften,1928/08/31,Groninger archieven,http://resolver.kb.nl/resolve?urn=MMRHCG04:234992053:mpeg21:a00033:ocr,,0,
BINNENLAND.,1928/06/26,Erfgoedcentrum Achterhoek en Liemers,http://resolver.kb.nl/resolve?urn=MMECAL02:179973096:mpeg21:a00007:ocr,,0,
