title,date,identifier,original_relevance,new_score,depth_signal,volcanic_signal,construction_signal,material_signal,locations
De eruptie van den Batoer.,1926/08/06,http://resolver.kb.nl/resolve?urn=ddd:010028567:mpeg21:a0164:ocr,0,2,0,2,0,0,[]
